Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.9409054300419026,0.5075297799327078,0.2216363627789643,0.9409054300419026,0.5075297799327078,0.2216363627789643,0.025834515769749412,0.6927813309388198,0.21228958333333336,0.010000000000000002,0.0,0.01180573214833367,0.20983063063063062,0.0,0.5046131132660411,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.005773848684210526,0.0,0.0004027490128115195,0.0,0.019657918072727366,0.0,0.019963846584098142,0.0,0.6066375743447973,0.4549781807585978,0.01180573214833367,0.0,0.0,5125.742602432094,18.33333333333337,0.3083333333333334,774.8618668271652,6.149529606406406,0.21228958333333336,0.3333333333333333,5688.314885925926,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,0.0,0.0,80.0284315582375,51.66666666666668,46.10666666666668,0.0,49.75394993164001,0.0,0.0,0.0,125.04442430974609,47.97716837698022,49.75394993164001,47.08877759965033,12.43753247303448,18.076319369426894,-0.04303815734559926,7.660487705599896,3.6351399732437737,2.8,9.236100170605994,5019.789259517432,-1594.8929196179402,-298.19754156001983,-1232.729170100824,0.0,0.0,1179.1452395251604,0.0,5.0,0.061905925648855935,0.0,0.0,0.2972157732835559,329.99807111111113,-52.36941233899975,0.2356303299080241,8.60711957084011,0.002964836042194334,183.56586256240612,1.229874609617254,0.38302986444572684,-2426.5068751800654,56.752088734960225,0.3805784181964799,-418.07764963916145,119.88010807914158
2025-01-01 01:00:00,0.9282034144736719,0.5062889066200217,0.23823831337492316,0.9282034144736719,0.5062889066200217,0.23823831337492316,0.025401477118433623,0.6911268331885717,0.2016751041666667,0.010000000000000002,0.032728036107376915,0.006171178168447145,0.1993390990990991,0.0,0.503372239953355,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06452541225967628,0.04839405919475721,0.0,0.0,0.005340810032894736,0.0,0.0004027490128115195,0.0,0.019657918072727366,0.0,0.019963846584098142,0.0,0.6066375743447973,0.4549781807585978,0.006171178168447145,0.0,0.0,4869.45547231049,18.33333333333337,0.2929166666666667,736.1187734858069,5.8420531260860855,0.2016751041666667,0.31666666666666665,5403.89914162963,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,742.4468148148148,0.0,78.78437941359184,51.66666666666668,46.10666666666668,0.0,48.95066731604003,0.0,0.0,742.4468148148148,123.10059283373725,47.34768447159066,48.95066731604003,46.54619304936598,12.43753247303448,17.942387617184412,-0.06625482179657408,7.904576029406291,4.635719021375572,2.5,9.236100170605994,4689.7789893826675,-1287.1814422498262,-970.4590044905359,-1224.3435955135212,0.0,0.0,1094.4914533485526,0.0,5.0,0.06077615853114348,0.0,0.0,0.29179166236038057,329.99807111111113,-49.82434076285362,0.2391093182082126,8.566315608232646,0.0029833908605410553,168.58045767697513,1.2304863579039533,0.30195380397210964,-2077.497042230126,54.19682649449285,0.3805784181964799,-1060.5702376719119,90.11123318137601
2025-01-01 02:00:00,0.8416330833900906,0.5050480333073356,0.12868678566501698,0.8416330833900906,0.5050480333073356,0.12868678566501698,0.025401477118433623,0.6894723354383235,0.11675927083333336,0.010000000000000002,0.008182009026844229,0.0050979297913259026,0.11540684684684685,0.0,0.5021313666406689,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.005340810032894736,0.0,0.0004027490128115195,0.0,0.019657918072727366,0.0,0.019963846584098142,0.0,0.6066375743447973,0.4549781807585978,0.0050979297913259026,0.0,0.0,2819.158431337652,18.33333333333337,0.16958333333333336,426.1740267549409,3.382241283523523,0.11675927083333336,0.18333333333333332,3128.573187259259,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,185.6117037037037,0.0,90.7262218025018,51.66666666666668,46.10666666666668,0.0,51.95077589382213,0.0,0.0,185.6117037037037,141.75972156640904,51.978237845663976,51.991968821584905,51.95077589382213,12.43753247303448,18.019344599963237,-0.04955645049251955,8.564983623856357,4.532674444186887,1.6500000000000001,9.236100170605994,2526.063266345052,-1446.1735870807279,-1345.5708919490412,-1315.2092086411224,0.0,0.0,1077.1100508792483,0.0,5.0,0.0613378186303593,0.0,0.0,0.2944882417097927,329.99807111111113,-54.99600723072608,0.23939402541994156,8.623190953864357,0.003001436246372856,173.6142133472834,1.230147867613641,0.2130811594933748,-1920.5933724684596,48.24575863279093,0.3805784181964799,-1435.9704678365595,90.39957588751834
2025-01-01 03:00:00,0.950043578172469,0.5147363511694556,0.2138553120448353,0.950043578172469,0.5147363511694556,0.2138553120448353,0.025112784684223097,0.7026412101549124,0.21228958333333336,0.010000000000000002,0.0,0.00402468141420466,0.20983063063063062,0.0,0.5118196845027889,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061216416759180055,0.04591231256938503,0.0,0.0,0.005052117598684211,0.0,0.0004027490128115195,0.0,0.019657918072727366,0.0,0.020214964151193716,0.0,0.6212098292445387,0.4659073719334039,0.00402468141420466,0.0,0.0,5125.742602432094,18.33333333333337,0.3083333333333334,774.8618668271652,6.149529606406406,0.21228958333333336,0.3333333333333333,5688.314885925926,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,0.0,0.0,87.52183787564381,51.66666666666668,46.10666666666668,0.0,51.07749764227892,0.05760815765413874,154.73558526761684,0.0,136.75287168069346,50.82040472469182,51.09998560237866,50.66937030579854,12.43753247303448,18.05452335398997,-0.03958273092317673,8.478227097134974,4.276470770768584,1.6500000000000001,9.236100170605994,4802.988272106138,-1436.3247472158139,-1212.2936885854547,-1334.1147380591292,0.0,0.0,1073.2432705995889,0.0,5.0,0.06210722145908411,0.0,0.0,0.2981822121061505,329.99807111111113,-61.88286286641677,0.24027505232522844,8.660270230402578,0.0030193202345207377,144.35260153037208,1.2299858996863449,0.2590220899516466,-2263.6091680683808,52.422554025401524,0.3805784181964799,-1308.6049685813282,96.31127999587376
2025-01-01 04:00:00,0.9441801871220505,0.5025662866819635,0.22461515567064716,0.9441801871220505,0.5025662866819635,0.22461515567064716,0.025112784684223097,0.6861633399378273,0.22290406250000003,0.010000000000000002,0.0,0.00429299350848497,0.2203221621621622,0.0,0.4996496200152968,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.005052117598684211,0.0,0.0004027490128115195,0.0,0.019657918072727366,0.0,0.019963846584098142,0.0,0.6066375743447973,0.4549781807585978,0.00429299350848497,0.0,0.0,5382.029732553699,18.33333333333337,0.3237500000000001,813.6049601685233,6.457006086726726,0.22290406250000003,0.35,5972.730630222222,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,0.0,0.0,83.9865462069632,51.66666666666668,46.10666666666668,0.0,50.13145816126937,0.0,0.0,0.0,131.22897844838,49.434031026584684,50.13145816126937,49.08531745924235,12.43753247303448,18.014308444356907,-0.06010278892578433,8.196762772936108,4.254223071664666,0.55,9.236100170605994,4906.850456540571,-1303.541902334735,-1758.4961904742545,-1484.8476375328953,0.0,0.0,1061.7171844052496,0.0,5.0,0.06441429579845467,0.0,0.0,0.3092586781570437,329.99807111111113,-52.04882288548311,0.24191388322625076,8.654177025911679,0.0030336283011088237,169.04264250656357,1.2295682229023,0.2347482009410746,-2173.2458936924468,56.09903118918876,0.3805784181964799,-1854.5787398501639,96.0825493759095
2025-01-01 05:00:00,1.170046071887531,0.5033758563986157,0.4454739420213699,1.170046071887531,0.5033758563986157,0.4454739420213699,0.026524335222529637,0.6877136116650013,0.44580812500000006,0.010000000000000002,0.0,0.004829617697045592,0.4406443243243244,0.0,0.500459189731949,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.005629502467105263,0.0,0.00041949618271544683,0.0,0.020475336572708933,0.0,0.02043469202240234,0.0,0.607717000633667,0.4557877504752501,0.004829617697045592,0.0,0.0,10764.059465107399,20.000000000000057,0.6475000000000002,1627.2099203370467,12.914012173453452,0.44580812500000006,0.7,11945.461260444445,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,0.0,0.0,77.86378076343085,51.66666666666668,46.10666666666668,0.0,49.2952728479874,0.022259762999983,56.70937679965016,0.0,121.66215744286069,48.63556832043445,49.2952728479874,48.305716056657985,12.43753247303448,19.504102768600138,-0.1854157031583231,9.07026134024274,3.33472595705883,-0.25000000000000006,9.236100170605994,9909.909200395046,-867.9500818829302,-1678.0331570450421,-1800.9772442010724,0.0,0.0,1072.466899190037,0.0,5.0,0.06919787685948962,0.0,0.0,0.33222506997201445,329.99807111111113,-125.63991970131711,0.22186061571496313,9.361070071607058,0.003054461300632341,167.87202817358667,1.222682012450803,0.21300513806512486,-2542.414121588612,47.254119368634875,0.3805784181964799,-1796.6909893938237,118.6578323487814
2025-01-01 06:00:00,1.1602867393873877,0.563539445335465,0.3288479884321733,1.1602867393873877,0.5635394453354649,0.3288479884321733,0.07674667788930961,0.7975636031647446,0.27597645833333334,0.010000000000000002,0.049092054161065365,0.006976114451288077,0.27277981981981986,0.0,0.5606227786687982,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.006351233552631579,0.0,0.00141329775286801,0.0,0.06898214658381002,0.0,0.050066564939680085,0.0,0.6846261237156364,0.5134695927867272,0.006976114451288077,0.0,0.0,6663.4653831617225,20.000000000000057,0.40083333333333343,1007.3204268753146,7.994388488328328,0.27597645833333334,0.43333333333333335,7394.809351703704,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,1113.6702222222223,0.0,80.12870777294421,51.66666666666668,46.10666666666668,0.0,51.12540087813623,0.33424175754822527,889.932148777367,1113.6702222222223,125.20110589522533,49.630499142037216,51.12540087813623,48.88304827398771,12.43753247303448,19.69299053942998,-0.05350664729294774,8.379159760315764,3.5836724114654297,0.3,9.236100170605994,6093.8660530587995,-1554.9242123407817,-1528.8951232030045,-1749.8810959908137,0.0,0.0,1258.6094041789345,0.0,5.0,0.06865421502742647,0.0,0.0,0.32961490188022385,329.99807111111113,-78.3276382910446,0.22020972546388837,9.463676417371447,0.003068663064600474,128.2772288462172,1.2218804192221313,0.2474583098542252,-2622.8106131561467,60.5659739400503,0.3805784181964799,-1642.1354411176349,113.24031791463035
2025-01-01 07:00:00,0.9356675058321716,0.5826173711522095,0.04976434424547139,0.9356675058321717,0.5826173711522094,0.049764344245471395,0.08963994445201814,0.8360275613801534,0.0,0.010000000000000002,0.04091004513422114,0.008854299111250252,0.0,0.0,0.5797007044855427,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.00591819490131579,0.0,0.001680844003772214,0.0,0.08204090554693014,0.0,0.06309328873276299,0.0,0.7067543626374662,0.5300657719780993,0.008854299111250252,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,928.0585185185186,0.0,83.78056015929202,51.66666666666668,46.10666666666668,0.0,51.50099680792628,0.28486609682506364,775.2981942466456,928.0585185185186,130.90712524889378,49.90883225865079,51.50099680792628,49.11274998401304,12.43753247303448,18.604056435885028,-0.021397730325742024,7.550750009732505,3.326852886536041,-0.55,9.236100170605994,-427.0230541414383,-2572.8699591394193,-1826.155263865762,-1719.4364672495471,0.0,0.0,1267.7126342886497,10.293687886793265,3.96625,0.06811404013655337,0.0,0.0,0.32702147489861505,261.7709699088889,24.7007788194591,0.23695221680418038,8.979046622335556,0.003082594684249291,118.168585971245,1.226435971834693,0.24745113884829312,-2644.9839197832903,72.11396064387085,0.3805784181964799,-1944.4851620756092,118.32989820984729
2025-01-01 08:00:00,1.1214937035200188,0.5719170911442739,0.2514129658492578,1.1214937035200185,0.5719170911442739,0.2514129658492578,0.07782027516775573,0.8213838450189296,0.21228958333333336,0.010000000000000002,0.032728036107376915,0.008854299111250252,0.20983063063063062,0.0,0.5690004244776072,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.004474732730263157,0.0,0.001472525548869704,0.0,0.07187301688862287,0.0,0.06271661238211962,0.0,0.6908328248766373,0.5181246186574778,0.008854299111250252,0.0,0.0,5125.742602432094,18.33333333333337,0.3083333333333334,774.8618668271652,6.149529606406406,0.21228958333333336,0.3333333333333333,5688.314885925926,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,742.4468148148148,0.0,81.78983104820911,51.66666666666668,46.10666666666668,0.0,50.93457091959804,0.051782686946968415,138.53290618200253,742.4468148148148,127.79661101282673,48.57486638770783,50.93457091959804,47.39501412176273,12.43753247303448,18.06359545635099,-0.05127433609476159,7.130430754873359,2.8150203661445503,-1.4,9.236100170605994,4691.061019030804,-2130.086315577542,-1993.0218108415254,-1774.827509492591,0.0,0.0,1178.5916290441992,696.2291022612558,3.0,0.06896692932004256,0.0,0.0,0.3311162705993333,197.99884266666666,161.55429704710136,0.24595289585174057,8.746651483250155,0.0030942256180051084,129.6101549796321,1.229275436214096,0.2638873739097757,-2976.093370454776,71.14518805006907,0.3805784181964799,-2120.4419589157083,127.42014807418279
2025-01-01 09:00:00,1.2054489386533396,0.6320276426057079,0.11350130233228525,1.2054489386533396,0.6320276426057079,0.11350130233228525,0.13036114624193915,0.9589430007447337,0.10614479166666668,0.010000000000000002,0.0,0.00858598701696994,0.10491531531531531,0.0,0.6291109759390412,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.003608655427631579,0.0,0.0025447528902796824,0.0,0.12420773792402788,0.0,0.12012836615934526,0.0,0.770980226825216,0.5782351701189118,0.00858598701696994,0.0,0.0,2562.871301216047,18.33333333333337,0.1541666666666667,387.4309334135826,3.074764803203203,0.10614479166666668,0.16666666666666666,2844.157442962963,17064.944657777778,0.0,23.888888888888914,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1635.6298711111112,0.0,0.0,83.44312745483082,51.66666666666668,46.10666666666668,0.0,50.94343116533714,0.1975035069199622,532.6630749395712,0.0,130.37988664817314,49.179813241690645,50.94343116533714,48.298004279867406,12.43753247303448,17.97430324937948,-0.05021274640419063,6.93021568897604,2.6744241695987374,-0.85,9.236100170605994,2687.261941880489,-2218.858053389997,-1648.242538001195,-1678.899830490365,0.0,0.0,1358.0771177969111,1947.0915661610056,2.98375,0.06751101482680898,0.0,0.0,0.3241262975490047,196.92634893555552,445.21335335789536,0.24882764564927026,8.729027259531756,0.003111539487497987,197.6583897930276,1.2302563433432978,0.26018336053813124,-2674.806409527285,68.51742272370494,0.3805784181964799,-1770.4855831965226,122.24304519532782
