occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.6,0.609,0.0336,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.177,1.0,0,0,0,0,0
0.6,0.613,0.038,0.337,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.616,0.0394,0.331,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.664,0.06,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,1.0,0,0,0,0,0
0.6,0.667,0.0624,0.247,0.226,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,1.0,0,0,0,0,0
0.6,0.715,0.096,0.168,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.715,0.096,0.168,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.263,1.0,0,0,0,0,0
0.6,0.715,0.096,0.168,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.587,0.712,0.0947,0.174,0.307,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0667,0,0,0,0
0.4,0.664,0.0765,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0.133,0,0,0,0
0.4,0.664,0.0765,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.664,0.0765,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0,0,0,0,0,0
0.4,0.664,0.077,0.253,0.219,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0,0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.664,0.084,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0,0,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.933,0.0,0,0,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0,0,0,0,0,0
0.4,0.664,0.0886,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0,0,0,0,0,0
0.4,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.413,0.667,0.101,0.247,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0162,0,0.133,0,0,0,0
0.6,0.715,0.14,0.168,0.284,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.255,1.0,0,0,0,0,0
0.6,0.715,0.147,0.168,0.288,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.587,0.712,0.144,0.174,0.283,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0,0.0667,0,0,0,0
0.413,0.667,0.106,0.247,0.214,0.214,0.0,0.0,0.0309,0.0667,0.0,0.0,0.221,0,0,0,0,0,0
0.6,0.713,0.145,0.174,0.284,0.284,0.0,0.0,0.278,1.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.228,0.0,0.0,0.485,0.867,0.133,0.0,0.0,0,0,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.228,0.0,0.0,0.189,0.0,1.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.68,0.115,0.253,0.228,0.228,0.0,0.0,0.308,0.0,1.0,0.0,0.305,0,0,0,0,0,0
0.6,0.681,0.116,0.253,0.231,0.231,0.0,0.0,0.576,0.0,1.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.11,0.0,1.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.168,0.0,0.2,0.0,0.534,0,0,0,0,0,0
0.6,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.247,0.0,0.0,0.0,0.229,0,0,0,0,0,0
0.627,0.715,0.153,0.241,0.302,0.302,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0,0.0667,0,0,0,0
0.987,0.886,0.32,0.0898,0.653,0.653,0.0,0.0,0.495,0.0,0.0,0.0,0.0764,0,0.0667,0,0,0,0
0.8,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.318,0.0,0.0,0.0,0.153,0,0,0,0,0,0
0.8,0.809,0.248,0.168,0.51,0.51,0.0,0.0,0.119,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.8,0.809,0.253,0.168,0.517,0.517,0.0,0.0,0.227,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.8,0.826,0.338,0.163,0.624,0.624,0.0,0.0,0.45,0.0,0.0,0.0,0.153,0,0,0,0,0,0
0.8,0.907,0.436,0.0842,0.799,0.799,0.0,0.0,0.395,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.813,0.912,0.443,0.0786,0.811,0.811,0.0,0.0,0.54,0.0,0.0,0.0,0.0764,0,0.0667,0,0,0,0
0.987,0.986,0.546,0.00561,0.973,0.973,0.0,0.0,0.323,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.792,0.0,0.0,0.325,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.792,0.0,0.0,0.0997,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.792,0.0,0.0,0.124,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.889,0.619,0.0842,0.782,0.782,0.0,0.0,0.416,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.86,0.752,0.0842,0.649,0.649,0.0,0.0,0.536,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.86,0.752,0.0842,0.649,0.649,0.0,0.0,0.0997,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.86,0.752,0.0842,0.649,0.649,0.0,0.0,0.168,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.813,0.86,0.761,0.0786,0.645,0.645,0.0,0.0,0.203,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.602,0.0,0.0,0.242,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.987,0.853,0.875,0.00561,0.595,0.595,0.0,0.0,0.603,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.798,0.712,0.0842,0.491,0.491,0.0,0.0,0.227,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
0.8,0.791,0.687,0.0898,0.481,0.481,0.0,0.0,0.148,0.0,0.0,0.0,0.382,1.0,0,0,0,0,0
0.8,0.692,0.328,0.168,0.333,0.333,0.0,0.0,0.148,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.692,0.328,0.168,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.692,0.328,0.168,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.69,0.316,0.168,0.322,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,1.0,0,0,0,0,0
0.8,0.657,0.146,0.168,0.169,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.073,1.0,0,0,0,0,0
0.813,0.655,0.143,0.174,0.166,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.623,0.0994,0.258,0.126,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.593,0.0573,0.337,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,1.0,0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.077,1.0,0,0,0,0,0
1.0,0.589,0.0311,0.337,0.0635,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0217,0.337,0.0539,0.0539,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.589,0.0173,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0173,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0173,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0173,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.589,0.0163,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.987,0.588,0.0163,0.342,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.813,0.563,0.016,0.415,0.0494,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.153,1.0,0,0,0,0,0
1.0,0.591,0.019,0.331,0.0531,0.0531,0.0,0.0,0.0,0.0,0.0,0.0,0.153,1.0,0,0,0,0,0
0.987,0.615,0.0277,0.258,0.0885,0.0885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.787,0.588,0.0216,0.342,0.0682,0.0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.564,0.0167,0.415,0.0534,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,1.0,0,0,0,0,0
0.6,0.598,0.028,0.337,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.156,1.0,0,0,0,0,0
0.6,0.609,0.0333,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
0.6,0.609,0.0333,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,1.0,0,0,0,0,0
0.6,0.609,0.0333,0.337,0.129,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.177,1.0,0,0,0,0,0
0.6,0.613,0.0351,0.331,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.664,0.06,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0683,1.0,0,0,0,0,0
0.6,0.664,0.06,0.253,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.145,1.0,0,0,0,0,0
0.587,0.661,0.0586,0.258,0.214,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0.0667,0,0,0,0
0.4,0.616,0.04,0.331,0.141,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0,0.267,0,0,0,0
0.413,0.667,0.0711,0.247,0.231,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.6,0.715,0.096,0.168,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0,0,0,0,0,0
0.6,0.715,0.096,0.168,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0,0,0,0,0,0
0.6,0.715,0.0968,0.168,0.312,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.715,0.107,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0,0,0,0,0,0
0.6,0.715,0.107,0.168,0.305,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.199,0,0,0,0,0,0
0.587,0.712,0.105,0.174,0.299,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.664,0.077,0.253,0.219,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0,0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.419,0,0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.664,0.0837,0.253,0.212,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0,0,0,0,0,0
0.413,0.667,0.0864,0.247,0.217,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0,0,0,0,0,0
0.6,0.712,0.121,0.174,0.281,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0,0,0,0,0,0
0.6,0.664,0.0879,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0,0,0,0,0,0
0.6,0.664,0.0886,0.253,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.6,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.6,0.664,0.0982,0.253,0.205,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.664,0.0985,0.253,0.206,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0,0,0,0,0,0
0.6,0.664,0.103,0.253,0.209,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0,0,0,0,0,0
0.6,0.664,0.103,0.253,0.209,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.664,0.103,0.253,0.209,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.587,0.665,0.104,0.253,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.413,0.683,0.118,0.247,0.234,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.739,0.164,0.168,0.317,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.6,0.739,0.164,0.168,0.317,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.587,0.736,0.163,0.174,0.314,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.703,0.14,0.253,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.4,0.704,0.142,0.253,0.281,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0927,0,0,0,0,0,0
0.4,0.726,0.17,0.253,0.356,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0,0,0,0,0,0
0.4,0.726,0.17,0.253,0.356,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0,0,0,0,0,0
0.413,0.732,0.175,0.247,0.367,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0,0.267,0,0,0,0
0.6,0.809,0.253,0.168,0.517,0.517,0.146,0.0667,0.0,0.0,0.0,0.0,0.177,1.0,0,0,0,0,0
0.6,0.82,0.331,0.168,0.612,0.612,0.833,1.0,0.0,0.0,0.0,0.0667,0.0764,1.0,0,0,0,0,0
0.6,0.82,0.331,0.168,0.612,0.612,0.417,0.0,0.0,0.0,0.0,0.933,0.229,1.0,0,0,0,0,0
0.6,0.82,0.331,0.168,0.612,0.612,0.267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.613,0.825,0.35,0.163,0.624,0.624,0.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.891,0.609,0.0842,0.792,0.792,0.204,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
0.813,0.897,0.619,0.0786,0.804,0.804,0.4,0.0,0.0,0.0,0.0,0.0,0.0165,1.0,0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.977,0.392,0.0,0.0,0.0,0.0,0.0,0.197,1.0,0,0,0,0,0
1.0,0.971,0.77,0.0,0.965,0.965,0.612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0922,1.0,0,0,0,0,0
1.0,0.929,0.923,0.00561,0.788,0.788,0.0,0.0,0.124,0.0667,0.0,0.0,0.248,1.0,0,0,0,0,0
1.0,0.86,0.752,0.0842,0.649,0.649,0.0,0.0,0.608,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.852,0.737,0.0898,0.631,0.631,0.0,0.0,0.759,1.0,0.0,0.0,0.0168,1.0,0,0,0,0,0
1.0,0.739,0.538,0.168,0.381,0.381,0.0,0.0,0.113,0.8,0.2,0.0,0.0503,1.0,0,0,0,0,0
1.0,0.739,0.538,0.168,0.381,0.381,0.0,0.0,0.381,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.735,0.527,0.174,0.374,0.374,0.0,0.0,0.715,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.675,0.348,0.258,0.262,0.262,0.0,0.0,0.148,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.605,0.12,0.337,0.144,0.144,0.0,0.0,0.268,0.0,0.0667,0.0,0.0,1.0,0,0,0,0,0
1.0,0.608,0.127,0.331,0.15,0.15,0.0,0.0,0.546,0.0,0.0,0.0,0.0323,1.0,0,0,0,0,0
1.0,0.648,0.224,0.253,0.239,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.361,1.0,0,0,0,0,0
1.0,0.647,0.216,0.253,0.231,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.623,0.0994,0.258,0.126,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.593,0.0591,0.337,0.0892,0.0892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.593,0.0573,0.337,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.0311,0.337,0.0635,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.589,0.022,0.337,0.0543,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.588,0.0216,0.342,0.0539,0.0539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
