Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.26486747525434307,0.15599526082475554,0.0,0.26486747525434307,0.15599526082475557,0.0,0.006593216079021245,0.0,0.07637781858969303,0.13189644058562877,0.05,0.0,0.0,0.05621524333414502,0.0851966841572772,0.01458333333333334,1.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0025248355263157896,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,259.1122293867631,21.44444444444449,0.45490741937560164,0.0,0.11570602391896208,0.01619041666666667,0.21666666666666667,242.92181272009643,1027.566643855756,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,21.108185941798087,51.66666666666668,46.10666666666668,0.0,51.03184978734624,0.0,0.0,0.0,21.108185941798087,51.068259313157256,51.08646407606277,51.03184978734624,12.43753247303448,21.09376014108722,-0.04714590525000713,2.8,164.55794510691211,-253.41902035949494,0.0,0.0,146.0556987535045,0.0,1.0,0.010628595293448704,0.0,0.0,0.5245508857999238,65.99961422222222,12.809037326139487,0.230511808118878,10.574739917104361,0.0035018527398840106,13.36970295166225,1.2168682401672846
2025-01-01 01:00:00,0.2638333812033041,0.15536295517747475,0.0,0.2638333812033041,0.15536295517747475,0.0,0.0064038534145475605,0.0,0.07554503076573296,0.13188449702302357,0.05,0.0,0.0,0.05559065246617496,0.08518896937796647,0.01458333333333334,1.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0023354728618421045,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,259.11844368588226,21.44444444444449,0.45496592419718407,0.0,0.11569408035635688,0.01619041666666667,0.21666666666666667,242.9280270192156,1119.1870632928983,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,21.027300401814465,51.66666666666668,46.10666666666668,0.0,50.844524891126156,0.0,0.0,0.0,21.027300401814465,50.89101428952997,50.91425898873188,50.844524891126156,12.43753247303448,21.03107409873373,-0.08089479638716005,2.5,175.50976382722536,-241.4032728623707,0.0,0.0,145.03354826507075,0.0,1.0,0.009993613184634938,0.0,0.0,0.4932127438866016,65.99961422222222,12.76104473864308,0.23241940036397807,10.564029852235876,0.0035170399660613147,15.648516049825027,1.2171756570234833
2025-01-01 02:00:00,0.37948467153475746,0.22997964581713976,0.0,0.37948467153475746,0.22997964581713973,0.0,0.0064038534145475605,0.0,0.0747122429417729,0.248368575178437,0.05,0.0,0.0,0.05496606159820491,0.16043025088560148,0.01458333333333334,1.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0023354728618421045,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,476.60931206024816,21.44444444444449,0.8543589557235071,0.0,0.2172331585117703,0.031135416666666672,0.4166666666666667,445.47389539358153,1082.4663642448063,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.86391885697839,51.66666666666668,46.10666666666668,0.0,50.65832610308595,0.0,0.0,0.0,20.86391885697839,50.71474347638181,50.74295216302975,50.65832610308595,12.43753247303448,21.086510297565475,-0.06178184287046419,1.6500000000000001,391.6163938549692,-241.61380537562778,0.0,0.0,144.20076044111067,0.0,1.0,0.009497411193441833,0.0,0.0,0.46872378868323017,65.99961422222222,12.420126729238161,0.2328983462931656,10.609309534485712,0.0035364229472274245,18.799462460089405,1.216932085552212
2025-01-01 03:00:00,0.29167457020106513,0.17325480467449214,0.0,0.2916745702010651,0.17325480467449214,0.0,0.006277611638231772,0.0,0.07387945511781283,0.1615175034450205,0.05,0.0,0.0,0.054341470730234855,0.10433000061092394,0.01458333333333334,1.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.0022092310855263155,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,312.64087623668536,21.44444444444449,0.5512216816461439,0.0,0.1415908367783538,0.01992666666666667,0.26666666666666666,292.7142095700187,1065.3043328805038,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.67590890061965,51.66666666666668,46.10666666666668,0.0,50.50357259890095,0.0,0.0,0.0,20.67590890061965,50.53977337589982,50.557873764399254,50.50357259890095,12.43753247303448,21.179109666871447,-0.04889500176466181,1.6500000000000001,216.2183813845956,-251.59569764545628,0.0,0.0,143.2417308408348,0.0,1.0,0.0098485802559567,0.0,0.0,0.48605496347367905,65.99961422222222,11.931471952531718,0.2328691331988453,10.671036037919302,0.003556118233090208,13.412845909983425,1.2165350484799873
2025-01-01 04:00:00,0.2929990487312398,0.1740236702136874,0.0,0.29299904873123983,0.1740236702136874,0.0,0.006277611638231772,0.0,0.07304666729385276,0.1636747697991553,0.05,0.0,0.0,0.0537168798622648,0.10572345701808925,0.01458333333333334,1.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0022092310855263155,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,301.84237007430744,21.44444444444449,0.5572092380847196,0.0,0.14250268646582193,0.021172083333333334,0.2833333333333333,280.67028674097406,1024.021058968904,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.598387404767845,51.66666666666668,46.10666666666668,0.0,50.356091911025054,0.0,0.0,0.0,20.598387404767845,50.365723085855514,50.37053867327075,50.356091911025054,12.43753247303448,21.115923922664887,-0.0478658128389925,0.55,185.45992363771015,-272.53406333469263,0.0,0.0,142.40894301687473,0.0,1.0,0.010078555959964852,0.0,0.0,0.4974049072733357,65.99961422222222,13.742673881220668,0.2344669851441769,10.652928763019837,0.0035686193035927233,16.89172298397157,1.21621622838626
2025-01-01 05:00:00,0.29887302812473376,0.17765479781287738,0.0,0.29887302812473376,0.17765479781287735,0.0,0.006530095190863351,0.0,0.07304666729385276,0.16929626564001762,0.05,0.0,0.0,0.0537168798622648,0.10935458461727922,0.01458333333333334,1.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0024617146381578944,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,304.6424544780127,21.44444444444449,0.5764710612318432,0.0,0.14687876564001764,0.022417500000000003,0.3,282.22495447801265,939.0910507669894,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.519951253652014,51.66666666666668,46.10666666666668,0.0,50.173046864013706,0.0,0.0,0.0,20.519951253652014,50.192757689342685,50.20261310200718,50.173046864013706,12.43753247303448,21.054039405039372,-0.07174018064631629,-0.25000000000000006,180.80774151437967,-282.03038946373067,0.0,0.0,142.66142656950632,0.0,1.0,0.010055448753127038,0.0,0.0,0.49626450202875844,65.99961422222222,15.534249930591322,0.23681183684072538,10.6473923513691,0.0035925253867665893,17.884472670358495,1.2158437448014454
2025-01-01 06:00:00,0.405784118660312,0.24668200600124093,0.0,0.40578411866031194,0.2466820060012409,0.0,0.006845699631652824,0.0,0.0747122429417729,0.2742261760868862,0.05,0.0,0.0,0.05496606159820491,0.17713261106970268,0.01458333333333334,1.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.002777319078947368,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,512.9944408274259,21.44444444444449,0.932184040549825,0.0,0.23935450942021952,0.03487166666666667,0.4666666666666667,478.1227741607593,1028.7398421601642,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.366196183262893,51.66666666666668,46.10666666666668,0.0,49.99112439252523,0.0,0.0,0.0,20.366196183262893,50.02076317228766,50.035582562168884,49.99112439252523,12.43753247303448,21.100082398170912,-0.059073415109942636,0.3,397.2113498028883,-274.53689567498054,0.0,0.0,144.64260665821593,0.0,1.0,0.010044737730430775,0.0,0.0,0.4957358831202362,65.99961422222222,14.111197992226947,0.2370232550402209,10.68197484914536,0.0036059527768920927,10.988599713614228,1.215643658153578
2025-01-01 07:00:00,0.34234627085686214,0.2060008467084779,0.0,0.34234627085686214,0.2060008467084779,0.0,0.006656336967179139,0.0,0.07637781858969303,0.20931211529998997,0.05,0.0,0.0,0.05621524333414502,0.13520227004099952,0.01458333333333334,1.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002587956414473684,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,378.4815767978201,21.44444444444449,0.707616739166737,0.0,0.18191294863332327,0.027399166666666672,0.36666666666666664,351.08241013115344,981.435583612706,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.181501281175578,51.66666666666668,46.10666666666668,0.0,49.81050112392628,0.0,0.0,0.0,20.181501281175578,49.84990767713268,49.86961095373588,49.81050112392628,12.43753247303448,21.19120341177537,-0.0466702505985646,-0.55,243.22683353039417,-295.7364791346405,0.0,0.0,146.11881964166238,1.364761202610412,1.0,0.010315176200317742,0.0,0.0,0.5090827775137996,65.99961422222222,14.36291622555222,0.23661118850655952,10.736671082664342,0.0036198575989633344,15.329326463032329,1.2152573844579855
2025-01-01 08:00:00,0.31069588001284554,0.18605109760464933,0.0,0.31069588001284554,0.18605109760464933,0.0,0.006025128085600193,0.0,0.0772106064136531,0.17746014551359224,0.05,0.0,0.0,0.05683983420211505,0.11462793006920094,0.01458333333333334,1.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0019567475328947366,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,316.7661354467665,21.44444444444449,0.6034267333071826,0.0,0.15379722884692557,0.02366291666666667,0.31666666666666665,293.10321878009984,927.2504463395549,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.102437173750193,51.66666666666668,46.10666666666668,0.0,49.631100540013236,0.0,0.0,0.0,20.102437173750193,49.68012032263895,49.70463021395181,49.631100540013236,12.43753247303448,21.13340240434766,-0.04423134552174659,-1.4,176.68624812098884,-316.41845593729795,0.0,0.0,146.32039858404352,76.81674170188528,1.0,0.010619637162750223,0.0,0.0,0.5241087770110139,65.99961422222222,30.018170027476817,0.23891217724913882,10.738053096588356,0.003640778070052351,23.47652785176583,1.216050935734708
2025-01-01 09:00:00,0.2901916993512631,0.17305133768783226,0.0,0.2901916993512631,0.17305133768783226,0.0,0.005646402756652824,0.0,0.0772106064136531,0.1573346901809572,0.05,0.0,0.0,0.05683983420211505,0.10162817015238386,0.01458333333333334,1.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0015780222039473682,0.0,0.004068380552705456,0.0,0.001424160810832993,0.0,0.04164214482045732,0.03123160861534298,279.6857658168092,21.44444444444449,0.537924531035103,0.0,0.13616260684762382,0.021172083333333334,0.2833333333333333,258.51368248347586,924.8331893503306,0.0,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1539.8492070752936,0.0,0.0,20.001320044108564,51.66666666666668,46.10666666666668,0.0,49.45276203735838,0.0,0.0,0.0,20.001320044108564,49.511250827052436,49.54049522189947,49.45276203735838,12.43753247303448,21.107838597879564,-0.04910716085008098,-0.85,171.4001373581614,-303.094934035062,0.0,0.0,145.94167325509613,168.83922941388713,1.0,0.01045589163469287,0.0,0.0,0.5160274775150021,65.99961422222222,48.867632321318105,0.24145150884681293,10.764738851202793,0.0036720292122591337,33.82830349972368,1.2167444656472273
