Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.4269154194014147,0.27594496502979576,0.0,0.4269154194014147,0.27594496502979576,0.0,0.016457714946372475,0.3604577044550422,0.0,0.05,0.0,0.0,0.2613616316964624,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06146676809128052,0.04610007606846038,0.0,0.0,0.003999287280701754,0.0,0.01245842766567072,0.0,0.011975528859758864,0.0,0.28701540750400284,0.21526155562800206,0.0,0.0,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,5462.144078157202,0.0,0.0,15.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,0.0,0.0,57.34942892547888,51.66666666666668,46.10666666666668,0.0,50.3687271920276,0.0,0.0,0.0,89.60848269606076,50.401752060973564,50.41826449544655,50.3687271920276,12.43753247303448,12.501347745878954,0.0,6.09731426652109,2.8,9.236100170605994,-219.0476582188026,-1096.0744432264337,-661.9536743686051,0.0,0.0,422.8239550983568,0.0,1.0,0.052352542214268764,0.0,0.0,0.4958079029462478,65.99961422222222,20.08206105144567,0.30786560554276793,5.56068548147342,0.002706612120918302,-1.17790578152092,1.254072126721352,0.25914055083457227,-1113.6005313670983,17.526088140664434
2025-01-01 01:00:00,0.42507880365308004,0.27479246312808425,0.0,0.42507880365308004,0.27479246312808425,0.0,0.016157768400319843,0.3589210352527602,0.0,0.05,0.0,0.0,0.2602091297947509,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599300988889985,0.04494757416674886,0.0,0.0,0.003699340734649122,0.0,0.01245842766567072,0.0,0.011975528859758864,0.0,0.28701540750400284,0.21526155562800206,0.0,0.0,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,5462.144078157202,0.0,0.0,15.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,0.0,0.0,57.00200120768332,51.66666666666668,46.10666666666668,0.0,49.64619000226388,0.0,0.0,0.0,89.0656268870052,49.689117198878215,49.710580797185386,49.64619000226388,12.43753247303448,12.018011219877545,0.0,6.283923215429977,2.5,9.236100170605994,-190.41798380962,-951.8824658688832,-616.0421693905303,0.0,0.0,420.9873393500221,0.0,1.0,0.04964246209995006,0.0,0.0,0.4701419260621212,65.99961422222222,4.636846230888157,0.31784574163588286,5.311899153457691,0.002706715584053917,4.20912427787998,1.2562585926463476,0.201891386644733,-965.3967478184146,13.51428194953134
2025-01-01 02:00:00,0.423542134450798,0.27363996122637274,0.0,0.42354213445079797,0.27363996122637274,0.0,0.016157768400319843,0.3573843660504782,0.0,0.05,0.0,0.0,0.2590566278930394,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05839342968671649,0.04379507226503736,0.0,0.0,0.003699340734649122,0.0,0.01245842766567072,0.0,0.011975528859758864,0.0,0.28701540750400284,0.21526155562800206,0.0,0.0,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,5462.144078157202,0.0,0.0,15.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,0.0,0.0,56.64379325259942,51.66666666666668,46.10666666666668,0.0,48.95828842164221,0.0,0.0,0.0,88.5059269571866,48.980794573259736,48.99204764906851,48.95828842164221,12.43753247303448,11.54702815601019,0.0,6.584687280904202,1.6500000000000001,9.236100170605994,-211.1895421261061,-873.2410744647116,-627.3491037463194,0.0,0.0,419.4506701477401,0.0,1.0,0.048385379794070094,0.0,0.0,0.4582366524011354,65.99961422222222,-3.291108527526629,0.3281176102639052,5.069675163885762,0.0027086036232139847,15.576690625230702,1.2583354097849908,0.13769854973863324,-883.9082744554996,10.667199990788061
2025-01-01 03:00:00,0.435946937363289,0.28168012362194245,0.030441204886400744,0.435946937363289,0.28168012362194245,0.030441204886400744,0.01620419281871942,0.36974274454456957,0.0,0.05,0.030441204886400744,0.0,0.2670967902886091,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05685676048443447,0.04264257036332584,0.0,0.0,0.003499376370614035,0.0,0.012704816448105387,0.0,0.013613690826423993,0.0,0.29927229323371113,0.22445421992528328,0.0,0.0,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,5462.144078157202,0.0,0.0,15.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,703.3706666666666,0.0,56.193397476359905,51.66666666666668,46.10666666666668,0.0,48.28175606731319,0.09149147050384086,227.86851710371266,703.3706666666666,87.80218355681235,48.20546468458916,48.3349201722316,48.11415488830874,12.43753247303448,11.102917671033829,-0.08501147386726714,6.386659443847091,1.6500000000000001,9.236100170605994,-151.97051236952757,-1006.8584380001854,-595.269887178503,0.0,0.0,454.0973560369293,0.0,1.35,0.048058237344267354,0.0,0.0,0.45513843013453487,89.09947919999999,-10.797981227953779,0.3383787811168549,4.842240722456527,0.002712334173668315,16.990203130118896,1.2602984474316754,0.16999067384180527,-1018.9275319791138,12.069093978928445
2025-01-01 04:00:00,1.1303313516645315,0.7300153887720835,0.0,1.1303313516645317,0.7300153887720835,0.0,0.016065204274781916,0.36024242883167373,0.704023718558076,0.05,0.0,0.0,0.2606776577999136,0.4547543976388367,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055320091282152456,0.04149006846161433,0.0,0.0,0.003499376370614035,0.0,0.012565827904167883,0.0,0.01267221843178886,0.0,0.2922501191177324,0.21918758933829924,0.0,0.0,1180.4479934337837,11.666666666666686,0.6600846265471162,510.82828890003697,0.6018929893914093,0.10213072916666668,0.25,1589.1455531671538,6126.919090484297,0.0,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,0.0,0.0,60.594326253744995,51.66666666666668,46.10666666666668,0.0,51.31929681762372,0.0,0.0,0.0,94.67863477147655,51.34171451701672,51.35292336671322,51.31929681762372,12.43753247303448,11.29723860211642,-0.0788505276789358,6.739626341441175,0.55,9.236100170605994,840.2409256447606,-602.261924741218,-739.8598180146984,0.0,0.0,431.7496811237699,0.0,1.15,0.051672119231362654,0.0,0.0,0.4893639161214942,75.89955635555556,-32.0969308980947,0.3343112259596854,4.944110629016241,0.002715194412335553,29.20500878285721,1.258845980389303,0.15487330365484167,-1120.3101714243192,7.219957783064097
2025-01-01 05:00:00,1.3028698228764812,0.841180549528622,0.0,1.3028698228764812,0.841180549528622,0.0,0.016357732764354933,0.35431102764591416,0.8822010624662122,0.05,0.0,0.0,0.2567516240896164,0.5698455921056723,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055320091282152456,0.04149006846161433,0.0,0.0,0.0038993050986842106,0.0,0.01245842766567072,0.0,0.011975528859758864,0.0,0.28701540750400284,0.21526155562800206,0.0,0.0,1383.371209381418,11.666666666666686,0.8244350353086738,598.6414918172542,0.7460267569106567,0.13617430555555557,0.3333333333333333,1845.8383956431167,5905.515671889895,0.0,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,0.0,0.0,59.40095209802059,51.66666666666668,46.10666666666668,0.0,50.56030266656977,0.0,0.0,0.0,92.81398765315717,50.593567315633514,50.6101996401654,50.56030266656977,12.43753247303448,11.337405393484188,-0.06117641737978466,6.997377110561012,-0.25000000000000006,9.236100170605994,947.1643502033785,-658.128771332801,-816.7685971495036,0.0,0.0,416.5772961072112,0.0,1.0,0.053470504354608414,0.0,0.0,0.5063956307036981,65.99961422222222,-36.015558135746986,0.33439636479965495,4.97396832700387,0.0027246537523355893,25.148103440833292,1.2580289371014404,0.13615330110901838,-1264.380477272572,7.61021412251694
2025-01-01 06:00:00,1.385759099796018,0.8609496586001545,0.07610301221600185,1.385759099796018,0.8609496586001546,0.07610301221600185,0.05361379588482413,0.4236072000380217,0.8585381038731723,0.05,0.07610301221600185,0.0,0.29180549445210374,0.5545608308147174,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05839342968671649,0.04379507226503736,0.0,0.0,0.004399216008771929,0.0,0.04921457987605219,0.0,0.034533207435216595,0.0,0.33068056291608866,0.2480104221870664,0.0,0.0,1376.1175021087802,11.666666666666686,0.800057074574515,595.5025150094028,0.7291725135953946,0.1293655902777778,0.31666666666666665,1842.2544268404054,5857.571108028827,0.0,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,1758.4266666666665,0.0,59.68728692956245,51.66666666666668,46.10666666666668,0.0,51.56492510788955,0.5546783222903158,1494.2916217762695,1758.4266666666665,93.26138582744132,50.712483872357815,51.565476084955925,50.28571227752558,12.43753247303448,11.310462830101706,-0.07439022895192852,6.600352417943261,0.3,9.236100170605994,1101.186965876703,-738.8606171005256,-756.1305229651629,0.0,0.0,520.0729707409419,0.0,1.0,0.052175654710872946,0.0,0.0,0.49413267919575393,65.99961422222222,-38.872984007856324,0.3349426068109845,4.959076241099117,0.0027240689502260203,-7.677603682078529,1.2581488239158054,0.1633659668862975,-1345.557672977597,11.194540867668456
2025-01-01 07:00:00,13.366259122108028,8.583895586707952,0.08371331343760205,13.366259122108026,8.583895586707953,0.08371331343760205,0.06803399967397067,0.4583971161451816,12.789828006288873,0.05,0.08371331343760205,0.0,0.3078994947014486,8.261412758673172,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06146676809128052,0.04610007606846038,0.0,0.0,0.004099269462719299,0.0,0.06393473021125137,0.0,0.04786445654325005,0.0,0.3490658915106511,0.2617994186329882,0.0,0.0,11091.94228946294,18.33333333333337,1.3083569357201827,4799.938609597159,2.413907755548131,0.40852291666666674,1.0,15483.357982393434,5515.960648319359,9.967397334074075,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,1934.2693333333332,0.0,52.2280251152968,51.66666666666668,46.10666666666668,0.0,51.5426453666233,0.7517574331275442,2048.625610499724,1934.2693333333332,81.60628924265126,49.819854338666566,51.5426453666233,48.95845882468821,12.43753247303448,15.349045251476651,-2.378014060450446,10.774482487874744,-0.55,9.236100170605994,10115.385949342532,2049.2206268236005,-1394.0593564339893,0.0,0.0,567.9961176356289,1.7601593080395963,1.0,0.06556826183680825,0.0,0.0,0.6209681712892625,65.99961422222222,-150.49310132204857,0.2593975128549478,6.993836731393281,0.0027239761748182973,15.488979767359009,1.240587265293395,0.18054067547078212,-2732.010151989737,-18.707830783820963
2025-01-01 08:00:00,5.521458008671564,3.5455153151477874,0.015220602443200372,5.521458008671564,3.545515315147787,0.015220602443200372,0.037063193651999136,0.40466665832221077,5.029728156697354,0.05,0.015220602443200372,0.0,0.28204854522989653,3.2488834365845576,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06300343729356253,0.047252577970171884,0.0,0.0,0.0030994476425438597,0.0,0.03396374600945527,0.0,0.028601931349015276,0.0,0.3130612896796329,0.23479596725972465,0.0,0.0,5424.749186795055,18.33333333333337,1.9315503816427222,2347.511589004051,2.4465003671417977,0.40852291666666674,1.0,7363.737859132439,5189.032986243549,2.174704872888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,351.6853333333333,0.0,53.442262337226374,51.66666666666668,46.10666666666668,0.0,52.4265198181165,0.0,0.0,351.6853333333333,83.50353490191623,52.42688969157548,52.45416842103423,52.39942602538724,12.43753247303448,17.132199711572863,-0.7011336217605089,9.77289529949669,-1.4,9.236100170605994,4013.554564204329,-435.4433492648744,-1779.5979325632172,0.0,0.0,446.2154073855245,99.0720593912165,0.4,0.07262809668645596,0.0,0.0,0.6878287622730688,26.399845688888888,-77.81209741303307,0.23031981975264898,7.883120729530787,0.002730659887452792,44.27737788574575,1.2334898893014463,0.18965500891989331,-2801.978753148719,19.023814879794056
2025-01-01 09:00:00,0.42695235587343355,0.2770974669315073,0.0,0.4269523558734335,0.2770974669315073,0.0,0.014957982216109318,0.36199437365732423,0.0,0.05,0.0,0.0,0.26251413359817394,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06300343729356253,0.047252577970171884,0.0,0.0,0.0024995545504385964,0.0,0.01245842766567072,0.0,0.011975528859758864,0.0,0.28701540750400284,0.21526155562800206,0.0,0.0,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,5080.211233806732,0.0,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8209.801035555556,0.0,0.0,55.400554181042494,51.66666666666668,46.10666666666668,0.0,51.78399337503094,0.0,0.0,0.0,86.5633659078789,51.82237052458045,51.8415590993552,51.78399337503094,12.43753247303448,15.209719413330099,-0.014327345446496172,7.042979781983093,-0.85,9.236100170605994,-999.2878083243984,-1831.2853127451629,-1413.6549989761086,0.0,-3.1210510538417706,356.8612773481534,217.75526784220955,0.0,0.06628355928421724,0.0,0.00012931901017815376,0.6289671623013177,0.0,60.626964357398506,0.26210295036817616,6.966885598439506,0.0027434063953751683,86.8745889610277,1.242335870552679,0.17882283522693063,-1872.525053221691,41.23974047652798
