Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.2626626304596969,0.14408134342921955,0.00035647649129509347,0.20861578204993148,0.0,0.054046848409765445,0.0,0.00035647649129509347,0.0,51.43457485920289,14.24631801100029,-0.004596108050817923
2025-01-01 01:00:00,0.24778529839118638,0.14324187566440091,8.911912282377337e-05,0.20171779294205908,0.0,0.04606750544912727,0.0,8.911912282377337e-05,0.0,51.045094497828856,13.454166239468485,0.0
2025-01-01 02:00:00,0.235239388070382,0.13841123360653296,8.911912282377337e-05,0.1922797335814791,0.0,0.0429596544889029,0.0,8.911912282377337e-05,0.0,50.626951006110374,12.932905469304444,0.0
2025-01-01 03:00:00,2.279721417830164,0.14175528588382635,0.00017823824564754673,0.19648870301091836,0.0,0.04165050963406028,2.0415822051851853,0.00017823824564754673,0.0,49.7975763021756,12.43633599687171,0.0
2025-01-01 04:00:00,0.23089425846582876,0.1364918658905675,0.0006238338597664135,0.18924374883176845,0.0,0.04165050963406028,0.0,0.0006238338597664135,0.0,51.53645356514356,11.941395384612015,0.0
2025-01-01 05:00:00,0.23141740225551302,0.1356263100197857,0.0010694294738852804,0.18805561520917202,0.0,0.04336178704634098,0.0,0.0010694294738852804,0.0,51.123860995286776,11.330409199778808,0.0
2025-01-01 06:00:00,0.7513840726665688,0.13942104878911174,0.0025844545618894277,0.19488634156908383,0.0,0.056518415541929365,0.49997931555555564,0.0025844545618894277,0.0,50.54304372216193,10.910003259184696,0.0
2025-01-01 07:00:00,1.3491802677014144,0.1549488782512576,0.004099479649893574,0.22790816555843604,0.0,0.12131347103186728,0.9999586311111113,0.004099479649893574,0.0,51.37838676126019,10.538186949704462,0.0
2025-01-01 08:00:00,0.8567748123213093,0.16300131160592446,0.003921241404246028,0.24807912188179593,0.0,0.1503813178469207,0.45831437259259267,0.003921241404246028,0.0,51.22016829091487,10.210739694921696,0.0
2025-01-01 09:00:00,3.8146124950571765,0.15747137132037414,0.003653884035774708,0.23905967697039435,3.0763629262564103,0.12420540516370498,0.3749844866666667,0.003653884035774708,0.0,51.33854295983106,13.336737652065151,-1.7065834282273924
