Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.36834660346058,51.666666666666686,46.10666666666668,0.0,51.64682080417374,0.0,0.0,0.0,42.36834660346058,51.25426874635346,51.64682080417374,51.05799271744333,12.43753247303448,14.850451416901866,-0.20510413865373422,2.8,81.58057215240223,-542.6613647671787,-0.0,-0.0,595.3071785193654,0.0,5.0,0.03455476427539386,0.0,0,0.8814293624579623,329.99807111111113,28.934758400215532,0.3797953007002446,8.16293475105023,0.003909359102386953,88.66286692108065,1.239381565289477
2025-01-01 00:01:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.38735553998842,51.666666666666686,46.10666666666668,0.0,51.6404358160841,0.0,0.0,0.0,42.38735553998842,51.248322703865476,51.6404358160841,51.05226614775617,12.43753247303448,14.828154311178446,0.0,2.8,77.17529828897153,-541.2805829381293,-0.0,-0.0,595.3071785193654,0.0,5.0,0.03453073361398871,0.0,0,0.8808163838714793,329.99807111111113,23.148702707735413,0.38153290751797253,8.17587069822324,0.003910185329132536,88.69087353278974,1.243097582483835
2025-01-01 00:02:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.40629201529358,51.666666666666686,46.10666666666668,0.0,51.63404810074636,0.0,0.0,0.0,42.40629201529358,51.24237399363251,51.63404810074636,51.04653694007558,12.43753247303448,14.805916816031647,0.0,2.8,72.70135104166553,-539.904831181192,-0.0,-0.0,595.3071785193654,0.0,5.0,0.03450676385038093,0.0,0,0.880204958677353,329.99807111111113,17.299003703492062,0.38216051418986463,8.16633835075734,0.003911009346227831,88.7189476378276,1.243192964728052
2025-01-01 00:03:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.42515880248926,51.666666666666686,46.10666666666668,0.0,51.627657668943854,0.0,0.0,0.0,42.42515880248926,51.23642262582387,51.627657668943854,51.04080510426389,12.43753247303448,14.783736558235615,0.0,2.8,68.17849401382131,-538.5339525863234,-0.0,-0.0,595.3071785193654,0.0,5.0,0.034482852463067294,0.0,0,0.8795950225566094,329.99807111111113,11.405268080779223,0.3827878378503272,8.156833278023042,0.003911833560914957,88.74683684133427,1.243288114410077
2025-01-01 00:04:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.44395776069101,51.666666666666686,46.10666666666668,0.0,51.621264531047586,0.0,0.0,0.0,42.44395776069101,51.230468610219724,51.621264531047586,51.035070649805796,12.43753247303448,14.761611949608728,0.0,2.8,67.01884001551787,-537.1678392834295,-0.0,-0.0,595.3071785193654,0.0,5.0,0.03445899777547072,0.0,0,0.8789865327428081,329.99807111111113,8.879500779581969,0.38341491213368106,8.147354647664574,0.00391265797160017,88.77454920350306,1.243383038279372
2025-01-01 00:05:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.4624963061505,51.666666666666686,46.10666666666668,0.0,51.61486869715211,0.0,0.0,0.0,42.4624963061505,51.224511956339285,51.61486869715211,51.029333585932875,12.43753247303448,14.739708524645218,0.0,2.8,67.90107536511402,-535.8166880655081,-0.0,-0.0,595.3071785193654,0.0,5.0,0.034435378338073225,0.0,0,0.8783840437348969,329.99807111111113,8.410584911256628,0.3840376290251696,8.13799003866768,0.003913482576760594,88.8012001583962,1.2434770212392898
2025-01-01 00:06:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.4806658305555,51.666666666666686,46.10666666666668,0.0,51.608470205975884,0.0,0.0,0.0,42.4806658305555,51.218552700729305,51.608470205975884,51.02359394810602,12.43753247303448,14.718119668312605,0.0,2.8,69.17137792990604,-534.4862124051434,-0.0,-0.0,595.3071785193654,0.0,5.0,0.034412094979593556,0.0,0,0.8777901274906112,329.99807111111113,8.350411815684028,0.38465364172096916,8.128788884512964,0.003914307367132237,88.82628926059937,1.24356965944885
2025-01-01 00:07:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.49845664466695,51.666666666666686,46.10666666666668,0.0,51.6020691123795,0.0,0.0,0.0,42.49845664466695,51.21259089517879,51.6020691123795,51.01785178657845,12.43753247303448,14.69685376033194,0.0,2.8,70.55027389974987,-533.1768732534954,-0.0,-0.0,595.3071785193654,0.0,5.0,0.03438915688478344,0.0,0,0.8772050182963089,329.99807111111113,8.419968633879805,0.38526270102917237,8.119755654214433,0.003915132329073708,88.8497698601945,1.2436609161068457
2025-01-01 00:08:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.51587533543454,51.666666666666686,46.10666666666668,0.0,51.595665472663,0.0,0.0,0.0,42.51587533543454,51.20662659283658,51.595665472663,51.01210715292337,12.43753247303448,14.6759051925732,0.0,2.8,71.85300572774048,-531.8882703941416,-0.0,-0.0,595.3071785193654,0.0,5.0,0.034366558149627045,0.0,0,0.8766285655512546,329.99807111111113,8.434097602516662,0.38586490514491867,8.110036308235408,0.003915957448538419,88.87167010097414,1.2437508148441883
2025-01-01 00:09:00,0.27600866027611104,0.14436986205281346,0.00035647649129509347,0.004600144337935184,0.002406164367546891,5.941274854918224e-06,0.060809425391884595,0.0,0.2151992348842264,0.0,0.00035647649129509347,0.0,0.0,0.14436986205281346,0.0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017112774122807015,0.0,On,0.043696651269077576,0,On,0.022706085480475056,0,On,0.15285075525509564,0.1146380664413217,On,0.00035647649129509347,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3022.73544,Off,0.0,0.0,42.532938762957166,51.666666666666686,46.10666666666668,0.0,51.58925934214669,0.0,0.0,0.0,42.532938762957166,51.200659845927035,51.58925934214669,51.00636009781722,12.43753247303448,14.655259526100439,0.0,2.8,73.10561030715849,-530.6194632147267,-0.0,-0.0,595.3071785193654,0.0,5.0,0.03434428333595772,0.0,0,0.8760603754558182,329.99807111111113,8.417895002519723,0.38646057402991707,8.10132689190176,0.003916782711729059,88.89206547748805,1.2438394174796388
