Metric,Value
Total Electric Energy (kWh),3357.4209023257354
Total Gas Energy (therms),0.0
Average Electric Power (kW),4.663084586563522
Peak Electric Power (kW),20.910801077080084
Other Electric Energy (kWh),417.11131334799586
HVAC Heating Electric Energy (kWh),2575.0681845694808
Lighting Electric Energy (kWh),59.89609905588842
Water Heating Electric Energy (kWh),305.3453053523703
Average Temperature - Indoor (C),19.07256467462741
Unmet Heating Load (C-hours),43.67250716390006
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
