Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,84.42310602283355,51.666666666666686,46.10666666666668,0.0,49.51331698552553,0.0,0.0,0.0,131.9111031606774,47.44561831992699,49.51331698552553,46.41176898712772,12.43753247303448,16.05458021868051,-0.11208644798617584,-2.8,-1.9240765140241167,2.8,9.236100170605994,-690.9690004428537,80.74483540887718,-69.3168877405967,-1412.4551462742277,-0.0,-0.0,731.8194848266214,0.0,6.0,0.0817694422623125,0.0,0.0,2.1163636330179267,395.9976853333333,-10.33333899524753,0.3215538225172178,8.341321084982935,0.003573854522742913,-3.8556062575075076,1.2344705840778045,0,0,80.74483540887718,0.0011144755995557418,6.8612799488660645,-76.17816768946277
2025-01-01 00:01:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,84.65515254363675,51.666666666666686,46.10666666666668,0.0,49.49825443185515,0.0,0.0,0.0,132.2736758494324,47.43246461752851,49.49825443185515,46.3995697103652,12.43753247303448,15.95488442040527,0.0,-2.66978717526513,-1.9310089434360773,2.8,9.236100170605994,-695.5207870948761,79.23058861571862,-68.58607244149896,-1398.1089873134756,-0.0,-14.646711221853804,731.8194848266214,0.0,6.0,0.08155232346788317,0.0,0.0008543492260932575,2.1328564850432534,395.9976853333333,-14.584573386168163,0.32455077094844875,8.31701184340714,0.003573817921644616,-6.314106955010378,1.2385036018930085,0,0,79.23058861571862,0.0011144755995557418,6.871348655158184,-75.45742109665714
2025-01-01 00:02:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,84.8821506280115,51.666666666666686,46.10666666666668,0.0,49.483154174735624,0.0,0.0,0.0,132.62836035626796,47.41927476068109,49.483154174735624,46.38733505365382,12.43753247303448,15.857033812885737,0.0,-2.5420928110198364,-1.9364401577720423,2.8,9.236100170605994,-682.2439440076658,77.89537287300458,-66.83279358136419,-1384.0818131127808,-0.0,-11.046339888443113,731.8194848266214,0.0,6.0,0.0813391409457882,0.0,0.0006491666811952705,2.1220283249309633,395.9976853333333,-18.935275833063248,0.32658251518464726,8.270328141199853,0.0035737581772937233,-4.678192925112886,1.238922973045234,0,0,77.89537287300458,0.0011144755995557418,6.8792369867528835,-73.71203056811707
2025-01-01 00:03:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,85.10188129418373,51.666666666666686,46.10666666666668,0.0,49.468017055429314,0.0,0.0,0.0,132.97168952216208,47.406049535965934,49.468017055429314,46.375065776234244,12.43753247303448,15.761856131425548,0.0,-2.416768200310949,-1.9394707305530592,2.8,9.236100170605994,-669.6407820726754,76.58839189727482,-64.67659123545296,-1370.4886839475155,-0.0,-7.551394558501635,731.8194848266214,0.0,6.0,0.08113170545095333,0.0,0.000447035810102135,2.111427893545156,395.9976853333333,-23.420188393279783,0.32857373910197907,8.225278608448749,0.003573713927015203,-3.0805303882257578,1.2393311506794982,0,0,76.58839189727482,0.0011144755995557418,6.883638610688109,-71.56022984614107
2025-01-01 00:04:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,85.31466841121957,51.666666666666686,46.10666666666668,0.0,49.45284428460751,0.0,0.0,0.0,133.30416939253058,47.39279007569695,49.45284428460751,46.36276297124167,12.43753247303448,15.669231814885002,0.0,-2.2936987112472225,-1.9398058567030128,2.8,9.236100170605994,-654.6898624473532,75.32832320484448,-62.48231725489909,-1357.3084456194429,-0.0,-4.156919939835236,731.8194848266214,0.0,6.0,0.08092976430110022,0.0,0.00024785711165001707,2.1010460756441414,395.9976853333333,-25.04398171469682,0.33052592128991054,8.181551043092087,0.003573684798367818,-1.519595126094349,1.2397286258794882,0,0,75.32832320484448,0.0011144755995557418,6.8841253501230435,-69.36644260502213
2025-01-01 00:05:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,85.52041704909755,51.666666666666686,46.10666666666668,0.0,49.43763701898276,0.0,0.0,0.0,133.6256516392149,47.379497461727,49.43763701898276,46.35042768309912,12.43753247303448,15.579197325214778,0.0,-2.17278756692815,-1.937450910573395,2.8,9.236100170605994,-637.9821770433139,74.11605579140874,-60.33836400742922,-1344.542375906814,-0.0,-0.8637103268016201,731.8194848266214,0.0,6.0,0.08073340438759541,0.0,5.186171617714054e-05,2.090891102292628,395.9976853333333,-24.395575636319773,0.33243729658400584,8.1391671842194,0.0035736704341014706,0.0035332440961282074,1.240115221459774,0,0,74.11605579140874,0.0011144755995557418,6.880705010801308,-67.21906901823053
2025-01-01 00:06:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,85.71911249208637,51.666666666666686,46.10666666666668,0.0,49.422396431035956,0.0,0.0,0.0,133.93611326888495,47.3661727906997,49.422396431035956,46.33806097053157,12.43753247303448,15.491759245778942,0.0,-2.0539515901577508,-1.9325222975877605,2.8,9.236100170605994,-623.4761160288474,72.95174474526651,-58.29528418520614,-1332.1875671196249,-0.0,-0.0,731.8194848266214,0.0,6.0,0.08054264712006086,0.0,0.0,2.084611617198918,395.9976853333333,-23.108033735843996,0.3343067334492182,8.097159231975802,0.003573670467489731,0.9430824837132503,1.2404908888141,0,0,72.95174474526651,0.0011144755995557418,6.873546660729358,-65.1688308459355
2025-01-01 00:07:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,85.91127127421865,51.666666666666686,46.10666666666668,0.0,49.40712369566104,0.0,0.0,0.0,134.23636136596664,47.35281716155147,49.40712369566104,46.32566389449669,12.43753247303448,15.406726181586253,0.0,-1.9371177466647858,-1.9251777836770494,2.8,9.236100170605994,-610.2006883709943,71.8342792645752,-56.36701906443049,-1320.213370529208,-0.0,-0.0,731.8194848266214,0.0,6.0,0.08035708143456474,0.0,0.0,2.079808790403791,395.9976853333333,-21.806802668407688,0.33613690179448513,8.05737091838736,0.003573679376681078,1.6594217669540638,1.240856435033209,0,0,71.8342792645752,0.0011144755995557418,6.8628794401879185,-63.229898504618404
2025-01-01 00:08:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,86.09726243457737,51.666666666666686,46.10666666666668,0.0,49.39181990171785,0.0,0.0,0.0,134.52697255402714,47.33943159273919,49.39181990171785,46.31323743824986,12.43753247303448,15.323961623954704,0.0,-1.8222208153998105,-1.9155847751768444,2.8,9.236100170605994,-597.3868018331214,70.76187216835156,-54.55537234506095,-1308.5972848313593,-0.0,-0.0,731.8194848266214,0.0,6.0,0.08017641526037977,0.0,0.0,2.075132773175558,395.9976853333333,-20.609001828383636,0.33792970474670786,8.017786044417264,0.003573695048428804,2.355073946797712,1.2412124309573802,0,0,70.76187216835156,0.0011144755995557418,6.8489464912451234,-61.404318836306075
2025-01-01 00:09:00,0.4040776236573384,0.26116358241511367,0.0,0.00673462706095564,0.004352726373585228,0.0,0.01545278261530373,0.33862484104203466,0.0,0.05,0.0,0.0,0.0,0.24658024908178033,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06797617738451245,0.05098213303838432,On,0.0,0,Off,0.00284234283625731,0.0,On,0.00630521988952321,0,On,0.00630521988952321,0.0,On,0.009851175599660804,0,On,0.2607974880578614,0.195598116043396,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,10214.114364444444,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5982.460591111111,Off,0.0,0,86.27733816171991,51.666666666666686,46.10666666666668,0.0,49.37648607659108,0.0,0.0,0.0,134.80834087768736,47.326017045220865,49.37648607659108,46.30078252953576,12.43753247303448,15.24337255309079,0.0,-1.709201747741483,-1.9039085872086368,2.8,9.236100170605994,-585.00543630085,69.73236654529573,-52.8574316207391,-1297.3232175690644,-0.0,-0.0,731.8194848266214,0.0,6.0,0.0800004508584131,0.0,0.0,2.0705784476142646,395.9976853333333,-19.501703558407108,0.3396863560135044,7.979329918565564,0.0035737172836072095,3.030866372457605,1.2415592605707284,0,0,69.73236654529573,0.0011144755995557418,6.83198791867594,-59.68941953941504
