occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.856,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.582,0.0177,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0,0,0,0
0.833,0.585,0.0206,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.585,0.021,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0,0,0,0
0.833,0.585,0.021,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.435,0,0,0,0
0.833,0.585,0.021,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0,0,0,0
0.833,0.59,0.025,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0,0,0,0
0.833,0.591,0.0257,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0,0,0,0
0.833,0.617,0.0342,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.621,0.0355,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0,0,0,0
0.833,0.706,0.0689,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0,0,0,0
0.833,0.719,0.074,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0,0,0,0
0.544,0.651,0.0488,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0,0,0,0
0.5,0.64,0.0449,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0,0,0,0
0.211,0.572,0.0197,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.311,0.599,0.0352,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
