Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.944603821006292,0.18375846570775245,0.5638624999999999,0.015743397016771535,0.0030626410951292075,0.009397708333333333,0.017356585082916716,0.007382,0.252025652590042,0.6578395833333333,0.010000000000000002,0.0,0.5638624999999999,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,On,11008.028916212454,17.77777777777783,0.8000000000000002,2869.95541823199,16.525180938888887,0.6578395833333333,1,13220.144751111111,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.4798520687218115e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.4798520687218115e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,16.868170853768977,-0.4096069240088518,7.741271037626264,-2.1569961814614653,2.8,9.236100170605994,10325.428767115616,1127.7848342542677,692.6175189905042,-1092.6881895695906,-0.0,-0.0,452.95704496290114,0.0,3.0,0.059599273112619935,0.0,0.0,1.0750599433221535,197.99884266666666,-42.86900449014914,0.2627261625661093,8.141639629580453,0.003072809904942139,22.108535782728445,1.2313792611534962,0.27611530815939156,-1778.0616434371173,35.89105945939505,0.12478092577327048,806.0916819455501,-113.47416295504597
2025-01-01 00:01:00,0.944603821006292,0.18375846570775245,0.5638624999999999,0.015743397016771535,0.0030626410951292075,0.009397708333333333,0.017356585082916716,0.007382,0.252025652590042,0.6578395833333333,0.010000000000000002,0.0,0.5638624999999999,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,On,11008.028916212454,17.77777777777783,0.8000000000000002,2869.95541823199,16.525180938888887,0.6578395833333333,1,13220.144751111111,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.4507245061377034e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.4507245061377034e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.159676243584556,-0.11810153419327207,7.9121841596801525,-2.078448004350051,2.8,9.236100170605994,10277.516764720851,1061.479740473302,676.9804873867176,-1127.392135851988,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06024384754679803,0.0,0.0,1.0866868662439313,197.99884266666666,-56.07706060251643,0.2586811534770323,8.302317198515489,0.0030729565416816305,20.610619099009888,1.233736107510275,0.2765280643209865,-1842.3127421363802,33.83706437769221,0.12450612664715327,791.5713280663969,-114.59084067967922
2025-01-01 00:02:00,0.944603821006292,0.18375846570775245,0.5638624999999999,0.015743397016771535,0.0030626410951292075,0.009397708333333333,0.017356585082916716,0.007382,0.252025652590042,0.6578395833333333,0.010000000000000002,0.0,0.5638624999999999,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,On,11008.028916212454,17.77777777777783,0.8000000000000002,2869.95541823199,16.525180938888887,0.6578395833333333,1,13220.144751111111,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.422587676974823e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.422587676974823e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.44106791132281,0.0,8.071574648372785,-2.0032018886749814,2.8,9.236100170605994,10231.40315676913,999.6785612465947,662.7732652848433,-1161.303212930749,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06086326139622153,0.0,0.0,1.0978599390529884,197.99884266666666,-68.27959147547537,0.2541287330904947,8.435186981219182,0.0030730929822159374,19.17147182272752,1.2325413270522487,0.2769124388371689,-1902.3940424986267,32.117185513231746,0.12424230970297191,777.7105845966115,-114.93731931176822
2025-01-01 00:03:00,0.944603821006292,0.18375846570775245,0.5638624999999999,0.015743397016771535,0.0030626410951292075,0.009397708333333333,0.017356585082916716,0.007382,0.252025652590042,0.6578395833333333,0.010000000000000002,0.0,0.5638624999999999,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,On,11008.028916212454,17.77777777777783,0.8000000000000002,2869.95541823199,16.525180938888887,0.6578395833333333,1,13220.144751111111,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.39539204456211e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.39539204456211e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.71299607613668,0.0,8.220440918668372,-1.9308011046731466,2.8,9.236100170605994,10186.188550137493,941.7872459103908,649.3062508264554,-1194.4553633092953,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06145926601476877,0.0,0.0,1.1086107529131572,197.99884266666666,-80.34204772856816,0.24981440596910054,8.562938444920132,0.0030732200187437615,17.787036227803846,1.2313889283527395,0.27727095267681223,-1958.649119384776,30.480947063177005,0.12398793874462874,764.4195428742611,-115.11329204780561
2025-01-01 00:04:00,0.944603821006292,0.18375846570775245,0.5638624999999999,0.015743397016771535,0.0030626410951292075,0.009397708333333333,0.017356585082916716,0.007382,0.252025652590042,0.6578395833333333,0.010000000000000002,0.0,0.5638624999999999,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,On,11008.028916212454,17.77777777777783,0.8000000000000002,2869.95541823199,16.525180938888887,0.6578395833333333,1,13220.144751111111,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.369088072228502e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.369088072228502e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.97597654660764,0.0,8.359624791254143,-1.8609064087483977,2.8,9.236100170605994,10143.921512228497,887.5399729172098,636.6325555417397,-1226.8713855499004,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06203327911833212,0.0,0.0,1.1189648807800676,197.99884266666666,-90.19306339695765,0.24571981001303242,8.685904565259847,0.0030733379918446027,16.45409174695076,1.230276500244061,0.27760572963958746,-2011.3681104397992,28.952665125019266,0.12374187654606474,751.6310837868132,-114.99852824507349
2025-01-01 00:05:00,0.2867642376729588,0.18375846570775245,0.0,0.00477940396121598,0.0030626410951292075,0.0,0.017356585082916716,0.007382,0.252025652590042,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.343626223302939e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.343626223302939e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.23052685190048,0.0,8.48986573321589,-1.7932120308458892,2.8,9.236100170605994,-903.5849233237609,-2033.277614542738,624.6259467202954,-1258.578720677276,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06258668918248411,0.0,0.0,1.1289473681684108,197.99884266666666,-97.96324760938609,0.24182780490256434,8.805040924200142,0.003073447222825982,15.169479836750929,1.2292016485586899,0.2779186310668289,-2060.8070532312295,27.529438688491425,0.1235030931656461,739.2851461349287,-114.65919941463336
2025-01-01 00:06:00,0.2867642376729588,0.18375846570775245,0.0,0.00477940396121598,0.0030626410951292075,0.0,0.017356585082916716,0.007382,0.252025652590042,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.357446954529072e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.357446954529072e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.092334815002108,0.0,8.412440531587837,-1.7274587793861969,2.8,9.236100170605994,-881.8866802902628,-2003.1796157030271,613.1963478280453,-1241.3249899733373,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06228651734075275,0.0,0.0,1.1235328269113583,197.99884266666666,-93.5187352798267,0.24394469754628426,8.740527439217011,0.003073548013930519,15.83461690071008,1.2297848196518915,0.2777326609601188,-2031.4042625490902,28.22464684606309,0.12327071403050961,727.3309500215631,-114.13460219351782
2025-01-01 00:07:00,0.2867642376729588,0.18375846570775245,0.0,0.00477940396121598,0.0030626410951292075,0.0,0.017356585082916716,0.007382,0.252025652590042,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.3707723190445904e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3707723190445904e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.959199116381708,0.0,8.340582352368422,-1.6634258259462502,2.8,9.236100170605994,-861.6379880134841,-1974.7897636654068,602.2658536982669,-1224.7929525257323,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06199672800367504,0.0,0.0,1.118305566711298,197.99884266666666,-89.80208045065291,0.2460044707819088,8.678622003579967,0.0030736531745370454,16.47538206479161,1.2303471706497535,0.2775599509788353,-2004.1483635108652,29.35859984545849,0.12304399282119527,715.7253335268196,-113.45947982855256
2025-01-01 00:08:00,0.2867642376729588,0.18375846570775245,0.0,0.00477940396121598,0.0030626410951292075,0.0,0.017356585082916716,0.007382,0.252025652590042,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.3836023168494954e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3836023168494954e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.83069576944128,0.0,8.273770906755122,-1.6009255763447756,2.8,9.236100170605994,-842.0271211023548,-1948.760012888161,591.7679216681934,-1208.9204904174803,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06171645926982741,0.0,0.0,1.113250040470972,197.99884266666666,-86.06367564777568,0.24801173959861036,8.618488965248243,0.0030737625405725575,17.093777201282798,1.2308904373022882,0.27739927427372246,-1978.835028394038,30.075015505877083,0.12282229484582556,704.4316878215543,-112.66376615336095
2025-01-01 00:09:00,0.2867642376729588,0.18375846570775245,0.0,0.00477940396121598,0.0030626410951292075,0.0,0.017356585082916716,0.007382,0.252025652590042,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.18084179904108577,0,0.0029166666666666685,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004698999451754385,0.0,On,0.01265758563116233,0,On,0.010903253868594247,0,On,0.2060576482389186,0.1545432361791889,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13220.144751111111,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1118.35936,Off,0.0,0.0,3.3960360212859086e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.3960360212859086e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.706513206420965,0.0,8.211521152428233,-1.5397991015655588,2.8,9.236100170605994,-823.1587342966257,-1924.4652238283645,581.6458887446399,-1193.6606561881222,-0.0,-0.0,452.95704496290114,0.0,3.0,0.06144508627757509,0.0,0.0,1.1083549768496648,197.99884266666666,-82.45512307140456,0.2499696228240365,8.560586698753387,0.003073875961525267,17.691260020917305,1.2314158875700625,0.2772494843083753,-1955.2746030765968,30.809379248232524,0.12260508210098733,693.4190201645226,-111.77313141988276
