Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,2.593860786795128,1.5807319591596702,0.0,2.593860786795128,1.5807319591596702,0.0,0.019018733143440582,0.0,0.42414868605646433,2.100693367595223,0.05,0.0,0.0,0.20923475797933933,1.3569138678469976,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.005264967105263157,0.0,0.0006633079693156154,0.0,0.01309045806886181,0.0,0.00823520860387191,0.0,0.21459603467044952,0.16094702600283708,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,2663.94510779513,16.666666666666686,0.7199357534315912,810.943578622182,1.888232430095223,0.2124609375,0.4166666666666667,3262.427748917312,7491.554412352829,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,0.0,0.0,40.66299961599802,51.66666666666668,46.10666666666668,0.0,51.29657701497514,0.0,0.0,0.0,40.66299961599802,51.34041459610039,51.36233338666302,51.29657701497514,12.43753247303448,16.38944691866958,-0.044197606175843965,7.531785730201566,1.8111451655517699,-1.006652873805773,2.8,9.236100170605994,2605.256974183298,-1514.4289893339626,357.29173651746993,945.2720396309991,-541.9754230621353,0.0,0.0,555.2103535150558,0.0,4.0,0.030595090174383558,0.0,0.0,0.39593235811890115,263.9984568888889,-71.92306406475231,0.2891559941290413,8.169174349319878,0.0032715392146730857,120.32465344161842,1.23681134387295,0.38416198857844824,-2369.157290842791,43.78472288664622,0.27184172728319994,350.32111469653057,6.9706218209393125,0.21644696373188274,1079.412485480164,-134.14044584916493
2025-01-01 01:00:00,2.692113989425728,1.6258576338155806,0.0,2.692113989425728,1.6258576338155806,0.0,0.018623860610545846,0.0,0.45106697002116564,2.172423158794017,0.05,0.0,0.0,0.20802756467992678,1.4032467358023204,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277405156945293,0.04708053867708968,0.0,0.0,0.00487009457236842,0.0,0.0006633079693156154,0.0,0.01309045806886181,0.0,0.00823520860387191,0.0,0.21459603467044952,0.16094702600283708,0.086213800795535,0.0,0.07924787438185626,0.0,0.0,0.0,2738.919498122165,16.666666666666686,0.7442761288041179,833.7668718720735,1.9514637837940163,0.220959375,0.43333333333333335,3351.726994994238,7734.738057940162,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,0.0,0.0,40.31628423952337,51.66666666666668,46.10666666666668,0.0,50.95734181871141,0.0,0.0,0.0,40.31628423952337,50.999440225908316,51.02048942950678,50.95734181871141,12.43753247303448,16.346524286801188,-0.05614573816757178,7.832905841658089,2.748725613562988,0.6620407542583372,2.5,9.236100170605994,2686.770199364006,-1178.7665579895506,-81.85257812549408,303.72221767900913,-533.962465321897,0.0,0.0,553.2058899162777,0.0,4.0,0.029571851222786192,0.0,0.0,0.3826905794963866,263.9984568888889,-71.39272335253948,0.292969055261843,8.189019044154858,0.00330559383728767,121.4880202258645,1.2370294247473452,0.30287745541009264,-2053.758893448039,41.225463586415195,0.27184172728319994,-88.79353329680764,6.940955171313569,0.15968641003503475,410.4346266890308,-106.71240901002164
2025-01-01 02:00:00,2.951695280349439,1.811790270269668,0.0,2.951695280349439,1.811790270269668,0.0,0.018623860610545846,0.0,0.4209295039246975,2.462141915814196,0.05,0.0,0.0,0.20682037138051423,1.5903865655558205,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.00487009457236842,0.0,0.0006633079693156154,0.0,0.01309045806886181,0.0,0.00823520860387191,0.0,0.21459603467044952,0.16094702600283708,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,3056.3300511485522,16.666666666666686,0.8452875948944139,930.391253887478,2.207188790814196,0.254953125,0.5,3731.76818003603,7454.473351263135,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,0.0,0.0,39.941488324375925,51.66666666666668,46.10666666666668,0.0,50.64573556071668,0.0,0.0,0.0,39.941488324375925,50.66172579667375,50.669720914652295,50.64573556071668,12.43753247303448,16.331716434344596,-0.0685591611997953,8.413904130632456,2.5229303822018587,0.8517608524417736,1.6500000000000001,9.236100170605994,2979.7211451485355,-911.120056029281,-303.56757001593604,0.7814629108246461,-560.7942389731062,0.0,0.0,551.5962988503942,0.0,4.0,0.029155419757493847,0.0,0.0,0.3773015222617667,263.9984568888889,-67.41096587730497,0.2963575321217603,8.223085910068976,0.003340758675815537,125.44685743160223,1.237066585235,0.2130269374869238,-1878.0449371895165,36.533627272757585,0.27184172728319994,-310.77353673634764,7.205966720411599,0.09724227624852405,112.4405766774958,-111.65911376667115
2025-01-01 03:00:00,0.5162084001446815,0.220196511414435,0.0,0.5162084001446815,0.220196511414435,0.0,0.01836061225528269,0.0,0.44784778788939883,0.0,0.05,0.0,0.0,0.20561317808110166,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05955486943768611,0.04466615207826457,0.0,0.0,0.004606846217105263,0.0,0.0006633079693156154,0.0,0.01309045806886181,0.0,0.00823520860387191,0.0,0.21459603467044952,0.16094702600283708,0.086213800795535,0.0,0.07924787438185626,0.0,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,7296.780635738649,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,0.0,0.0,41.378852944764816,51.66666666666668,46.10666666666668,0.0,50.28539607003287,0.0,0.0,0.0,41.378852944764816,50.32115935887928,50.33904100330248,50.28539607003287,12.43753247303448,14.755157303859786,-0.001553778013018873,7.658742313324646,2.2847876823144757,0.6178659899514903,1.6500000000000001,9.236100170605994,47.335438161854015,-1903.0025004906586,-221.3094398290727,71.83927194333447,-477.9677872789489,0.0,0.0,549.7234594292477,0.0,4.0,0.02779911708680576,0.0,0.0,0.3597495519401327,263.9984568888889,-24.420233988444757,0.3316120906790608,7.508997080781352,0.0033761217238899893,116.82094124072725,1.2438187913141818,0.2559164052546927,-1950.8923294319352,47.8898289412765,0.27184172728319994,-228.2572813975145,6.947841568441835,0.12402201094041088,195.14282763661808,-123.3035556932836
2025-01-01 04:00:00,1.5606228532901398,0.22307027028680254,0.0,1.5606228532901398,0.22307027028680254,0.0,0.02130386239124155,0.9332947223703704,0.5560242685285279,0.0,0.05,0.0,0.0,0.2084869369534692,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.004606846217105263,0.0,0.0008052531838446164,0.0,0.01589176299029167,0.0,0.00987966063640608,0.0,0.220037304232823,0.1650279781746172,0.1397258150824188,0.0,0.1284362102050774,0.0,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,7296.780635738649,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,933.2947223703704,0.26666666666666666,42.34904429533211,51.66666666666668,46.10666666666668,0.0,49.94706625065124,0.2679703771203429,699.0619802797099,933.2947223703704,42.34904429533211,49.60004434673322,49.987675643402746,49.38592400202272,12.43753247303448,13.227206477922516,-0.013797365092839235,7.092711896231121,2.1811929708066335,0.7287765461657691,0.55,9.236100170605994,91.11360377997497,-1731.9961358440733,-577.3964729636688,-62.593459636012895,-452.83288933120446,0.0,0.0,557.7619512248646,0.0,4.0,0.027094496720292495,0.0,0.0,0.3506310299255846,263.9984568888889,-13.81545811368517,0.3692166947669702,6.797373371232161,0.0034083092185040217,129.32275803051036,1.2498390500087144,0.2285112702920697,-1780.3373293349039,48.341193490830626,0.27184172728319994,-584.3037846665131,6.90731170284423,0.1179107836798879,59.11262029110143,-121.70607992711433
2025-01-01 05:00:00,2.626025627707549,1.095790760129937,0.0,2.626025627707549,1.095790760129937,0.0,0.028281796011156365,0.5249782813333334,0.6789870289554863,1.3437785214075728,0.05,0.0,0.0,0.21321224999447777,0.8679951768021259,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.005133342927631578,0.0,0.0011163890213785638,0.0,0.02203206406214622,0.0,0.012430503553014205,0.0,0.2263377216208344,0.16975329121562577,0.1991836087345119,0.0,0.18308991667532312,0.0,0.0,0.0,1725.7342118305162,13.333333333333371,0.5282907312770628,525.3385564880775,1.1908066464075728,0.152971875,0.3,2098.1008933185935,6853.726990062016,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,524.9782813333334,0.15,43.18714880978236,51.66666666666668,46.10666666666668,0.0,51.48141336496181,0.1697261180413352,461.93522925972024,524.9782813333334,43.18714880978236,50.01707385212716,51.48202438613286,49.28429307453879,12.43753247303448,12.945304341274198,-0.08162640208753812,7.3151486982522345,1.0516256651929181,-0.15145613064322402,-0.25000000000000006,9.236100170605994,1772.9454527497785,-1376.5827458054164,-458.4404021238475,-115.28620802509194,-474.7733203895736,0.0,0.0,562.1281803571271,0.0,3.8329999999999997,0.027265307808699388,0.0,0.0,0.35284150345713255,252.97652131377774,-40.14361904829128,0.3801668051031745,6.701956988004493,0.0034475541409961976,121.6112812105292,1.2504135604038482,0.20214842821307094,-1940.7937455240542,38.872443230560435,0.27184172728319994,-466.3516434721471,7.911241348299642,0.09212624014881911,30.65068942842547,-145.9368974535174
2025-01-01 06:00:00,3.0525467379426066,0.7249706041315954,0.0,3.0525467379426066,0.7249706041315954,0.0,0.04171027471670921,0.758301961925926,1.4435584343626067,0.7589760669373649,0.05,0.0,0.0,0.22013716267790198,0.4902501081203601,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.8080821076371056,0.0,0.005791463815789473,0.0,0.0017322697981619775,0.0,0.03418654110275777,0.0,0.016742334472966008,0.0,0.23235175640029984,0.17426381730022483,0.16945471190846534,0.0,0.15576306344020027,0.0,0.0,0.0,983.2256598661568,13.333333333333371,0.2961432241822692,299.3081700039056,0.6739916919373649,0.08498437500000001,0.16666666666666666,1197.5494548700624,7304.145276279607,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,758.301961925926,0.21666666666666667,43.35478897996448,51.66666666666668,46.10666666666668,0.0,51.44382589026906,0.4292199367844164,1164.076777734495,758.301961925926,43.35478897996448,50.30875318161603,51.44598755847962,49.739055159078944,12.43753247303448,13.05102796154325,-0.049527161527285826,6.90220236850021,1.4539972744706364,-0.42003809562303246,0.3,9.236100170605994,1556.7770542406506,-1743.9071825149308,-405.2827452392348,-14.175639938827214,-452.11361857024957,0.0,0.0,1088.0003241802399,0.0,2.5829999999999997,0.02697455109763377,0.0,0.0,0.3490788085412178,170.477003536,-62.335311235496235,0.3808971393619885,6.791788183890065,0.00347825517396078,102.5021472715568,1.2499285696512732,0.2406046298447483,-2083.575646183803,40.3602936649663,0.27184172728319994,-412.2590951019728,6.976349862737972,0.11248565790749049,110.717501017186,-124.89314095601321
2025-01-01 07:00:00,2.8516666969618156,0.9298116545875615,0.0,2.8516666969618156,0.9298116545875615,0.0,0.07395618568212602,0.9916256425185186,0.6949807942976818,1.0411040744634892,0.05,0.0,0.0,0.2427415231792182,0.67248679807501,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.2020205269092764,0.0,0.005396591282894736,0.0,0.0033064489545499495,0.0,0.06525314544468133,0.0,0.032371103002641156,0.0,0.2592717216036214,0.19445379120271597,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,1331.5352220740783,13.333333333333371,0.4093149525977791,405.33865915276084,0.9221259494634891,0.11897812499999999,0.23333333333333334,1617.8957562268392,6949.962255799055,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,991.6256425185186,0.2833333333333333,42.279201030145856,51.66666666666668,46.10666666666668,0.0,51.14487214934214,0.36393229065283017,980.8424701281393,991.6256425185186,42.279201030145856,49.242247095841826,51.14623594884863,48.28957076958519,12.43753247303448,12.960079290985682,-0.062438460933819474,6.673153824290809,1.0020176032542432,-0.6762648039224879,-0.55,9.236100170605994,1458.591394541789,-1885.5507040951727,-548.6486739838934,-110.83893924265118,-498.3551488431831,0.0,0.0,689.2876402305949,2.404140317098965,2.0,0.027940657269603562,0.0,0.0,0.3615812294421208,131.99922844444444,-63.87631891970112,0.3852446445094381,6.770308595490763,0.003497411299743118,35.588684861116604,1.2503111451957714,0.2437068498456757,-2331.1371576696083,40.24779442167464,0.27184172728319994,-556.1374470967161,7.488773112822586,0.10891514862684655,14.146427868501457,-124.98536711115263
2025-01-01 08:00:00,4.0960430249881,1.2924154255151576,0.0,4.0960430249881,1.2924154255151576,0.0,0.07801032922497687,1.8665894447407407,0.5057234496379304,1.5957198013844525,0.05,0.0,0.0,0.24709892517263646,1.0307331670091877,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.004080349506578947,0.0,0.0035654485166052357,0.0,0.07036453120179269,0.0,0.03932441592760848,0.0,0.26347199986229564,0.19760399989672167,0.07134935238251174,0.0,0.06558444776429484,0.0,0.0,0.0,1992.7430799222352,13.333333333333371,0.6278541949910925,606.619933638289,1.4087541763844527,0.186965625,0.36666666666666664,2412.397388560524,6602.666564494997,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,1866.5894447407409,0.5333333333333333,42.68959263786795,51.66666666666668,46.10666666666668,0.0,51.287118243424786,0.6241487797490014,1681.4442345053817,1866.5894447407409,42.68959263786795,49.71516239533852,51.28774203479839,48.92856067992178,12.43753247303448,13.082154742266065,-0.033990739553660984,6.28014512513246,0.3446266035868242,-1.1540408398914654,-1.4,9.236100170605994,1951.2496640355012,-1998.7367490831139,-618.8274800382973,-118.29412308825006,-561.7741792363516,0.0,0.0,560.3561671701846,138.94324524111892,2.0,0.029331100567063586,0.0,0.0,0.3795750150611906,131.99922844444444,-40.07540382056702,0.38332225237698353,6.844846992197959,0.003506215978711045,41.64520935439659,1.250358369111687,0.2607729020302453,-2647.8317757185346,42.47509299713138,0.27184172728319994,-626.9415985751606,8.114118536863417,0.11439266636432116,6.505074431861757,-124.79919752011182
2025-01-01 09:00:00,3.564189431294395,1.3785213858948238,0.0,3.564189431294395,1.3785213858948235,0.0,0.0775693104786138,1.2249493231111113,0.48264686835299053,1.7290239293516798,0.05,0.0,0.0,0.24709892517263646,1.1168391273888538,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.003290604440789473,0.0,0.003582266669985449,0.0,0.07069643936783888,0.0,0.04477570967325325,0.0,0.26347199986229564,0.19760399989672167,0.05648490396948845,0.0,0.05192102114673342,0.0,0.0,0.0,2173.1515948875513,13.333333333333371,0.6899769886495368,661.5389056215279,1.5250614293516798,0.2039625,0.4,2630.7280005090793,6528.139351175533,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10247.2314,1224.9493231111112,0.35,43.4157648257079,51.66666666666668,46.10666666666668,0.0,51.31876431611339,0.35651977689562125,963.9048450552829,1224.9493231111112,43.4157648257079,50.285457935282054,51.31876431611339,49.7688047448664,12.43753247303448,13.017791271261892,-0.06462551981434812,6.131249803819208,0.2605238692646739,-1.1220727793036667,-0.85,9.236100170605994,2242.1478584402726,-1670.7222875621587,-398.2533464095924,-21.737608591400218,-523.9479187781623,0.0,0.0,565.3664421694663,418.9624299673432,2.0,0.028553511322761186,0.0,0.0,0.36951219970782007,131.99922844444444,27.57774016141743,0.3868595678023555,6.835830663794371,0.0035218943004096817,71.56542418046212,1.2512557881429736,0.2572475404464946,-2374.04424397711,41.78305079342374,0.27184172728319994,-405.66296969670236,7.409623287109963,0.1199945279306948,46.29461163944565,-68.03222023084587
