Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.4149381581137894,0.3652306189967076,0.7292500000000001,0.023582302635229823,0.00608717698327846,0.012154166666666667,0.025177999647662336,0.007382,0.48158649179946034,0.8507916666666666,0.05,0.0,0.7292500000000001,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,On,15009.211188913114,19.222222222222257,0.8,2939.3490999757755,21.372210777777777,0.8507916666666666,1,17097.768622222222,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.266497626460326e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.266497626460326e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.001563052192797,0.0,-2.597543304152723,-0.7127614794074513,2.8,9.236100170605994,9313.713017331453,6046.448472676979,434.09493530221715,-3149.095013778026,-0.0,-0.0,608.950355866245,0.0,2.0,0.14914585806291106,0.0,0,1.3276011436016166,131.99922844444444,-153.5112758872583,0.20527994600822577,8.761906225283234,0.0027445436681303296,-73.05425569980143,1.2226294007502805,0,0,105.25713491858032,0.130694137221098,598.3047072247703,-164.2097719225531
2025-01-01 00:01:00,1.4149381581137894,0.3652306189967076,0.7292500000000001,0.023582302635229823,0.00608717698327846,0.012154166666666667,0.025177999647662336,0.007382,0.48158649179946034,0.8507916666666666,0.05,0.0,0.7292500000000001,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,On,15009.211188913114,19.222222222222257,0.8,2939.3490999757755,21.372210777777777,0.8507916666666666,1,17097.768622222222,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.2574819523271494e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2574819523271494e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.09176090046473,0.0,-2.277215460410926,-0.641603353791695,2.8,9.236100170605994,9272.66630039642,6041.543737008368,420.4401870740155,-3174.2864200221948,-0.0,-0.0,608.950355866245,0.0,2.0,0.14950662286203578,0.0,0,1.3308124413614726,131.99922844444444,-169.3665865781229,0.20470615281110152,8.827126158548339,0.0027443028495242727,-73.38597342910607,1.2258225816206467,0,0,100.35239924996942,0.1304485504462892,585.083331639586,-164.64314456557054
2025-01-01 00:02:00,1.4149381581137894,0.3652306189967076,0.7292500000000001,0.023582302635229823,0.00608717698327846,0.012154166666666667,0.025177999647662336,0.007382,0.48158649179946034,0.8507916666666666,0.05,0.0,0.7292500000000001,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,On,15009.211188913114,19.222222222222257,0.8,2939.3490999757755,21.372210777777777,0.8507916666666666,1,17097.768622222222,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.24871396154928e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.24871396154928e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.179520387935234,0.0,-1.9623628427067559,-0.5734323056105759,2.8,9.236100170605994,9232.373956367048,6037.17983977932,407.6673525708043,-3198.872670662149,-0.0,-0.0,608.950355866245,0.0,2.0,0.14985737492076778,0.0,0,1.3339346121031956,131.99922844444444,-185.07267996754058,0.20357110392091238,8.867769878512389,0.002744061567596119,-73.70455013946965,1.225454759053534,0,0,95.98850202092106,0.13021283849011447,572.4577742512253,-164.79042168042093
2025-01-01 00:03:00,1.4149381581137894,0.3652306189967076,0.7292500000000001,0.023582302635229823,0.00608717698327846,0.012154166666666667,0.025177999647662336,0.007382,0.48158649179946034,0.8507916666666666,0.05,0.0,0.7292500000000001,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,On,15009.211188913114,19.222222222222257,0.8,2939.3490999757755,21.372210777777777,0.8507916666666666,1,17097.768622222222,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.240193654126718e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.240193654126718e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.264929026360804,0.0,-1.6526769887872836,-0.5078658769002222,2.8,9.236100170605994,9192.795004937709,6032.920471397637,395.72795551011404,-3222.872065055081,-0.0,-0.0,608.950355866245,0.0,2.0,0.15019848469133026,0.0,0,1.3369709533558063,131.99922844444444,-200.65223700394742,0.20247266753034557,8.907071101514473,0.0027438191655005393,-74.0101509915511,1.2250970070957872,0,0,91.72913363923838,0.12998572916170148,560.352377157989,-164.62442164787504
2025-01-01 00:04:00,1.4149381581137894,0.3652306189967076,0.7292500000000001,0.023582302635229823,0.00608717698327846,0.012154166666666667,0.025177999647662336,0.007382,0.48158649179946034,0.8507916666666666,0.05,0.0,0.7292500000000001,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,On,15009.211188913114,19.222222222222257,0.8,2939.3490999757755,21.372210777777777,0.8507916666666666,1,17097.768622222222,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.231871493388402e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.231871493388402e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.34806981085944,0.0,-1.3479222105415856,-0.4445718639940972,2.8,9.236100170605994,9159.343080642357,6028.814209089236,384.4874984602046,-3246.30209800647,-0.0,-0.0,608.950355866245,0.0,2.0,0.15053030311133206,0.0,0,1.3399245889416949,131.99922844444444,-210.6741283479116,0.201409221259325,8.945077439489989,0.002743575687254629,-74.303248637907,1.2247489607496325,0,0,87.62287133083694,0.12976611399018767,548.7017547087302,-164.21425624852554
2025-01-01 00:05:00,0.5641464914471227,0.3652306189967076,0.0,0.009402441524118711,0.00608717698327846,0.0,0.025177999647662336,0.007382,0.48158649179946034,0.0,0.05,0.0,0.0,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.22374747933433e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.22374747933433e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.429115518389064,0.0,-1.0479015985750757,-0.38326970096657575,2.8,9.236100170605994,-2876.082861107408,83.66943198333459,373.83469629326294,-3269.2061068193566,-0.0,-0.0,608.950355866245,0.0,2.0,0.15085353768384546,0.0,0,1.3428018166012077,131.99922844444444,-215.82711015429646,0.20037806895058077,8.982588435515066,0.0027433311753123613,-74.58475388390987,1.224409880564233,0,0,83.66943198333459,0.12955305516756088,537.4508407754615,-163.6161444821986
2025-01-01 00:06:00,0.5641464914471227,0.3652306189967076,0.0,0.009402441524118711,0.00608717698327846,0.0,0.025177999647662336,0.007382,0.48158649179946034,0.0,0.05,0.0,0.0,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.236676550481358e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.236676550481358e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.300165994754185,0.0,-0.9585535108722283,-0.323722603621355,2.8,9.236100170605994,-2832.1389314466273,83.08194052518665,363.692079096503,-3232.7940760898555,-0.0,-0.0,608.950355866245,0.0,2.0,0.15033914512179503,0.0,0,1.3382230226440177,131.99922844444444,-208.295211223017,0.20197498289343413,8.92212667520567,0.002743085669042185,-73.83322701780018,1.2249499389042724,0,0,83.08194052518665,0.12934576014282453,526.5532644177472,-162.8611853212442
2025-01-01 00:07:00,0.5641464914471227,0.3652306189967076,0.0,0.009402441524118711,0.00608717698327846,0.0,0.025177999647662336,0.007382,0.48158649179946034,0.0,0.05,0.0,0.0,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.2492093282598944e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2492093282598944e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.174541136712907,0.0,-0.8701000064126855,-0.2657297609852684,2.8,9.236100170605994,-2790.4058889361218,82.27847403935144,353.99160372532924,-3197.475708674678,-0.0,-0.0,608.950355866245,0.0,2.0,0.14983748100485694,0.0,0,1.3337575291733914,131.99922844444444,-201.88053612768866,0.2035442526390204,8.864068015818361,0.0027428427436776725,-73.09940542607178,1.2254765340507903,0,0,82.27847403935144,0.12914355595540622,515.9697755304171,-161.9781718050879
2025-01-01 00:08:00,0.5641464914471227,0.3652306189967076,0.0,0.009402441524118711,0.00608717698327846,0.0,0.025177999647662336,0.007382,0.48158649179946034,0.0,0.05,0.0,0.0,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.2614448860120625e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2614448860120625e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.052089458982383,0.0,-0.7826086414788835,-0.20912162446916455,2.8,9.236100170605994,-2750.0239468415693,81.54675461802654,344.6754472844956,-3163.1968196584903,-0.0,-0.0,608.950355866245,0.0,2.0,0.14934798214408612,0.0,0,1.329400323041144,131.99922844444444,-195.77748304932408,0.205086850711648,8.806939651977704,0.0027426023360749173,-72.38252424433365,1.2259902662967161,0,0,81.54675461802654,0.12894587401941668,505.667269519126,-160.9918222346304
2025-01-01 00:09:00,0.5641464914471227,0.3652306189967076,0.0,0.009402441524118711,0.00608717698327846,0.0,0.025177999647662336,0.007382,0.48158649179946034,0.0,0.05,0.0,0.0,0.0,0,0.3506472856633743,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00411596034356725,0.0,On,0.012994651716368768,0,On,0.008067387587726318,0.0,On,0.014056777581627784,0,On,0.42590520036174406,0.31942890027130794,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,17097.768622222222,Off,0.0,20.222222222222257,0,0.0,0.05,0.0,0.0,0,0,0,10655.479457777777,Off,0.0,0.0,3.273432760408923e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.273432760408923e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.932681713414624,0.0,-0.696112488743356,-0.15375551255896297,2.8,9.236100170605994,-2711.0055478195627,80.84642196810123,335.6944693861668,-3129.910392699928,-0.0,-0.0,608.950355866245,0.0,2.0,0.14887017081139323,0.0,0,1.3251471518170304,131.99922844444444,-190.04551098587996,0.20660353718288535,8.75068605723504,0.00274236438588525,-71.68192774568122,1.2264916454942867,0,0,80.84642196810123,0.1287522357740386,495.6178921903168,-159.92342280415
