Metric,Value
Total Electric Energy (kWh),990.5542083404797
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.3757697338062218
Peak Electric Power (kW),6.9448227101435265
Other Electric Energy (kWh),274.35372889866994
HVAC Heating Electric Energy (kWh),352.02558924462676
Lighting Electric Energy (kWh),120.77633888236825
Water Heating Electric Energy (kWh),236.44855131481486
HVAC Cooling Electric Energy (kWh),6.950000000000004
Average Temperature - Indoor (C),14.797545094410193
Unmet Heating Load (C-hours),43.606340612263715
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
