Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.180866943564733,0.1669439509730549,0.0,1.180866943564733,0.1669439509730549,0.0,0.015246103807061583,0.2406884130910046,0.9249324266666666,0.0,0.0,0.1669439509730549,0.0,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0028521290204678363,0.0,0.012393974786593747,0.0,0.018096478460264694,0.0,0.18577394662408428,0.13933045996806318,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,0.0,0.0,39.681448693796746,51.66666666666668,46.10666666666668,0.0,46.83741178929282,0.0,0.0,0.0,62.002263584057424,46.86207959296683,46.87441349480384,46.83741178929282,12.43753247303448,20.637823672714436,-0.015176346152054994,2.8,9.236100170605994,547.4795378723446,-630.1339265386734,0.0,0.0,242.93034063438034,0.0,0.0,0.027106358109663824,0.0,0.0,0.6914340308254316,0.0,9.750697109971153,0.18557464287339281,9.530010417826343,0.0027382111076739895,-29.076200007176315,1.2193169856679087
2025-01-01 01:00:00,1.185509800127012,0.1685468641511411,0.038051506108000926,1.185509800127012,0.1685468641511411,0.038051506108000926,0.015447002617298903,0.24513037084304637,0.9249324266666666,0.038051506108000926,0.0,0.1685468641511411,0.0,1.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0026382193439327484,0.0,0.012808783273366155,0.0,0.02040121864152482,0.0,0.18883161389503228,0.1416237104212742,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,879.2133333333333,0.0,40.30498329367294,51.66666666666668,46.10666666666668,0.0,47.41974596321418,0.1146984613505664,303.45934339554077,879.2133333333333,62.976536396363954,47.37501354967659,47.47734902806917,47.295044278052806,12.43753247303448,20.777820858300213,0.0,2.5,9.236100170605994,576.8359224668436,-609.6816817581018,0.0,0.0,251.76463473702634,0.0,0.06675,0.025598364635894457,0.0,0.0,0.652967852454717,4.405474249333333,9.8205428212525,0.18295034608095484,9.576442955751101,0.0027226876177401152,-21.322147060858168,1.2188068150401319
2025-01-01 02:00:00,1.2390429191660728,0.200024012962949,0.09893391588080243,1.2390429191660728,0.200024012962949,0.09893391588080241,0.016169774980614463,0.2979407175187916,0.9249324266666666,0.09893391588080243,0.0,0.200024012962949,0.0,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0026382193439327484,0.0,0.013531555636681713,0.0,0.031242033568192815,0.0,0.23172159534427592,0.17379119650820687,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,2285.9546666666665,0.0,44.12688318903496,51.66666666666668,46.10666666666668,0.0,51.812050815271654,0.8469480095356748,2322.28168179342,2285.9546666666665,68.94825498286713,50.13558186452905,51.812050815271654,49.29734738915775,12.43753247303448,21.021964489546825,0.0,1.6500000000000001,9.236100170605994,678.9982256557297,-620.0715536612478,0.0,0.0,363.889595047529,0.0,1.0,0.024450344936976686,0.0,0.0,0.6236839521727858,65.99961422222222,10.24775760278184,0.1804866643298445,9.691427647779644,0.002726702776940862,33.574175459413134,1.217792363753629
2025-01-01 03:00:00,1.2271680641199993,0.1993336756878242,0.030441204886400744,1.2271680641199993,0.1993336756878242,0.030441204886400744,0.014889587679503104,0.2873460497738296,0.9249324266666666,0.030441204886400744,0.0,0.1993336756878242,0.0,1.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.002495612892909357,0.0,0.012393974786593747,0.0,0.021567815523397225,0.0,0.23172159534427592,0.17379119650820687,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,703.3706666666666,0.0,44.381142984527045,51.66666666666668,46.10666666666668,0.0,51.966538802328024,0.2164413303191998,595.289107163947,703.3706666666666,69.34553591332352,50.423263961384514,51.966538802328024,49.65162654091277,12.43753247303448,21.147421482174607,0.0,1.6500000000000001,9.236100170605994,642.07986175807,-647.2577532644365,0.0,0.0,352.01474000145566,0.0,1.0,0.025381349044943467,0.0,0.0,0.6474321783447483,65.99961422222222,12.390448354384295,0.180298397933825,9.768451871201338,0.0027450164820388887,22.07400468024599,1.2172597272709564
2025-01-01 04:00:00,1.1857131308653637,0.17050453555438064,0.030441204886400744,1.1857131308653637,0.17050453555438067,0.030441204886400744,0.014889587679503104,0.24589111651919404,0.9249324266666666,0.030441204886400744,0.0,0.17050453555438064,0.0,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.002495612892909357,0.0,0.012393974786593747,0.0,0.01855173578001978,0.0,0.1942031915331842,0.14565239364988808,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,703.3706666666666,0.0,46.17793153063965,51.66666666666668,46.10666666666668,0.0,52.28682630428095,0.1362471639273248,374.3270942483916,703.3706666666666,72.15301801662444,51.65425966941437,52.30149046722325,51.32331218903879,12.43753247303448,21.17777707589198,0.0,0.55,9.236100170605994,547.2044257087505,-705.7823863572381,0.0,0.0,313.18609501359646,0.0,1.0,0.02604254254527189,0.0,0.0,0.6642980252887782,65.99961422222222,14.868290385725578,0.18052494449095277,9.7892144464432,0.002754908992693132,32.0322748469438,1.2165557198433015
2025-01-01 05:00:00,1.1771138415385556,0.16418260187255573,0.0,1.1771138415385556,0.16418260187255573,0.0,0.015174800581549887,0.23700661429033903,0.9249324266666666,0.0,0.0,0.16418260187255573,0.0,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0027808257949561406,0.0,0.012393974786593747,0.0,0.018096478460264694,0.0,0.18577394662408428,0.13933045996806318,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,0.0,0.0,46.714573772586135,51.66666666666668,46.10666666666668,0.0,51.89015191846341,0.0,0.0,0.0,72.99152151966584,51.933643045951236,51.955388609695156,51.89015191846341,12.43753247303448,21.060972783203322,0.0,-0.25000000000000006,9.236100170605994,518.54689062596,-727.9267653885781,0.0,0.0,305.17685283042533,0.0,1.0,0.02594618717340147,0.0,0.0,0.6618401745183239,65.99961422222222,16.36437651744616,0.1834015858732584,9.760818966488664,0.0027803266372572206,34.52121012881528,1.2164093137712233
2025-01-01 06:00:00,1.1793112570664468,0.1655632764228053,0.0,1.1793112570664468,0.1655632764228053,0.0,0.015531316709108367,0.23884751369067184,0.9249324266666666,0.0,0.0,0.1655632764228053,0.0,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0031373419225146203,0.0,0.012393974786593747,0.0,0.018096478460264694,0.0,0.18577394662408428,0.13933045996806318,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,0.0,0.0,45.807718395158865,51.66666666666668,46.10666666666668,0.0,51.33404600366354,0.0,0.0,0.0,71.57455999243572,51.356922622645286,51.36836093213616,51.33404600366354,12.43753247303448,21.084171760533618,0.0,0.3,9.236100170605994,540.4617565615353,-707.3507288711368,0.0,0.0,307.37426835831656,0.0,1.0,0.025901408808386282,0.0,0.0,0.6606979596441989,65.99961422222222,15.505790407688822,0.18387608122392637,9.783771092335702,0.002791549251488906,16.735564688187583,1.2163051659294304
2025-01-01 07:00:00,1.1809382467902445,0.1669439509730549,0.0,1.1809382467902445,0.1669439509730549,0.0,0.015317407032573279,0.2406884130910046,0.9249324266666666,0.0,0.0,0.1669439509730549,0.0,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.002923432245979533,0.0,0.012393974786593747,0.0,0.018096478460264694,0.0,0.18577394662408428,0.13933045996806318,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,0.0,0.0,44.996617338987676,51.66666666666668,46.10666666666668,0.0,50.74688386529234,0.0,0.0,0.0,70.30721459216824,50.7910772911704,50.81317400410945,50.74688386529234,12.43753247303448,21.05369835791061,0.0,-0.55,9.236100170605994,495.25160732763356,-755.0716183402549,0.0,0.0,309.00125808211425,1.173160001671439,1.0,0.02650877022913866,0.0,0.0,0.6761906478769628,65.99961422222222,16.389540919107606,0.18502900093667737,9.783695025092372,0.0028038407651845305,30.150936883069324,1.2164221377347346
2025-01-01 08:00:00,1.2815148266642644,0.18771572464927064,0.07610301221600185,1.2815148266642644,0.1877157246492706,0.07610301221600185,0.04850554110549216,0.30807685889210557,0.9249324266666666,0.07610301221600185,0.0,0.18771572464927064,0.0,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0022103999908625735,0.0,0.04629514111462959,0.0,0.05778922602641131,0.0,0.21254919515887222,0.1594118963691541,0.0,0.0,924.9324266666666,21.111111111111143,1.0,0.0,0.9249324266666666,0.0,1.0,924.9324266666666,924.9324266666666,1758.4266666666665,0.0,44.113260227163316,51.66666666666668,46.10666666666668,0.0,50.74533869721157,0.5863196713769186,1589.9815896472944,1758.4266666666665,68.92696910494267,50.121050841917295,50.76573298835774,49.788512623124,12.43753247303448,20.998036672330688,0.0,-1.4,9.236100170605994,556.117317202935,-808.2825605873895,0.0,0.0,407.7035705586989,68.31581676262687,1.0,0.027297694101105642,0.0,0.0,0.6963146649286692,65.99961422222222,31.763880564959038,0.18728196666052774,9.788353330528471,0.0028270828091130494,53.66244620717542,1.2172066988718366
2025-01-01 09:00:00,0.8744495970970931,0.23110154403434366,0.053272108551201305,0.8744495970970931,0.23110154403434366,0.053272108551201305,0.12408823446492949,0.4728816346321636,0.27747972800000004,0.053272108551201305,0.0,0.23110154403434366,0.0,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0017825806377923979,0.0,0.12230565382713708,0.0,0.16474624258637197,0.0,0.2703969543389696,0.20279771575422714,0.0,0.0,277.479728,21.111111111111143,0.3,0.0,0.27747972800000004,0.0,0.3,277.479728,924.9324266666666,1230.8986666666667,0.0,43.88455634564094,51.66666666666668,46.10666666666668,0.0,51.82182957044993,0.4157416714943747,1142.2427740026164,1230.8986666666667,68.56961929006395,49.88952852179982,51.82238090553131,48.922826662393376,12.43753247303448,20.9522039771616,-0.0065901975591845146,-0.85,9.236100170605994,200.04695842167177,-773.7015506441315,0.0,0.0,644.0416965155874,143.90834736080586,1.0,0.026855326499995617,0.0,0.0,0.6850306697750365,65.99961422222222,52.22708455021589,0.19046108996933472,9.813959420064638,0.002865074973432755,79.5572251635679,1.21798045747244
