Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7227583998547847,0.09565453334238178,0.5616,0.01204597333091308,0.0015942422223730296,0.00936,0.018342290071614507,0.0,0.13623485978317018,0.5681812500000001,0.5616,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,On,10053.07568924703,12.222222222222285,0.9250000000000003,5739.563640752969,16.458873599999997,0.5681812500000001,1,15224.45808,15224.45808,Off,0.0,0.0,41.49284773299956,51.666666666666686,46.10666666666668,0.0,50.386651680089784,0.0,0.0,0.0,41.49284773299956,47.84855038774805,50.386651680089784,46.57949974157719,12.43753247303448,12.260589197799948,0.0,-1.5836089231278587,-0.45981533816647485,2.8,9.236100170605994,9485.302510897825,3117.811867398045,6403.126480074787,-771.4600880339593,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06257165265672006,0.0,0,0.8097424079016018,131.99922844444444,-76.59793138007178,0.3324581877349507,5.644631573036639,0.0028861282251477346,-1.2038521628110688,1.2513991719605395,0.5436834545663999,3105.9579441722535,11.853923225791291,0.21241280376209454,902.3839085087768,-238.82106918695888
2025-01-01 00:01:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.24649674296238,51.666666666666686,46.10666666666668,0.0,50.379917406622646,0.0,0.0,0.0,41.24649674296238,47.8427272141917,50.379917406622646,46.57413211797622,12.43753247303448,12.466476729270717,0.0,-1.1584991941026974,-0.17482695552264493,2.8,9.236100170605994,-599.3837996911898,2815.8183960785673,563.4397438707325,-793.8248548001972,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06301425860496093,0.0,0,0.8154701902289501,131.99922844444444,-85.84378595581843,0.32894518182882637,5.770802452812479,0.0028861225883884973,-1.949332697336709,1.25414996517832,0.5436834545663999,2804.751115925248,11.067280153319087,0.21023990353361016,815.0692494624425,-251.62950559170997
2025-01-01 00:02:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.30073111786376,51.666666666666686,46.10666666666668,0.0,50.37321995227315,0.0,0.0,0.0,41.30073111786376,47.83693861393289,50.37321995227315,46.56879794476275,12.43753247303448,12.414047074590307,0.0,-0.7776647780474921,-0.18634198996854262,2.8,9.236100170605994,-593.0719214756168,2545.3581277108624,570.1011542408716,-788.1073973310982,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06290157322583448,0.0,0,0.8140119239637172,131.99922844444444,-85.24936520934436,0.3300794355487634,5.74386718280682,0.0028861134811085133,-1.7574302735615335,1.2543802344241486,0.5436834545663999,2534.9150742746947,10.443053436167544,0.21032813535817996,818.5676257571561,-248.46647151628454
2025-01-01 00:03:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.352787052428,51.666666666666686,46.10666666666668,0.0,50.36651464006167,0.0,0.0,0.0,41.352787052428,47.831142402333924,50.36651464006167,46.56345628347005,12.43753247303448,12.363482161324402,0.0,-0.4364132092469032,-0.19675129763621374,2.8,9.236100170605994,-587.6624838871755,2303.014247252605,576.6532528132227,-782.6076701852717,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06279287906279259,0.0,0,0.812605308194924,131.99922844444444,-85.33965476672952,0.33117756624993727,5.717972850745556,0.002886105271903677,-1.5724459278257912,1.2546023934667194,0.5436834545663999,2293.125024189399,9.889223063205968,0.21040786291529434,821.7322263608509,-245.07897354762818
2025-01-01 00:04:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.402885234016686,51.666666666666686,46.10666666666668,0.0,50.359801793828325,0.0,0.0,0.0,41.402885234016686,47.82533888512067,50.359801793828325,46.558107430766846,12.43753247303448,12.3145926159481,0.0,-0.13056227555513397,-0.20594555227742165,2.8,9.236100170605994,-582.0161940319035,2085.8212263885143,582.8156047542737,-777.3036009365718,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06268777127932193,0.0,0,0.8112451039161005,131.99922844444444,-84.99743416015738,0.3322432741851627,5.693012887127647,0.002886097928087465,-1.3936890433091322,1.2548172660964436,0.5436834545663999,2076.4177051992233,9.403521189290991,0.21047825895151245,824.5291315796178,-241.71352682534402
2025-01-01 00:05:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.45116965403226,51.666666666666686,46.10666666666668,0.0,50.35308170460806,0.0,0.0,0.0,41.45116965403226,47.819528337047345,50.35308170460806,46.552751653266995,12.43753247303448,12.267254953755977,0.0,0.14362709776059673,-0.21385538709563434,2.8,9.236100170605994,-575.0853372434915,1891.1218138435572,588.3831308577447,-772.1804922567019,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06258598633876851,0.0,0,0.8099279006882425,131.99922844444444,-83.18968605161535,0.33327888562705094,5.668918016030114,0.002886091420236615,-1.2207081312985026,1.255025387789259,0.5436834545663999,1882.1438369797138,8.977976863843491,0.21053880196071814,826.9365904460996,-238.5534595883549
2025-01-01 00:06:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.49772415379332,51.666666666666686,46.10666666666668,0.0,50.346354642030526,0.0,0.0,0.0,41.49772415379332,47.8137110126602,50.346354642030526,46.547389197975036,12.43753247303448,12.221397368365118,0.0,0.3894971869772397,-0.2204432706011318,2.8,9.236100170605994,-568.6223449648489,1716.5411104294142,594.3090663376931,-767.2293895654016,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06248737157207978,0.0,0,0.8086517228146729,131.99922844444444,-81.6777964642731,0.33428563694724805,5.64564823893189,0.002886085721067852,-1.0532392451340173,1.2552270676564776,0.5436834545663999,1707.9352863930726,8.60582403634168,0.21058921327979788,828.9425970238138,-234.63353068612074
2025-01-01 00:07:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.54266395374148,51.666666666666686,46.10666666666668,0.0,50.33962086326053,0.0,0.0,0.0,41.54266395374148,47.807887154739035,50.33962086326053,46.54202030047829,12.43753247303448,12.176921071625634,0.0,0.6100357487379087,-0.2256426739239604,2.8,9.236100170605994,-562.2660881688068,1559.9561760976985,599.9226664745004,-762.4385441602599,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06239171608375373,0.0,0,0.8074138410877657,131.99922844444444,-80.11238507337265,0.3352653900470561,5.622221384057079,0.0028860808045578336,-0.8909205731040062,1.255422734135576,0.5436834545663999,1551.6751112933023,8.28106480439632,0.21062899125373946,830.5263898049009,-230.60372333040056
2025-01-01 00:08:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.58607836620316,51.666666666666686,46.10666666666668,0.0,50.33288060833428,0.0,0.0,0.0,41.58607836620316,47.80205698989345,50.33288060833428,46.53664518067304,12.43753247303448,12.13374952693115,0.0,0.8079137464884469,-0.22943738237762173,2.8,9.236100170605994,-556.1424805494369,1419.4691437190968,605.2245977550031,-757.7987253903564,-0.0,-0.0,280.28484106482574,0.0,2.0,0.06229885664187277,0.0,0,0.8062121431163599,131.99922844444444,-78.62859622390624,0.3362195501864503,5.600450856369862,0.0028860766463978944,-0.7334711271666323,1.2556127184490267,0.5436834545663999,1411.4708298740454,7.998313845051435,0.21065801788470864,831.6826193634163,-226.45802160841328
2025-01-01 00:09:00,0.15457714985478468,0.09565453334238178,0.0,0.002576285830913078,0.0015942422223730296,0.0,0.018342290071614507,0.0,0.13623485978317018,0.0,0.0,0.0,0.0,0.09565453334238178,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0006282239023429525,0.0,On,0.014204088099096117,0,On,0.00869548199332777,0,On,0.08987910334861948,0.0674093275114646,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,15224.45808,Off,0.0,0.0,41.62804909454778,51.666666666666686,46.10666666666668,0.0,50.32613410401033,0.0,0.0,0.0,41.62804909454778,47.796220732198805,50.32613410401033,46.53126404629304,12.43753247303448,12.091812725020285,0.0,0.9855190042585331,-0.23182469139280107,2.8,9.236100170605994,-550.2486063678075,1293.3833493481754,610.167184202983,-753.3015033174722,-0.0,-0.0,280.28484106482574,0.0,2.0,0.062208643894439634,0.0,0,0.8050446961299316,131.99922844444444,-77.2319441151609,0.337149405910014,5.578446422090229,0.00288607322361378,-0.5806336731133912,1.2557973236478275,0.5436834545663999,1285.630575651698,7.752773696477406,0.21067627693193486,832.4101600522674,-222.2429758492845
