Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,34.432382857369134,51.666666666666686,46.10666666666668,0.0,50.823091425379594,0.0,0.0,0.0,34.432382857369134,50.880193419603316,50.90874441671518,50.823091425379594,12.43753247303448,21.284022232724332,-0.21597776727569595,7.347606172931247,2.8,9.236100170605994,4145.505835154961,-1121.0208846359951,-1176.4839944701653,-0.0,-0.0,286.0101729674103,0.0,1.0,0.048839576456992016,0.0,0,1.245809011924238,65.99961422222222,38.560510332929496,0.1816466476787518,9.863692334471612,0.0027972020159537808,-13.659669674470733,1.2131129982097908,0.19458125047164918,-1153.1916505166687,32.170765880673684
2025-01-01 00:01:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,34.27923018513787,51.666666666666686,46.10666666666668,0.0,50.81798644505366,0.0,0.0,0.0,34.27923018513787,50.87536112314038,50.90404846218374,50.81798644505366,12.43753247303448,21.41081594433515,-0.08918405566488019,7.369764787381225,2.8,9.236100170605994,4121.519141173524,-1127.015717141082,-1189.064379354701,-0.0,-0.0,286.0101729674103,0.0,1.0,0.04902553065439754,0.0,0,1.2505523662229172,65.99961422222222,27.15420123602891,0.18075832502528616,9.944543641106339,0.0027970719686201367,-13.900509092730443,1.2161330439248996,0.19461924811073553,-1159.0369705545809,32.021253413498975
2025-01-01 00:02:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,34.13184508507995,51.666666666666686,46.10666666666668,0.0,50.81290428898127,0.0,0.0,0.0,34.13184508507995,50.87055032037189,50.8993733360672,50.81290428898127,12.43753247303448,21.532673985532714,0.0,7.390404946234991,2.8,9.236100170605994,4098.175354194601,-1132.6483649302286,-1201.2055000905011,-0.0,-0.0,286.0101729674103,0.0,1.0,0.04920394056488698,0.0,0,1.2551032794459271,65.99961422222222,15.951534992905863,0.17940587155734575,9.999133440505867,0.0027969399570099054,-14.130300422593178,1.2156302418716052,0.19465463522661117,-1164.483664612882,31.835299682653353
2025-01-01 00:03:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.98985788735752,51.666666666666686,46.10666666666668,0.0,50.80784409962175,0.0,0.0,0.0,33.98985788735752,50.86576020186741,50.89471825299025,50.80784409962175,12.43753247303448,21.64991327503914,0.0,7.4096507510268665,2.8,9.236100170605994,4075.421013280568,-1137.9479611058516,-1212.933015404566,-0.0,-0.0,286.0101729674103,0.0,1.0,0.0493753070200403,0.0,0,1.2594745268984828,65.99961422222222,4.924709392937402,0.17811494750113552,10.051135946848373,0.0027968057075920963,-14.34970949776138,1.2151468950364654,0.19468762595695235,-1169.5640854609967,31.616124355145026
2025-01-01 00:04:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.852949463731555,51.666666666666686,46.10666666666668,0.0,50.802805074389774,0.0,0.0,0.0,33.852949463731555,50.86099001007659,50.89008247792,50.802805074389774,12.43753247303448,21.762807343409968,0.0,7.427610233479962,2.8,9.236100170605994,4056.9318287669003,-1142.785181154496,-1224.2689588512742,-0.0,-0.0,286.0101729674103,0.0,1.0,0.049540062878644944,0.0,0,1.2636771500231474,65.99961422222222,-2.2285316740217382,0.17688128035984452,10.10147118283725,0.002796669319379188,-14.559364338254921,1.2146818308205423,0.19471840666050635,-1174.3064110258351,31.52122987133911
2025-01-01 00:05:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.720627085715165,51.666666666666686,46.10666666666668,0.0,50.797786458142646,0.0,0.0,0.0,33.720627085715165,50.856239032236005,50.885465319282694,50.797786458142646,12.43753247303448,21.87177897459379,0.0,7.444394912943086,2.8,9.236100170605994,4042.253756875361,-1147.3998282280454,-1235.251058060219,-0.0,-0.0,286.0101729674103,0.0,1.0,0.04969885435949514,0.0,0,1.2677276326892732,65.99961422222222,-5.924504356616495,0.17569915403966932,10.149610800035433,0.0027965308854996295,-14.760190905606207,1.2142332675464294,0.1947471694746298,-1178.7397976737102,31.339969445664696
2025-01-01 00:06:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.59246103378493,51.666666666666686,46.10666666666668,0.0,50.79278756898213,0.0,0.0,0.0,33.59246103378493,50.8515066247326,50.880866152607844,50.79278756898213,12.43753247303448,21.9771968659137,0.0,7.460084605440904,2.8,9.236100170605994,4029.1251721626086,-1151.6629385029473,-1245.912352290681,-0.0,-0.0,286.0101729674103,0.0,1.0,0.049852244122299154,0.0,0,1.2716403273254857,65.99961422222222,-8.391794838907202,0.1745636197464005,10.196530863654687,0.0027963904902677766,-14.952995946006963,1.2137996526080863,0.19477405203988943,-1182.8850767407857,31.222138237838436
2025-01-01 00:07:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.468178217434605,51.666666666666686,46.10666666666668,0.0,50.787807788888436,0.0,0.0,0.0,33.468178217434605,50.84679220426082,50.87628441194702,50.787807788888436,12.43753247303448,22.079295153133675,0.0,7.474765911268657,2.8,9.236100170605994,4016.6231809990722,-1155.6573533786427,-1256.2728653682336,-0.0,-0.0,286.0101729674103,0.0,1.0,0.050000595338044546,0.0,0,1.2754244977649707,65.99961422222222,-10.533272924890454,0.1734713108271758,10.241593423843666,0.002796248210313158,-15.138304848988225,1.2133799919890542,0.19479920348547347,-1186.7649112053098,31.107557826666987
2025-01-01 00:08:00,5.259728485576876,0.16813613929320984,0.0,0.08766214142628126,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,4.997419146324787,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,On,4997.419146324786,22.00000000000003,1.0,0.0,4.891649915555556,0.10576923076923077,1,4891.649915555556,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.3475749515354,51.666666666666686,46.10666666666668,0.0,50.782846540439415,0.0,0.0,0.0,33.3475749515354,50.84209522584109,50.87171956854193,50.782846540439415,12.43753247303448,22.178248356801507,0.0,7.488512344207301,2.8,9.236100170605994,4004.5397582517826,-1159.396409205824,-1266.3469840561586,-0.0,-0.0,286.0101729674103,0.0,1.0,0.05014418197061016,0.0,0,1.279087132329372,65.99961422222222,-12.542576984255547,0.17241959460188683,10.285675592013426,0.0027961041172981853,-15.316516938996896,1.2129735402209039,0.19482275039949773,-1190.398540924207,31.0021317183831
2025-01-01 00:09:00,0.26230933925208844,0.16813613929320984,0.0,0.00437182232086814,0.002802268988220164,0.0,0.0129388605535454,0.0,0.2193704786985431,0.0,0.03,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004278193530701754,0.0,On,0.008660667022843647,0,On,0.00685562630759658,0,On,0.17569686438429086,0.1317726482882181,On,Off,0.0,22.00000000000003,0.0,0.0,0.0,0.0,0,0.0,4891.649915555556,Off,0.0,23.00000000000003,0,0.0,0.03,0.0,0.0,0,0,0,2440.4031422222224,Off,0.0,0.0,33.23047160694507,51.666666666666686,46.10666666666668,0.0,50.7779032764942,0.0,0.0,0.0,33.23047160694507,50.837415173079314,50.86717112137188,50.7779032764942,12.43753247303448,22.274210350157123,0.0,7.501391777502356,2.8,9.236100170605994,-1004.5606252796513,-1162.897205643054,-1276.147322820389,-0.0,-0.0,286.0101729674103,0.0,1.0,0.05028324595234078,0.0,0,1.2826344022739964,65.99961422222222,-14.423475426672582,0.17140613732864185,10.328089039680616,0.0027959582791303797,-15.487985888881992,1.212579639420903,0.1948448096068171,-1193.8037441231024,30.906538480048596
