Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.2607608270469606,0.16813613929320984,0.0,3.2607608270469606,0.16813613929320984,0.0,0.0129388605535454,0.0,0.2193704786985431,2.9984514877948722,0.029999999999999995,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.004278193530701754,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,2998.451487794872,22.000000000000032,0.6,0.0,2.9349899493333336,0.06346153846153846,0.6,2934.9899493333337,4891.649915555556,0.0,23.000000000000032,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,33.77666104283717,51.66666666666668,46.10666666666668,0.0,50.70189245056227,0.0,0.0,0.0,33.77666104283717,50.74024154173055,50.75941608731468,50.70189245056227,12.43753247303448,21.70821429424704,-0.05047914504229751,7.609552140570273,2.8,9.236100170605994,2066.2491128394768,-1191.9594176466755,-1218.9437633974328,0.0,0.0,286.0101729674103,0.0,1.0,0.04945944981297966,0.0,0.0,1.2616208569311487,65.99961422222222,0.7312154746272849,0.17728232538646746,10.072599214764288,0.0027932282696421775,-13.90569796450611,1.2148515569265965,0.19502989455395306,-1222.4486881031205,30.489270456445073
2025-01-01 01:00:00,2.8430679173049263,0.16744580201808504,0.0,2.8430679173049263,0.16744580201808504,0.0,0.012617996038742769,0.0,0.21845002899837668,2.581999892267807,0.029999999999999995,0.0,0.0,0.15869580201808503,0.0,0.008750000000000004,1.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.003957329015899122,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,2581.999892267806,22.000000000000032,0.5166666666666667,0.0,2.527352456370371,0.0546474358974359,0.5166666666666667,2527.3524563703704,4891.649915555556,0.0,23.000000000000032,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,33.40814451749989,51.66666666666668,46.10666666666668,0.0,50.44242534681336,0.0,0.0,0.0,33.40814451749989,50.45722405929284,50.464623415532586,50.44242534681336,12.43753247303448,21.742630735895556,-0.04761351246122161,7.914858986987786,2.5,9.236100170605994,1651.078081811366,-1030.2027038888461,-1216.4687964941556,0.0,0.0,284.7688587524413,0.0,1.0,0.0484660430357851,0.0,0.0,1.2362808518509365,65.99961422222222,0.7781272852740793,0.17647423098083478,10.080570142570439,0.0027861436309334813,-9.096593031755834,1.2147740981638586,0.1538531748682275,-1059.4781649946754,29.27546110582922
2025-01-01 02:00:00,3.0087281058155857,0.16675546474296024,0.0,3.0087281058155857,0.16675546474296024,0.0,0.012617996038742769,0.0,0.2175295792982103,2.7485805304786326,0.029999999999999995,0.0,0.0,0.15800546474296023,0.0,0.008750000000000004,1.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.003957329015899122,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,2748.5805304786327,22.000000000000032,0.55,0.0,2.6904074535555558,0.058173076923076925,0.55,2690.4074535555555,4891.649915555556,0.0,23.000000000000032,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,33.1704941108371,51.66666666666668,46.10666666666668,0.0,50.145854546568465,0.0,0.0,0.0,33.1704941108371,50.17690566512995,50.1924312244107,50.145854546568465,12.43753247303448,21.66609182855985,-0.06468434328112865,8.495523725667883,1.6500000000000001,9.236100170605994,1781.0669928742034,-939.0102512064601,-1258.4694163846027,0.0,0.0,283.8484090522749,0.0,1.0,0.048017584128140736,0.0,0.0,1.2248414785158088,65.99961422222222,7.1074697278988905,0.17714627535146718,10.043625511115232,0.0027836785306709372,1.9860705130111798,1.215091291416821,0.1083270354975472,-966.4918716424937,27.4816204360336
2025-01-01 03:00:00,3.257464703755124,0.16606512746783544,0.0,3.2574647037551236,0.16606512746783544,0.0,0.012404086362207682,0.0,0.2166091295980439,2.9984514877948722,0.029999999999999995,0.0,0.0,0.15731512746783544,0.0,0.008750000000000004,1.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.003743419339364035,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,2998.451487794872,22.000000000000032,0.6,0.0,2.9349899493333336,0.06346153846153846,0.6,2934.9899493333337,4891.649915555556,0.0,23.000000000000032,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,32.78980819779072,51.66666666666668,46.10666666666668,0.0,49.85228230022873,0.0,0.0,0.0,32.78980819779072,49.89921516893158,49.922681603283,49.85228230022873,12.43753247303448,21.715130167828942,-0.05294080455280478,8.370208242590783,1.6500000000000001,9.236100170605994,1985.7087720970244,-1101.5785275190144,-1280.9856655975457,0.0,0.0,261.8086718706846,0.0,0.6832499999999999,0.04876785675602191,0.0,0.0,1.2439795724351435,45.094236417333335,6.434278029013958,0.17654910875164107,10.064468643866928,0.0027826368476196028,-31.904549104757557,1.214889927057599,0.1316564532048075,-1131.9771579570536,30.398630438039
2025-01-01 04:00:00,3.5064152113711966,0.16537479019271065,0.0,3.5064152113711966,0.16537479019271065,0.0,0.012404086362207682,0.0,0.21568867989787752,3.2483224451111115,0.029999999999999995,0.0,0.0,0.15662479019271064,0.0,0.008750000000000004,1.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.003743419339364035,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,3248.322445111111,22.5555555555556,0.65,0.0,3.1795724451111114,0.06875,0.65,3179.572445111111,4891.649915555556,0.0,23.5555555555556,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,31.86372231697516,51.66666666666668,46.10666666666668,0.0,49.57821695324723,0.0,0.0,0.0,31.86372231697516,49.627130209237265,49.65158683723228,49.57821695324723,12.43753247303448,22.238953541253796,-0.06135786715721683,8.105577279942901,0.55,9.236100170605994,2013.3834697793943,-1057.799746041856,-1456.9571303794737,0.0,0.0,215.7939857531848,0.0,0.0,0.05102567741697988,0.0,0.0,1.3015724823410504,0.0,6.224169294572213,0.1688436272847193,10.256325221670352,0.0027488035528418875,-39.62377628636329,1.2121910242330387,0.11928197844444426,-1089.963761595234,32.164015553378
2025-01-01 05:00:00,3.5068430307242666,0.16537479019271065,0.0,3.5068430307242666,0.16537479019271065,0.0,0.012831905715277859,0.0,0.21568867989787752,3.2483224451111115,0.029999999999999995,0.0,0.0,0.15662479019271064,0.0,0.008750000000000004,1.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0041712386924342105,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,3248.322445111111,22.5555555555556,0.65,0.0,3.1795724451111114,0.06875,0.65,3179.572445111111,4891.649915555556,0.0,23.5555555555556,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,31.53392253047215,51.66666666666668,46.10666666666668,0.0,49.34926064645313,0.0,0.0,0.0,31.53392253047215,49.360106509175495,49.365529440536676,49.34926064645313,12.43753247303448,22.25651565401978,-0.06098265753854169,8.254490664008616,-0.25000000000000006,9.236100170605994,1943.5807194910235,-1117.3233083879147,-1534.6032945857762,0.0,0.0,216.221805106255,0.0,0.0,0.05175338868087655,0.0,0.0,1.320135076786143,0.0,13.639763859433833,0.1681341579364157,10.251828255348242,0.0027414574579939085,-30.37762330249506,1.2115162703231446,0.10573907084338212,-1149.2039837461675,31.880675358252706
2025-01-01 06:00:00,3.5092187043159373,0.16675546474296024,0.0,3.5092187043159373,0.16675546474296024,0.0,0.013366679906615577,0.0,0.2175295792982103,3.2483224451111115,0.029999999999999995,0.0,0.0,0.15800546474296023,0.0,0.008750000000000004,1.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.00470601288377193,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,3248.322445111111,22.5555555555556,0.65,0.0,3.1795724451111114,0.06875,0.65,3179.572445111111,4891.649915555556,0.0,23.5555555555556,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,31.207671584673108,51.66666666666668,46.10666666666668,0.0,49.06968853378601,0.0,0.0,0.0,31.207671584673108,49.09589432291537,49.10899721748006,49.06968853378601,12.43753247303448,22.27226109547875,-0.0545830753038502,7.842469718036498,0.3,9.236100170605994,1999.7467693222902,-1198.0463653874367,-1479.7327934211705,0.0,0.0,218.5974786979255,0.0,0.0,0.05124484004282988,0.0,0.0,1.3071629234170765,0.0,12.559638934423873,0.16600475205505147,10.22350230813179,0.0027092315767955092,-58.71558803475107,1.2114752005547642,0.12462776321211995,-1232.6493217481188,34.60295636068192
2025-01-01 07:00:00,3.5107387392014675,0.16813613929320984,0.0,3.5107387392014675,0.16813613929320984,0.0,0.013045815391812947,0.0,0.2193704786985431,3.2483224451111115,0.029999999999999995,0.0,0.0,0.15938613929320983,0.0,0.008750000000000004,1.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.004385148368969297,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,3248.322445111111,22.5555555555556,0.65,0.0,3.1795724451111114,0.06875,0.65,3179.572445111111,4891.649915555556,0.0,23.5555555555556,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,30.92055942164609,51.66666666666668,46.10666666666668,0.0,48.79293235917084,0.0,0.0,0.0,30.92055942164609,48.834148737936886,48.854756927319926,48.79293235917084,12.43753247303448,22.256843840729367,-0.06014473287928599,7.625439361031383,-0.55,9.236100170605994,1909.1127019809321,-1328.537080138383,-1577.591235248119,0.0,0.0,220.11751358345566,7.328960067156156,0.0,0.052460369333004735,0.0,0.0,1.338168870925471,0.0,18.26397853448477,0.16456190981376548,10.18780508688598,0.002682997458455609,-25.41125097113851,1.2115576752908157,0.12621477667653955,-1363.9751202572065,35.4380401188235
2025-01-01 08:00:00,3.344009002308132,0.16882647656833463,0.0,3.344009002308132,0.16882647656833463,0.0,0.011976267009137507,0.0,0.22029092839870948,3.081741806900285,0.029999999999999995,0.0,0.0,0.16007647656833462,0.0,0.008750000000000004,1.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0033155999862938598,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,3081.7418069002847,22.5555555555556,0.6166666666666667,0.0,3.0165174479259265,0.06522435897435898,0.6166666666666667,3016.5174479259263,4891.649915555556,0.0,23.5555555555556,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,30.592898712987402,51.66666666666668,46.10666666666668,0.0,48.51923626921665,0.0,0.0,0.0,30.592898712987402,48.57510479137302,48.60303905245121,48.51923626921665,12.43753247303448,22.278990111304093,-0.056570235411545336,7.038168484361493,-1.4,9.236100170605994,1749.019874662427,-1458.9640794101115,-1686.8300143857152,0.0,0.0,219.9684149009466,457.15748984098695,0.0,0.053881073198863594,0.0,0.0,1.3744084497211873,0.0,134.139667246911,0.16435498765042073,10.200412953089035,0.0026819706761096102,24.88932711820525,1.2120366421884214,0.13419691199532272,-1496.9354560745583,37.97137666444662
2025-01-01 09:00:00,2.593754401329809,0.16882647656833463,0.0,2.593754401329809,0.16882647656833463,0.0,0.011334537979532244,0.0,0.22029092839870948,2.3321289349515673,0.029999999999999995,0.0,0.0,0.16007647656833462,0.0,0.008750000000000004,1.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0026738709566885965,0.0,0.008660667022843647,0.0,0.00685562630759658,0.0,0.17569686438429086,0.1317726482882181,2332.128934951567,22.5555555555556,0.4666666666666667,0.0,2.282769960592593,0.049358974358974364,0.4666666666666667,2282.7699605925927,4891.649915555556,0.0,23.5555555555556,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,2440.4031422222224,0.0,0.0,30.304251410063532,51.66666666666668,46.10666666666668,0.0,48.29828814669011,0.0,0.0,0.0,30.304251410063532,48.318637011330004,48.32881144364996,48.29828814669011,12.43753247303448,22.271662514612412,-0.048392521694277296,6.948275490928591,-0.85,9.236100170605994,1300.141174000966,-1328.6704346399727,-1620.3191566175929,0.0,0.0,219.32668587134134,1334.159842359452,0.0,0.05307422195551616,0.0,0.0,1.3538271379415965,0.0,369.0047097956507,0.16625791931331008,10.232870074392844,0.002710664475167721,75.06075009125587,1.212653901418981,0.13258482363517146,-1366.0153264371752,37.34489179720222
