Metric,Value
Total Electric Energy (kWh),64.01118552365236
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.667132730152182
Peak Electric Power (kW),8.392828715508026
Lighting Electric Energy (kWh),1.06934730617667
Water Heating Electric Energy (kWh),3.624850037777778
Other Electric Energy (kWh),7.37344192986885
HVAC Heating Electric Energy (kWh),51.22354624982907
HVAC Cooling Electric Energy (kWh),0.7200000000000002
Average Temperature - Indoor (C),22.03526880537612
Unmet Heating Load (C-hours),1.4154307106478388
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),51.223546249829056
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
