Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 10:00:00,3.1665670106359447,0.43260051122478854,0.0,3.1665670106359447,0.43260051122478854,0.0,0.23639880166024257,0.001,2.2732719099443632,0.648396299031339,0.007499999999999999,0.0,0.0002506236243534685,0.43016238760043507,0.0,0.002187500000000001,1.0,0.07562329539984322,0.08841342934110695,1.3692399084794813,0.19510612001759528,0.03964239414865571,0.029731795611491772,0.5923682622119396,0.0,0.012283618421052632,0.0,0.22411518323918994,0.0,0.04051665953078857,0.0,0.1558813901736548,0.11691104263024106,0.0,0.0,648.396299031339,20.000000000000057,0.16666666666666666,0.0,0.6133001451851852,0.035096153846153846,0.16666666666666666,613.3001451851852,3679.800871111111,0.0,0.0,29.14732507943602,51.66666666666668,43.496666666666684,1974.9687567461906,0.0,4.90476534786488,0.0,50.702257575062,0.09901089684066555,264.52919373763564,0.0,37.86310010591469,40.73749627714359,50.7973836951789,13.84611581265018,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3674.651602525427,19.540742442193146,-0.12339739944115316,0.85,9.236100170605994,1168.920711939694,-817.4055784108087,0.0,0.0,1225.7386024551367,463.5831395617569,2.0010000000000003,0.03326807531608317,0.0,0.0,0.4645720092388281,132.0652280586667,112.19138886402718,0.23861500304157748,9.652024832645225,0.0032914344173205954,177.7539875019985,1.2235399092342065
2025-01-01 11:00:00,3.170296058029072,0.2412929244516357,0.0,3.170296058029072,0.2412929244516357,0.0,0.22905356318517767,0.18303763790761404,0.8778555897453973,1.880349267190883,0.0,0.0,0.045873556205504054,0.19541936824613165,0.0,0.0,1.0,0.0,0.0,0.3423099771198703,0.04877653000439882,0.03964239414865571,0.029731795611491772,0.2961841311059698,0.0,0.012283618421052632,0.0,0.21676994476412503,0.0,0.04383769719724665,0.0,0.1558813901736548,0.11691104263024106,0.0,0.0,1880.349267190883,20.000000000000057,0.48333333333333334,0.0,1.778570421037037,0.10177884615384616,0.48333333333333334,1778.570421037037,3679.800871111111,824.0638004879836,1.8830053113316605,-394.41244141097474,51.66666666666668,43.496666666666684,1990.796181788678,0.4166666666666667,4.9824377635920465,0.0,50.36824447064812,0.17013093835772433,449.92229327402407,824.0638004879836,36.399767856092254,39.941524032443034,50.4368695578683,14.021267126788935,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.564851466982,19.645199645623435,-0.07312549375142302,1.95,9.236100170605994,1898.9876759566807,-737.0086869595891,0.0,0.0,638.1768631072044,452.1419335721467,2.0010000000000003,0.031907946811925665,0.0,0.0,0.44557849590822746,132.0652280586667,117.47023261818268,0.2405537845476637,9.751555784771982,0.0033420024508854355,65.76542245142502,1.2224919219382988
2025-01-01 12:00:00,2.2939741054656464,0.24767979118396416,0.0,2.2939741054656464,0.24767979118396413,0.0,0.22529489313388534,0.39721061180272166,0.24499674266009383,1.426471857868946,0.0,0.0,0.09955036316165673,0.1481294280223074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04162451385608849,0.031218385392066356,0.0,0.0,0.012795435855263158,0.0,0.21249945727862218,0.0,0.04749083863035054,0.0,0.1558813901736548,0.11691104263024106,0.0,0.0,1426.4718578689458,20.000000000000057,0.36666666666666664,0.0,1.3492603194074073,0.07721153846153846,0.36666666666666664,1349.2603194074075,3679.800871111111,1478.7353484394112,3.050095274520713,-676.0559552960948,51.66666666666668,43.496666666666684,1788.2180753301504,0.8166666666666667,3.937031628581992,0.0,50.6753028890211,0.03659559914013095,98.49286870519512,1478.7353484394112,46.881827845493724,46.12262897460453,50.737815059890416,18.256082507167687,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.8531258864305,19.76752562961361,-0.03135598804015741,3.05,9.236100170605994,1093.436247894944,-686.1344359619908,0.0,0.0,235.83650345038248,451.6794841418001,2.0010000000000003,0.03157626292853878,0.0,0.0,0.44094669660294306,132.0652280586667,117.26232253760642,0.23830060940864714,9.79779442107267,0.0033376646760658294,-17.006293650374666,1.221371262184571
2025-01-01 13:00:00,1.3858316115295457,0.14838005164666088,0.0,1.3858316115295457,0.14838005164666088,0.0,0.22751362343419734,0.001,0.24956316945147367,0.9077548186438746,0.0,0.0,0.0002506236243534685,0.1481294280223074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04162451385608849,0.031218385392066356,0.0,0.0,0.014330888157894739,0.0,0.21318273527630263,0.0,0.0520572654217304,0.0,0.1558813901736548,0.11691104263024106,0.0,0.0,907.7548186438746,20.000000000000057,0.23333333333333334,0.0,0.8586202032592591,0.04913461538461539,0.23333333333333334,858.6202032592593,3679.800871111111,0.0,0.0,35.3168820065526,51.66666666666668,43.496666666666684,1825.7098768571589,0.0,4.128863714829218,0.0,51.48426796745465,0.5418518440465719,1473.8151773895427,0.0,46.08917600873681,45.68818955020939,51.563949336246104,16.66911933078323,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3710.873041409726,19.64812283331254,-0.05279932925976407,4.45,9.236100170605994,1046.0559744224508,-587.579874237697,0.0,0.0,598.6053236321819,426.87105086691383,2.0010000000000003,0.029876721148629805,0.0,0.0,0.41721344687400724,132.0652280586667,127.27570638409135,0.2408147262873422,9.753434364248225,0.0033496463315675013,78.39014293773404,1.2212868171800129
2025-01-01 14:00:00,1.8017237956885632,0.21716023335086074,0.0,1.8017237956885632,0.21716023335086074,0.0,0.23964052576492584,0.2684261931486446,0.25622299832485035,1.0374340784501423,0.0,0.0,0.06727394539831749,0.14988628795254327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04162451385608849,0.031218385392066356,0.0,0.0,0.015354523026315788,0.0,0.22428600273861005,0.0,0.0563746143881259,0.0,0.15822387008063596,0.11866790256047692,0.0,0.0,1037.4340784501424,20.000000000000057,0.26666666666666666,0.0,0.9812802322962962,0.05615384615384615,0.26666666666666666,981.2802322962963,3679.800871111111,1228.3894146906596,2.830794376333313,-604.368082812564,51.66666666666668,43.496666666666684,1990.0809228981534,0.6166666666666667,4.999857584277885,0.0,51.15008841851393,0.3473098291429286,939.3607838721089,1228.3894146906596,36.30752454022113,39.73686920496775,51.180303601353984,13.927112613694108,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.158441806125,19.56765526397944,-0.09756343276626976,4.7,9.236100170605994,893.336410724347,-558.5586809895854,0.0,0.0,301.0537181339334,347.8359059360829,2.0010000000000003,0.029077547204466297,0.0,0.0,0.40605338301567306,132.0652280586667,113.40729512985665,0.24300643959036247,9.730013971357454,0.003364935516265068,-22.132745227055583,1.2209975976731637
2025-01-01 15:00:00,3.0920431962620514,0.27583084627649895,0.0,3.092043196262051,0.275830846276499,0.0,0.3315382111326982,0.454190354597844,0.29628610353435786,2.010028526997151,0.0,0.0,0.11383083281569872,0.16200001346080026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.01791361019736842,0.0,0.31362460093532984,0.0,0.08028608558662409,0.0,0.17536656394536163,0.13152492295902118,0.0,0.0,2010.0285269971507,20.000000000000057,0.5166666666666667,0.0,1.901230450074074,0.10879807692307693,0.5166666666666667,1901.230450074074,3679.800871111111,1683.705574188639,3.470605464938516,-774.0361155247643,51.66666666666668,43.496666666666684,1795.8386028089194,0.9333333333333333,3.973391856411171,0.0,50.829213214383095,0.10549025882371106,282.43719884268336,1683.705574188639,45.99723920688049,45.53104456190898,50.89231599804215,17.850093698087147,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3709.2823709127524,19.711111048986094,-0.04698083198420964,4.15,9.236100170605994,1853.6492530201535,-596.1412055692603,0.0,0.0,370.81920020458506,220.99392100492793,2.41725,0.029619875120782336,0.0,0.0,0.4136267207382628,159.53756747866666,68.94273138767794,0.2395236924459091,9.773903926411212,0.0033462932115668207,-30.569643086724515,1.2204131871429857
2025-01-01 16:00:00,1.6423179539325197,0.18296747965827026,0.0,1.6423179539325197,0.18296747965827026,0.0,0.500643745982163,0.001,0.3625986491127498,0.7780755588376068,0.0,0.0,0.0002506236243534685,0.1827168560339168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04360663356352128,0.03270497517264095,0.0,0.0,0.022519967105263158,0.0,0.4781237788768999,0.0,0.11897617440086071,0.0,0.20001584114836785,0.15001188086127584,0.0,0.0,778.0755588376068,20.000000000000057,0.2,0.0,0.7359601742222223,0.04211538461538462,0.2,735.9601742222222,3679.800871111111,0.0,0.0,39.35556472144854,51.66666666666668,43.496666666666684,1696.4871766112499,0.0,3.575623380963927,0.0,51.50859423380543,0.04909617298994573,133.8775954239565,0.0,51.47408629526471,48.608196761195536,51.68796969223063,20.234662682375518,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3699.694622331203,19.618463130411065,-0.06352027900890102,3.05,9.236100170605994,1192.951534895755,-671.8638492642804,0.0,0.0,1047.6151288811939,66.19061490972453,3.0,0.03112922545926249,0.0,0.0,0.43470404224637055,197.99884266666666,39.12469644123458,0.2419729416856063,9.748875895310217,0.0033612277544407326,81.09283158088729,1.2207881468661637
2025-01-01 17:00:00,1.5640864994563843,0.1926486698621382,0.0,1.5640864994563843,0.1926486698621382,0.0,0.6350709992571951,0.001,0.40929846097411804,0.5187170392250712,0.0,0.0,0.0002506236243534685,0.19239804623778473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.047570872978386844,0.03567815473379012,0.0,0.0,0.028661776315789478,0.0,0.6064092229414056,0.0,0.15276773265707166,0.0,0.20895985533865952,0.1567198915039946,0.0,0.0,518.7170392250712,20.000000000000057,0.13333333333333333,0.0,0.4906401161481481,0.028076923076923076,0.13333333333333333,490.64011614814814,3679.800871111111,0.0,0.0,38.811008051025716,51.66666666666668,43.496666666666684,1723.167772598858,0.0,3.6703121748203182,0.0,51.23096479127343,0.0,0.0,0.0,50.74801073470095,48.09171401311573,51.331584470180594,20.92020826598212,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.808551820846,19.59623559430999,-0.07576722704527358,1.95,9.236100170605994,1019.282828720858,-749.3793272024171,0.0,0.0,1228.1161130242738,3.219890803558578,3.0,0.03256432821925419,0.0,0.0,0.45474453350831073,197.99884266666666,21.829003673930128,0.24340843159738543,9.753725602932183,0.0033781442921443374,53.40326454152488,1.2202940693325872
2025-01-01 18:00:00,1.8871237691227403,0.194694260529606,0.0,1.88712376912274,0.194694260529606,0.0,0.7039061290111026,0.001,0.46898171117716453,0.713235928934473,0.0,0.0,0.0002506236243534685,0.19444363690525254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04955299268581963,0.03716474451436471,0.0,0.0,0.03275631578947368,0.0,0.6711498132216289,0.0,0.20972352863682772,0.0,0.20970518985451714,0.1572788923908878,0.0,0.0,713.2359289344729,20.000000000000057,0.18333333333333332,0.0,0.6746301597037037,0.03860576923076923,0.18333333333333332,674.6301597037037,3679.800871111111,0.0,0.0,37.267971336595814,51.66666666666668,43.496666666666684,1775.5589451513417,0.0,3.865050466160843,0.0,50.939242711243494,0.09952286144966803,267.1743769849023,0.0,48.69062844879441,47.006567371094846,51.043875383506176,19.96876251530381,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3681.679208256392,19.651117061030522,-0.06248516666813687,1.15,9.236100170605994,1298.3919406034024,-783.1120863453659,0.0,0.0,1356.5823195651176,0.0,3.0,0.032380098036039875,0.0,0.0,0.4521718512727101,197.99884266666666,11.685778449177803,0.24378068323185928,9.794680970305375,0.003396584945563204,53.54828642623234,1.219438863197265
2025-01-01 19:00:00,2.614057556857229,0.1909231636538856,0.0,2.614057556857229,0.19092316365388556,0.0,0.6514619784329284,0.001,0.5276237205553551,1.426471857868946,0.007499999999999999,0.0,0.0002506236243534685,0.18848504002953212,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.047570872978386844,0.03567815473379012,0.0,0.0,0.034803585526315794,0.0,0.6166583929066126,0.0,0.27631033384931225,0.0,0.20374251372765603,0.152806885295742,0.0,0.0,1426.4718578689458,20.000000000000057,0.36666666666666664,0.0,1.3492603194074073,0.07721153846153846,0.36666666666666664,1349.2603194074075,3679.800871111111,0.0,0.0,36.10273544683171,51.66666666666668,43.496666666666684,1813.0603784335187,0.0,4.008198724579503,0.0,50.6397935798059,0.05040256026189415,133.87759542395648,0.0,47.136980595775604,46.16883913395624,50.75488817579415,19.420831556027895,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3664.264655534034,19.698420238339217,-0.04592594816897334,-0.25000000000000006,9.236100170605994,1914.2673583084263,-878.0182383642843,0.0,0.0,1363.1975656940142,0.0,3.0,0.03346520943606668,0.0,0.0,0.4673248884883828,197.99884266666666,2.6161731097506107,0.2440458436674857,9.831379836042675,0.0034104989754056964,40.488188176614855,1.2192315050227431
2025-01-01 20:00:00,2.1132853924588004,0.17048647690520616,0.0,2.1132853924588,0.17048647690520616,0.0,0.42051273308883425,0.001,0.44481969121042203,1.231952968159544,0.014999999999999998,0.0,0.0002506236243534685,0.1658608532808527,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.04657981312467045,0.03493485984350283,0.0,0.0,0.03582722039473684,0.0,0.38468551269409734,0.0,0.22367188683595168,0.0,0.17456799124979988,0.13092599343734987,0.0,0.0,1231.952968159544,20.000000000000057,0.31666666666666665,0.0,1.1652702758518518,0.06668269230769232,0.31666666666666665,1165.270275851852,3679.800871111111,0.0,0.0,34.95561394310162,51.66666666666668,43.496666666666684,1846.0273024544329,0.0,4.143029376894036,0.0,50.35412316416752,0.0,0.0,0.0,45.607485257468824,45.336977493970004,50.44003576222303,18.89502088973749,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3661.28063932914,19.740444501256434,-0.042140459594617735,-0.55,9.236100170605994,1378.3134275199152,-901.4137699114417,0.0,0.0,1051.4865075784369,0.0,3.0,0.033752968821905545,0.0,0.0,0.47134330418530357,197.99884266666666,-3.712278306624022,0.24433507875851707,9.864600132204236,0.0034234939190652207,47.99548219280087,1.2190471699773189
2025-01-01 21:00:00,2.3510995743300693,0.142511853096263,0.0,2.3510995743300693,0.142511853096263,0.0,0.18546830720700605,0.001,0.2692819999321802,1.880349267190883,0.014999999999999998,0.0,0.0002506236243534685,0.13788622947190954,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.045588753270954054,0.03419156495321553,0.0,0.0,0.033268133223684215,0.0,0.15220017398332183,0.0,0.0854336939696341,0.0,0.13825955269159207,0.10369466451869401,0.0,0.0,1880.349267190883,20.000000000000057,0.48333333333333334,0.0,1.778570421037037,0.10177884615384616,0.48333333333333334,1778.570421037037,3679.800871111111,0.0,0.0,34.899864279434965,51.66666666666668,43.496666666666684,1847.6117077160718,0.0,4.158613928398184,0.0,50.05715533361698,0.0,0.0,0.0,45.53315237257995,45.10672042772962,50.15939642212124,19.55412237487696,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3664.020060633834,19.609953528323697,-0.0663912276237212,-0.3,9.236100170605994,1633.7532335600165,-884.9011173228085,0.0,0.0,643.4459811174415,0.0,3.0,0.03380884678262351,0.0,0.0,0.47212361191985913,197.99884266666666,-5.140897425499367,0.24753336324493747,9.82487465157626,0.00344047809663155,56.70388690579481,1.2195779125639479
2025-01-01 22:00:00,2.9793937025148365,0.13727197164654817,0.0,2.979393702514837,0.13727197164654817,0.0,0.14413575792378674,0.001,0.22567274846569393,2.593585196125356,0.014999999999999998,0.0,0.0002506236243534685,0.13264634802219472,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.04360663356352128,0.03270497517264095,0.0,0.0,0.028661776315789478,0.0,0.11547398160799725,0.0,0.04881095110276763,0.0,0.13325516379940505,0.09994137284955375,0.0,0.0,2593.585196125356,20.000000000000057,0.6666666666666666,0.0,2.4532005807407407,0.14038461538461539,0.6666666666666666,2453.200580740741,3679.800871111111,0.0,0.0,34.420000643382565,51.66666666666668,43.496666666666684,1859.3271704162903,0.0,4.191054912080452,0.0,49.77210150789143,0.0,0.0,0.0,44.893334191176756,44.87830062412547,49.87019310809822,20.161302063436775,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3639.741290350585,19.77587301821222,-0.036026332729697214,-1.95,9.236100170605994,2098.9927761152608,-1041.3076186483281,0.0,0.0,558.854487590189,0.0,3.0,0.03615842767331053,0.0,0.0,0.5049343322541348,197.99884266666666,-12.139288951956193,0.24618754533718487,9.917815979163828,0.003457244611039598,46.432402462675554,1.2188748856443963
2025-01-01 23:00:00,2.1912131181964254,0.1255390718985014,0.0,2.1912131181964254,0.12553907189850136,0.0,0.06153321758066781,0.001,0.16849100352174046,1.945188897094017,0.014999999999999998,0.0,0.0002506236243534685,0.1209134482741479,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.024055419407894737,0.0,0.03747779817277307,0.0,0.007273072489543194,0.0,0.12058447702982518,0.09043835777236885,0.0,0.0,1945.188897094017,20.000000000000057,0.5,0.0,1.8399004355555555,0.10528846153846154,0.5,1839.9004355555555,3679.800871111111,0.0,0.0,34.26985975584918,51.66666666666668,43.496666666666684,1862.2497256781858,0.0,4.2079932820048365,0.0,49.48347568351256,0.0,0.0,0.0,44.69314634113224,44.651773911853965,49.596115390445284,20.72138451029382,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3622.0452415762215,19.708159009959807,-0.04718018078652584,-3.05,9.236100170605994,1240.730910822075,-1113.65366279076,0.0,0.0,419.9571503769872,0.0,3.0,0.03686261200164968,0.0,0.0,0.5147679137037012,197.99884266666666,-10.76147385816928,0.24811378981727367,9.901233374828387,0.0034697630267267435,39.61212578947019,1.2191475403797898
