Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.8692778011785045,0.12708885901615474,0.0,1.8692778011785043,0.12708885901615474,0.0,0.06635481491266376,0.001,0.18093223868749306,1.6209907475783474,0.0,0.0,0.0002506236243534685,0.12683823539180128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.020472697368421052,0.0,0.0458821175442427,0.0,0.011814591498424619,0.0,0.1294752530404127,0.0971064397803095,0.0,0.0,1620.9907475783475,19.500000000000057,0.4166666666666667,0.0,1.533250362962963,0.08774038461538461,0.4166666666666667,1533.250362962963,3679.800871111111,0.0,0.0,34.69267983736371,51.66666666666668,43.496666666666684,1825.1951828360043,0.0,4.155575648753804,0.0,49.26037124950609,0.0,0.0,0.0,45.25690644981829,44.46096385299116,49.389002722450975,21.225237186025137,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.753294679945,19.269277999906457,-0.03490551840382287,2.8,9.236100170605994,1273.3637239117754,-769.3411256864872,0.0,0.0,436.5976285539946,0.0,3.0,0.035839738027895376,0.0,0.0,0.5004839909738698,197.99884266666666,-14.883526534079438,0.2326237943556761,9.375198478605512,0.003154879551989262,65.32912782692208,1.2247169154141357
2025-01-01 01:00:00,2.367911645054619,0.12327105924795469,0.0,2.3679116450546185,0.12327105924795469,0.0,0.055936748640186225,0.001,0.1712671096110136,2.139707786803419,0.0,0.0,0.0002506236243534685,0.12302043562360122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.01893724506578947,0.0,0.036999503574396755,0.0,0.007239862112878614,0.0,0.1253759132031957,0.09403193490239675,0.0,0.0,2139.707786803419,19.500000000000057,0.55,0.0,2.023890479111111,0.11581730769230769,0.55,2023.8904791111113,3679.800871111111,0.0,0.0,34.63454086401619,51.66666666666668,43.496666666666684,1825.9285486652902,0.0,4.1679833186535395,0.0,48.97157324693844,0.0,0.0,0.0,45.17938781868825,44.232417259303936,49.11161237826539,21.693125624214577,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685.8444702606153,19.128437341649377,-0.06200382368698551,2.5,9.236100170605994,1815.6647749262916,-723.4598753884407,0.0,0.0,416.80138699364284,0.0,3.0,0.03338194832947015,0.0,0.0,0.46616218883667493,197.99884266666666,-17.38452348232956,0.23619857088225465,9.334374852095895,0.003175377662259188,70.84075227484131,1.2253512613885087
2025-01-01 02:00:00,2.0317526399449317,0.118255400436412,0.0,2.0317526399449317,0.118255400436412,0.0,0.052622850351436004,0.001,0.16262015230574647,1.8155096372877493,0.0,0.0,0.0002506236243534685,0.11800477681205854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.01893724506578947,0.0,0.033685605285646535,0.0,0.005280449889668347,0.0,0.11967942797485519,0.08975957098114136,0.0,0.0,1815.5096372877492,19.500000000000057,0.4666666666666667,0.0,1.7172404065185183,0.09826923076923078,0.4666666666666667,1717.2404065185185,3679.800871111111,0.0,0.0,34.166826989941,51.66666666666668,43.496666666666684,1837.0145898128474,0.0,4.19816610297928,0.0,48.69397041929594,0.0,0.0,0.0,44.55576931992133,44.00576990193546,48.799413359605715,22.125657283817834,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3679.1594096792614,19.27501825188732,-0.03724617738306364,1.6500000000000001,9.236100170605994,1471.1291829825723,-729.2975648163027,0.0,0.0,405.23928536560925,0.0,3.0,0.03160006882210884,0.0,0.0,0.44127913398329915,197.99884266666666,-20.322174854483638,0.23577988817440082,9.427678748936096,0.0031988941014745266,79.4672932263139,1.2247198048993084
2025-01-01 03:00:00,2.2242568349321963,0.1175121055461247,0.0,2.224256834932196,0.1175121055461247,0.0,0.05159921548301495,0.001,0.16162909245203005,2.010028526997151,0.0,0.0,0.0002506236243534685,0.11726148192177124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.01791361019736842,0.0,0.033685605285646535,0.0,0.005280449889668347,0.0,0.11967942797485519,0.08975957098114136,0.0,0.0,2010.0285269971507,19.500000000000057,0.5166666666666667,0.0,1.901230450074074,0.10879807692307693,0.5166666666666667,1901.230450074074,3679.800871111111,0.0,0.0,34.144343641294995,51.66666666666668,43.496666666666684,1836.716027432251,0.0,4.208064966136652,0.0,48.41042381916862,0.0,0.0,0.0,44.52579152172665,43.780708570880826,48.51820308855343,22.525267128741778,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.0034083087753,19.107469851074942,-0.0710483981427453,1.6500000000000001,9.236100170605994,1652.6083876919697,-745.1096506822446,0.0,0.0,403.22459064347186,0.0,3.0,0.03263388026385923,0.0,0.0,0.4557157929755878,197.99884266666666,-15.535079266408218,0.2400159141465517,9.378098123092936,0.0032226950563614084,62.64598746067743,1.2254042981683209
2025-01-01 04:00:00,2.425284664787881,0.11895631065583741,0.0,2.425284664787881,0.11895631065583741,0.0,0.05159921548301495,0.001,0.16063803259831363,2.2045474167065526,0.007499999999999999,0.0,0.0002506236243534685,0.11651818703148395,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.01791361019736842,0.0,0.033685605285646535,0.0,0.005280449889668347,0.0,0.11967942797485519,0.08975957098114136,0.0,0.0,2204.5474167065527,19.500000000000057,0.5666666666666667,0.0,2.0852204936296297,0.11932692307692308,0.5666666666666667,2085.22049362963,3679.800871111111,0.0,0.0,33.63120339420394,51.66666666666668,43.496666666666684,1847.688907839256,0.0,4.2374963473633835,0.0,48.129472130699305,0.0,0.0,0.0,43.84160452560526,43.55744012656739,48.25954287819674,22.89499591118107,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3665.38455111277,19.283953773571763,-0.03647969340065777,0.55,9.236100170605994,1756.9960802163218,-829.942762332614,0.0,0.0,402.2335307897554,0.0,3.0,0.03371492068568462,0.0,0.0,0.47081198101965593,197.99884266666666,-19.842104947372164,0.23853386632845616,9.473947509365733,0.003239825881995994,73.67428179495545,1.2240774892431547
2025-01-01 05:00:00,2.553284174452102,0.1673402445121098,0.0,2.553284174452102,0.1673402445121098,0.0,0.11128098432420362,0.1626686890931092,0.3914852338439064,1.880349267190883,0.007499999999999999,0.0,0.040768616429342555,0.12438412808276725,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.21493768585338882,0.0,0.019960879934210526,0.0,0.0913201043899931,0.0,0.010702043880161162,0.0,0.13016734937656624,0.09762551203242466,0.0,0.0,1880.349267190883,19.500000000000057,0.48333333333333334,0.0,1.778570421037037,0.10177884615384616,0.48333333333333334,1778.570421037037,3679.800871111111,710.1893543548603,1.6074916320925758,-329.56513424775864,51.66666666666668,43.496666666666684,1886.6230329985483,0.36666666666666664,4.4640242310859035,0.0,47.873117765534154,0.47478435160277827,1171.791968624001,710.1893543548603,40.78200643332948,41.79988708011859,47.941721866136575,19.620565321417377,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3655.3104120295525,19.115106002784216,-0.06914436394878631,-0.25000000000000006,9.236100170605994,1461.9948397445319,-854.0265924795574,0.0,0.0,451.39497480309024,0.0,3.0,0.033496773711229944,0.0,0.0,0.4677656677818478,197.99884266666666,-15.722809769883947,0.2428407831182948,9.421908104705123,0.0032655994081421096,44.290342727119295,1.2241509323318112
2025-01-01 06:00:00,3.987718831248191,0.24601078511239646,0.0,3.9877188312481913,0.24601078511239646,0.0,0.1402146022057219,0.456138409853247,0.401242843645063,2.9826229755441593,0.007499999999999999,0.0,0.11431906148424864,0.12950422362814784,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.21493768585338882,0.0,0.022519967105263158,0.0,0.11769463510045876,0.0,0.013632859620810418,0.0,0.1350120237296409,0.10125901779723064,0.0,0.0,2982.6229755441595,19.500000000000057,0.7666666666666667,0.0,2.8211806678518516,0.1614423076923077,0.7666666666666667,2821.180667851852,3679.800871111111,1900.591762233099,4.169366604763061,-921.0957462277019,51.66666666666668,43.496666666666684,1900.591762233099,1.0,4.516261151699719,0.0,47.60775319787235,0.5200444738228096,1275.176836239898,1900.591762233099,38.791288457334005,41.08737615052017,47.63754428128075,14.968450328478543,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3663.9455994696455,19.237550839811927,-0.03444572744840304,0.3,9.236100170605994,2244.831627072184,-835.0002050307623,0.0,0.0,134.2891418080768,0.0,2.0842500000000004,0.033553565272033445,0.0,0.0,0.4685587334840147,137.55969594266668,-37.08028524929016,0.24008631580674755,9.463893292651283,0.003253295510769694,-105.74459383107097,1.2236471643040798
2025-01-01 07:00:00,3.271404636646124,0.2175928344551527,0.0,3.271404636646124,0.21759283445515268,0.0,0.14790340287177653,0.3223542489373509,0.19256178871164048,2.593585196125356,0.014999999999999998,0.0,0.08078959019441911,0.13242824426073357,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.02098451480263158,0.0,0.12691888806914492,0.0,0.015990796363995655,0.0,0.13692859819898912,0.10269644864924181,0.0,0.0,2593.585196125356,19.500000000000057,0.6666666666666666,0.0,2.4532005807407407,0.14038461538461539,0.6666666666666666,2453.200580740741,3679.800871111111,1124.7289703818271,2.2717562352032052,-490.66332014017604,51.66666666666668,43.496666666666684,1719.9295100778306,0.65,3.7128997005266324,0.0,50.30134364274169,0.14946701186302033,401.05197240885883,1124.7289703818271,49.099994684237764,46.99306661061965,50.52209554054109,18.255570634096177,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3652.092861132591,19.288119008064943,-0.036870358641689374,-0.55,9.236100170605994,1850.591270207517,-902.6217601182217,0.0,0.0,199.20125969147728,2.2199429812376894,2.0010000000000003,0.03449058648935669,0.0,0.0,0.48164376547024534,132.0652280586667,-39.573425491094675,0.23707587174620257,9.452076104256397,0.003222321891316053,-47.693326684019304,1.2234587653637083
2025-01-01 08:00:00,2.3613149615809377,0.1441058870703122,0.0,2.3613149615809377,0.1441058870703122,0.0,0.18941895187136243,0.001,0.21070711261555827,1.945188897094017,0.014999999999999998,0.0,0.0002506236243534685,0.13948026344595874,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.015866340460526315,0.0,0.1735526114108361,0.0,0.02473342802094655,0.0,0.1453402305922396,0.10900517294417968,0.0,0.0,1945.188897094017,19.500000000000057,0.5,0.0,1.8399004355555555,0.10528846153846154,0.5,1839.9004355555555,3679.800871111111,0.0,0.0,34.44202818887531,51.66666666666668,43.496666666666684,1853.4580055778904,0.0,4.302100849865898,0.0,51.34368722173469,0.2957688104969784,803.265572543739,0.0,44.92270425183374,44.49264787580342,51.44176717447413,15.015133249478794,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3638.3263530411277,19.13698817472384,-0.0684616688779928,-1.4,9.236100170605994,1514.0554241748064,-964.3111509356494,0.0,0.0,522.3924764041307,150.18491969788323,2.0010000000000003,0.03551081376871193,0.0,0.0,0.4958907284384092,132.0652280586667,10.785201612307912,0.2398079881120969,9.392778897613772,0.0032274184341816396,57.13319626862416,1.224662373252524
2025-01-01 09:00:00,3.237792264002786,0.3288386154385875,0.0,3.237792264002786,0.3288386154385875,0.0,0.2439142185706778,0.001,0.3842928493067522,2.593585196125356,0.014999999999999998,0.0,0.0002506236243534685,0.3242129918142341,0.0,0.004375000000000002,1.0,0.15124659079968644,0.1768268586822139,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.012795435855263158,0.0,0.23111878271541464,0.0,0.036531414331038875,0.0,0.1558813901736548,0.11691104263024106,0.0,0.0,2593.585196125356,20.000000000000057,0.6666666666666666,0.0,2.4532005807407407,0.14038461538461539,0.6666666666666666,2453.200580740741,3679.800871111111,0.0,0.0,30.894506164933066,51.66666666666668,43.496666666666684,1944.0681887187718,0.0,4.705371048643689,0.0,51.02860101343007,0.07326829426151499,197.32786770187886,0.0,40.192674886577414,42.215369927185925,51.13218621792086,14.08526480122822,12.43753247303448,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3651.464671515261,19.618140084026326,-0.07875735221705256,-0.85,9.236100170605994,2343.108137291727,-957.9980661289793,0.0,0.0,639.3255873401698,376.7361583480768,2.0010000000000003,0.03543608246612968,0.0,0.0,0.49484714322754825,132.0652280586667,68.19541995518082,0.23452620078541994,9.641429653058626,0.0032506585215834024,96.33667153136415,1.2232465870000626
