Metric,Value
Total Electric Energy (kWh),970.1048929797399
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.3473679069163054
Peak Electric Power (kW),7.833371797093524
Other Electric Energy (kWh),292.7886762174974
HVAC Heating Electric Energy (kWh),462.4391286781482
Lighting Electric Energy (kWh),26.914554337253595
Water Heating Electric Energy (kWh),149.28549063629632
HVAC Cooling Electric Energy (kWh),38.67704311054443
Average Temperature - Indoor (C),19.41646042939425
Unmet Heating Load (C-hours),35.81185940290964
Unmet Cooling Load (C-hours),2.9850693919998763
Total Hot Water Unmet Demand (kWh),0.0
