Metric,Value
Total Electric Energy (kWh),429.74486509782616
Total Gas Energy (therms),138.3443291666667
Average Electric Power (kW),0.5968678681914252
Peak Electric Power (kW),14.149059967390635
Other Electric Energy (kWh),252.1611340269045
HVAC Heating Electric Energy (kWh),0.0
Lighting Electric Energy (kWh),49.06553290099579
Water Heating Electric Energy (kWh),128.51819816992594
HVAC Heating Gas Energy (therms),138.3443291666667
Average Temperature - Indoor (C),17.332768272406064
Unmet Heating Load (C-hours),121.92626759482158
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
