Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5465058991505635,0.16418412864747528,0.20018875000000003,0.5465058991505634,0.16418412864747528,0.20018875,0.05754953868482056,0.20540281879907615,0.2335535416666667,0.05,0.0,0.20018875000000003,0.0,0.14960079531414194,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.02105986842105263,0.0,0.036489670263767926,0.0,0.0059350917135535105,0.0,0.16440297660299347,0.12330223245224506,0.0,0.0,4136.992890031411,18.888888888888914,0.25333333333333335,790.1238031908124,5.8669539394444445,0.2335535416666667,0.31666666666666665,4693.563151555556,14821.778373333334,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,47.623885728962264,51.66666666666668,46.10666666666668,0.0,50.58885552083142,0.0,0.0,0.0,74.41232145150353,50.10473311419051,50.58885552083142,49.86267191087006,12.43753247303448,18.647100611814363,-0.04981248020095889,7.879805278685634,-1.0455963604715022,2.8,9.236100170605994,3541.949362356349,-1708.2452626841546,727.5665731131663,-914.0051335732871,0.0,0.0,383.44337756613163,0.0,2.0,0.04424548707163791,0.0,0.0,0.572582722670335,131.99922844444444,-64.48177166790599,0.21981471520899737,8.759460383251781,0.0028660325093209735,34.101379520112765,1.2275424653646245,0.3853350875215786,-2551.054468284077,52.68540240910978,0.17365378383398367,874.955963630206,-147.38939051703977
2025-01-01 01:00:00,0.5071729152569212,0.16352666457592785,0.16858,0.5071729152569212,0.16352666457592785,0.16858,0.05597004855324161,0.2045262000370129,0.1966766666666667,0.05,0.0,0.16858,0.0,0.14894333124259454,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.01948037828947368,0.0,0.036489670263767926,0.0,0.0059350917135535105,0.0,0.16440297660299347,0.12330223245224506,0.0,0.0,3483.7834863422404,18.888888888888914,0.21333333333333335,665.3674132133158,4.940592791111111,0.1966766666666667,0.26666666666666666,3952.474232888889,14821.778373333334,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,46.79835191829879,51.66666666666668,46.10666666666668,0.0,49.95419779897637,0.0,0.0,0.0,73.12242487234185,49.516164381909476,49.95419779897637,49.29714767337604,12.43753247303448,18.602692493941657,-0.05428524630821586,8.167302161092403,0.6815296105557874,2.5,9.236100170605994,2895.8895553327798,-1479.8868746467276,207.30600260752732,-903.3178795460348,0.0,0.0,380.98726867248945,0.0,2.0,0.04301191026266471,0.0,0.0,0.5566189529244794,131.99922844444444,-65.5633201359156,0.22118921627263927,8.750534003908719,0.002875897251244475,36.81648407223797,1.2277815759477755,0.30445129714688296,-2194.7332493064014,49.47896144635808,0.12785253476639225,325.7466347730848,-118.44063216555746
2025-01-01 02:00:00,0.543173171494858,0.16286920050438042,0.20018875000000003,0.543173171494858,0.16286920050438042,0.20018875,0.05597004855324161,0.20364958127494973,0.2335535416666667,0.05,0.0,0.20018875000000003,0.0,0.14828586717104708,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.01948037828947368,0.0,0.036489670263767926,0.0,0.0059350917135535105,0.0,0.16440297660299347,0.12330223245224506,0.0,0.0,4136.992890031411,18.888888888888914,0.25333333333333335,790.1238031908124,5.8669539394444445,0.2335535416666667,0.31666666666666665,4693.563151555556,14821.778373333334,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,45.87405651218994,51.66666666666668,46.10666666666668,0.0,49.332211069457074,0.0,0.0,0.0,71.67821330029679,48.93857392279981,49.332211069457074,48.74175534947119,12.43753247303448,18.634580505113533,-0.05418825960488084,8.810039564471092,0.8520241630804323,1.6500000000000001,9.236100170605994,3506.3799933100477,-1177.1017276102962,-31.86056582301107,-948.2224022140396,0.0,0.0,380.1106499104262,0.0,2.0,0.04263031914947706,0.0,0.0,0.5516807661624709,131.99922844444444,-62.50114441774894,0.22163493540079726,8.778664875557268,0.0028874490925609978,44.79373441966904,1.2276389634088833,0.21542663005574939,-2011.0041446560851,43.77861385497645,0.07795386691454217,89.76099006719274,-121.6215558902038
2025-01-01 03:00:00,0.5043666843117421,0.16221173643283301,0.16858,0.5043666843117421,0.162211736432833,0.16858,0.05491705513218898,0.20277296251288643,0.1966766666666667,0.05,0.0,0.16858,0.0,0.14762840309949968,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.018427384868421052,0.0,0.036489670263767926,0.0,0.0059350917135535105,0.0,0.16440297660299347,0.12330223245224506,0.0,0.0,3483.7834863422404,18.888888888888914,0.21333333333333335,665.3674132133158,4.940592791111111,0.1966766666666667,0.26666666666666666,3952.474232888889,14821.778373333334,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,45.10905539880329,51.66666666666668,46.10666666666668,0.0,48.72226642701806,0.0,0.0,0.0,70.48289906063015,48.371404054257646,48.72226642701806,48.19597286787745,12.43753247303448,18.571668415652546,-0.06426511285361945,8.656927824313849,0.5770968192163227,1.6500000000000001,9.236100170605994,2842.9414029214627,-1628.5090137154314,30.73738220291335,-958.4848572917742,0.0,0.0,378.18103772731035,0.0,2.0,0.04326970967313786,0.0,0.0,0.559955146017179,131.99922844444444,-60.53826385631381,0.22344638231240277,8.763556691494415,0.0028997253140017774,27.02274257633106,1.227894486953366,0.2610082701962379,-2342.6526691921913,48.776242263444146,0.09993648180970084,162.77577984834042,-132.03839764542707
2025-01-01 04:00:00,0.5403669405496789,0.16155427236128558,0.20018875000000003,0.5403669405496789,0.16155427236128558,0.20018875,0.05491705513218898,0.20189634375082324,0.2335535416666667,0.05,0.0,0.20018875000000003,0.0,0.14697093902795225,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.018427384868421052,0.0,0.036489670263767926,0.0,0.0059350917135535105,0.0,0.16440297660299347,0.12330223245224506,0.0,0.0,4136.992890031411,18.888888888888914,0.25333333333333335,790.1238031908124,5.8669539394444445,0.2335535416666667,0.31666666666666665,4693.563151555556,14821.778373333334,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,44.130791462129665,51.66666666666668,46.10666666666668,0.0,48.12494521660366,0.0,0.0,0.0,68.9543616595776,47.81523771514841,48.12494521660366,47.66038396442079,12.43753247303448,18.660743716345404,-0.04241167581317438,8.403596919145084,0.6806045281104506,0.55,9.236100170605994,3383.006063975483,-1418.5893350383094,-74.59043493996687,-1072.743138935441,0.0,0.0,377.3044189652471,0.0,2.0,0.04494201316919326,0.0,0.0,0.5815964964073822,131.99922844444444,-58.548106085733544,0.22254162118184098,8.807889691021893,0.002905539056161776,45.38346849156612,1.2269392648237012,0.23697408834170325,-2260.5359795319505,51.82284130282858,0.09387629575339777,55.93477099886391,-130.52520593883077
2025-01-01 05:00:00,0.5547652190584509,0.16155427236128558,0.21072500000000002,0.5547652190584508,0.16155427236128558,0.210725,0.05702304197429424,0.20189634375082324,0.24584583333333337,0.05,0.0,0.21072500000000002,0.0,0.14697093902795225,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.020533371710526313,0.0,0.036489670263767926,0.0,0.0059350917135535105,0.0,0.16440297660299347,0.12330223245224506,0.0,0.0,4354.7293579278,18.888888888888914,0.26666666666666666,831.7092665166446,6.175740988888889,0.24584583333333337,0.3333333333333333,4940.592791111111,14821.778373333334,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,43.439054803116754,51.66666666666668,46.10666666666668,0.0,47.53933782979092,0.0,0.0,0.0,67.87352312986994,47.26925122388272,47.53933782979092,47.134207920928624,12.43753247303448,18.57069353005769,-0.06594285374940653,8.578468210739354,-0.22733246002705546,-0.25000000000000006,9.236100170605994,3553.638181339334,-1497.2580336057028,-122.16928881787403,-1128.6883080713128,0.0,0.0,379.4104058073524,0.0,2.0,0.04550857644682649,0.0,0.0,0.5889284157858944,131.99922844444444,-51.81327432450598,0.22514742064747878,8.783845129872232,0.0029245646548021636,49.25165454146857,1.2266881127878466,0.2105819617962617,-2378.9298266760193,49.96252655367196,0.07316538124151305,34.413562027643934,-156.58285084551798
2025-01-01 06:00:00,0.7168133890922316,0.1706030149064118,0.3254562048864008,0.7168133890922316,0.1706030149064118,0.32545620488640076,0.10378730218974859,0.21884192023581622,0.3441841666666667,0.05,0.030441204886400744,0.295015,0.0,0.15601968157307847,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.02316585526315789,0.0,0.08062144692659069,0.0,0.010815678138378172,0.0,0.1747147291390353,0.13103604685427644,0.0,0.0,6096.621101098921,20.611111111111168,0.37333333333333335,1164.3929731233027,8.646037384444444,0.3441841666666667,0.4666666666666667,6916.829907555556,14821.778373333334,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,703.3706666666666,0.0,42.319689547300364,51.66666666666668,46.10666666666668,0.0,48.637573844905255,0.12331572741049487,327.20120460195665,703.3706666666666,66.12451491765681,48.23254508280812,48.63757384490527,48.030030701759564,12.43753247303448,20.30195487248495,-0.075009995390957,8.545145770907078,-0.49537927461749603,0.3,9.236100170605994,5188.016524290286,-1481.4969946980434,-38.00509817233423,-1251.4428986062926,0.0,0.0,442.3984198302768,0.0,2.0,0.047598036795694756,0.0,0.0,0.6159682106813519,131.99922844444444,-99.56009803261946,0.20261144859129027,9.58526737726781,0.0029308127368528427,14.36707959017523,1.219447302973643,0.24932712755834127,-2697.4362732603695,51.54630543902351,0.09113387316704837,98.70126062412413,-136.70635879645837
2025-01-01 07:00:00,0.7469221293582032,0.18228454533308064,0.28331120488640077,0.7469221293582032,0.18228454533308064,0.28331120488640077,0.16097616538358897,0.24093096397461417,0.295015,0.05,0.030441204886400744,0.25287,0.0,0.1677012119997473,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.021586365131578945,0.0,0.13938980025201003,0.0,0.017329347974951052,0.0,0.18853686551713397,0.14140264913785042,0.0,0.0,5225.675229513361,20.611111111111168,0.32000000000000006,998.0511198199736,7.410889186666666,0.295015,0.4,5928.711349333334,14821.778373333334,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,703.3706666666666,0.0,45.33510552261863,51.66666666666668,46.10666666666668,0.0,51.722530721175715,0.13270287327018213,361.7475102424761,703.3706666666666,70.83610237909161,50.245008576891195,51.722530721175715,49.506247504748934,12.43753247303448,20.351877684612205,-0.0577542652442272,8.230543592956309,-0.7400981974231302,-0.55,9.236100170605994,4310.9591806273465,-1866.7991414098028,-120.4173710013633,-1348.6861528786997,0.0,0.0,500.90889294978166,8.193082244421527,1.7,0.048930081651972226,0.0,0.0,0.633206259599007,112.19934417777777,-66.93878895709592,0.20238103437683036,9.614858655652087,0.002936855915386076,23.985714075743203,1.2192347727391815,0.2519275451622507,-2923.388310234419,58.53804900464247,0.0876099792079109,19.109856757953878,-139.52722775931719
2025-01-01 08:00:00,0.6592721755928317,0.1732336040914397,0.24233375000000004,0.6592721755928316,0.1732336040914397,0.24233375000000001,0.10160582512860096,0.22494364213089726,0.28272270833333335,0.05,0.0,0.24233375000000004,0.0,0.15865027075810637,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.016321398026315787,0.0,0.08528442710228518,0.0,0.013409947786755336,0.0,0.1755923250995495,0.13169424382466208,0.0,0.0,5007.938761616971,20.611111111111168,0.3066666666666667,956.4656564941414,7.102102137222222,0.28272270833333335,0.38333333333333336,5681.681709777778,14821.778373333334,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,44.66860870985898,51.66666666666668,46.10666666666668,0.0,51.904261141022616,0.08087859636299194,224.49282789967168,0.0,69.79470110915464,49.7997828593269,51.904261141022616,48.74754371847905,12.43753247303448,20.329612159271186,-0.058722974077044535,7.653446692189509,-1.157650919380088,-1.4,9.236100170605994,4018.9994313137595,-2179.2318104661103,-110.40283216126323,-1445.445673249885,0.0,0.0,380.257618724752,527.4022769126547,1.0,0.050310434544674355,0.0,0.0,0.6510694648626212,65.99961422222222,76.24872422192165,0.20317355506087872,9.615515305941406,0.0029429950531449445,32.38019802589197,1.2198953657360427,0.2675148566880589,-3201.6870634767647,65.98959651651326,0.0920280860586773,27.056271322241606,-137.45910348350483
2025-01-01 09:00:00,0.7762960202361077,0.19292466345547704,0.21072500000000002,0.7762960202361076,0.19292466345547704,0.210725,0.2107839585425907,0.2696662283601835,0.24584583333333337,0.05,0.0,0.21072500000000002,0.0,0.17834133012214373,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.013162417763157892,0.0,0.19762154077943278,0.0,0.031877788197325146,0.0,0.20184707091826595,0.15138530318869942,0.0,0.0,4354.7293579278,20.611111111111168,0.26666666666666666,831.7092665166446,6.175740988888889,0.24584583333333337,0.3333333333333333,4940.592791111111,14821.778373333334,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9755.165004444445,0.0,0.0,43.04989024644171,51.66666666666668,46.10666666666668,0.0,51.18788443894337,0.04074157665708496,109.80374587424355,0.0,67.26545351006519,48.69282531538932,51.18788443894337,47.4452957536123,12.43753247303448,20.311627060785103,-0.06295899780452482,7.467244335910408,-0.935922850777636,-0.85,9.236100170605994,3806.149643363297,-2000.7236012241644,-56.44802485019106,-1382.8941190711805,0.0,0.0,532.3205061607179,1374.1569510561708,1.0,0.04947470815255591,0.0,0.0,0.6402542942163616,65.99961422222222,301.9938983459588,0.20462967038077448,9.62986338483342,0.0029594298767615687,82.27403998469026,1.220570259143228,0.2638989575734723,-2899.9232142644323,67.49034652362292,0.09596568875965304,11.709092595245757,-68.15711744543681
