Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,12.72298065505225,0.25760431645218157,0.0,0.21204967758420418,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,12.152486693333334,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,On,12152.486693333334,16.666666666666686,1.0,0.0,12.152486693333334,0.0,1,12152.486693333334,12152.486693333334,Off,0.0,0.0,39.684743398567996,51.666666666666686,46.10666666666668,0.0,51.65290171528349,0.0,0.0,0.0,39.684743398567996,50.826319886367735,51.65290171528349,50.41302897190986,12.43753247303448,16.74903870639038,0.0,6.048585993427831,-0.8451334990108255,2.8,9.236100170605994,11958.805257989847,-3382.6275990137497,1723.0900368157857,-819.6859437529193,-0.0,-0.0,814.9562040567429,0.0,4.0,0.0450905524613372,0.0,0,0.26757319813553554,263.9984568888889,-188.9516956473128,0.2502519776110053,7.886331777931286,0.00290407172580002,132.14310543347307,1.2320106690960042,0.8267865881647962,-3500.301405984457,117.67380697070737,0.3624556363775999,1721.812863534778,1.2771732810074208
2025-01-01 00:01:00,12.72298065505225,0.25760431645218157,0.0,0.21204967758420418,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,12.152486693333334,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,On,12152.486693333334,16.666666666666686,1.0,0.0,12.152486693333334,0.0,1,12152.486693333334,12152.486693333334,Off,0.0,0.0,39.59970973079166,51.666666666666686,46.10666666666668,0.0,51.649183965361885,0.0,0.0,0.0,39.59970973079166,50.82297823361105,51.649183965361885,50.40987536773564,12.43753247303448,16.818766872955912,0.0,6.082543215705757,-0.7026972741453514,2.8,9.236100170605994,11942.469185438906,-3421.1866530325224,1656.1945604682558,-825.9317919095814,-0.0,-0.0,814.9562040567429,0.0,4.0,0.045208148181818085,0.0,0,0.26827102642324846,263.9984568888889,-199.04192004159006,0.24989866798709873,7.942630433195933,0.002904359909906281,131.89661390655908,1.2353121926734387,0.8270397945737745,-3537.9729757243763,116.78632269185377,0.3624556363775999,1654.531781985019,1.6627784832363992
2025-01-01 00:02:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.51670065999333,51.666666666666686,46.10666666666668,0.0,51.64547396262588,0.0,0.0,0.0,39.51670065999333,50.81964374111209,51.64547396262588,50.4067286303552,12.43753247303448,16.8867621458423,0.0,6.114363678533919,-0.5663798309091278,2.8,9.236100170605994,-225.99804113874052,-3457.9913375490437,1592.2111317872495,-832.0406979174413,-0.0,-0.0,814.9562040567429,0.0,4.0,0.045322696031353686,0.0,0,0.2689507682486801,263.9984568888889,-208.91354727804202,0.2488468734567491,7.975755984890517,0.0029046467876811142,131.65541587321786,1.2350223763680839,0.8272769976223712,-3573.2940964854884,115.30275893644458,0.3624556363775999,1590.1409641035905,2.0701676836590712
2025-01-01 00:03:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.59849778752115,51.666666666666686,46.10666666666668,0.0,51.64177152393325,0.0,0.0,0.0,39.59849778752115,50.81631623838972,51.64177152393325,50.40358859561795,12.43753247303448,16.81311883977056,0.0,6.144200596631647,-0.43593903556832564,2.8,9.236100170605994,-217.13261956368933,-3492.017941452311,1530.9308091616888,-825.4251666940374,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04519862769182186,0.0,0,0.2682145305983572,263.9984568888889,-206.66365692639494,0.2500374186396671,7.940569553486572,0.002904933208042412,131.8308494716731,1.235335827392313,0.8274993527295571,-3606.4310599106475,114.41311845833681,0.3624556363775999,1528.526035759142,2.4047734025468475
2025-01-01 00:04:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.67787419777452,51.666666666666686,46.10666666666668,0.0,51.63806174855234,0.0,0.0,0.0,39.67787419777452,50.812981847942396,51.63806174855234,50.400441897637435,12.43753247303448,16.741549157556538,0.0,6.172213924368783,-0.3111430227862608,2.8,9.236100170605994,-207.65247940837116,-3524.041719243756,1472.2873205963447,-819.0162031505965,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04507791366767986,0.0,0,0.26749819789147405,263.9984568888889,-203.59248031451742,0.2512012630109771,7.906489382830966,0.002905219937292411,132.00060293673883,1.2356405987175847,0.827708063437431,-3637.5582390516884,113.51651980793258,0.3624556363775999,1469.5774731936503,2.709847402694571
2025-01-01 00:05:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.754990689875775,51.666666666666686,46.10666666666668,0.0,51.63434485541819,0.0,0.0,0.0,39.754990689875775,50.80964077360659,51.63434485541819,50.39728873270079,12.43753247303448,16.671915101897515,0.0,6.1985326887027075,-0.19174265170268787,2.8,9.236100170605994,-196.5147424724655,-3554.1384400817947,1416.1767613581007,-812.7997974430144,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04496033231725892,0.0,0,0.2668004548775644,263.9984568888889,-198.67114908619402,0.25234013884143336,7.874039070085704,0.0029055069649395614,132.1650564815524,1.2359372658650571,0.8279041010202479,-3666.816165626795,112.6777255450001,0.3624556363775999,1413.1775923941375,2.9991689639635686
2025-01-01 00:06:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.82995860337407,51.666666666666686,46.10666666666668,0.0,51.630621048925136,0.0,0.0,0.0,39.82995860337407,50.806293205678614,51.630621048925136,50.39412928405536,12.43753247303448,16.604121170962774,0.0,6.223274145600996,-0.07749043359030988,2.8,9.236100170605994,-184.7373113418605,-3582.427947713668,1362.4850924916152,-806.7659080623844,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04484573259240814,0.0,0,0.266120405217271,263.9984568888889,-192.927607336219,0.25345514629449795,7.841968956794767,0.0029057942811991254,132.32446749920186,1.2362262245090105,0.8280883475724641,-3694.3327123796344,111.90476466596618,0.3624556363775999,1359.2094897480592,3.2756027435559334
2025-01-01 00:07:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.9028799407246,51.666666666666686,46.10666666666668,0.0,51.62689052339874,0.0,0.0,0.0,39.9028799407246,50.80293932507949,51.62689052339874,50.390963725919875,12.43753247303448,16.538079878246904,0.0,6.246544822186455,0.031850827720666136,2.8,9.236100170605994,-173.27118221055923,-3609.035297056717,1311.100224379508,-800.9053421318556,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04473397609679349,0.0,0,0.26545722764876206,263.9984568888889,-187.3220441354465,0.25454729332052084,7.810238429919804,0.002906081876766457,132.47907169095845,1.2365078371662586,0.8282616040032584,-3720.224185922118,111.18888886540117,0.3624556363775999,1307.561123428569,3.539100950938983
2025-01-01 00:08:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,39.97385356667505,51.666666666666686,46.10666666666668,0.0,51.62315346394011,0.0,0.0,0.0,39.97385356667505,50.799579304141105,51.62315346394011,50.387792224241615,12.43753247303448,16.473706425559783,0.0,6.268441843873198,0.13650671148699206,2.8,9.236100170605994,-162.23185696492965,-3634.0703025754415,1261.9155734332346,-795.2092684810661,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04462492816448975,0.0,0,0.26481012304693674,263.9984568888889,-181.9787925406062,0.2556175779917622,7.779991945953968,0.002906369742776421,132.62909864039455,1.2367824558200369,0.8284246001152352,-3744.5967472909897,110.52644471554811,0.3624556363775999,1258.1259389662275,3.78963446700706
2025-01-01 00:09:00,0.5704939617189173,0.25760431645218157,0.0,0.009508232695315288,0.004293405274203026,0.0,0.18327304702127512,0.0,0.38722091469764225,0.0,0.0,0.0,0.25760431645218157,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.03051984649122807,0.0,On,0.0052911802992111736,0.0,On,0.14746202023083588,0,On,0.04374849276140003,0,On,0.27908877930090586,0.20931658447567933,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,12152.486693333334,Off,0.0,0.0,40.04296863765227,51.666666666666686,46.10666666666668,0.0,51.61941004670966,0.0,0.0,0.0,40.04296863765227,50.79621330687045,51.61941004670966,50.384614936950854,12.43753247303448,16.410924350288354,0.0,6.289054338206129,0.23669186987510374,2.8,9.236100170605994,-151.61863753222258,-3657.634279543423,1214.8300133332868,-789.6697065803153,-0.0,-0.0,814.9562040567429,0.0,4.0,0.04451846749643254,0.0,0,0.26417837160738317,263.9984568888889,-176.90513500865006,0.2566668940373402,7.7500024110305805,0.002906657870791511,132.77475491659044,1.2370503977271048,0.8285780052195428,-3767.5479276460765,109.91364810265353,0.3624556363775999,1210.8025434047945,4.027469928492277
