Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,5.019032090015636,0.19645845044230856,0.00021273638323418648,5.019032090015635,0.19645845044230856,0.00021273638323418648,0.015782886377636758,0.27140119593429524,4.731848007703704,0.0,0.00021273638323418648,0.0,0.19645845044230856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0028309256213450294,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,0.00021273638323418648,0.0,0.0,4731.848007703704,16.666666666666686,0.4666666666666667,0.0,4.731848007703704,0.0,0.4666666666666667,4731.848007703704,10139.674302222224,0.0,0.0,89.9208744759876,51.66666666666668,46.10666666666668,0.0,50.61955389511633,0.0,0.0,0.0,140.5013663687306,49.898732965882424,50.61955389511633,49.53832250126547,12.43753247303448,16.407426908230217,-0.05696755384817358,0.7726488924116214,2.6483220634579743,2.8,9.236100170605994,1157.1227151924911,696.5903335539956,24.393750279654796,-2877.957772988048,0.0,0.0,337.42483365333806,0.0,1.0,0.16225025784290376,0.0,0.0,4.272437782168984,65.99961422222222,-87.82275163576145,0.2250692965328605,7.31618325385438,0.002546192124135881,-42.39825168811754,1.2372762935074502,0.0,0.0,24.40756220283919,0.07707485649652611,14.075286056258212,10.318464223396585
2025-01-01 01:00:00,4.510915605782757,0.19576811316718376,5.318409580854662e-05,4.510915605782756,0.19576811316718376,5.318409580854662e-05,0.01557056695603588,0.2704807462341289,4.224864292592593,0.0,5.318409580854662e-05,0.0,0.19576811316718376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0026186061997441517,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,5.318409580854662e-05,0.0,0.0,4224.864292592592,16.666666666666686,0.4166666666666667,0.0,4.224864292592593,0.0,0.4166666666666667,4224.864292592592,10139.674302222224,0.0,0.0,86.90174267446021,51.66666666666668,46.10666666666668,0.0,49.42478012324647,0.0,0.0,0.0,135.78397292884407,48.79611521256613,49.42478012324647,48.48178275722595,12.43753247303448,16.42723912700141,-0.05341184982725024,2.5528758205836413,3.929663829000881,2.5,9.236100170605994,968.6027984139782,-819.259746244122,-102.05392151951247,-2664.9281782288654,0.0,0.0,336.29206453157076,0.0,1.0,0.14700838400663402,0.0,0.0,3.8710827488094495,65.99961422222222,-82.65252196280166,0.22310686692423926,7.302928622743855,0.0025269364097219712,-17.665728251780738,1.237266168271455,0.0,0.0,12.860053838608284,0.06499519433216609,-111.97690780818385,9.922986288671384
2025-01-01 02:00:00,4.341000584378887,0.19507777589205896,5.318409580854662e-05,4.341000584378887,0.19507777589205896,5.318409580854662e-05,0.01557056695603588,0.26956029653396246,4.0558697208888885,0.0,5.318409580854662e-05,0.0,0.19507777589205896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0026186061997441517,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,5.318409580854662e-05,0.0,0.0,4055.869720888889,16.666666666666686,0.4,0.0,4.0558697208888885,0.0,0.4,4055.869720888889,10139.674302222224,0.0,0.0,84.16811982981648,51.66666666666668,46.10666666666668,0.0,48.271600891069596,0.0,0.0,0.0,131.51268723408825,47.72953947382452,48.271600891069596,47.458508765201984,12.43753247303448,16.376853370933585,-0.06554263306719298,1.7092415778974235,4.413635335540222,1.6500000000000001,9.236100170605994,941.5742152667723,-1227.6148283633634,-185.12363302132786,-2560.603790901902,0.0,0.0,335.3716148314044,0.0,1.0,0.13274877946326508,0.0,0.0,3.4955932178845375,65.99961422222222,-77.88938537384111,0.22379159394209808,7.277966895418787,0.0025266146076532384,18.489124722002636,1.2374816567441254,0.0,0.0,19.622564925854242,0.05344566452777936,-194.06350538521792,8.939872363890073
2025-01-01 03:00:00,4.508933160101358,0.19438743861693417,0.03107789160367878,4.508933160101357,0.19438743861693417,0.031077891603678777,0.015429020674968628,0.2686398468337961,4.224864292592593,0.030971523412061684,0.00010636819161709324,0.0,0.19438743861693417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.002477059918676901,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,0.00010636819161709324,0.0,0.0,4224.864292592592,16.666666666666686,0.4166666666666667,0.0,4.224864292592593,0.0,0.4166666666666667,4224.864292592592,10139.674302222224,703.3706666666666,0.0,82.86684281422285,51.66666666666668,46.10666666666668,0.0,47.62209396451415,0.0,0.0,703.3706666666666,129.4794418972232,47.21121433325067,47.6222725707812,47.00559591135188,12.43753247303448,16.384889826737098,-0.061316676753185376,1.5654360725665357,4.312315721714938,1.6500000000000001,9.236100170605994,926.1779694330787,-521.4555044696507,-200.2653528011918,-2709.6316719711435,0.0,0.0,334.30961885017075,0.0,1.0,0.1407013014902083,0.0,0.0,3.705002164428959,65.99961422222222,-78.39141152002306,0.22433252341468324,7.2908949161101555,0.002534022734687098,-39.54922154934268,1.2374417712868593,0.0,0.0,19.482497587816987,0.06156636874565683,-208.78137536587388,8.516022564682094
2025-01-01 04:00:00,5.014996425512303,0.1936971013418094,0.00037228867065982636,5.014996425512302,0.1936971013418094,0.00037228867065982636,0.015429020674968628,0.2677193971336297,4.731848007703704,0.0,0.00037228867065982636,0.0,0.1936971013418094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.002477059918676901,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,0.00037228867065982636,0.0,0.0,4731.848007703704,16.666666666666686,0.4666666666666667,0.0,4.731848007703704,0.0,0.4666666666666667,4731.848007703704,10139.674302222224,0.0,0.0,93.52036108632453,51.66666666666668,46.10666666666668,0.0,51.169127740504095,0.0,0.0,0.0,146.12556419738206,51.20155103315722,51.2177626794838,51.169127740504095,12.43753247303448,16.345954324166875,-0.0833287680933557,0.6508310693975298,4.250147216464561,0.55,9.236100170605994,1052.5453412131608,-2203.588010330395,-285.2147765752551,-2989.792369258437,0.0,0.0,333.3891691500043,0.0,1.0,0.14433523642423288,0.0,0.0,3.800692372361343,65.99961422222222,-76.52986484136974,0.22209875958015896,7.231462327969968,0.0025035361037747334,40.17909800357022,1.237050348213471,0.0,0.0,27.83210194058187,0.06306720508903535,-293.7395437306881,8.52476715543311
2025-01-01 05:00:00,5.353268661481844,0.1936971013418094,0.0006382091497025594,5.353268661481843,0.1936971013418094,0.0006382091497025594,0.015712113237103132,0.2677193971336297,5.069837151111111,0.0,0.0006382091497025594,0.0,0.1936971013418094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.002760152480811404,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,0.0006382091497025594,0.0,0.0,5069.837151111112,16.666666666666686,0.5,0.0,5.069837151111111,0.0,0.5,5069.837151111112,10139.674302222224,0.0,0.0,90.4312121296732,51.66666666666668,46.10666666666668,0.0,50.02145289464485,0.0,0.0,0.0,141.29876895261435,50.05487966087157,50.07159304398494,50.02145289464485,12.43753247303448,16.350564471655503,-0.07910646646657502,-0.4343713962416403,3.563384961348677,-0.25000000000000006,9.236100170605994,1193.2070574548602,-848.5635493736524,-276.34508520192696,-3116.568812026354,0.0,0.0,333.67226171213883,0.0,1.0,0.14263430253681536,0.0,0.0,3.755902710377505,65.99961422222222,-79.76611311981317,0.227225466382077,7.302547185364707,0.0025636625732012976,40.70566272771023,1.2363649735285873,0.0,0.0,33.37780432590814,0.05762141814645576,-284.78188634959315,8.436801147666168
2025-01-01 06:00:00,5.31355412365695,0.23158073420457495,0.04025674304352496,5.31355412365695,0.23158073420457495,0.04025674304352496,0.07058637764057128,0.3421251666089721,4.900842579407407,0.03871440426507711,0.001542338778447852,0.0,0.23158073420457495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.003114018183479532,0.0,0.03373617972854588,0.0,0.03373617972854588,0.0,0.033350854336205354,0.0,0.2737972236664438,0.20534791774983283,0.001542338778447852,0.0,0.0,4900.842579407407,16.666666666666686,0.48333333333333334,0.0,4.900842579407407,0.0,0.48333333333333334,4900.842579407407,10139.674302222224,879.2133333333333,0.0,90.01876727292625,51.66666666666668,46.10666666666668,0.0,50.70256631487988,0.3568593607701929,950.1930623775899,879.2133333333333,140.6543238639473,49.897126483307844,50.7085859000105,49.48838698239122,12.43753247303448,16.367032248298962,-0.0675898778535886,0.36097773691480073,3.4147419316702563,0.3,9.236100170605994,1272.4026334572595,-1388.6477644810286,-236.74476122456005,-3025.323622354057,0.0,0.0,459.54535281511454,0.0,1.0,0.14327856087087865,0.0,0.0,3.772867574930105,65.99961422222222,-82.49316052972375,0.2251892167380411,7.286108351935595,0.0025433507362290567,-41.54748280618373,1.2363096177405366,0.0,0.0,27.22033078807372,0.06013514137552504,-245.73478725247014,8.990026027910103
2025-01-01 07:00:00,5.2469545546974805,0.21335796817958447,0.06438951523131652,5.2469545546974805,0.21335796817958447,0.06438951523131652,0.041100787888954056,0.3050111874011192,4.900842579407407,0.06194304682412337,0.0024464684071931445,0.0,0.21335796817958447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0029016987618786555,0.0,0.0190995445635377,0.0,0.0190995445635377,0.0,0.02053389649500651,0.0,0.2476593028994571,0.18574447717459278,0.0024464684071931445,0.0,0.0,4900.842579407407,16.666666666666686,0.48333333333333334,0.0,4.900842579407407,0.0,0.48333333333333334,4900.842579407407,10139.674302222224,1406.7413333333332,0.0,90.15526762141033,51.66666666666668,46.10666666666668,0.0,51.67434282755508,0.4059505440636011,1113.4915478560156,1406.7413333333332,140.86760565845364,49.86319589504669,51.67434282755508,48.95762242879248,12.43753247303448,16.336075125925394,-0.07606439195046401,-0.48260159866183777,3.2149526036637393,-0.55,9.236100170605994,905.5275503051238,-1738.8077210685417,-307.1475088949988,-3283.3249064978068,0.0,0.0,349.6812018920002,1.8664491213270118,0.31675,0.14735309653740813,0.0,0.0,3.880159855126854,20.905377804888886,-81.50280861499594,0.224647051189695,7.2575084758111394,0.0025321840257387985,11.907046700964232,1.2364501547893525,0.0,0.0,33.23844714384378,0.0631944999913369,-316.21478894266073,9.067280047661958
2025-01-01 08:00:00,8.061217872117666,0.19714878771743335,0.002340100215576051,8.061217872117666,0.19714878771743335,0.0023401002155760513,0.015145928112834125,0.27232164563446165,7.77375029837037,0.0,0.002340100215576051,0.0,0.19714878771743335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.002193967356542398,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,0.002340100215576051,0.0,0.0,7773.750298370371,18.33333333333337,0.7666666666666667,0.0,7.77375029837037,0.0,0.7666666666666667,7773.750298370371,10139.674302222224,0.0,0.0,82.50328715813609,51.66666666666668,46.10666666666668,0.0,51.17348928495502,0.0,0.0,0.0,128.91138618458766,48.500302238323044,51.17348928495502,47.16370871500706,12.43753247303448,17.832537395156113,-0.20621109391882927,-1.3120084288654361,2.7680347526253235,-1.4,9.236100170605994,2319.6271030138805,-1775.1312884327122,-362.1600524831614,-4089.9620215069904,0.0,0.0,271.7087108664795,105.05467167329478,0.0,0.1607267269834102,0.0,0.0,4.232319566685449,0.0,-81.11982504190479,0.2073498464207921,8.02366599684553,0.002567536351903665,127.74471706306937,1.2306461017912131,0.0,0.0,38.31087613605285,0.06750838791020415,-372.3100664064943,10.150013923332857
2025-01-01 09:00:00,6.877831231348537,0.19714878771743335,0.0331520713402121,6.877831231348538,0.19714878771743335,0.03315207134021209,0.01472128926963237,0.27232164563446165,6.590788296444444,0.030971523412061684,0.0021805479281504117,0.0,0.19714878771743335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0017693285133406433,0.0,0.006475980378145864,0.0,0.006475980378145864,0.0,0.009456595344550428,0.0,0.2251266125830892,0.16884495943731684,0.0021805479281504117,0.0,0.0,6590.788296444444,18.33333333333337,0.65,0.0,6.590788296444444,0.0,0.65,6590.788296444444,10139.674302222224,703.3706666666666,0.0,84.01514046123647,51.66666666666668,46.10666666666668,0.0,50.92502084126319,0.0,0.0,703.3706666666666,131.27365697068197,49.216117798749984,50.92899185032173,48.35769526843485,12.43753247303448,18.00108041829864,-0.08180846940539244,-0.954682293179345,3.049392855536452,-0.85,9.236100170605994,1541.6676298736247,-875.4028857293914,-331.9691875390848,-3957.241801197975,0.0,0.0,271.2840720232778,230.90474053799514,0.0,0.15888748279524476,0.0,0.0,4.183887863311757,0.0,-45.00527810723392,0.21375180460779833,8.235143129107707,0.002675266587537195,236.44809218966978,1.2304677607060173,0.0,0.0,33.47524567375678,0.06622718206965274,-343.3851039745567,11.415916435471843
