Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.447376034087195,0.8723884982124073,0.0,0.02412293390145325,0.014539808303540121,0.0,0.10067719229262213,0.0,0.11142345389519473,1.2352753878993783,0.0,0.0,0.0,0.07447942194891674,0.7979090762634905,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.16587413130656,51.666666666666686,46.10666666666668,0.0,50.98372572020452,0.0,0.0,0.0,34.16587413130656,50.52284250641149,50.98372572020452,50.29240089951498,12.43753247303448,HP On,3235.963678722096,21.166666666666714,2.655813664333546,0.0,1.2082810607967667,0.02699432710261152,2.455455086037643,3208.9693516194848,4813.638861060681,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7050.121987928518,21.17103307474539,0.0,2.8,1194.7444111403966,-2402.82336430705,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036230226129739,0.0,0.0,1.4015092839117387,131.99922844444444,21.819415597435317,0.1865095697794311,9.874066265336136,0.0028524957042804716,-54.8132949904978,1.213538219696778
2025-01-01 00:01:00,1.42569847253844,0.8583861767216295,0.0,0.023761641208974,0.014306436278693825,0.0,0.10067719229262213,0.0,0.11142345389519473,1.213597826350623,0.0,0.0,0.0,0.07447942194891674,0.7839067547727128,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.158811957114416,51.666666666666686,46.10666666666668,0.0,50.97854461030876,0.0,0.0,0.0,34.158811957114416,50.51804761221547,50.97854461030876,50.28779911316883,12.43753247303448,HP On,3199.597290870624,21.166666666666714,2.6630447346149753,0.0,1.1941948542832164,0.019402972067406644,2.424522323596709,3180.1943188032174,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.145720272364,21.172296681997604,0.0,2.8,1150.1317663540472,-2403.0642050778097,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021585,0.0,0.0,1.4015533580902504,131.99922844444444,13.813999433318294,0.1870212385763642,9.899151937914873,0.002852210115759869,-54.72716034193251,1.2170781064371103
2025-01-01 00:02:00,1.430010963987518,0.8611717710127776,0.0,0.023833516066458633,0.01435286285021296,0.0,0.10067719229262213,0.0,0.11142345389519473,1.2179103177997013,0.0,0.0,0.0,0.07447942194891674,0.7866923490638609,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.15322111390692,51.666666666666686,46.10666666666668,0.0,50.97336463637306,0.0,0.0,0.0,34.15322111390692,50.513253709136436,50.97336463637306,50.28319824551812,12.43753247303448,HP On,3208.404419172806,21.166666666666714,2.660812174517605,0.0,1.1985064487808548,0.019403869018846436,2.434005120188435,3189.0005501539595,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.151195884575,21.172296681997604,0.0,2.8,1150.8631486404292,-2403.0642050778097,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021585,0.0,0.0,1.4015533580902504,131.99922844444444,5.738253417518202,0.18700268125580757,9.898606265451791,0.002851925805350938,-54.6364469800988,1.2170783152174063
2025-01-01 00:03:00,1.4343500580001,0.8639745488624093,0.0,0.023905834300001667,0.014399575814373488,0.0,0.10067719229262213,0.0,0.11142345389519473,1.222249411812283,0.0,0.0,0.0,0.07447942194891674,0.7894951269134926,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.14763118813986,51.666666666666686,46.10666666666668,0.0,50.96818557967882,0.0,0.0,0.0,34.14763118813986,50.5084605906854,50.96818557967882,50.278598096188695,12.43753247303448,HP On,3217.1834055025233,21.166666666666714,2.6586077746550645,0.0,1.2027762224285485,0.01947318938373431,2.4433839324676967,3197.710216118789,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.15960545687,21.1722966819976,0.0,2.8,1151.5072370103167,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-2.3966445423122877,0.18698415468139,9.89806144784019,0.002851641966251271,-54.54588399632549,1.217078523651791
2025-01-01 00:04:00,1.436391827911554,0.8652934019375615,0.0,0.0239398637985259,0.01442155669895936,0.0,0.10067719229262213,0.0,0.11142345389519473,1.2242911817237372,0.0,0.0,0.0,0.07447942194891674,0.7908139799886448,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.14204217966137,51.666666666666686,46.10666666666668,0.0,50.963007440060025,0.0,0.0,0.0,34.14204217966137,50.50366825673362,50.963007440060025,50.273998665070415,12.43753247303448,HP On,3221.301858491624,21.166666666666714,2.657577033187435,0.0,1.2047769948451437,0.019514186878593465,2.4477746507583813,3201.7876716130304,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.136488954395,21.1722966819976,0.0,2.8,1152.0943132317166,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-5.928021310012966,0.18696565880218805,9.897517483817952,0.002851358597679405,-54.45547114127526,1.2170787317408374
2025-01-01 00:05:00,1.4370126001081043,0.8656943811643572,0.0,0.02395021000180174,0.01442823968607262,0.0,0.10067719229262213,0.0,0.11142345389519473,1.2249119539202875,0.0,0.0,0.0,0.07447942194891674,0.7912149592154404,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.13645408837017,51.666666666666686,46.10666666666668,0.0,50.957830217350725,0.0,0.0,0.0,34.13645408837017,50.49887670715235,50.957830217350725,50.26939995205316,12.43753247303448,HP On,3222.5508133585818,21.166666666666714,2.6572652819467875,0.0,1.2053826754227726,0.019529278497515064,2.449103309265877,3203.021534861067,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.113408669547,21.1722966819976,0.0,2.8,1152.6695315200932,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-6.601757888594058,0.18694719356736247,9.897716682425068,0.0028510756988551723,-54.36520816602427,1.217078939485117
2025-01-01 00:06:00,1.4373570797514894,0.8659168930323483,0.0,0.02395595132919149,0.014431948217205805,0.0,0.10067719229262213,0.0,0.11142345389519473,1.2252564335636726,0.0,0.0,0.0,0.07447942194891674,0.7914374710834315,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.130866914013126,51.666666666666686,46.10666666666668,0.0,50.952653911384985,0.0,0.0,0.0,34.130866914013126,50.49408594181287,50.952653911384985,50.264801957026826,12.43753247303448,HP On,3223.2457439257464,21.166666666666714,2.657091370267761,0.0,1.2057206658672228,0.01953576769644981,2.449844642215266,3203.7099762292964,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.121932974323,21.1722966819976,0.0,2.8,1153.2497655063694,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-6.7164544694824,0.18692875892615826,9.89717445750134,0.0028507932689996996,-54.27509482206178,1.2170791468852016
2025-01-01 00:07:00,1.43762490422652,0.8660898905530352,0.0,0.023960415070441998,0.014434831509217254,0.0,0.10067719229262213,0.0,0.11142345389519473,1.225524258038703,0.0,0.0,0.0,0.07447942194891674,0.7916104686041184,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.12528065653961,51.666666666666686,46.10666666666668,0.0,50.947478521996906,0.0,0.0,0.0,34.12528065653961,50.48929596058652,50.947478521996906,50.260204679881326,12.43753247303448,HP On,3223.7865024462653,21.166666666666714,2.656955930539993,0.0,1.2059839417433025,0.019540316295400418,2.450422048078703,3204.246186150865,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.0989264782775,21.1722966819976,0.0,2.8,1153.8362751124782,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-6.670703383892537,0.18691035482790438,9.896633082334306,0.0028505113073354054,-54.1851308612891,1.2170793539416607
2025-01-01 00:08:00,1.437902878403357,0.8662694441334253,0.0,0.023965047973389282,0.014437824068890421,0.0,0.10067719229262213,0.0,0.11142345389519473,1.22580223221554,0.0,0.0,0.0,0.07447942194891674,0.7917900221845086,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.11969531576396,51.666666666666686,46.10666666666668,0.0,50.94230404902061,0.0,0.0,0.0,34.11969531576396,50.4845067633446,50.94230404902061,50.25560812050659,12.43753247303448,HP On,3224.3480486829885,21.166666666666714,2.656815215656069,0.0,1.206257522011023,0.019544710204516886,2.451022005311584,3204.8033384784717,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.075956037243,21.1722966819976,0.0,2.8,1154.4293514791425,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-6.639173253951668,0.18689198122201367,9.896834972900322,0.002850229813085998,-54.095316036019106,1.2170795606550633
2025-01-01 00:09:00,1.4382049173095628,0.8664645419933902,0.0,0.02397008195515938,0.014441075699889836,0.0,0.10067719229262213,0.0,0.11142345389519473,1.2261042711217458,0.0,0.0,0.0,0.07447942194891674,0.7919851200444734,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.020472697368421052,0.0,On,0.08020449492420108,0,On,0.012117557963305707,0,On,0.0616456214906661,0.04623421611799956,On,0,0,Off,Off,0.0,0.0,34.114110891534324,51.666666666666686,46.10666666666668,0.0,50.937130492290265,0.0,0.0,0.0,34.114110891534324,50.479718349958446,50.937130492290265,50.25101227879255,12.43753247303448,HP On,3224.9582061031806,21.166666666666714,2.656662324665861,0.0,1.2065548333059315,0.0195494378158145,2.4516739490886263,3205.408768287366,4813.5650317854615,0.0,Off,0.0,22.166666666666714,0,0.0,0.0,0.0,0.0,0,0.0,0,7051.084594558111,21.1722966819976,0.0,2.8,1155.0275920681406,-2403.064205077809,-0.0,-0.0,339.78468112791467,0.0,2.0,0.10036545842021584,0.0,0.0,1.4015533580902504,131.99922844444444,-6.651090085145626,0.18687363805798266,9.896295329013693,0.0028499487854764735,-54.005650098975586,1.2170797670259783
