Metric,Value
Total Electric Energy (kWh),1119.341546498873
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.5546410368039902
Peak Electric Power (kW),13.017768210054507
Other Electric Energy (kWh),168.313415951451
HVAC Heating Electric Energy (kWh),637.4938700623185
Lighting Electric Energy (kWh),150.45097879265896
Water Heating Electric Energy (kWh),162.39328169244448
HVAC Cooling Electric Energy (kWh),0.6900000000000001
Average Temperature - Indoor (C),21.702270428455115
Unmet Heating Load (C-hours),0.04946657793923084
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
