Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.4355243274632796,0.8745765984281143,0.0,1.4355243274632796,0.8745765984281143,0.0,0.08825814043217432,0.0,0.10818127790584309,1.239084909125262,0.0,0.0,0.0,0.0742068145425606,0.8003697838855538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.020472697368421052,0.0,0.06778544306375327,0.0,0.009238858515762243,0.0,0.06128214494885793,0.04596160871164343,0.0,0.0,0.0,0.0,33.685322026062074,51.66666666666668,46.10666666666668,0.0,50.79245771547925,0.09939150302390012,264.1554589040945,0.0,33.685322026062074,50.12254006475023,50.79245771547925,49.78758123938574,12.43753247303448,3250.97872062609,21.16666666666671,2.6502203144275303,0.0,1.2192073581063818,0.019877551018880134,2.4793219418410977,3231.1011696072096,4813.5902085464495,0.0,0.0,22.16666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7050.781393448005,21.17186577518351,0.0,2.8,1166.0015724103189,-2402.9820745729908,0.0,0.0,324.14889663604185,0.0,2.0,0.10036438213038755,0.0,0.0,1.4015383282418659,131.99922844444444,-6.143970278821618,0.18650443593528038,9.889490010078099,0.002844356106838961,-52.22719670693027,1.21702657423279
2025-01-01 01:00:00,1.3976986059144072,0.8648434177490018,0.0,1.3976986059144072,0.8648434177490018,0.0,0.06926827524204066,0.0,0.10317988623862986,1.2252504444337369,0.0,0.0,0.0,0.07340981526133564,0.7914336024876661,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.01893724506578947,0.0,0.05033103017625118,0.0,0.00530013255684898,0.0,0.06116098610158854,0.04587073957619139,0.0,0.0,0.0,0.0,31.160637441572714,51.66666666666668,46.10666666666668,0.0,50.188396807359794,0.0,0.0,0.0,31.160637441572714,47.885652695327735,50.188396807359794,46.73428063931171,12.43753247303448,3197.213319556395,21.16666666666671,2.635363529704038,0.0,1.2057151917353923,0.01953525269834465,2.452593932164205,3177.678066858051,4748.819361550672,0.0,0.0,22.16666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7044.620910123504,21.171230469086662,0.0,2.5,1188.7571453996652,-2301.1290349183105,0.0,0.0,300.1661208980038,0.0,2.0,0.09456646759322508,0.0,0.0,1.3205733556567998,131.99922844444444,-7.493260136423188,0.18557168327678486,9.873473902672329,0.0028298167314291483,-34.53471503129727,1.21709896044068
2025-01-01 02:00:00,1.434089598304088,0.8925963852017936,0.0,1.434089598304088,0.8925963852017937,0.0,0.06346519100906776,0.0,0.0936623864815206,1.2769620208134995,0.0,0.0,0.0,0.06776040414697156,0.824835981054822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.01893724506578947,0.0,0.044527945943278295,0.0,0.0033151809522251464,0.0,0.05456994481013367,0.04092745860760025,0.0,0.0,0.0,0.0,30.85571902182321,51.66666666666668,46.10666666666668,0.0,49.881280100178785,0.0,0.0,0.0,30.85571902182321,47.62452871074647,49.881280100178785,46.496153016030306,12.43753247303448,3220.0361912864,21.16666666666671,2.550840440342414,0.0,1.2566212718436274,0.020340748969872306,2.5729951953969654,3199.6954423165275,4562.232040739525,0.0,0.0,22.16666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027.427266680429,21.170824160700512,0.0,1.6500000000000001,1206.5871333009156,-2293.336864867907,0.0,0.0,285.30690979832343,0.0,2.0,0.08974858353708436,0.0,0.0,1.2532940178840208,131.99922844444444,-5.419102915900708,0.18515680973890744,9.866137032132,0.002823390741768146,-6.762528458221643,1.2171053598915988
2025-01-01 03:00:00,1.4728278334410523,0.9181786654201827,0.0,1.4728278334410523,0.9181786654201827,0.0,0.06244155614064671,0.0,0.09261356012589636,1.3177727171745095,0.0,0.0,0.0,0.066981578692837,0.8511970867273457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.01791361019736842,0.0,0.044527945943278295,0.0,0.0033047885354470113,0.0,0.05447301773231816,0.04085476329923861,0.0,0.0,0.0,0.0,30.55339754763343,51.66666666666668,46.10666666666668,0.0,49.57748320997372,0.0,0.0,0.0,30.55339754763343,47.36596191939362,49.57748320997372,46.26020127410357,12.43753247303448,3307.718361973469,21.16666666666671,2.5364929904275813,0.0,1.2967437515243685,0.02102896565014081,2.6685396335247877,3286.6893963233288,4599.334526719251,0.0,0.0,22.16666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027.300354151189,21.17076550608145,0.0,1.6500000000000001,1216.3080146390298,-2369.138566740774,0.0,0.0,283.2412334697253,0.0,2.0,0.09279183538869745,0.0,0.0,1.2957915057576337,131.99922844444444,-5.513014063390726,0.18497162745371085,9.862959357254384,0.0028205439838182803,-43.072485105646116,1.2171076931663705
2025-01-01 04:00:00,2.3151556607923123,1.0827331712519284,0.0,2.315155660792312,1.0827331712519286,0.0,0.06244155614064671,0.5833092014814816,0.0916720532648658,1.5702328499053178,0.007499999999999999,0.0,0.0,0.06627544854706406,1.0142702227048646,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.01791361019736842,0.0,0.044527945943278295,0.0,0.0033047885354470113,0.0,0.05447301773231816,0.04085476329923861,0.0,0.0,583.3092014814815,0.16666666666666666,34.558082209686894,51.66666666666668,46.10666666666668,0.0,51.24473106129158,0.0,0.0,583.3092014814815,34.558082209686894,50.82102471875074,51.2508084590186,50.60309414975331,12.43753247303448,3532.365545459209,21.16666666666671,2.320435620285066,0.0,1.4714557450455468,0.023777104859771015,2.9377307790845606,3508.588440599438,4358.038286366037,0.0,0.0,22.16666666666671,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,6998.257217971431,21.17073953338064,0.0,0.55,1234.7754752980704,-2577.3067817465076,0.0,0.0,282.2997266086947,0.0,2.0,0.09512367920993504,0.0,0.0,1.3283545368007845,131.99922844444444,-2.5830150233252547,0.18376413378175205,9.839922790565709,0.0028033656440779927,3.91582116631322,1.216549276465661
2025-01-01 05:00:00,3.5280288680796366,1.820583470218657,0.0,3.528028868079636,1.820583470218657,0.0,0.1307388225294049,0.5833092014814816,0.09879136397592325,2.707689480092826,0.007499999999999999,0.0,0.0,0.06940134680661435,1.7489946234120426,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.019960879934210526,0.0,0.1107779425951944,0.0,0.006256234900437423,0.0,0.05864088207838521,0.043980661558788894,0.0,0.0,583.3092014814815,0.16666666666666666,33.76534586266276,51.66666666666668,46.10666666666668,0.0,51.58675072011888,0.1924725799601901,522.0710250781709,583.3092014814815,33.76534586266276,50.96222949425385,51.59957472549562,50.6371448759446,12.43753247303448,4788.119892009655,22.000000000000032,1.9649444266084906,0.0,1.7997628581180956,0.03306475581938982,3.591129652219675,4755.055136190265,4140.328818359518,0.799861866155341,0.0,23.000000000000032,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,6996.397749950922,21.963513437199584,-0.0026615467423926733,-0.25000000000000006,2289.0755618534763,-2844.2692165342637,0.0,0.0,357.4245532042857,0.0,2.0,0.09726580282403988,0.0,0.0,1.3582682201740304,131.99922844444444,-12.199666826201257,0.17597396108300042,10.20747739772981,0.0028193481055623754,14.14482736934334,1.2126609664069556
2025-01-01 06:00:00,2.284402872210564,1.1805535752251102,0.0,2.284402872210564,1.18055357522511,0.0,0.2246118110161865,0.2333236805925926,0.11107305816607282,1.707894322435712,0.007499999999999999,0.0,0.0,0.07517532559985828,1.1031907496252518,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.022519967105263158,0.0,0.20209184391092333,0.0,0.01083929069959507,0.0,0.06445650674731598,0.04834238006048697,0.0,0.0,233.3236805925926,0.06666666666666667,31.968345750154956,51.66666666666668,46.10666666666668,0.0,51.547934478816856,0.1991214471620057,543.9106496332339,233.3236805925926,31.968345750154956,49.444809422291804,51.54797799715804,48.393203375688095,12.43753247303448,3889.2187020068523,22.000000000000032,2.2980830301324446,0.0,1.6806684825979823,0.027225839837729467,3.2751866281277575,3861.9928621691224,4294.348185772385,0.0,0.0,23.000000000000032,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,7011.88876977639,22.00894954969992,0.0,0.3,1578.6163392094948,-2771.172616658273,0.0,0.0,463.1721421543916,0.0,2.0,0.0971507248938796,0.0,0.0,1.3566612145169357,131.99922844444444,-2.601888293476422,0.1747424249263987,10.21470591715381,0.0028074573079732456,-45.147520594051365,1.2124826574995866
2025-01-01 07:00:00,2.779141176821487,1.2652697595070879,0.0,2.7791411768214864,1.2652697595070876,0.0,0.3441056641171916,0.4666473611851852,0.12908642281838137,1.8243017287007282,0.014999999999999998,0.0,0.0,0.08251225352287736,1.1783825059842103,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.02098451480263158,0.0,0.3231211493145601,0.0,0.019070084787878194,0.0,0.07235606358928028,0.05426704769196018,0.0,0.0,466.6473611851852,0.13333333333333333,33.250812538598296,51.66666666666668,46.10666666666668,0.0,51.54865589241961,0.22145567595458537,601.1096663250653,466.6473611851852,33.250812538598296,50.572008101613925,51.54865589241961,50.083684206211075,12.43753247303448,3867.7791056307365,22.000000000000032,2.1470952966630223,0.0,1.71911007630163,0.028017234601453746,3.3289299748219237,3839.7618710292827,4087.4386115570687,0.002174417797644541,0.0,23.000000000000032,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,6989.299525175182,22.012579455383065,0.0,-0.55,1514.2786971742764,-2957.904302336138,0.0,0.0,600.1263909287679,4.020809405240747,2.0,0.09943222355024667,0.0,0.0,1.3885212005484007,131.99922844444444,4.277502950909997,0.17424490395097872,10.208178182829853,0.0028000509177727524,11.508149766064433,1.2124731654153968
2025-01-01 08:00:00,3.269891328077146,1.3572242447694538,0.0,3.269891328077146,1.3572242447694538,0.0,0.4509847574620338,0.6999710417777778,0.14641531501132418,1.9575202138260106,0.014999999999999998,0.0,0.0,0.08841609821650716,1.2644331465529466,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.015866340460526315,0.0,0.4351184170015075,0.0,0.028527184055981272,0.0,0.07928634965308942,0.059464762239817046,0.0,0.0,699.9710417777777,0.2,33.16204358117326,51.66666666666668,46.10666666666668,0.0,51.3520410250857,0.21360406775358953,576.1500954049934,699.9710417777777,33.16204358117326,50.4847968506745,51.35384604709356,50.04936974146105,12.43753247303448,3852.4814276131233,22.000000000000032,1.9850684766021345,0.0,1.753952150251291,0.03262950075020924,3.3875609385636896,3819.8519268629143,3854.458500063979,0.020938562824510298,0.0,23.000000000000032,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,6966.500247096472,22.016030388631215,0.0,-1.4,1452.354361296381,-3170.504927548385,0.0,0.0,723.8492564420864,224.09984898026605,2.0,0.10242427661022345,0.0,0.0,1.4303037229400883,131.99922844444444,46.528604789556226,0.17531206143633668,10.231746457141249,0.002816540500675683,99.93738863352674,1.2130164227101912
2025-01-01 09:00:00,2.6254111152258828,1.2264651199561656,0.0,2.6254111152258828,1.2264651199561656,0.0,0.3058850597618313,0.40831644103703707,0.130543902582489,1.7656657118445256,0.014999999999999998,0.0,0.0,0.08158273923051351,1.140507380725652,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.012795435855263158,0.0,0.2930896239065681,0.0,0.02176691694180429,0.0,0.07017520433843122,0.0526314032538234,0.0,0.0,408.31644103703707,0.11666666666666667,34.48501108698327,51.66666666666668,46.10666666666668,0.0,51.71047895009231,0.0,0.0,408.31644103703707,34.48501108698327,51.62106793271481,51.72036467367321,51.56647670044516,12.43753247303448,3647.6957719984225,22.000000000000032,2.111570084819758,0.0,1.617777038306543,0.02856067965349283,3.2222406125926697,3619.1350923449295,3858.771310712,0.044327993884489464,0.0,23.000000000000032,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,6983.411542179967,22.0117966507884,0.0,-0.85,1238.6201341110195,-3047.383236816437,0.0,0.0,515.1052094530746,637.2426487992392,1.2665,0.10094903879078426,0.0,0.0,1.4097027656748915,83.58851141244445,123.20238947595949,0.17800461941199938,10.279297983217125,0.002857817253694143,154.24022110395563,1.2136123840984736
