Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,1.4875821960297346,0.18755565384575146,0.0,0.23528438914866276,1.1954272931851853,0.00687051369588656,0.05,0.0,0.0,49.80791408737809,21.14061657350833,-0.061585168048149265
2025-01-01 01:00:00,1.1185799482298682,0.18681235895546416,0.0,0.23429332929494637,0.8276035106666666,0.006683108268254981,0.05,0.0,0.0,48.84798689868965,20.33445233360563,-0.05655550358967603
2025-01-01 02:00:00,1.3474787524502256,0.18606906406517687,0.0,0.23330226944122998,1.057493374740741,0.006683108268254981,0.05,0.0,0.0,47.90424568138197,20.258453780209248,-0.0713888270937335
2025-01-01 03:00:00,1.2544068100151253,0.18532576917488958,0.0,0.23231120958751358,0.9655374291111111,0.0065581713165005955,0.05,0.0,0.0,47.00086320412119,20.28106080913419,-0.06595502663817818
2025-01-01 04:00:00,1.4373276414206682,0.18458247428460225,0.03871440426507711,0.2313201497337972,1.1494493203703704,0.0065581713165005955,0.05,0.03871440426507711,0.0,48.80621513412943,20.337896579065674,-0.045065130406555555
2025-01-01 05:00:00,1.5755114337686213,0.18458247428460225,0.0,0.2313201497337972,1.287383238814815,0.006808045220009367,0.05,0.0,0.0,52.07899152108903,20.30512330303396,-0.057448061722438895
2025-01-01 06:00:00,1.6237838686702548,0.18606906406517687,0.0,0.23330226944122998,1.3333612116296296,0.007120387599395333,0.05,0.0,0.0,51.03098235863378,20.32039722161299,-0.06317179435219154
2025-01-01 07:00:00,1.6715565557648708,0.18755565384575146,0.0,0.23528438914866276,1.3793391844444445,0.006932982171763754,0.05,0.0,0.0,50.01789405744644,20.311472386357217,-0.0570406976785474
2025-01-01 08:00:00,1.633795170790368,0.19154862256608646,0.0,0.24222575764820048,1.3333612116296296,0.008208201512537771,0.05,0.0,0.0,49.02576685165763,20.255487478812213,-0.07786413443047918
2025-01-01 09:00:00,1.5685676347136734,0.2209231252259294,0.03871440426507711,0.29796838615412047,1.1954272931851853,0.02517195537436779,0.05,0.03871440426507711,0.0,49.903840288511475,20.310232502024064,-0.05461742013880251
2025-01-01 10:00:00,1.7542350586699995,0.22017983033564212,0.030971523412061684,0.29991940278327556,1.3793391844444445,0.024976471442279675,0.05,0.030971523412061684,0.0,51.89942527836024,21.118382679960074,-0.06917578927218451
2025-01-01 11:00:00,1.2504465488876704,0.22017983033564212,0.030971523412061684,0.3025980097303676,0.8735814834814816,0.024267055675821447,0.05,0.030971523412061684,0.0,51.38276213009119,21.118389238867312,-0.06533063282236036
2025-01-01 12:00:00,1.35879802478031,0.2216664201162167,0.030971523412061684,0.36561846009877336,0.9195594562962963,0.023620108385240413,0.05,0.030971523412061684,0.0,51.897498935806404,21.122114925557394,-0.06365213689212794
2025-01-01 13:00:00,1.0922424080358677,0.2216664201162167,0.0,0.32909784064130077,0.6896695922222222,0.023474975172344696,0.05,0.0,0.0,51.494458097461234,21.11725140817977,-0.05989648805996618
