Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.0508332717334383,0.18755565384575146,0.0,0.050847221195557304,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,2.758678368888889,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,On,2758.678368888889,21.444444444444485,1.0,0.0,2.758678368888889,0.0,1,2758.678368888889,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,77.01738768132967,51.666666666666686,46.10666666666668,0.0,50.27724927862224,0.0,0.0,0.0,120.3396682520776,50.31558750236375,50.33475661423451,50.27724927862224,12.43753247303448,21.61039558245252,0.0,2.8,2114.6471899365843,-1006.317333476609,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04105058708412327,0.0,0,2.1891258748951876,131.99922844444444,1.5011388927298057,0.20723331293677866,10.513764342590239,0.003258059207064384,-11.315114074080103,1.2114330301831315
2025-01-01 00:01:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,76.59980235110184,51.666666666666686,46.10666666666668,0.0,50.26030592700919,0.0,0.0,0.0,119.68719117359663,50.29958771518393,50.31922860927131,50.26030592700919,12.43753247303448,21.749999428388513,0.0,2.8,-657.5148388158823,-1016.809853322108,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04117303608896139,0.0,0,2.195655776265343,131.99922844444444,-1.4900011253481722,0.2060578327783091,10.599413770238328,0.0032578336825170168,-11.636929280570488,1.2143967878522468
2025-01-01 00:02:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,76.96067834839674,51.666666666666686,46.10666666666668,0.0,50.24345516567152,0.0,0.0,0.0,120.25105991936991,50.28367467823825,50.30378443452162,50.24345516567152,12.43753247303448,21.599561180076762,0.0,2.8,-646.4490375921444,-1005.5047958231012,-0.0,-0.0,360.78501563157397,0.0,2.0,0.041041080150321416,0.0,0,2.1886188937225697,131.99922844444444,-1.7292574006171328,0.20794747194881522,10.533235646385597,0.003257602309835932,-11.228224805972278,1.2150167774700573
2025-01-01 00:03:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,77.3048283009747,51.666666666666686,46.10666666666668,0.0,50.22652549055082,0.0,0.0,0.0,120.78879422027298,50.26768667199889,50.288267262722925,50.22652549055082,12.43753247303448,21.455281564506294,0.0,2.8,-636.2250596837443,-994.7086912303804,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04091442503085642,0.0,0,2.1818646907037293,131.99922844444444,-2.301384084937869,0.20977804837805178,10.469425265348214,0.0032573791771885277,-10.835983876800885,1.2156119817254147
2025-01-01 00:04:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,77.63336980003771,51.666666666666686,46.10666666666668,0.0,50.209520588990266,0.0,0.0,0.0,121.30214031255893,50.25162717117674,50.27268046226999,50.209520588990266,12.43753247303448,21.316747541636808,0.0,2.8,-625.6020652033171,-984.3851031860686,-0.0,-0.0,360.78501563157397,0.0,2.0,0.040792721042680204,0.0,0,2.175374519222174,131.99922844444444,-2.001977648822564,0.21155277734799005,10.407788539614781,0.0032571639447768605,-10.459138854486799,1.2161840329940397
2025-01-01 00:05:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,77.94697364063353,51.666666666666686,46.10666666666668,0.0,50.1924439019863,0.0,0.0,0.0,121.7921463134899,50.23549941831149,50.25702717647408,50.1924439019863,12.43753247303448,21.183712357726883,0.0,2.8,-614.7823285061429,-974.5106208924424,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04067576303777914,0.0,0,2.1691374392437472,131.99922844444444,-1.0567232452744797,0.21327294672314728,10.3489110756288,0.0032569562952598943,-10.09704147350175,1.2167338853601448
2025-01-01 00:06:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,78.24629976411177,51.666666666666686,46.10666666666668,0.0,50.17529872262981,0.0,0.0,0.0,122.25984338142464,50.21930651659011,50.24131041357027,50.17529872262981,12.43753247303448,21.05593316453561,0.0,2.8,-604.2454700889505,-965.0625967199895,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04056334812992757,0.0,0,2.1631426313498303,131.99922844444444,0.03211099946508611,0.21493995348880923,10.29198247613636,0.003256755925198659,-9.749053461216409,1.217262482873232
2025-01-01 00:07:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,78.53208517299436,51.666666666666686,46.10666666666668,0.0,50.15808819850264,0.0,0.0,0.0,122.70638308280368,50.203051432101745,50.2255330489013,50.15808819850264,12.43753247303448,20.933138256131326,-0.011306188313159993,2.8,-594.1569777036143,-956.0167052940561,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04045524693195944,0.0,0,2.1573778628924574,131.99922844444444,1.0747119588679546,0.21655573228852912,10.237565301856705,0.003256562544774292,-9.414463985553954,1.2177708948062527
2025-01-01 00:08:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,78.80506166803302,51.666666666666686,46.10666666666668,0.0,50.14081531470576,0.0,0.0,0.0,123.13290885630158,50.186736977828716,50.2096978093902,50.14081531470576,12.43753247303448,20.815057711884208,-0.12938673256027755,2.8,-584.5256085110984,-947.3492010258917,-0.0,-0.0,360.78501563157397,0.0,2.0,0.04035123055245669,0.0,0,2.151830927660672,131.99922844444444,2.0385768832192284,0.21812235414124367,10.184840875860752,0.0032563758791692874,-9.092567114680012,1.218260188817792
2025-01-01 00:09:00,0.2921549028445493,0.18755565384575146,0.0,0.004869248380742488,0.0031259275640958574,0.0,0.00687051369588656,0.23528438914866276,0.0,0.05,0.0,0.0,0.17297232051241812,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002498739035087719,0.0,On,0.004371774660798841,0,On,0.004654628465438532,0,On,0.19098736653456852,0.14324052490092634,On,0,0,Off,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2758.678368888889,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,1994.05584,Off,0.0,0,79.06591832989642,51.666666666666686,46.10666666666668,0.0,50.1234828950112,0.0,0.0,0.0,123.54049739046316,50.17036581472724,50.19380727458527,50.1234828950112,12.43753247303448,20.70143738039685,-0.24300706404763517,2.8,-575.3220149009796,-939.0379102872172,-0.0,-0.0,360.78501563157397,0.0,2.0,0.040251083006141365,0.0,0,2.1464903076959225,131.99922844444444,2.930879754663515,0.21964182965474624,10.134371722027666,0.0032561956683931953,-8.78269721552137,1.2187313725791105
