Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7480684742252472,0.2719796653373098,0.30193963963963966,0.7480684742252472,0.2719796653373098,0.3019396396396396,0.02641528990687121,0.0,0.3961751895267093,0.30547799479166665,0.020000000000000004,0.30193963963963966,0.0,0.0,0.2661463320039764,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.005264967105263157,0.0,0.021150322801608057,0.0,0.04131341352140737,0.0,0.2958669354937298,0.22190020162029728,6178.10752005415,21.722222222222285,0.4470833333333334,2312.675649922701,8.848978567767766,0.30547799479166665,0.48333333333333334,8185.305175185185,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,35.22662625897739,51.66666666666668,46.10666666666668,0.0,51.70090538005535,0.0,0.0,0.0,35.22662625897739,51.71125616585761,51.71643155875874,51.70090538005535,12.43753247303448,21.43381699135931,-0.06377545030869622,5.162398004549446,2.8,9.236100170605994,3849.05834936082,1560.209346000953,-2647.5192365710077,0.0,0.0,467.87940817124166,0.0,1.0,0.10900563201851414,0.0,0.0,1.4106465020151253,65.99961422222222,-149.40934229356424,0.17673743497756864,9.88856952471765,0.0027378954439050422,-75.07015562840417,1.2160242340700704,0.16490778998531885,-510.8352119660055,-241.6310919557426
2025-01-01 01:00:00,0.6631674189450079,0.25630151213756525,0.28111621621621624,0.6631674189450079,0.25630151213756525,0.2811162162162162,0.015405188425556366,0.0,0.3433516836444515,0.284410546875,0.020000000000000004,0.28111621621621624,0.0,0.0,0.2504681788042319,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.00487009457236842,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,5752.03113936076,21.722222222222285,0.41625000000000006,2153.180777514239,8.238704183783783,0.284410546875,0.45,7620.80137,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,34.844547314958916,51.66666666666668,46.10666666666668,0.0,51.38851213545339,0.0,0.0,0.0,34.844547314958916,51.41604830324125,51.429816387135176,51.38851213545339,12.43753247303448,21.466496765655805,-0.04780684571519901,6.726943932345517,2.5,9.236100170605994,3471.3598287243835,1135.273803321554,-2543.8696924911565,0.0,0.0,405.4058541354165,0.0,1.0,0.10289151964264681,0.0,0.0,1.3315235147324158,65.99961422222222,-142.2074722806372,0.17510806425486505,9.88158620745885,0.002717948761987458,-56.8111424814099,1.2159627474304353,0.14792662332877302,-799.3867924511095,-218.52018174157533
2025-01-01 02:00:00,0.6616925479322187,0.2551953588779733,0.28111621621621624,0.6616925479322187,0.2551953588779733,0.2811162162162162,0.015405188425556366,0.0,0.3418768126316622,0.284410546875,0.020000000000000004,0.28111621621621624,0.0,0.0,0.24936202554463993,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.00487009457236842,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,5752.03113936076,21.722222222222285,0.41625000000000006,2153.180777514239,8.238704183783783,0.284410546875,0.45,7620.80137,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,34.549313415655206,51.66666666666668,46.10666666666668,0.0,51.07935766824471,0.0,0.0,0.0,34.549313415655206,51.123683506040365,51.145846424938206,51.07935766824471,12.43753247303448,21.42738835101061,-0.0643951567625096,7.206353404550027,1.6500000000000001,9.236100170605994,3498.2561643911545,1007.4061398212608,-2527.9548709304536,0.0,0.0,403.93098312262725,0.0,1.0,0.09762928789739574,0.0,0.0,1.263424750780746,65.99961422222222,-129.75108716177917,0.17475033143361562,9.850397179540744,0.0027057501228567216,-26.359372696047064,1.216133361840859,0.12550670825385693,-914.158945337091,-231.61569235588706
2025-01-01 03:00:00,0.6599544285641661,0.25408920561838133,0.28111621621621624,0.6599544285641661,0.25408920561838133,0.2811162162162162,0.015141940070293212,0.0,0.3404019416188729,0.284410546875,0.020000000000000004,0.28111621621621624,0.0,0.0,0.24825587228504797,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.004606846217105263,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,5752.03113936076,21.722222222222285,0.41625000000000006,2153.180777514239,8.238704183783783,0.284410546875,0.45,7620.80137,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,34.22440550300861,51.66666666666668,46.10666666666668,0.0,50.78243870607737,0.0,0.0,0.0,34.22440550300861,50.834259997196504,50.86017064275608,50.78243870607737,12.43753247303448,21.417000415293877,-0.0622283834652538,6.9955956797484555,1.6500000000000001,9.236100170605994,3420.4872017783805,949.5755257287694,-2608.1415766231275,0.0,0.0,402.1928637545749,0.0,1.0,0.10086179160032667,0.0,0.0,1.3052567181465784,65.99961422222222,-125.59522471382685,0.17434565336909472,9.836862651429275,0.00269778332545088,-62.78066547622763,1.2161820019150271,0.1389873122900099,-961.4987341616743,-242.10651762379513
2025-01-01 04:00:00,0.6900807294263769,0.2529830523587893,0.31235135135135134,0.6900807294263769,0.2529830523587893,0.31235135135135134,0.015141940070293212,0.0,0.3389270706060836,0.31601171875000006,0.020000000000000004,0.31235135135135134,0.0,0.0,0.24714971902545596,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.004606846217105263,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,6391.145710400845,21.722222222222285,0.4625000000000001,2392.423086126932,9.154115759759758,0.31601171875000006,0.5,8467.557077777778,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,33.8867800806944,51.66666666666668,46.10666666666668,0.0,50.53704511994483,0.0,0.0,0.0,33.8867800806944,50.547550068800874,50.5528025432289,50.53704511994483,12.43753247303448,21.421698357441038,-0.06029900638833462,6.883920484852066,0.55,9.236100170605994,3834.4417772341376,1020.8653701984713,-2835.7720790861654,0.0,0.0,400.71799274178557,0.0,1.0,0.1033826016670932,0.0,0.0,1.3378786280156463,65.99961422222222,-121.64984682232763,0.17282969594464292,9.811202819136177,0.0026762623825187367,-9.142044968553575,1.215607730970669,0.13952964297688653,-1133.9094812161443,-237.64823471231648
2025-01-01 05:00:00,0.7011409500952366,0.2529830523587893,0.32276306306306307,0.7011409500952365,0.2529830523587893,0.322763063063063,0.015668436780819528,0.0,0.3389270706060836,0.32654544270833336,0.020000000000000004,0.32276306306306307,0.0,0.0,0.24714971902545596,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.005133342927631578,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,6604.183900747539,21.722222222222285,0.4779166666666667,2472.1705223311633,9.45925295175175,0.32654544270833336,0.5166666666666667,8749.80898037037,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,33.5135797173084,51.66666666666668,46.10666666666668,0.0,50.236796927464255,0.0,0.0,0.0,33.5135797173084,50.26381213310216,50.277319735921104,50.236796927464255,12.43753247303448,21.458236896637473,-0.05379430049950707,6.2764858314770455,-0.25000000000000006,9.236100170605994,3925.439652486117,1094.3841790828812,-2957.3375205659563,0.0,0.0,401.2444894523118,0.0,1.0,0.10346482269639963,0.0,0.0,1.3389426538392248,65.99961422222222,-122.65121714777791,0.17316573243868527,9.837447226661428,0.002688865333312437,5.260368274190309,1.2148377110405824,0.1303319395034724,-1110.9461102008863,-266.84023304739554
2025-01-01 06:00:00,0.673147641133973,0.2551953588779733,0.2915279279279279,0.673147641133973,0.2551953588779733,0.2915279279279279,0.01632655766897742,0.0,0.3418768126316622,0.29494427083333336,0.020000000000000004,0.2915279279279279,0.0,0.0,0.24936202554463993,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.005791463815789473,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,5965.069329707456,21.722222222222285,0.43166666666666675,2232.92821371847,8.543841375775774,0.29494427083333336,0.4666666666666667,7903.053272592592,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,33.19947091706629,51.66666666666668,46.10666666666668,0.0,49.939624242755166,0.0,0.0,0.0,33.19947091706629,49.982771537848635,50.00434518539537,49.939624242755166,12.43753247303448,21.44669500154519,-0.06141864299741104,6.103165761017848,0.3,9.236100170605994,3374.9929111381252,946.2621966084432,-2867.3511058830113,0.0,0.0,404.85235236604836,0.0,1.0,0.10317866744338114,0.0,0.0,1.3352395065868403,65.99961422222222,-127.57766505236668,0.17236425539906744,9.816212536259378,0.0026744142060521267,-57.17707974328406,1.2148960506829243,0.13566082869633822,-1034.6138850572106,-252.05213205281606
2025-01-01 07:00:00,0.6862362345849903,0.25740766539715726,0.30193963963963966,0.6862362345849902,0.25740766539715726,0.3019396396396396,0.015931685136082684,0.0,0.3448265546572408,0.30547799479166665,0.020000000000000004,0.30193963963963966,0.0,0.0,0.2515743320638239,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.005396591282894736,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,6178.10752005415,21.722222222222285,0.4470833333333334,2312.675649922701,8.848978567767766,0.30547799479166665,0.48333333333333334,8185.305175185185,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,32.91708840872763,51.66666666666668,46.10666666666668,0.0,49.64540741337545,0.0,0.0,0.0,32.91708840872763,49.70432002238939,49.733776326896354,49.64540741337545,12.43753247303448,21.41048440776839,-0.07010228645751919,5.928923797665377,-0.55,9.236100170605994,3404.56249773281,852.7653022305766,-3056.3825235497343,0.0,0.0,407.4072218587322,3.8088655212034914,1.0,0.10554456448772517,0.0,0.0,1.3658566804697918,65.99961422222222,-124.56972063033886,0.17211727875019195,9.789049676464803,0.0026646671276276527,4.81514623829257,1.2150524536243763,0.14038772214021614,-1203.695565628525,-256.21478206359956
2025-01-01 08:00:00,0.6969285877797969,0.2585138186567492,0.31235135135135134,0.696928587779797,0.2585138186567492,0.31235135135135134,0.014615443359766896,0.0,0.34630142567003014,0.31601171875000006,0.020000000000000004,0.31235135135135134,0.0,0.0,0.25268048532341586,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.004080349506578947,0.0,0.010535093853187948,0.0,0.00939411190547554,0.0,0.2764376022401931,0.20732820168014474,6391.145710400845,21.722222222222285,0.4625000000000001,2392.423086126932,9.154115759759758,0.31601171875000006,0.5,8467.557077777778,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,32.59454972283192,51.66666666666668,46.10666666666668,0.0,49.42044282795761,0.0,0.0,0.0,32.59454972283192,49.42840250479242,49.43238234320984,49.42044282795761,12.43753247303448,21.413292391725506,-0.06660778971871348,5.418684858049534,-1.4,9.236100170605994,3448.7593179378878,812.7514025398649,-3281.747165269417,0.0,0.0,407.5658510952058,244.31954821771083,1.0,0.1088036091286384,0.0,0.0,1.4080321152384698,65.99961422222222,-68.20507828874527,0.17309186411773944,9.810201720017892,0.0026790415274880785,100.83178689042136,1.2156010226793996,0.1470543565035326,-1326.5698735029516,-253.10181008411547
2025-01-01 09:00:00,0.9094963080715461,0.3293448057076171,0.30193963963963966,0.909496308071546,0.3293448057076171,0.3019396396396396,0.08429650104113878,0.0,0.49972181223874057,0.30547799479166665,0.020000000000000004,0.30193963963963966,0.0,0.0,0.32351147237428374,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.003290604440789473,0.0,0.08100589660034932,0.0,0.06837318240636207,0.0,0.37087891830801695,0.27815918873101264,6178.10752005415,21.722222222222285,0.4470833333333334,2312.675649922701,8.848978567767766,0.30547799479166665,0.48333333333333334,8185.305175185185,16935.114155555555,0.0,22.722222222222285,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,2573.750497777778,0.0,0.0,32.316227235101366,51.66666666666668,46.10666666666668,0.0,49.13147424964825,0.0,0.0,0.0,32.316227235101366,49.155350991298555,49.16728936212372,49.13147424964825,12.43753247303448,21.378987747744475,-0.07408516719679674,5.449089844188719,-0.85,9.236100170605994,3690.001358276909,918.1858104733523,-3144.589975390944,0.0,0.0,624.0564032205403,627.8696497481561,1.0,0.10711166918743267,0.0,0.0,1.3861366487796711,65.99961422222222,32.42741039316171,0.1763453360274797,9.847196161916532,0.0027224560664859876,198.9055507176906,1.2163208125609897,0.14339470145017227,-1197.6067363608056,-196.88310308854315
