Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.3281109703508,51.666666666666686,46.10666666666668,0.0,50.678376787723074,0.0,0.0,0.0,33.3281109703508,48.62400735268747,50.678376787723074,47.59682263516968,12.43753247303448,20.03931524175488,-0.0717958693562899,6.137598278899013,2.8,9.236100170605994,121.75317583941575,-1613.1573574322615,-520.2994185590625,-0.0,-0.0,665.1244031294736,0.0,4.0,0.023158780010670225,0.0,0.0,0.2996987532482826,263.9984568888889,-23.071808730995407,0.22710934929343204,9.797509254550747,0.003241345496449627,144.86094988341858,1.217936868459837,0.37942822646385216,-1650.3701140244352,37.212756592173974
2025-01-01 00:01:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.36570547105139,51.666666666666686,46.10666666666668,0.0,50.672964139428395,0.0,0.0,0.0,33.36570547105139,48.6193300315324,50.672964139428395,47.592512977584406,12.43753247303448,20.00230389140614,0.0,6.128122066153756,2.8,9.236100170605994,99.55125721573722,-1608.3514425885548,-518.5714136416959,-0.0,-18.087572689564887,665.1244031294736,0.0,4.0,0.02313152710228492,0.0,0.0008068188235541753,0.3097871487830785,263.9984568888889,-28.914159582475637,0.2283443115269755,9.805588581738977,0.0032420424097331403,142.61258262638466,1.2216483239356006,0.37939584460734915,-1645.5438829163347,37.192440327779984
2025-01-01 00:02:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.4030309676884,51.666666666666686,46.10666666666668,0.0,50.667546067708805,0.0,0.0,0.0,33.4030309676884,48.61464743430411,50.667546067708805,47.58819811760177,12.43753247303448,19.965518468452924,0.0,6.118994505312684,2.8,9.236100170605994,96.4811755235823,-1603.638082424837,-516.8562398651438,-0.0,-16.888852886298235,665.1244031294736,0.0,4.0,0.023104426155564368,0.0,0.0007549628393099774,0.3087653637944244,263.9984568888889,-34.898134854449275,0.2289133210776573,9.789968194021895,0.0032427264219088373,142.78322569710696,1.2218011346699544,0.3793646515412707,-1640.8959649768635,37.257882552026615
2025-01-01 00:03:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.43953735887151,51.666666666666686,46.10666666666668,0.0,50.66212261257973,0.0,0.0,0.0,33.43953735887151,48.60995959875508,50.66212261257973,47.58387809184276,12.43753247303448,19.929431820599355,0.0,6.110240618723588,2.8,9.236100170605994,93.24044923946559,-1599.0384943890156,-515.1758604595857,-0.0,-15.71372786112269,665.1244031294736,0.0,4.0,0.023077826047134584,0.0,0.0007039124034412124,0.30776048481096313,263.9984568888889,-40.9943655692996,0.22947400010353722,9.774051091764466,0.003243411166887427,142.95046926374087,1.221951069779667,0.3793347330820037,-1636.4390154309215,37.40052104190622
2025-01-01 00:04:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.47525504269267,51.666666666666686,46.10666666666668,0.0,50.65669389581853,0.0,0.0,0.0,33.47525504269267,48.6052666398399,50.65669389581853,47.579553011850585,12.43753247303448,19.894017935785378,0.0,6.101872291899811,2.8,9.236100170605994,93.93438119671941,-1594.5918894648562,-513.5289405856993,-0.0,-14.561304440480333,665.1244031294736,0.0,4.0,0.023051708369588187,0.0,0.0006536397794054328,0.306771914681885,263.9984568888889,-43.09977690657449,0.2300266420978916,9.75914023921891,0.0032440966297977783,143.11443680766303,1.222098235620341,0.37930613015735437,-1632.1789982987057,37.58710883384954
2025-01-01 00:05:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.51009647101071,51.666666666666686,46.10666666666668,0.0,50.65126003468291,0.0,0.0,0.0,33.51009647101071,48.60056866824702,50.65126003468291,47.575222985029086,12.43753247303448,19.859352172278843,0.0,6.093890839355233,2.8,9.236100170605994,96.76542683720453,-1590.3212891662058,-511.9188590639604,-0.0,-13.433988004057703,665.1244031294736,0.0,4.0,0.02302612948108082,0.0,0.0006042612842869897,0.3058018880047864,263.9984568888889,-43.006129224251,0.23057009607732573,9.743961500013294,0.003244782796311623,143.2746335329121,1.2222423158395193,0.37927884755845004,-1628.116497732661,37.795208566455415
2025-01-01 00:06:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.54403166631302,51.666666666666686,46.10666666666668,0.0,50.64582115944156,0.0,0.0,0.0,33.54403166631302,48.59586580695159,50.64582115944156,47.57088813070661,12.43753247303448,19.82546041875262,0.0,6.086290774692639,2.8,9.236100170605994,100.49411036251462,-1586.234260936085,-510.3466862019051,-0.0,-12.332571172158909,665.1244031294736,0.0,4.0,0.02300110930780839,0.0,0.0005558237669538429,0.3048512689185977,263.9984568888889,-41.95103539289494,0.2311039098174856,9.729840678660121,0.0032454696499163937,143.430862881616,1.2223832002348625,0.37925286681439935,-1624.2486405087664,38.01437957268131
2025-01-01 00:07:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.57706693654692,51.666666666666686,46.10666666666668,0.0,50.6403774048171,0.0,0.0,0.0,33.57706693654692,48.591158183135796,50.6403774048171,47.56654857229515,12.43753247303448,19.792337380917427,0.0,6.0790626297103145,2.8,9.236100170605994,103.89123066477367,-1582.3307396970345,-508.8120453048045,-0.0,-11.25683301024291,665.1244031294736,0.0,4.0,0.02297664476019295,0.0,0.0005083296584423893,0.30392004890110474,263.9984568888889,-41.164294149652534,0.23162807660973145,9.71546553908866,0.0032461571732303658,143.5831186735719,1.2225209086876154,0.37922815582260266,-1620.570532666523,38.239792969488434
2025-01-01 00:08:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.609243452616205,51.666666666666686,46.10666666666668,0.0,50.63492890459294,0.0,0.0,0.0,33.609243452616205,48.58644592309659,50.63492890459294,47.56220443234842,12.43753247303448,19.759947799204138,0.0,6.072194613751241,2.8,9.236100170605994,107.19162501988393,-1578.6077003555483,-507.3131778484359,-0.0,-10.205581833345919,665.1244031294736,0.0,4.0,0.022952710576690332,0.0,0.0004617379881220048,0.30300737083892765,263.9984568888889,-40.414018427807804,0.23214302351190716,9.701472974273997,0.0032468453488422636,143.73158050939577,1.2226555862283488,0.37920467451854867,-1617.0761047506037,38.4684043950553
2025-01-01 00:09:00,0.4383357942152587,0.23851229360991347,0.0,0.007305596570254312,0.003975204893498558,0.0,0.035484073434011276,0.0,0.3828517207812474,0.0,0.020000000000000004,0.0,0.0,0.0,0.23267896027658014,0,0.005833333333333337,1,0.0,0.0,Off,0.0,0.0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.03197409536383584,0,On,0.07261310707914044,0,On,0.2458549710667706,0.1843912283000779,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,10398.456093333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1759.3058800000001,Off,0.0,0.0,33.64059406495432,51.666666666666686,46.10666666666668,0.0,50.629475786431506,0.0,0.0,0.0,33.64059406495432,48.58172914735293,50.629475786431506,47.55785582781365,12.43753247303448,19.72826355944251,0.0,6.065673559052378,2.8,9.236100170605994,110.3668178016431,-1575.0607705182879,-505.84866577584575,-0.0,-9.177861529830258,665.1244031294736,0.0,4.0,0.022929286715032297,0.0,0.0004160173440915924,0.3021125688614811,263.9984568888889,-39.73105802215444,0.2326490806890192,9.687848272935852,0.003247534160130779,143.87638656977666,1.2227873482305516,0.37918237810691496,-1613.7585930809712,38.69782256268338
