Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.4261050616454465,0.18615683272516115,0.10406666666666667,0.4261050616454465,0.18615683272516115,0.10406666666666665,0.01651648249733579,0.0,0.23817746803699957,0.12141111111111111,0.05,0.10406666666666667,0.0,0.0,0.1715734993918278,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.00284234283625731,0.0,0.006837069830539239,0.0,0.006837069830539239,0.0,0.009412802181229111,0.0,0.19369991537324127,0.14527493652993093,0.0,0.0,2117.3407275565455,14.444444444444457,0.21333333333333335,443.98507392493553,3.0498933629629628,0.12141111111111111,0.26666666666666666,2439.9146903703704,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,41.86633782463385,51.66666666666668,46.10666666666668,0.0,50.45253327805823,0.0,0.0,0.0,41.86633782463385,50.09721935781891,50.45253327805823,49.91956239769926,12.43753247303448,14.127555950426853,-0.06285789869370072,0.8482613904086246,2.8,9.236100170605994,708.3792635111073,503.32102975805844,-1374.3170922525644,0.0,0.0,439.1337991248751,0.0,3.0,0.09307180384523282,0.0,0.0,2.4088923131644484,197.99884266666666,-50.31002540644012,0.3152271160399563,6.848474479543557,0.003082847715329182,-57.45055053773942,1.2466915354741799,0.0,0.0,50.87096509106763
2025-01-01 01:00:00,0.44928096558711894,0.18626130013891054,0.12357916666666666,0.44928096558711894,0.1862613001389105,0.12357916666666666,0.01645048441306254,0.0,0.238654786729612,0.14417569444444442,0.05,0.12357916666666666,0.0,0.0,0.1716779668055772,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.002629167123538011,0.0,0.006910658644762265,0.0,0.006910658644762265,0.0,0.00975083098884231,0.0,0.1947158240203037,0.14603686801522775,0.0,0.0,2514.3421139733978,14.444444444444457,0.25333333333333335,527.232275285861,3.621748368518518,0.14417569444444442,0.31666666666666665,2897.398694814815,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,41.51198470251813,51.66666666666668,46.10666666666668,0.0,50.223024634975715,0.0,0.0,0.0,41.51198470251813,49.88650464135467,50.223024634975715,49.71824464454414,12.43753247303448,14.220703460521387,-0.040826250222811805,2.5632454846377235,2.5,9.236100170605994,1131.119516274429,-1255.1275614668687,-1267.819670861941,0.0,0.0,439.47400612791995,0.0,3.0,0.08316720114312749,0.0,0.0,2.1525405468043144,197.99884266666666,-52.0085101702679,0.31066972623036765,6.862479403875335,0.003056360001591873,-24.09820994763596,1.2463678162819205,0.0,0.0,44.049728665864414
2025-01-01 02:00:00,0.7530070720660399,0.18230213296441017,0.39025,0.7530070720660399,0.18230213296441017,0.39024999999999993,0.01582163454606578,0.0,0.23189377085330742,0.45529166666666665,0.05,0.39025,0.0,0.0,0.16771879963107683,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.002629167123538011,0.0,0.0065962337112638846,0.0,0.0065962337112638846,0.0,0.00826870467853828,0.0,0.19031355321636642,0.14273516491227475,0.0,0.0,7940.027728337046,21.111111111111143,0.8,1664.9440272185082,11.43710011111111,0.45529166666666665,1.0,9149.680088888888,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,36.419279607797286,51.66666666666668,46.10666666666668,0.0,50.004968193445464,0.0,0.0,0.0,36.419279607797286,49.686293692198525,50.004968193445464,49.52695644157506,12.43753247303448,18.3968497601164,-2.12535151750001,1.827067301388437,1.6500000000000001,9.236100170605994,4751.3869560115245,-1529.0152983773346,-1937.266116829788,0.0,0.0,432.3922993408942,0.0,3.0,0.08740235802542372,0.0,0.0,2.2621552360798507,197.99884266666666,-95.76140916921852,0.2395059987559237,8.842480790858522,0.003049961577038194,-12.187522297487662,1.2285710210139713,0.0,0.0,49.415371864873606
2025-01-01 03:00:00,0.6457536139399416,0.18164466889286274,0.29919166666666663,0.6457536139399416,0.18164466889286274,0.29919166666666663,0.015679517404252916,0.0,0.23101715209124418,0.3490569444444444,0.05,0.29919166666666663,0.0,0.0,0.1670613355595294,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.002487049981725146,0.0,0.0065962337112638846,0.0,0.0065962337112638846,0.0,0.00826870467853828,0.0,0.19031355321636642,0.14273516491227475,0.0,0.0,6087.3545917250685,21.111111111111143,0.6133333333333334,1276.4570875341894,8.768443418518519,0.3490569444444444,0.7666666666666667,7014.754734814814,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,33.39799621922133,51.66666666666668,46.10666666666668,0.0,49.81610293421114,0.0,0.0,0.0,33.39799621922133,49.51312297212137,49.81610293421114,49.3616329910765,12.43753247303448,20.819795710494603,-0.06285749620057525,1.6966422993129482,1.6500000000000001,9.236100170605994,2733.583118205379,-852.1401880559092,-2485.5608938239325,0.0,0.0,431.3735634370181,0.0,3.0,0.09916181337376305,0.0,0.0,2.566514455792837,197.99884266666666,-82.11322478776198,0.20334134192718079,9.942653922514618,0.0030348371608754717,-67.23347913004267,1.218404858522741,0.0,0.0,48.228814695455576
2025-01-01 04:00:00,0.6145242174001005,0.1809872048213153,0.273175,0.6145242174001004,0.1809872048213153,0.27317499999999995,0.015679517404252916,0.0,0.23014053332918097,0.3187041666666667,0.05,0.273175,0.0,0.0,0.16640387148798197,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002487049981725146,0.0,0.0065962337112638846,0.0,0.0065962337112638846,0.0,0.00826870467853828,0.0,0.19031355321636642,0.14273516491227475,0.0,0.0,5558.0194098359325,21.111111111111143,0.56,1165.4608190529557,8.005970077777778,0.3187041666666667,0.7,6404.776062222222,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,33.16554890846206,51.66666666666668,46.10666666666668,0.0,49.63258295477515,0.0,0.0,0.0,33.16554890846206,49.34479575008456,49.63258295477515,49.20090214773926,12.43753247303448,20.85068936917446,-0.05764719462196707,0.7200422743407483,0.55,9.236100170605994,2115.6514627881324,-2679.958281538916,-2704.165926969154,0.0,0.0,430.4969446749549,0.0,3.0,0.10147243580410635,0.0,0.0,2.6263181813157135,197.99884266666666,-57.095082786413805,0.19988055458907256,9.902908893388432,0.0029900032390286738,-10.5487100613278,1.2177382246389008,0.0,0.0,58.0941588011033
2025-01-01 05:00:00,0.6347914816968928,0.18422541363382686,0.27967916666666665,0.6347914816968928,0.18422541363382686,0.27967916666666665,0.02183078714911437,0.0,0.23666833343666732,0.3262923611111111,0.05,0.27967916666666665,0.0,0.0,0.16964208030049352,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002771284265350877,0.0,0.00952975144188175,0.0,0.00952975144188175,0.0,0.010478893036009204,0.0,0.19463116496638183,0.14597337372478636,0.0,0.0,5690.353205308216,21.111111111111143,0.5733333333333334,1193.209886173264,8.196588412962962,0.3262923611111111,0.7166666666666667,6557.27073037037,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,32.939710159956924,51.66666666666668,46.10666666666668,0.0,49.4345158872775,0.06906999439491425,177.59746398185632,0.0,32.939710159956924,49.07279282442983,49.4345158872775,48.891931293006,12.43753247303448,20.768269935221653,-0.07301956146139789,-0.2720125801273684,-0.25000000000000006,9.236100170605994,2171.334116759941,-1106.8957991112409,-2779.517192131498,0.0,0.0,442.8737817048016,0.0,3.0,0.10047474632800604,0.0,0.0,2.600495897760325,197.99884266666666,-44.305037059936026,0.20236667554131393,9.887905014619813,0.0030135463851878974,2.0262857568446875,1.2174509434897482,0.0,0.0,60.62270493187576
2025-01-01 06:00:00,1.6717843951109337,0.19836618844608517,0.26016666666666666,1.6717843951109337,0.19836618844608517,0.26016666666666666,0.04533979691509106,1.0083453494074075,0.26457147101065737,0.3035277777777778,0.05,0.26016666666666666,0.0,0.0,0.1837828551127518,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0031265771198830407,0.0,0.02110660989760401,0.0,0.02110660989760401,0.0,0.019527664193654867,0.0,0.2117322938585998,0.1587992203939498,0.0,0.0,5293.351818891364,21.111111111111143,0.5333333333333333,1109.9626848123387,7.6247334074074065,0.3035277777777778,0.6666666666666666,6099.786725925926,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,1008.3453494074075,0.18333333333333332,32.04533965475357,51.66666666666668,46.10666666666668,0.0,49.4489115180925,0.0847679846521719,216.52682808667925,1008.3453494074075,32.04533965475357,48.29245357825303,49.44896861576862,47.714167510657184,12.43753247303448,20.825211491006637,-0.05387978904005841,0.4169870080070673,0.3,9.236100170605994,1965.5865592680143,-1729.218413043312,-2719.621672560995,0.0,0.0,493.08885002231324,0.0,3.0,0.10083104019779839,0.0,0.0,2.6097175258873313,197.99884266666666,-42.562073306394964,0.19973583017733537,9.881543559544788,0.002984708801220129,-53.79241598108238,1.2172362060526463,0.0,0.0,57.18464148007093
2025-01-01 07:00:00,0.6821997328146824,0.20380824546787124,0.26016666666666666,0.6821997328146823,0.20380824546787124,0.26016666666666666,0.052151008014569615,0.0,0.2765209470223349,0.3035277777777778,0.05,0.26016666666666666,0.0,0.0,0.1892249121345379,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0029134014071637428,0.0,0.024618803303702936,0.0,0.024618803303702936,0.0,0.0242210641762843,0.0,0.21723513236352143,0.16292634927264102,0.0,0.0,5293.351818891364,21.111111111111143,0.5333333333333333,1109.9626848123387,7.6247334074074065,0.3035277777777778,0.6666666666666666,6099.786725925926,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,34.52225301513022,51.66666666666668,46.10666666666668,0.0,51.713659886074616,0.12293764563920707,338.14557142145446,0.0,34.52225301513022,50.467758721174455,51.713688322010356,49.844779702788635,12.43753247303448,20.82913741607705,-0.060106189646643556,-0.42492351046256543,-0.55,9.236100170605994,1795.6660790402877,-2121.4602722114237,-2911.4805213857853,0.0,0.0,511.4643384381247,2.0109022727538393,3.0,0.10326369222862923,0.0,0.0,2.672679631869684,197.99884266666666,-38.99919312514249,0.19855364308468856,9.864291518784775,0.0029676078038000445,6.72748287683692,1.2172326049246887,0.0,0.0,63.24542295384744
2025-01-01 08:00:00,2.0744674853655645,0.22135519079683197,0.29268750000000004,2.0744674853655645,0.22135519079683194,0.2926875,0.08107664476077811,1.2833486265185186,0.3185734640862675,0.34146875,0.05,0.29268750000000004,0.0,0.0,0.20677185746349863,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002202815698099415,0.0,0.03943691453133936,0.0,0.03943691453133936,0.0,0.04287765413493592,0.0,0.23975444070673915,0.17981583053005432,0.0,0.0,5955.020796252784,21.111111111111143,0.6,1248.708020413881,8.577825083333332,0.34146875,0.75,6862.260066666667,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,1283.3486265185188,0.23333333333333334,34.2802379617307,51.66666666666668,46.10666666666668,0.0,51.49552801060191,0.4268483986198055,1157.0829973345903,1283.3486265185188,34.2802379617307,50.221746695616794,51.49552801060191,49.58485603812424,12.43753247303448,20.810798956538708,-0.0591875605469939,-1.2700300202051586,-1.4,9.236100170605994,2203.7310184616645,-2162.368797290301,-3131.699435801146,0.0,0.0,580.8661406642404,143.90786189693492,3.0,0.10664931900178233,0.0,0.0,2.76030671087907,197.99884266666666,-9.452323403657623,0.20068021513965384,9.890137820626279,0.002994785537078873,93.0085120328161,1.217860326822353,0.0,0.0,68.1746429467925
2025-01-01 09:00:00,0.7708382305738776,0.22745064267920664,0.2471583333333333,0.7708382305738776,0.22745064267920667,0.2471583333333333,0.0927589982211282,0.0,0.3397278434638604,0.28835138888888884,0.05,0.2471583333333333,0.0,0.0,0.21286730934587333,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0017764642726608186,0.0,0.04549126697423369,0.0,0.04549126697423369,0.0,0.05590476433602924,0.0,0.2478817098832388,0.18591128241242905,0.0,0.0,5028.6842279467955,21.111111111111143,0.5066666666666667,1054.464550571722,7.243496737037036,0.28835138888888884,0.6333333333333333,5794.79738962963,9149.680088888888,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5058.99352,0.0,0.0,34.089506694075524,51.66666666666668,46.10666666666668,0.0,51.50838128623538,0.11930465629466445,324.2219302452769,0.0,34.089506694075524,50.066570225721804,51.50838128623538,49.34566469546503,12.43753247303448,20.807670106694033,-0.06334164575263432,-0.8812025260622485,-0.85,9.236100170605994,1677.9454548987094,-1261.317262632741,-3005.585490220425,0.0,0.0,613.1339646598286,413.803862055213,3.0,0.10507928655029436,0.0,0.0,2.7196709979396583,197.99884266666666,47.449598101869256,0.2060491057270049,9.979405517112806,0.0030730040918460428,177.73153603529045,1.2184271088605807,0.0,0.0,63.044340137121935
