Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 10:00:00,0.2330770890112958,0.10697178457758276,0.04483529411764706,0.2330770890112958,0.10697178457758275,0.04483529411764706,0.04412753126120656,0.13894955775008927,0.0,0.05,0.0,0.04483529411764706,0.0,0.09238845124424942,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002092286184210526,0.0,0.04203524507699603,0.0,0.015764956091089997,0.0,0.08987308870059654,0.06740481652544737,893.5152035555556,12.777777777777828,0.18133333333333337,0.0,1.3139929464052287,0.0,0.26666666666666666,893.5152035555556,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,102.75672095134588,51.66666666666668,46.10666666666668,0.0,50.83214335751077,0.04309985832315253,113.83273375368536,0.0,160.55737648647795,50.773829382992474,50.87378892169492,50.70302683154918,12.43753247303448,12.471253495129746,-0.06219098367603137,0.85,9.236100170605994,267.76405142091795,-913.8565158234535,0.0,0.0,242.71958741025406,250.86973166043379,0.9990000000000001,0.05978070286191541,0.0,0.0,0.7870845228460621,65.933614608,45.3857762785618,0.35031214832539875,6.0099832736178085,0.003074892399992058,97.5769937271344,1.2539876160037706
2025-01-01 11:00:00,0.2333680031056668,0.10697178457758276,0.04992322779448887,0.2333680031056668,0.10697178457758275,0.04992322779448887,0.04293118534698415,0.14043681775868266,0.0,0.05,0.03871440426507711,0.011208823529411766,0.0,0.09238845124424942,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002092286184210526,0.0,0.040838899162773626,0.0,0.01725221609968339,0.0,0.08987308870059654,0.06740481652544737,223.3788008888889,12.777777777777828,0.045333333333333344,0.0,0.32849823660130717,0.0,0.06666666666666667,223.3788008888889,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,879.2133333333333,0.0,100.31238151192157,51.66666666666668,46.10666666666668,0.0,51.122410089984534,0.295830277590334,796.5767355357673,879.2133333333333,156.73809611237746,49.46402716026782,51.122410089984534,48.634835695409464,12.43753247303448,12.133292999593028,-0.1510635919265096,1.95,9.236100170605994,-194.83408137797636,-725.794356464499,0.0,0.0,243.01050150462504,317.64847246159763,0.9990000000000001,0.05458669507232738,0.0,0.0,0.7186991920116358,65.933614608,64.57097269300861,0.36096565226593186,5.867850274415506,0.003100796166566754,78.32765036838052,1.2548630029639176
2025-01-01 12:00:00,0.2352463729329478,0.10822096631352286,0.06179578811794404,0.2352463729329478,0.10822096631352285,0.06179578811794404,0.041985156102982674,0.14326121682996512,0.0,0.05,0.030971523412061684,0.030824264705882353,0.0,0.09363763298018951,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03497708860632285,0.02623281645474213,0.0,0.0,0.002179464775219298,0.0,0.039805691327763376,0.0,0.018411039523045743,0.0,0.08987308870059654,0.06740481652544737,614.2917024444445,12.777777777777828,0.1246666666666667,0.0,0.9033701506535947,0.0,0.18333333333333332,614.2917024444445,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,703.3706666666666,0.0,99.68468323059246,51.66666666666668,46.10666666666668,0.0,51.43971601043581,0.04228654131790494,113.83273375368536,703.3706666666666,155.75731754780068,49.63080317215126,51.43971601043581,48.72634675300899,12.43753247303448,12.57144880078426,0.0,3.05,9.236100170605994,234.93853468239317,-683.5118807100371,0.0,0.0,244.88887133190605,343.97604756423266,0.9990000000000001,0.055186325444545305,0.0,0.0,0.7265940437414876,65.933614608,59.269841616079674,0.3526398876478021,6.109402076743104,0.003119271125427378,51.365883811465295,1.2522965358512352
2025-01-01 13:00:00,0.2363921917313387,0.10822096631352286,0.0,0.23639219173133869,0.10822096631352285,0.0,0.04159413955916041,0.1447980521721783,0.0,0.05,0.0,0.0,0.0,0.09363763298018951,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03497708860632285,0.02623281645474213,0.0,0.0,0.002441000548245614,0.0,0.03915313901091479,0.0,0.019947874865258917,0.0,0.08987308870059654,0.06740481652544737,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,105.59230220917885,51.66666666666668,46.10666666666668,0.0,51.63348562884737,0.0,0.0,0.0,164.98797220184196,51.546105548625206,51.63348562884737,51.502415508514126,12.43753247303448,12.19497377878257,-0.08367869935107132,4.45,9.236100170605994,-189.5274983895063,-500.82391163302367,0.0,0.0,246.03469013029695,324.45108046365306,0.9990000000000001,0.04968309856942805,0.0,0.0,0.6541374734478859,65.933614608,65.2617231132205,0.3626715572240357,5.930750222118135,0.003131435727386726,41.55245740024084,1.2533499334106153
2025-01-01 14:00:00,0.23829131000159146,0.10822096631352286,0.030971523412061684,0.23829131000159146,0.10822096631352285,0.030971523412061684,0.0419316348203901,0.14635967518120138,0.0,0.05,0.030971523412061684,0.0,0.0,0.09363763298018951,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03497708860632285,0.02623281645474213,0.0,0.0,0.0026153577302631572,0.0,0.039316277090126944,0.0,0.021509497874281986,0.0,0.08987308870059654,0.06740481652544737,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,703.3706666666666,0.0,102.24499512651418,51.66666666666668,46.10666666666668,0.0,50.72489224177356,0.13020794737663743,340.99339978099545,703.3706666666666,159.75780488517842,50.20054445276386,50.72676988201033,49.93649291802224,12.43753247303448,12.133413644583293,-0.1443641331945358,4.7,9.236100170605994,-154.89369631346946,-454.27394401919383,0.0,0.0,247.9338084005497,262.6284270394675,0.9990000000000001,0.04726652553213735,0.0,0.0,0.6223203962821647,65.933614608,51.44643930517465,0.365219044929624,5.90951982198825,0.0031423158160880913,21.466419493641887,1.252982470362543
2025-01-01 15:00:00,0.2704922740793993,0.10832563930286059,0.0,0.27049227407939924,0.10832563930286057,0.0,0.044488322805191854,0.17600395127420745,0.0,0.05,0.0,0.0,0.0,0.09374230596952725,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.027763378513827684,0.0,0.003051250685307017,0.0,0.04143707211988483,0.0,0.02325083146767675,0.0,0.09084544051034026,0.06813408038275517,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,106.50998245512241,51.66666666666668,46.10666666666668,0.0,51.79131460322306,0.042057050932825434,113.83273375368536,0.0,166.4218475861288,51.73304553907464,51.832807342051034,51.66241826817245,12.43753247303448,12.031644681045016,-0.24613309673281114,4.15,9.236100170605994,-184.96628955472661,-486.6276084758432,0.0,0.0,270.02060551667245,166.29964203403057,0.9990000000000001,0.04778229993415759,0.0,0.0,0.6291111837716999,65.933614608,31.640713404444224,0.36797364194364507,5.860847055777998,0.0031448677330429948,16.014303042100057,1.2534276760689669
2025-01-01 16:00:00,0.2862174163520111,0.11186630072347421,0.19910387635323815,0.2862174163520111,0.11186630072347421,0.19910387635323817,0.05152655649406968,0.18469085985794137,0.0,0.05,0.030971523412061684,0.16813235294117648,0.0,0.09728296739014089,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.036642664254242986,0.02748199819068223,0.027763378513827684,0.0,0.003835858004385964,0.0,0.04769069848968372,0.0,0.02721685815725914,0.0,0.09306795893261156,0.06980096919945865,3350.6820133333335,19.444444444444457,0.6800000000000002,0.0,4.9274735490196075,0.0,1.0,3350.6820133333335,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,703.3706666666666,0.0,96.26916569917985,51.66666666666668,46.10666666666668,0.0,50.56324450100531,0.21380595164645216,569.6684702484876,703.3706666666666,150.4205714049685,49.43369356745143,50.56324450100531,48.86891810067449,12.43753247303448,13.597216495029226,-5.2361168383041194,3.05,9.236100170605994,2816.0821005081034,-795.7763404798169,0.0,0.0,285.59017149972516,49.04414573289776,0.9990000000000001,0.056925531363612815,0.0,0.0,0.7494927718494904,65.933614608,-24.41374384513843,0.3328083771856579,6.648774214498105,0.003147199721071566,-48.75176551285393,1.246591014733539
2025-01-01 17:00:00,0.2832421616932885,0.11642223007847279,0.16813235294117648,0.2832421616932884,0.1164222300784728,0.16813235294117648,0.06442740000892415,0.1688147616843643,0.0,0.05,0.0,0.16813235294117648,0.0,0.10183889674513945,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03997381555008325,0.02998036166256243,0.0,0.0,0.004882001096491228,0.0,0.05954539891243293,0.0,0.03302956602417833,0.0,0.09581138011010273,0.07185853508257703,3350.6820133333335,19.444444444444457,0.6800000000000002,0.0,4.9274735490196075,0.0,1.0,3350.6820133333335,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,92.03993712474261,51.66666666666668,46.10666666666668,0.0,50.85681059246277,0.04308458042779649,113.83273375368536,0.0,143.81240175741033,49.44999944121373,50.85681059246277,48.74659386558921,12.43753247303448,15.182299296043151,-3.7621451484013044,1.95,9.236100170605994,2478.4250738445903,-1130.730898416311,0.0,0.0,292.4689796935812,2.387311847720988,0.9990000000000001,0.06555111875149364,0.0,0.0,0.8630589563946758,65.933614608,-33.99502076601365,0.29710618614033585,7.3898106564420685,0.0031178789291866882,-103.03780997373566,1.2391704536525603
2025-01-01 18:00:00,0.34715401227692755,0.11946852631992134,0.19910387635323815,0.34715401227692755,0.11946852631992134,0.19910387635323817,0.08078608434136024,0.21636792793556733,0.0,0.05,0.030971523412061684,0.16813235294117648,0.0,0.104885192986588,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.041639391198003396,0.03122954339850254,0.03308061786911783,0.0,0.005579429824561402,0.0,0.07520665451679885,0.0,0.043440386084332094,0.0,0.098207532784114,0.07365564958808547,3350.6820133333335,19.444444444444457,0.6800000000000002,0.0,4.9274735490196075,0.0,1.0,3350.6820133333335,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,703.3706666666666,0.0,92.8314683864459,51.66666666666668,46.10666666666668,0.0,51.528758261171646,0.16792435246211707,454.82613353468076,703.3706666666666,145.0491693538217,50.61561086896121,51.528758261171646,50.159037172855996,12.43753247303448,16.06124285481668,-2.883201589627779,1.15,9.236100170605994,2391.2013649997266,-1304.3552603807125,0.0,0.0,365.18134639635355,0.0,1.3162500000000001,0.06686721074560413,0.0,0.0,0.8803868831271318,86.87199222,-20.306734349247627,0.2784680245655378,7.781155447586945,0.0030935294003872566,-76.71744313828958,1.2348001350374542
2025-01-01 19:00:00,0.565353608023019,0.13587794798593386,0.22233251891228442,0.5653536080230191,0.13587794798593383,0.22233251891228442,0.16863118852284245,0.3467224195001766,0.0,0.05,0.05420016597110795,0.16813235294117648,0.0,0.12129461465260051,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03997381555008325,0.02998036166256243,0.05988051840712318,0.0,0.005928144188596491,0.0,0.16270304433424596,0.0,0.1251157482229194,0.0,0.12175233732005081,0.09131425299003808,3350.6820133333335,19.444444444444457,0.6800000000000002,0.0,4.9274735490196075,0.0,1.0,3350.6820133333335,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,1230.8986666666667,0.0,89.83049221375768,51.66666666666668,46.10666666666668,0.0,51.66939953810348,0.27437587394941126,753.6686097306086,1230.8986666666667,140.36014408399635,50.19317562648597,51.67167999163562,49.45278321714508,12.43753247303448,16.788939353187562,-2.1555050912568943,-0.25000000000000006,9.236100170605994,2407.1176620087267,-1598.9092257331793,0.0,0.0,664.5007948771138,0.0,2.71725,0.07124210214191685,0.0,0.0,0.9379875659950447,179.33745174533334,-9.155920468541334,0.26473936264539033,8.112950236272424,0.0030805940516242035,-23.186783457566435,1.231710495345085
2025-01-01 20:00:00,0.48310670089098195,0.12960156222382854,0.16813235294117648,0.48310670089098195,0.12960156222382854,0.16813235294117648,0.13759179321560291,0.2955149076753791,0.0,0.05,0.0,0.16813235294117648,0.0,0.11501822889049519,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03914102772612319,0.029355770794592385,0.0,0.0,0.006102501370614034,0.0,0.13148929184498886,0.0,0.14215726915471874,0.0,0.1142166107945371,0.08566245809590281,3350.6820133333335,19.444444444444457,0.6800000000000002,0.0,4.9274735490196075,0.0,1.0,3350.6820133333335,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,90.69224817291507,51.66666666666668,46.10666666666668,0.0,50.99229345186337,0.0,0.0,0.0,141.7066377701798,51.02514387148278,51.04156908129249,50.99229345186337,12.43753247303448,17.22355915666384,-1.7208852877806193,-0.55,9.236100170605994,2203.38678212923,-1707.1930471061464,0.0,0.0,557.176766194031,0.0,2.0010000000000003,0.072992529333809,0.0,0.0,0.9610340355939314,132.0652280586667,2.7210497080120835,0.2564232127944313,8.303032137325172,0.003067243491265864,-48.15640928820634,1.2298765349926994
2025-01-01 21:00:00,0.45840259885589224,0.12480974931409976,0.0,0.45840259885589224,0.12480974931409974,0.0,0.10985746167239345,0.29854513718349884,0.0,0.05,0.0,0.0,0.0,0.11022641598076642,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.038308239902163116,0.02873117992662233,0.0,0.0,0.005666608415570175,0.0,0.10419085325682327,0.0,0.15157658254247688,0.0,0.1086603147388588,0.08149523605414409,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,91.00408535087232,51.66666666666668,46.10666666666668,0.0,49.867913398281274,0.0,0.0,0.0,142.19388336073797,49.900805795812374,49.91725199457793,49.867913398281274,12.43753247303448,15.982999503659698,-0.024642124614005684,-0.3,9.236100170605994,-933.0046195092431,-1505.1230393429826,0.0,-0.2436082621756437,532.8616048828388,0.0,2.0010000000000003,0.0703418168884727,0.0,1.0754971876760758e-05,0.9262758348894101,132.0652280586667,39.50042321307634,0.27701128075488446,7.700627790852063,0.003058739861901943,-17.068021922930644,1.2351670909411847
2025-01-01 22:00:00,0.34804542192253207,0.11415827284644152,0.0,0.34804542192253207,0.11415827284644152,0.0,0.07133357869557162,0.22671184322696045,0.0,0.05,0.0,0.0,0.0,0.0995749395131082,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.036642664254242986,0.02748199819068223,0.0,0.0,0.004882001096491228,0.0,0.0664515775990804,0.0,0.09394525720948282,0.0,0.09612392176323463,0.07209294132242597,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,0.0,0.0,92.4315841588611,51.66666666666668,46.10666666666668,0.0,48.72169484491983,0.0,0.0,0.0,144.42435024822046,48.754627767055794,48.77109422812377,48.72169484491983,12.43753247303448,14.304797890530583,0.0,-1.95,9.236100170605994,-1070.759681581488,-1542.504934087837,0.0,0.0,423.38197545777234,0.0,2.0010000000000003,0.07158052415994824,0.0,0.0,0.9424432970224651,132.0652280586667,48.36327704857697,0.30793876315374413,6.880150053378712,0.0030546751769142183,-20.356812148532818,1.2423759377262107
2025-01-01 23:00:00,0.24280517207778377,0.10512208735825856,0.030971523412061684,0.24280517207778377,0.10512208735825855,0.030971523412061684,0.038573907850912255,0.15423126422687153,0.0,0.05,0.030971523412061684,0.0,0.0,0.09053875402492521,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.00409739377741228,0.0,0.03447651407349998,0.0,0.03351292552697118,0.0,0.08657403791753755,0.06493052843815314,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0.0,0.0,3350.6820133333335,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1992.0043422222222,703.3706666666666,0.0,95.94371342111036,51.66666666666668,46.10666666666668,0.0,49.034730516384,0.08689121119540892,219.21004271635422,703.3706666666666,149.91205222048495,48.8390550705833,49.04532453023702,48.73062333382994,12.43753247303448,13.118332864180333,0.0,-3.05,9.236100170605994,-1149.1137087075335,-1508.8227980122397,0.0,0.0,320.9882047515562,0.0,2.0340000000000003,0.07023192722033454,0.0,0.0,0.924687403767424,134.24321532800002,38.72088455314985,0.33178771810304336,6.281147357830211,0.0030473057258927285,-20.153684162509034,1.2475293569666894
