Metric,Value
Total Electric Energy (kWh),6.555573675863805
Total Gas Energy (therms),1.8375064748276873
Average Electric Power (kW),0.2731489031609919
Peak Electric Power (kW),0.6717459537035814
Lighting Electric Energy (kWh),1.302018925477852
Other Electric Energy (kWh),4.0535547503859535
HVAC Heating Electric Energy (kWh),0.0
HVAC Cooling Electric Energy (kWh),1.2
Water Heating Gas Energy (therms),0.43360132776886356
HVAC Heating Gas Energy (therms),1.4039051470588235
Average Temperature - Indoor (C),13.51841761478281
Unmet Heating Load (C-hours),26.538476234672775
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),27.978194811333335
Average HVAC Heating COP (-),0.6800000000000002
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
