Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,104.50732893790945,51.666666666666686,46.10666666666668,0.0,51.68060604726097,0.17473140528963282,478.0470016174725,0.0,163.2927014654835,51.697654956637784,51.70617941132619,51.68060604726097,12.43753247303448,12.716764516847626,0.0,2.8,9.236100170605994,-518.2355497219161,-912.7160094255065,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07062330144459146,0.0,0.0,0.9298403139843721,197.99884266666666,33.343674051296375,0.32478424830225916,5.9011674038446404,0.0029053659583595155,32.02753886791994,1.2493877362299037
2025-01-01 00:01:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,104.27831422939508,51.666666666666686,46.10666666666668,0.0,51.64804226980507,0.17487651726664866,478.0470016174725,0.0,162.9348659834298,51.6123854947194,51.64804226980507,51.59455710717656,12.43753247303448,12.718441632375221,0.0,2.8,9.236100170605994,-519.975850666483,-912.9202545692806,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07062716092711037,0.0,0.0,0.9298911286923198,197.99884266666666,31.8076182505035,0.32571421801682515,5.923179020478795,0.0029055187746369194,31.986481290255863,1.2530298928464336
2025-01-01 00:02:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,104.05041348852093,51.666666666666686,46.10666666666668,0.0,51.61549580224029,0.17502179314148766,478.04700161747246,0.0,162.57877107581396,51.52716360889658,51.61549580224029,51.482997512224735,12.43753247303448,12.71975023804652,0.0,2.8,9.236100170605994,-521.6521382811839,-913.0796328430332,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063017236133458,0.0,0.0,0.9299307778291812,197.99884266666666,30.290708909555136,0.3257032499960608,5.9241883215729745,0.0029056709513935425,31.94704677592436,1.2530240419065621
2025-01-01 00:03:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,103.82357403757997,51.666666666666686,46.10666666666668,0.0,51.58296641818461,0.17516723414324512,478.04700161747246,0.0,162.2243344337187,51.44198906775089,51.58296641818461,51.37150039253403,12.43753247303448,12.72070973531509,0.0,2.8,9.236100170605994,-523.2730707894401,-913.196498804557,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063238040254384,0.0,0.0,0.9299598493351757,197.99884266666666,28.786642362822683,0.3256997162343268,5.9249997872374145,0.0029058229412488486,31.90905681934066,1.2530197213609628
2025-01-01 00:04:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,103.5977489481348,51.666666666666686,46.10666666666668,0.0,51.5504539028581,0.17531284145603568,478.0470016174725,0.0,161.87148273146062,51.35686165080725,51.5504539028581,51.26006552478183,12.43753247303448,12.721337393904175,0.0,2.8,9.236100170605994,-524.5158081577246,-913.272950046521,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063382479795924,0.0,0.0,0.9299788665300549,197.99884266666666,27.62035623650221,0.3257032482605721,5.9256231988952965,0.0029059747508882734,31.87244153245255,1.253016855477558
2025-01-01 00:05:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,103.37287315638154,51.666666666666686,46.10666666666668,0.0,51.517958051815896,0.1754586162242827,478.0470016174726,0.0,161.52011430684615,51.271781147339645,51.517958051815896,51.14869269510152,12.43753247303448,12.721657252269399,0.0,2.8,9.236100170605994,-525.1614165929982,-913.3119109299727,-0.0,-0.0,361.13678565229424,0.0,3.0,0.0706345608692116,0.0,0.0,0.9299885577893193,197.99884266666666,27.013708684680147,0.325713333537159,5.926072166498857,0.0029061263866746482,31.837103758264927,1.2530153388680634
2025-01-01 00:06:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,103.14887028088789,51.666666666666686,46.10666666666668,0.0,51.48547867494319,0.17560455953439802,478.0470016174724,0.0,161.17010981388734,51.18674736013856,51.48547867494319,51.037381702736255,12.43753247303448,12.721697580422125,0.0,2.8,9.236100170605994,-525.8185365199704,-913.3168232111603,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063465367397956,0.0,0.0,0.9299897796751956,197.99884266666666,26.361501038895728,0.32572936951024295,5.926362693014227,0.0029062778545219606,31.802929284493896,1.2530150476072117
2025-01-01 00:07:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,102.92570951004495,51.666666666666686,46.10666666666668,0.0,51.45301559894806,0.17575067240304704,478.0470016174724,0.0,160.82142110944523,51.10176010786217,51.45301559894806,50.92613236231923,12.43753247303448,12.721469680632335,0.0,2.8,9.236100170605994,-526.4028154129505,-913.2890633792723,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063412922169689,0.0,0.0,0.9299828746330181,197.99884266666666,25.749462314027646,0.3257511162527201,5.926501181747428,0.002906429159816351,31.769872278498067,1.2530159321500765
2025-01-01 00:08:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,102.70335653444701,51.666666666666686,46.10666666666668,0.0,51.42056865732156,0.17589695582184806,478.04700161747246,0.0,160.47399458507346,51.01681921556951,51.42056865732156,50.8149444946935,12.43753247303448,12.72098616513931,0.0,2.8,9.236100170605994,-526.9107709263853,-913.2301687377161,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063301653521517,0.0,0.0,0.9299682247833742,197.99884266666666,25.182612159036566,0.3257783061122009,5.926494776684201,0.002906580307732364,31.737881624070706,1.2530179372165962
2025-01-01 00:09:00,0.2191081830974539,0.10353382639313181,0.0,0.0036518030516242313,0.0017255637732188636,0.0,0.02871916655849597,0.1403890165389579,0.0,0.05,0.0,0.0,0.0,0.08895049305979848,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.025232022918145094,0,On,0.021788359125893247,0,On,0.08528914445466194,0.06396685834099644,On,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,3350.6820133333335,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1992.0043422222222,Off,0.0,0,102.48177851391429,51.666666666666686,46.10666666666668,0.0,51.38813769110801,0.176043410753662,478.0470016174725,0.0,160.12777892799107,50.931924515447164,51.38813769110801,50.703817927616754,12.43753247303448,12.720259105811147,0.0,2.8,9.236100170605994,-527.3652682062803,-913.1416118296878,-0.0,-0.0,361.13678565229424,0.0,3.0,0.07063134339289824,0.0,0.0,0.9299461958616799,197.99884266666666,24.639557971113273,0.3258106831761955,5.92539551157039,0.0029067313032084493,31.70690838126843,1.253021009900921
