Metric,Value
Total Electric Energy (kWh),583.1276671496854
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.8098995377078964
Peak Electric Power (kW),10.816641748813812
Other Electric Energy (kWh),247.2677826894532
HVAC Heating Electric Energy (kWh),168.64077625837035
Lighting Electric Energy (kWh),50.30670322023219
Water Heating Electric Energy (kWh),103.01240498162963
HVAC Cooling Electric Energy (kWh),13.900000000000007
Average Temperature - Indoor (C),18.792876006934126
Unmet Heating Load (C-hours),176.00224426894462
Unmet Cooling Load (C-hours),0.688586168336873
Total Hot Water Unmet Demand (kWh),0.0
