Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.3437420356117819,0.1678134619324956,0.06041000000000001,0.3437420356117819,0.1678134619324956,0.06041000000000002,0.012970017867748035,0.21029368441070057,0.07047833333333334,0.05,0.0,0.06041000000000001,0.0,0.15323012859916227,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0035099780701754383,0.0,0.0004006808323189321,0.0,0.009059358965253665,0.0,0.0059868462784841234,0.0,0.16466444398356073,0.1234983329876705,0.0,0.0,955.4547576877502,13.333333333333371,0.09333333333333332,531.3776414233611,1.7704425822222227,0.07047833333333334,0.11666666666666667,1416.3540657777778,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,97.13368482108103,51.66666666666668,46.10666666666668,0.0,50.00440581959422,0.0,0.0,0.0,151.77138253293913,49.997210921166456,50.01004504628777,49.987974245259025,12.43753247303448,13.0069355452707,-0.060839425416896936,2.291633983314053,2.8,9.236100170605994,688.8672652218813,774.5832101698084,-569.2877306315239,0.0,0.0,343.7364196440438,0.0,2.0,0.04278281999228476,0.0,0.0,0.5536542860299993,131.99922844444444,-41.03618147838859,0.32905831080389375,6.175829732184374,0.00299112218522727,19.468617297783695,1.251642923860672,0.3624556363775999,240.13143747720918,3.0741312692381304
2025-01-01 01:00:00,0.3324193940694691,0.1670701670422083,0.051780000000000014,0.3324193940694691,0.1670701670422083,0.051780000000000014,0.012706769512484877,0.20930262455698417,0.06041,0.05,0.0,0.051780000000000014,0.0,0.15248683370887497,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0032467297149122803,0.0,0.0004006808323189321,0.0,0.009059358965253665,0.0,0.0059868462784841234,0.0,0.16466444398356073,0.1234983329876705,0.0,0.0,818.9612208752145,13.333333333333371,0.08,455.4665497914523,1.5175222133333337,0.06041,0.1,1214.0177706666666,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,95.18346158359581,51.66666666666668,46.10666666666668,0.0,49.23820296276942,0.0,0.0,0.0,148.72415872436846,49.27703649149635,49.29645325585982,49.23820296276942,12.43753247303448,13.027711043065544,-0.05689459971861523,3.3134303838790244,2.5,9.236100170605994,582.975325119487,73.46025952853113,-528.5316386347829,0.0,0.0,342.4821114350642,0.0,2.0,0.03858149155987025,0.0,0.0,0.49928471679530495,131.99922844444444,-49.93636855600868,0.32928665046019917,6.194287097199871,0.0029972166359190228,28.902955279832742,1.2516080501878588,0.3624556363775999,-384.7000920048688,2.6938017419475906
2025-01-01 02:00:00,0.3314283342157527,0.16632687215192102,0.051780000000000014,0.33142833421575263,0.16632687215192102,0.051780000000000014,0.012706769512484877,0.20831156470326778,0.06041,0.05,0.0,0.051780000000000014,0.0,0.15174353881858768,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0032467297149122803,0.0,0.0004006808323189321,0.0,0.009059358965253665,0.0,0.0059868462784841234,0.0,0.16466444398356073,0.1234983329876705,0.0,0.0,818.9612208752145,13.333333333333371,0.08,455.4665497914523,1.5175222133333337,0.06041,0.1,1214.0177706666666,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,93.45933120743118,51.66666666666668,46.10666666666668,0.0,48.53918534786321,0.0,0.0,0.0,146.0302050116112,48.571114386246336,48.587078905437906,48.53918534786321,12.43753247303448,12.9786344006508,-0.05187955716210129,2.844171660843062,1.6500000000000001,9.236100170605994,595.4621552738374,-110.70734975013428,-517.2309384718757,0.0,0.0,341.49105158134785,0.0,2.0,0.034829297347416945,0.0,0.0,0.4507274125288643,131.99922844444444,-47.75917871084916,0.3314706863914745,6.182670231058748,0.003007667867786134,42.655764511929185,1.2518144507655256,0.3624556363775999,-567.0074523280291,0.8335527864424738
2025-01-01 03:00:00,0.3480743720807202,0.1772851541861772,0.051780000000000014,0.3480743720807202,0.1772851541861772,0.051780000000000014,0.012943828125503105,0.224720543955217,0.06041,0.05,0.0,0.051780000000000014,0.0,0.16270182085284388,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003071230811403509,0.0,0.0004181547428561675,0.0,0.009454442571243428,0.0,0.007784782818091777,0.0,0.18026654654961874,0.135199909912214,0.0,0.0,818.9612208752145,13.333333333333371,0.08,455.4665497914523,1.5175222133333337,0.06041,0.1,1214.0177706666666,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,91.83755531415294,51.66666666666668,46.10666666666668,0.0,47.850397059050984,0.0,0.0,0.0,143.49618017836394,47.87862757922169,47.892742839307054,47.850397059050984,12.43753247303448,12.903893402152754,-0.0811412372991935,2.5103637250702517,1.6500000000000001,9.236100170605994,586.4033009877793,46.690402173779304,-542.9227071954443,0.0,0.0,357.0449422666913,0.0,2.0,0.03693238065105824,0.0,0.0,0.47794350265918095,131.99922844444444,-46.68015495868201,0.33434004320916594,6.158916746106021,0.0030188875000886147,24.04645633507346,1.25213318347064,0.3624556363775999,-408.52064121379084,-0.25550640388214607
2025-01-01 04:00:00,0.764301862373872,0.18950698678036068,0.45061171538237665,0.764301862373872,0.18950698678036065,0.45061171538237665,0.01691589351718166,0.24431096885669032,0.453075,0.05,0.06226171538237654,0.3883500000000001,0.0,0.17492365344702732,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003071230811403509,0.0,0.0005863919280286197,0.0,0.013258270777749532,0.0,0.011079430927320461,0.0,0.19755338319557972,0.14816503739668477,0.0,0.0,6142.209156564108,16.666666666666686,0.6,3415.999123435892,11.381416600000001,0.453075,0.75,9105.133280000002,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,1406.7413333333336,0.0,90.1731367589791,51.66666666666668,46.10666666666668,0.0,49.92364751924955,0.11887545969257844,291.51277382053496,1406.7413333333336,140.89552618590486,49.8797560184667,49.951829314230835,49.82962847309399,12.43753247303448,15.584328916356942,-0.6989188195677408,5.772137169561258,0.55,9.236100170605994,5559.012945436899,922.2908745808634,-851.1378293053316,0.0,0.0,379.39735399462586,0.0,2.0,0.042779885127633845,0.0,0.0,0.5536163058222151,131.99922844444444,-111.45573581650424,0.28218571103753476,7.480417436152559,0.0030227344027940156,32.84375200256058,1.2399464183660873,0.3624556363775999,-2488.3745749021346,-5.333673952894533
2025-01-01 05:00:00,0.5884743376497655,0.18170593549733166,0.23301000000000008,0.5884743376497655,0.1817059354973317,0.23301000000000005,0.030036985614837267,0.23659235203492834,0.271845,0.05,0.0,0.23301000000000008,0.0,0.16712260216399832,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0034222286184210525,0.0,0.0011272704146579287,0.0,0.025487486581758288,0.0,0.013762215816263818,0.0,0.18715198148487439,0.14036398611365575,0.0,0.0,3685.325493938465,16.666666666666686,0.36,2049.5994740615356,6.828849960000001,0.271845,0.45,5463.079968000001,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,93.23650867586397,51.66666666666668,46.10666666666668,0.0,51.812083026823515,0.0,0.0,0.0,145.68204480603748,51.849793644233486,51.86864895293848,51.812083026823515,12.43753247303448,16.341951096450085,-0.06064555535704474,3.3963895790894485,-0.25000000000000006,9.236100170605994,3054.67902688154,304.90291557937985,-957.297707136134,0.0,0.0,385.5279273902688,0.0,2.0,0.043825117672681976,0.0,0.0,0.5671427044693427,131.99922844444444,-58.87668731105988,0.26914798252081146,7.864135748403532,0.00303753201392382,35.23568562358376,1.2360477408753574,0.3624556363775999,-1740.197699996162,-4.498858485993643
2025-01-01 06:00:00,0.5479843436515743,0.18830166449848162,0.17260000000000006,0.5479843436515743,0.1883016644984816,0.17260000000000003,0.045884276397850164,0.25073340058705745,0.20136666666666664,0.05,0.0,0.17260000000000006,0.0,0.17371833116514826,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0038609758771929823,0.0,0.0017799006547230454,0.0,0.040243399865934136,0.0,0.01910895903352637,0.0,0.19396416711230818,0.14547312533423107,0.0,0.0,2729.870736250715,16.666666666666686,0.26666666666666666,1518.2218326381744,5.05840737777778,0.20136666666666664,0.3333333333333333,4046.7259022222224,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,90.90714112388156,51.66666666666668,46.10666666666668,0.0,51.091535972215866,0.14547715402405062,388.25373858398694,0.0,142.04240800606493,50.94309853680045,51.12560423011608,50.83481156119254,12.43753247303448,16.314358490083855,-0.06286145512480429,3.426796614337408,0.3,9.236100170605994,2190.764648112519,26.164783401877063,-919.8328890804534,0.0,0.0,415.0394137314905,0.0,2.0,0.04370761201290506,0.0,0.0,0.5656220587479993,131.99922844444444,-34.312612789232844,0.269890400931825,7.854663594507739,0.00304064426055447,6.828456689455964,1.2361630689467809,0.3624556363775999,-1489.11464165531,-2.94240758098738
2025-01-01 07:00:00,0.5876175249347032,0.19456777161443312,0.22448476281864718,0.5876175249347032,0.19456777161443312,0.22448476281864715,0.05224113702871793,0.2840097212393186,0.20136666666666664,0.05,0.05188476281864711,0.17260000000000006,0.0,0.1799844382810998,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.019951299159546514,0.0,0.0035977275219298247,0.0,0.002060295963343799,0.0,0.046583113543444306,0.0,0.02407917103830564,0.0,0.20033685689281072,0.150252642669608,0.0,0.0,2729.870736250715,16.666666666666686,0.26666666666666666,1518.2218326381744,5.05840737777778,0.20136666666666664,0.3333333333333333,4046.7259022222224,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,1172.2844444444445,0.0,90.01607005268666,51.66666666666668,46.10666666666668,0.0,51.43446453984584,0.36915237410730123,991.4014068958551,1172.2844444444445,140.65010945732288,50.641800913903324,51.43446453984584,50.24546910093207,12.43753247303448,16.398407128779326,-0.03916323614236449,3.0111656332808954,-0.55,9.236100170605994,2142.2139664850624,-185.73804404114773,-1010.009999388277,0.0,0.0,447.0071838736813,5.6185762969880075,2.0,0.04517735271152328,0.0,0.0,0.5846420353949209,131.99922844444444,-24.653954251056966,0.2688468431998013,7.9002625173048715,0.0030451851961060218,32.385227893700225,1.2358008320793745,0.3624556363775999,-1700.8972744455202,-3.0626022338018215
2025-01-01 08:00:00,0.6263864999759182,0.19668449102638044,0.20712000000000005,0.6263864999759182,0.19668449102638044,0.20712000000000005,0.05352237370230372,0.2812241262736145,0.24164,0.05,0.0,0.20712000000000005,0.0,0.1821011576930471,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.009975649579773257,0.0,0.002720233004385965,0.0,0.002151729216154914,0.0,0.04865041148176284,0.0,0.02844693310311167,0.0,0.20216808958835744,0.15162606719126803,0.0,0.0,3275.844883500858,16.666666666666686,0.32,1821.8661991658091,6.070088853333335,0.24164,0.4,4856.071082666666,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,85.46779450838106,51.66666666666668,46.10666666666668,0.0,50.837639877364516,0.0,0.0,0.0,133.54342891934542,48.83556192992333,50.837639877364516,47.83452295620274,12.43753247303448,16.363142544560294,-0.060833684707311785,2.201201195854743,-1.4,9.236100170605994,2694.206301762266,94.4935779701617,-1101.9474567038583,0.0,0.0,448.98430072102616,370.121980941662,2.0,0.04691005680153197,0.0,0.0,0.6070650324303668,131.99922844444444,71.32457424424017,0.27085762107828815,7.903961443383499,0.0030595938747433288,69.75509236194408,1.2365213041660679,0.3624556363775999,-1725.472055683774,-1.9005655118736453
2025-01-01 09:00:00,0.5295484153634253,0.19668449102638044,0.12945000000000004,0.5295484153634253,0.19668449102638044,0.12945000000000004,0.053283707817261355,0.27523970754616395,0.151025,0.05,0.0,0.12945000000000004,0.0,0.1821011576930471,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0021937362938596492,0.0,0.00216392031652973,0.0,0.04892605120687198,0.0,0.03243816395543441,0.0,0.20216808958835744,0.15162606719126803,0.0,0.0,2047.403052188036,16.666666666666686,0.19999999999999998,1138.6663744786308,3.7938055333333343,0.151025,0.25,3035.044426666667,12140.177706666667,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9110.994702222222,0.0,0.0,83.81466812658883,51.66666666666668,46.10666666666668,0.0,50.11057328804274,0.0,0.0,0.0,130.96041894779503,48.20251720234785,50.11057328804274,47.24848915950041,12.43753247303448,16.35609687917001,-0.05219669470520885,1.9402836512975723,-0.85,9.236100170605994,1677.1052295495927,-193.5685267555712,-1046.9771335748667,0.0,0.0,446.37087753668476,987.0443720105197,2.0,0.046040559381924966,0.0,0.0,0.5958128294866558,131.99922844444444,230.30843339973853,0.27336594914014006,7.9347355842023015,0.0030852380681227723,112.90340047042068,1.2371527698393303,0.3624556363775999,-1335.0729582803635,2.8380570461613996
