Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,6.115979769866439,3.915817008981089,0.0,0.10193299616444065,0.06526361681635148,0.0,0.03249982300285419,0.0,0.27723792092774685,5.756242025935839,0.05,0.0,0.0,0.18306863920676703,3.7181650364409884,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6627.169670509896,21.444444444444485,1.9571682509874857,4006.1281003624786,5.095296192602507,0.6609458333333333,1,9972.35193753904,9972.35193753904,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.57228646693798,51.666666666666686,46.10666666666668,0.0,50.55489104675142,0.0,0.0,0.0,32.57228646693798,47.93877419489736,50.55489104675142,46.63071576897034,12.43753247303448,20.040387499033674,-0.9040569454108116,5.073094212142222,2.8,4548.587670617624,2906.012351018527,-2452.084322270165,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10913667689224034,0.0,0,1.0214113175460036,131.99922844444444,-53.60277620496473,0.192811021569255,9.247272438403288,0.002749852810559357,-29.969404279126966,1.2182935088352422,0.23352749839458486,-691.7881446842268,-408.3276046597246
2025-01-01 00:01:00,6.116541609276983,3.916179921388692,0.0,0.10194236015461638,0.0652696653564782,0.0,0.03249982300285419,0.0,0.27723792092774685,5.756803865346383,0.05,0.0,0.0,0.18306863920676703,3.7185279488485916,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6627.002668779507,21.444444444444485,1.9568998823190582,4006.0271477147903,5.095858032013051,0.6609458333333333,1,9972.083983160965,9972.083983160965,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.562770559642594,51.666666666666686,46.10666666666668,0.0,50.55153549584778,0.0,0.0,0.0,32.562770559642594,47.93603144638642,50.55153549584778,46.62827942165574,12.43753247303448,20.04580077475962,-0.8986436696848656,5.1191076028775235,2.8,4540.783306927743,2889.5896651996773,-2453.197597905106,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10915195384036022,0.0,0,1.021554294665626,131.99922844444444,-60.126862529516075,0.19330214180463892,9.27367933127287,0.0027497485694434063,-29.952384509174923,1.2218298197493727,0.23397007513123377,-707.1293544572077,-409.3081280579055
2025-01-01 00:02:00,6.117053539310761,3.916510595523678,0.0,0.10195089232184601,0.06527517659206131,0.0,0.03249982300285419,0.0,0.27723792092774685,5.75731579538016,0.05,0.0,0.0,0.18306863920676703,3.7188586229835776,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.850510966273,21.444444444444485,1.956655407695728,4005.935168224058,5.096369962046827,0.6609458333333333,1,9971.839845856997,9971.839845856997,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.55381588306548,51.666666666666686,46.10666666666668,0.0,50.548180901483825,0.0,0.0,0.0,32.55381588306548,47.933289499162186,50.548180901483825,46.62584379800138,12.43753247303448,20.050732497833597,-0.8937119466108889,5.163801484668164,2.8,4533.2247622004,2874.2436014454297,-2454.212013029818,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10916587117710132,0.0,0,1.0216845471679217,131.99922844444444,-66.5188343189125,0.19323585238777477,9.27543837697062,0.002749644689057558,-29.93377625863886,1.2218093448106326,0.23439916021820295,-722.0789828478522,-409.61258393077617
2025-01-01 00:03:00,6.117519118590802,3.9168113300294443,0.0,0.10195865197651337,0.06528018883382407,0.0,0.03249982300285419,0.0,0.27723792092774685,5.757781374660201,0.05,0.0,0.0,0.18306863920676703,3.719159357489344,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.712136983983,21.444444444444485,1.956433113029628,4005.851521067524,5.0968355413268664,0.6609458333333333,1,9971.617824718174,9971.617824718174,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.54538228066506,51.666666666666686,46.10666666666668,0.0,50.54482721289258,0.0,0.0,0.0,32.54538228066506,47.93054830596626,50.54482721289258,46.62340885250311,12.43753247303448,20.055217134181273,-0.8892273102632124,5.207401138083199,2.8,4525.765551329128,2860.2323772636646,-2455.13461003965,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10917852632976237,0.0,0,1.021802986876014,131.99922844444444,-72.91707419806411,0.19317493957447143,9.277675280209607,0.0027495408714688155,-29.913599556275503,1.2217907335289433,0.23481698461569228,-736.7083974145547,-408.9107463893045
2025-01-01 00:04:00,6.11794126483587,3.917084009566129,0.0,0.1019656877472645,0.06528473349276881,0.0,0.03249982300285419,0.0,0.27723792092774685,5.758203520905269,0.05,0.0,0.0,0.18306863920676703,3.7194320370260283,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.586677647653,21.444444444444485,1.9562315928129013,4005.775680822334,5.097257687571936,0.6609458333333333,1,9971.416525136654,9971.416525136654,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.537436820224336,51.666666666666686,46.10666666666668,0.0,50.54147438293828,0.0,0.0,0.0,32.537436820224336,47.92780782292161,50.54147438293828,46.62097454291327,12.43753247303448,20.05928294397923,-0.8851615004652551,5.250111943457007,2.8,4520.77305949099,2846.7712010001305,-2455.9711629203766,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10918999918480264,0.0,0,1.0219103614481229,131.99922844444444,-76.94755381914453,0.19311906021933103,9.278963066789126,0.0027494371222774,-29.891957645520566,1.2217738679721732,0.23522557137347636,-751.0833097771692,-407.9211700450341
2025-01-01 00:05:00,6.118327046698853,3.917333200032439,0.0,0.10197211744498087,0.06528888666720731,0.0,0.03249982300285419,0.0,0.27723792092774685,5.758589302768252,0.05,0.0,0.0,0.18306863920676703,3.7196812274923383,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.472030567893,21.444444444444485,1.9560474626391844,4005.7063765928233,5.097643469434919,0.6609458333333333,1,9971.232573827383,9971.232573827383,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.529900095434684,51.666666666666686,46.10666666666668,0.0,50.5381223674632,0.0,0.0,0.0,32.529900095434684,47.92506800892423,50.5381223674632,46.61854082965474,12.43753247303448,20.062998133174496,-0.8814463112699897,5.29208437732011,2.8,4518.626457182069,2833.92822093454,-2456.7356730759384,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10920048231761893,0.0,0,1.0220084731994314,131.99922844444444,-78.21499889274338,0.193067394551519,9.280781534010139,0.0027493334467153844,-29.86909461967608,1.2217584637913042,0.2356264043667954,-765.2517837318278,-406.5263719264554
2025-01-01 00:06:00,6.11868384326804,3.9175636678485413,0.0,0.10197806405446734,0.06529272779747569,0.0,0.03249982300285419,0.0,0.27723792092774685,5.7589460993374395,0.05,0.0,0.0,0.18306863920676703,3.719911695308441,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.366001600412,21.444444444444485,1.955877193019448,4005.642282017432,5.098000266004106,0.6609458333333333,1,9971.062450284511,9971.062450284511,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.52268927405738,51.666666666666686,46.10666666666668,0.0,50.53477112948945,0.0,0.0,0.0,32.52268927405738,47.922328829556555,50.53477112948945,46.616107679590115,12.43753247303448,20.066433858637616,-0.8780105858068694,5.333450417800048,2.8,4516.853011501924,2821.573401601623,-2457.4427590423434,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10921017659559218,0.0,0,1.0220992020498902,131.99922844444444,-79.17532963900251,0.1930190887952119,9.282448129286047,0.0027492298491440213,-29.845264393714874,1.2217442243830747,0.2360207803068212,-779.2562655873195,-404.8126148284895
2025-01-01 00:07:00,6.1190140408213205,3.9177769543976813,0.0,0.101983567347022,0.06529628257329469,0.0,0.03249982300285419,0.0,0.27723792092774685,5.75927629689072,0.05,0.0,0.0,0.18306863920676703,3.720124981857581,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.267880662614,21.444444444444485,1.955719639292041,4005.582967850798,5.098330463557387,0.6609458333333333,1,9970.905015180078,9970.905015180078,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.515777503129286,51.666666666666686,46.10666666666668,0.0,50.531420639528655,0.0,0.0,0.0,32.515777503129286,47.919590257375916,50.531420639528655,46.61367506629954,12.43753247303448,20.06961317244394,-0.8748312720005451,5.374318709354199,2.8,4515.423965231637,2809.6063888078525,-2458.097146155394,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10921914712876762,0.0,0,1.0221831573651035,131.99922844444444,-79.8518678584403,0.19297386500359848,9.283253637648212,0.0027491263330186332,-29.820550427279617,1.2217310536143202,0.23640976473799605,-793.1318234189611,-402.8447556239846
2025-01-01 00:08:00,6.119319844332103,3.9179744839519786,0.0,0.10198866407220171,0.06529957473253298,0.0,0.03249982300285419,0.0,0.27723792092774685,5.759582100401502,0.05,0.0,0.0,0.18306863920676703,3.720322511411878,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.177011718856,21.444444444444485,1.955573744356922,4005.528037518977,5.098636267068169,0.6609458333333333,1,9970.7592159045,9970.7592159045,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.50913997829783,51.666666666666686,46.10666666666668,0.0,50.52807087052064,0.0,0.0,0.0,32.50913997829783,47.91685226720075,50.52807087052064,46.61124296554081,12.43753247303448,20.07255736778844,-0.8718870766560443,5.4147781930073675,2.8,4514.155294081753,2797.9429305663407,-2458.703201101208,-0.0,-0.0,427.10509858285764,0.0,2.0,0.10922745405264454,0.0,0,1.0222609019538476,131.99922844444444,-80.42361511875345,0.19293146667910305,9.284653066874672,0.0027490229014968145,-29.795029767080425,1.221718862694783,0.23679422870296343,-806.9072536292596,-400.6778533233763
2025-01-01 00:09:00,6.119603000162164,3.9181573845497044,0.0,0.10199338333603607,0.0653026230758284,0.0,0.03249982300285419,0.0,0.27723792092774685,5.7598652562315635,0.05,0.0,0.0,0.18306863920676703,3.720505412009604,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004021034356725146,0.0,On,0.028478788646129048,0,On,0.03314640198539075,0,On,0.20902676845982693,0.15677007634487014,On,0,0,Off,HP On,6626.092875150018,21.444444444444485,1.955438670780419,4005.4771769118925,5.098919422898231,0.6609458333333333,1,9970.624218728577,9970.624218728577,0.0,Off,0.0,22.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,13282.568897777777,Off,0.0,0.0,32.502757047663,51.666666666666686,46.10666666666668,0.0,50.52472179764814,0.0,0.0,0.0,32.502757047663,47.91411483593819,50.52472179764814,46.60881135508322,12.43753247303448,20.075283311590923,-0.8691611328535629,5.4549009049468,2.8,4512.939533741559,2786.512014680428,-2459.264382214491,-0.0,-0.0,427.10509858285764,0.0,2.0,0.1092351450044215,0.0,0,1.0223328816531694,131.99922844444444,-80.99405777682625,0.1928916905565604,9.285933946437805,0.0027489195574612927,-29.76876365340812,1.2217075812883662,0.23717487705239745,-820.6059310658567,-398.3592311656079
