Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,34.27379944609561,51.666666666666686,46.10666666666668,0.0,49.22471609952403,0.4317289221344488,1107.2464536581424,0.0,34.27379944609561,49.24461063044555,49.254557895906316,49.22471609952403,12.43753247303448,19.71009229067831,0.0,2.8,9.236100170605994,214.75100146173418,-437.44572665468905,-0.0,-0.0,707.0464131582537,0.0,1.0,0.01985000171127711,0.0,0,0.5063375404247644,65.99961422222222,-54.8496850418305,0.18851605757582446,8.96340313669004,0.0026336067848252136,39.21381808644401,1.219753116131496
2025-01-01 00:01:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,34.196039163334035,51.666666666666686,46.10666666666668,0.0,49.19630270411815,0.4320626352727188,1107.2464536581424,0.0,34.196039163334035,49.084407826465984,49.19630270411815,49.0284603876399,12.43753247303448,19.620616504771167,0.0,2.8,9.236100170605994,215.4281561060793,-434.11238715521137,-0.0,-0.0,707.0464131582537,0.0,1.0,0.01980353029351608,0.0,0,0.5051521388458918,65.99961422222222,-57.50586989696296,0.19014697119182314,8.945709559768002,0.002633978088891015,39.23152660379044,1.2236897653177932
2025-01-01 00:02:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,34.11552158870995,51.666666666666686,46.10666666666668,0.0,49.16787141866715,0.432397075315168,1107.2464536581424,0.0,34.11552158870995,48.924215935490636,49.16787141866715,48.80238819390238,12.43753247303448,19.533520661674405,0.0,2.8,9.236100170605994,215.8581363812043,-430.8773875258821,-0.0,-0.0,707.0464131582537,0.0,1.0,0.019758261393685684,0.0,0,0.5039974113183453,65.99961422222222,-60.310889251167325,0.19120574203315516,8.90578533575189,0.00263434836559704,39.2483434025428,1.224053633453955
2025-01-01 00:03:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,34.0323941593349,51.666666666666686,46.10666666666668,0.0,49.13942265942756,0.43273223953229883,1107.2464536581424,0.0,34.0323941593349,48.764035344482316,49.13942265942756,48.576341687009695,12.43753247303448,19.44867842761929,-0.05132157238076829,2.8,9.236100170605994,216.01653152481583,-427.73528459073356,-0.0,-0.0,707.0464131582537,0.0,1.0,0.019714132019988412,0.0,0,0.5028717510356225,65.99961422222222,-63.29459704270431,0.19224415580726922,8.867047058873267,0.002634718690906672,39.26425227217321,1.2244082876525144
2025-01-01 00:04:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,33.94679428764448,51.666666666666686,46.10666666666668,0.0,49.11095682073558,0.43306812543186896,1107.2464536581422,0.0,33.94679428764448,48.60386641971227,49.11095682073558,48.35032121920062,12.43753247303448,19.365972064256578,-0.13402793574347882,2.8,9.236100170605994,218.02336050960622,-424.68102433708634,-0.0,-0.0,707.0464131582537,0.0,1.0,0.01967108339782521,0.0,0,0.5017736587643052,65.99961422222222,-64.34202831156111,0.19326318089741928,8.828716474398925,0.0026350890590139393,39.279301809850324,1.224754204669624
2025-01-01 00:05:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,33.85872898467778,51.666666666666686,46.10666666666668,0.0,49.082474276497294,0.4334047307431002,1107.2464536581422,0.0,33.85872898467778,48.443709508167075,49.082474276497294,48.12432712400197,12.43753247303448,19.285395893509683,-0.21460410649037343,2.8,9.236100170605994,221.925656581008,-421.713739213242,-0.0,-0.0,707.0464131582537,0.0,1.0,0.01962911490548667,0.0,0,0.5007031186457138,65.99961422222222,-63.407017364003686,0.1942624692242634,8.792225871391173,0.0026354594644329675,39.293489111308816,1.225091393303759
2025-01-01 00:06:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,33.76819969459075,51.666666666666686,46.10666666666668,0.0,49.0539753995707,0.43374205318880116,1107.2464536581422,0.0,33.76819969459075,48.28356495584935,49.0539753995707,47.89835973398868,12.43753247303448,19.20694902091295,-0.29305097908710565,2.8,9.236100170605994,226.3102586999671,-418.83275512949064,-0.0,-0.0,707.0464131582537,0.0,1.0,0.019588228345418165,0.0,0,0.49966017665696044,65.99961422222222,-61.90339932879591,0.19524162202680825,8.75614811220642,0.002635829901653286,39.306809112736744,1.225419842720761
2025-01-01 00:07:00,6.0845031025679255,0.22885845177774194,0.0,0.10140838504279875,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,5.425009897435897,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,On,5425.009897435897,20.000000000000057,1.0,0.0,5.3192406666666665,0.10576923076923077,1,5319.240666666667,5319.240666666667,Off,0.0,0.0,33.67528541855518,51.666666666666686,46.10666666666668,0.0,49.02546056259319,0.4340800904754903,1107.2464536581422,0.0,33.67528541855518,48.12343310855904,49.02546056259319,47.67241938154197,12.43753247303448,19.130563891810645,-0.3694361081894115,2.8,9.236100170605994,5655.610272442798,-416.03497575360103,-0.0,-0.0,707.0464131582537,0.0,1.0,0.019548390680128043,0.0,0,0.49864399007155547,65.99961422222222,-60.41106239775121,0.19620106263554452,8.720455025250061,0.002636200365125203,39.31928782916191,1.225739822014202
2025-01-01 00:08:00,6.0845031025679255,0.22885845177774194,0.0,0.10140838504279875,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,5.425009897435897,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,On,5425.009897435897,20.000000000000057,1.0,0.0,5.3192406666666665,0.10576923076923077,1,5319.240666666667,5319.240666666667,Off,0.0,0.0,33.268203953374496,51.666666666666686,46.10666666666668,0.0,48.99693012645403,0.43441884043023504,1107.2464536581424,0.0,33.268203953374496,47.96331430100895,48.99693012645403,47.44650638828641,12.43753247303448,19.3242163018647,-0.17578369813535843,2.8,9.236100170605994,5642.499352255958,-423.14230897152123,-0.0,-0.0,707.0464131582537,0.0,1.0,0.019649338231034607,0.0,0,0.5012189790000902,65.99961422222222,-66.41464936667107,0.19387475386748942,8.81154783180656,0.00263657084946784,39.20606748893202,1.2249279637840182
2025-01-01 00:09:00,6.0845031025679255,0.22885845177774194,0.0,0.10140838504279875,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,5.425009897435897,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,On,5425.009897435897,20.000000000000057,1.0,0.0,5.3192406666666665,0.10576923076923077,1,5319.240666666667,5319.240666666667,Off,0.0,0.0,32.86873414280558,51.666666666666686,46.10666666666668,0.0,48.96843079271828,0.4347577493562126,1107.2464536581422,0.0,32.86873414280558,47.803252623932,48.96843079271828,47.22066353953887,12.43753247303448,19.511382889273094,0.0,2.8,9.236100170605994,5630.482683893518,-430.05664769277706,-0.0,-0.0,707.0464131582537,0.0,1.0,0.01974674980004292,0.0,0,0.5037037714438392,65.99961422222222,-71.51697900785588,0.19165670117218506,8.898802336195143,0.002636940511839256,39.095824524945094,1.224144308845825
