Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,6.0845031025679255,0.22885845177774194,0.0,0.10140838504279875,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,5.425009897435897,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,On,5425.009897435897,20.000000000000057,1.0,0.0,5.3192406666666665,0.10576923076923077,1,5319.240666666667,5319.240666666667,Off,0.0,0.0,32.47632492177604,51.666666666666686,46.10666666666668,0.0,48.939961435869506,0.43509683017523954,1107.2464536581422,0.0,32.47632492177604,47.64324700909626,48.939961435869506,46.99488979570963,12.43753247303448,19.692536222242122,0.0,2.8,9.236100170605994,5618.907889595335,-436.79089727333263,-0.0,-0.0,707.0464131582537,0.0,1.0,0.01984088629867849,0.0,0,0.5061050227825861,65.99961422222222,-76.35752372548222,0.18953790953407765,8.983216939183432,0.0026373093707421653,38.98833726287453,1.2233867768230136
2025-01-01 00:11:00,6.0845031025679255,0.22885845177774194,0.0,0.10140838504279875,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,5.425009897435897,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,On,5425.009897435897,20.000000000000057,1.0,0.0,5.3192406666666665,0.10576923076923077,1,5319.240666666667,5319.240666666667,Off,0.0,0.0,32.090535156912665,51.666666666666686,46.10666666666668,0.0,48.91152101230977,0.4354360949125292,1107.2464536581424,0.0,32.090535156912665,47.48329646560711,48.91152101230977,46.769184192255786,12.43753247303448,19.868054460507203,0.0,2.8,9.236100170605994,5607.826570330853,-443.3550207102014,-0.0,-0.0,707.0464131582537,0.0,1.0,0.019931957803312375,0.0,0,0.5084280916835276,65.99961422222222,-80.8747195530959,0.18751094222841888,9.064297243442988,0.0026376774433035837,38.883428417727416,1.2226536946951467
2025-01-01 00:12:00,6.0845031025679255,0.22885845177774194,0.0,0.10140838504279875,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,5.425009897435897,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,On,5425.009897435897,20.000000000000057,1.0,0.0,5.3192406666666665,0.10576923076923077,1,5319.240666666667,5319.240666666667,Off,0.0,0.0,31.710973895809047,51.666666666666686,46.10666666666668,0.0,48.88310854401926,0.43577555488471215,1107.2464536581424,0.0,31.710973895809047,47.32340006447936,48.88310854401926,46.54354582470941,12.43753247303448,20.038272695584176,0.0,2.8,9.236100170605994,5597.2187308067905,-449.7578355256927,-0.0,-0.0,707.0464131582537,0.0,1.0,0.020020150580203032,0.0,0,0.5106777294610738,65.99961422222222,-85.07974426166759,0.1855692269040598,9.142973837825776,0.002638044745560688,38.78094110930894,1.2219435796810163
2025-01-01 00:13:00,0.6594932051320279,0.22885845177774194,0.0,0.010991553418867131,0.0038143075296290323,0.0,0.06442392353578098,0.0,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Off,0.0,0.0,31.33729223536625,51.666666666666686,46.10666666666668,0.0,48.854723111096995,0.436115220783306,1107.2464536581424,0.0,31.33729223536625,47.16355693159468,48.854723111096995,46.31797384184352,12.43753247303448,20.203489932643006,0.0,2.8,9.236100170605994,162.05418087494746,-456.0072045495722,-0.0,-0.0,707.0464131582537,0.0,1.0,0.02010563092079735,0.0,0,0.5128581779084213,65.99961422222222,-88.98502773373403,0.18370691784929483,9.219436039526318,0.0026384112925877594,38.68073555184074,1.2212551085158192
2025-01-01 00:14:00,3.1593897829098063,0.22885845177774194,0.0,0.052656496381830106,0.0038143075296290323,0.0,0.06442392353578098,2.499896577777778,0.5950692815962468,0.0,0.0,0.0,0.22885845177774194,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.061571794515313145,0,On,0.2899246792259242,0,On,0.2635200885142342,0.19764006638567558,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,31.479135583198968,51.666666666666686,46.10666666666668,0.0,48.826363845510244,0.436455102744505,1107.2464536581422,2499.896577777778,31.479135583198968,47.00376624180036,48.826363845510244,46.09246743994543,12.43753247303448,20.0959105232867,0.0,2.8,9.236100170605994,169.89337145006357,-451.93412107882926,-0.0,-0.0,707.0464131582537,0.0,1.0,0.02004998490763862,0.0,0,0.5114387490415094,65.99961422222222,-85.21892062936084,0.18495932270660567,9.170132653507427,0.0026387770986023838,38.70746456936488,1.2217028650980692
2025-01-01 00:15:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,31.858488743675935,51.666666666666686,46.10666666666668,0.0,48.79799332789547,0.21867253927320301,554.3196082464663,2499.896577777778,31.858488743675935,47.19479518628574,48.79799332789547,46.393196115480876,12.43753247303448,19.992233390141873,0.0,2.8,9.236100170605994,76.8831553451655,-448.02247196550815,-0.0,-0.0,607.110790205877,0.0,1.0,0.01999630939532996,0.0,0,0.5100695840772582,65.99961422222222,-82.20516289520337,0.18617628875127287,9.122888307986235,0.002639143023233624,38.40972660578402,1.2221346811042102
2025-01-01 00:16:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,32.28337940919221,51.666666666666686,46.10666666666668,0.0,48.78126261703001,0.21877320442271575,554.3196082464661,2499.896577777778,32.28337940919221,47.463369542120404,48.78126261703001,46.80442300466561,12.43753247303448,19.887189586549294,0.0,2.8,9.236100170605994,83.87447946485753,-444.07298356590206,-0.0,-0.0,607.110790205877,0.0,1.0,0.01994187834221417,0.0,0,0.5086811466373904,65.99961422222222,-79.16332717511747,0.18741789373605225,9.075542036407459,0.0026395060048738346,38.43579433630233,1.22257250665814
2025-01-01 00:17:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,32.704155101505194,51.666666666666686,46.10666666666668,0.0,48.764532503972056,0.2188739586947703,554.3196082464663,2499.896577777778,32.704155101505194,47.73188426810986,48.764532503972056,47.21556015017877,12.43753247303448,19.785624733696896,0.0,2.8,9.236100170605994,90.52994733461975,-440.26745294847325,-0.0,-0.0,607.110790205877,0.0,1.0,0.01988920409401783,0.0,0,0.5073375221045872,65.99961422222222,-76.31338992278401,0.18862805923008233,9.028565610557557,0.002639869102782119,38.46039220932902,1.2229961214583025
2025-01-01 00:18:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,33.12107656695525,51.666666666666686,46.10666666666668,0.0,48.747803586879016,0.21897479860029873,554.3196082464663,2499.896577777778,33.12107656695525,48.00033994175612,48.747803586879016,47.62660811919467,12.43753247303448,19.687315299279575,0.0,2.8,9.236100170605994,96.87442176627724,-436.5962351568279,-0.0,-0.0,607.110790205877,0.0,1.0,0.019838175245993225,0.0,0,0.5060358687457963,65.99961422222222,-73.64013328277184,0.18980860944397407,8.9840324314216,0.002640232307214901,38.48361565101971,1.2234064294933857
2025-01-01 00:19:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,33.53437019949092,51.666666666666686,46.10666666666668,0.0,48.73107642514854,0.21907572087110036,554.3196082464663,2499.896577777778,33.53437019949092,48.268737103967624,48.73107642514854,48.03756744337717,12.43753247303448,19.592067240206614,0.0,2.8,9.236100170605994,102.91877495576841,-433.05092985373176,-0.0,-0.0,607.110790205877,0.0,1.0,0.019788695185906098,0.0,0,0.5047737221581539,65.99961422222222,-71.14108539637681,0.19096110691765328,8.940386993150254,0.002640595609074854,38.50554714517427,1.2238042148695314
2025-01-01 00:20:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,33.94423675014286,51.666666666666686,46.10666666666668,0.0,48.71435154452485,0.21917672243002687,554.3196082464663,2499.896577777778,33.94423675014286,48.53707626388034,48.71435154452485,48.44843862355808,12.43753247303448,19.49970852135673,-0.00029147864332657036,2.8,9.236100170605994,108.67760740978076,-429.624078808205,-0.0,-0.0,607.110790205877,0.0,1.0,0.019740678293479856,0.0,0,0.503548898323699,65.99961422222222,-68.80910398789126,0.1920869267329713,8.897546635862518,0.002640958999822581,38.52625960349672,1.2241901725262478
2025-01-01 00:21:00,3.0583781195959965,0.21732944790524425,0.0,0.050972968659933275,0.003622157465087404,0.0,0.05126543519178261,2.499896577777778,0.5072161066264355,0.0,0.0,0.0,0.21732944790524425,0.0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.04841330617131477,0,On,0.2174435094194431,0,On,0.2481480833509039,0.18611106251317788,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5319.240666666667,Lower On,2499.896577777778,1.0,34.35455845364697,51.666666666666686,46.10666666666668,0.0,48.805357902456485,0.21862825754337978,554.3196082464661,2499.896577777778,34.35455845364697,48.805357902456485,48.80535790245649,48.805357902456485,12.43753247303448,19.41008461210402,-0.08991538789603837,2.8,9.236100170605994,114.1662463682257,-426.308980413073,-0.0,-0.0,607.110790205877,0.0,1.0,0.019694047664797813,0.0,0,0.5023594355630024,65.99961422222222,-66.63556342457825,0.19318729928929365,8.856869544638911,0.002641322471411282,38.545818374934306,1.2245649266490264
