Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,20.661196361907177,0.2691422092334293,0.0,0.34435327269845295,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,20.25355834666667,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,On,20253.55834666667,16.666666666666686,1.0,0.0,20.25355834666667,0.0,1,20253.55834666667,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,38.67938043911829,51.666666666666686,46.10666666666668,0.0,50.53096737932617,0.0,0.0,0.0,38.67938043911829,49.96526499663335,50.53096737932617,49.68241380528695,12.43753247303448,16.742443851764836,0.0,-1.4672977025073546,-2.687463975550695,2.8,9.236100170605994,17092.949592972695,8109.063056837778,1089.8237706932728,-3496.1808612527993,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19241429548229402,0.0,0.0,1.8008074339418487,65.99961422222222,-76.61173042480848,0.22962110902013447,7.596857970872027,0.002662513085952074,-130.12582734527317,1.2322183081213396,1.4498225455103997,8062.791750923193,46.27130591458524,0.17419103666442917,1245.7047999746562,-155.88102928138358
2025-01-01 00:01:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,38.38516427553759,51.666666666666686,46.10666666666668,0.0,50.52738147138479,0.0,0.0,0.0,38.38516427553759,49.962008000437784,50.52738147138479,49.67932126496429,12.43753247303448,16.992043994680994,0.0,-0.8983536149714042,-2.598287889977462,2.8,9.236100170605994,-3283.116134404318,7032.182795072413,1063.6845299985982,-3589.073842069969,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19405274609917164,0.0,0.0,1.8161417106577453,65.99961422222222,-106.22613031798173,0.22663441949713203,7.738512787744919,0.0026620655904044587,-131.4488482969726,1.2347549754718792,1.4498225455103997,6987.807530106816,44.37526496559713,0.17382557081403605,1222.8898992030727,-159.20536920447444
2025-01-01 00:02:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,38.52865777606015,51.666666666666686,46.10666666666668,0.0,50.523822216064225,0.0,0.0,0.0,38.52865777606015,49.9587757787064,50.523822216064225,49.6762525600275,12.43753247303448,16.86547170097854,0.0,-0.40042936659019307,-2.5128520491660757,2.8,9.236100170605994,-3243.0620132743516,6089.890573949118,1039.7128940453324,-3541.8464213381612,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19322253364561792,0.0,0.0,1.8083717434920354,65.99961422222222,-113.39942991982292,0.2284229695074403,7.677133677991508,0.0026616144737378116,-130.36266320662725,1.2352941995650735,1.4498225455103997,6047.0108474489,42.879726500217494,0.17347471124284675,1201.106582713655,-161.39368866832257
2025-01-01 00:03:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,38.66761030333057,51.666666666666686,46.10666666666668,0.0,50.520250038376105,0.0,0.0,0.0,38.66761030333057,49.95553147410865,50.520250038376105,49.67317219197493,12.43753247303448,16.742790112952857,0.0,0.03540970528372389,-2.4306877884657387,2.8,9.236100170605994,-3207.027178335955,5265.0871092541365,1017.3102147986058,-3496.3090551011423,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19241657202962603,0.0,0.0,1.800828740172495,65.99961422222222,-122.90196121844546,0.23017089019022596,7.617816510691058,0.0026611672800198813,-129.30482307059782,1.2358173052487393,1.4498225455103997,5223.52021744897,41.56689180516689,0.1731366163842635,1180.2265392224178,-162.91632442381206
2025-01-01 00:04:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,38.80234739122205,51.666666666666686,46.10666666666668,0.0,50.51666534901572,0.0,0.0,0.0,38.80234739122205,49.95227546901705,50.51666534901572,49.670080529017724,12.43753247303448,16.62371982817915,0.0,0.41696286803151833,-2.351418902026167,2.8,9.236100170605994,-3165.273811123088,4543.02522994905,996.2817225161334,-3452.337024716839,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19163313780219668,0.0,0.0,1.793496570921645,65.99961422222222,-125.12062438988127,0.23188098478940433,7.559782020316994,0.0026607239028529545,-128.27345725458918,1.2363254431343436,1.4498225455103997,4502.599412853132,40.42581709591862,0.17280980868715834,1160.146698611579,-163.8649760954456
2025-01-01 00:05:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,38.93295143582823,51.666666666666686,46.10666666666668,0.0,50.51306852924138,0.0,0.0,0.0,38.93295143582823,49.94900811839257,50.51306852924138,49.66697791296817,12.43753247303448,16.50819038579569,0.0,0.7510480164132771,-2.274722270914503,2.8,9.236100170605994,-3118.9459192941927,3910.7998634286923,976.4502164417837,-3409.8848311705096,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19087187139235734,0.0,0.0,1.7863718705109366,65.99961422222222,-121.24492610731599,0.23355310599609455,7.503006204385555,0.002660284242944469,-127.26803335230437,1.2368188766944823,1.4498225455103997,3871.3664485123345,39.433414916357975,0.17249301645585072,1140.7788165793004,-164.32860013751664
2025-01-01 00:06:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,39.05950808734186,51.666666666666686,46.10666666666668,0.0,50.50945995285759,0.0,0.0,0.0,39.05950808734186,49.945729770258005,50.50945995285759,49.66386467895822,12.43753247303448,16.396128521194587,0.0,1.0436245401580928,-2.2003211545139663,2.8,9.236100170605994,-3072.401242461025,3357.131887427451,957.662380156101,-3368.9069747004064,-0.0,-0.0,412.18383798363277,0.0,1.0,0.19013238933338333,0.0,0.0,1.7794510500712224,65.99961422222222,-115.67810574425098,0.23518719973549956,7.448084223238717,0.0026598482031761936,-126.2880017185256,1.2372978833746358,1.4498225455103997,3318.5614307659966,38.57045666145473,0.17218514881331454,1122.0474956981989,-164.38511554209788
2025-01-01 00:07:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,39.182178626596915,51.666666666666686,46.10666666666668,0.0,50.50583998592089,0.0,0.0,0.0,39.182178626596915,49.94244076542398,50.50583998592089,49.660741155175536,12.43753247303448,16.287395960447068,0.0,1.299901592311936,-2.1279789500528237,2.8,9.236100170605994,-3027.3183202477567,2872.1620455999296,939.7865406719354,-3329.335362843905,-0.0,-0.0,412.18383798363277,0.0,1.0,0.1894138729293114,0.0,0.0,1.7727264474182922,65.99961422222222,-110.16679538748444,0.2367842454178964,7.394942741897589,0.0026594156886545818,-125.33239812824874,1.2377630205931345,1.4498225455103997,2834.341991179485,37.820054420444784,0.17188527208332546,1103.8883803294293,-164.10183965749388
2025-01-01 00:08:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,39.30114438469718,51.666666666666686,46.10666666666668,0.0,50.50220897990198,0.0,0.0,0.0,39.30114438469718,49.93914143112049,50.50220897990198,49.657607656729745,12.43753247303448,16.181837183448977,0.0,1.524432644845279,-2.057493712959766,2.8,9.236100170605994,-2983.96303551663,2447.2720810448695,922.7095753790984,-3291.09708212718,-0.0,-0.0,412.18383798363277,0.0,1.0,0.18871538179286917,0.0,0.0,1.766189261457682,65.99961422222222,-105.04979137308295,0.23834556545594665,7.342883437236944,0.002658986608213821,-124.40015000091734,1.2382149222829522,1.4498225455103997,2410.104629645457,37.16745139941262,0.17159258889207188,1086.246589164248,-163.5370137851496
2025-01-01 00:09:00,0.40763801524050913,0.2691422092334293,0.0,0.006793966920675152,0.004485703487223822,0.0,0.014464068708336695,0.0,0.3531739465321724,0.0,0.04000000000000001,0.0,0.0,0.25747554256676264,0.0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004021034356725146,0.0,On,0.0003537099006421714,0.0,On,0.010089324450969378,0,On,0.009873223109822147,0,On,0.3064827354156946,0.2298620515617709,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20253.55834666667,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,8704.50507111111,Off,0.0,0.0,39.41657899407963,51.666666666666686,46.10666666666668,0.0,50.49856726987301,0.0,0.0,0.0,39.41657899407963,49.935832079308504,50.49856726987301,49.65446448402626,12.43753247303448,16.079303271641876,-0.08736339502480917,1.7211981266454193,-1.9886933876007453,2.8,9.236100170605994,-2942.2325572158206,2074.9283305723993,906.334459430684,-3254.1230566747645,-0.0,-0.0,412.18383798363277,0.0,1.0,0.18803601153036595,0.0,0.0,1.7598310279592386,65.99961422222222,-100.2933385246888,0.23987246713528504,7.292447734293866,0.0026585608747948836,-123.49022917245983,1.2386541968998588,1.4498225455103997,2038.3285750729287,36.59975549947075,0.1713064198638184,1069.0753635930985,-162.7409041624145
