Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,4.111571593583627,1.0151251269574473,0.45513,4.111571593583626,1.0151251269574473,0.45513000000000003,0.11711518089868753,0.0,3.4134714126849395,0.5309849999999999,0.05,0.45513,0.0,0.0,1.0005417936241139,0.0,0.01458333333333334,1.0,0.0,0.0,2.5126875388925902,0.3580385829348913,0.0,0.0,0.0733649795082766,0.055023734631207424,0.0,0.0,0.03051984649122807,0.0,0.002999554351924857,0.0,0.08359578005553461,0.0,0.04411292620671884,0.0,0.7833059680773536,0.5874794760580151,0.0,0.0,8266.360075981147,20.611111111111143,0.32000000000000006,2935.461308018855,13.338545479999999,0.5309849999999999,0.4,10670.836384,26677.09096,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,0.0,0.0,34.430966427199515,51.66666666666668,46.10666666666668,0.0,51.15884564130705,0.1169590747165949,314.74980688234706,0.0,34.430966427199515,49.90371512771472,51.15884564130705,49.27614987091856,12.43753247303448,20.354097051181462,-0.04860525757757846,7.97900458835544,2.8,9.236100170605994,5898.541705971079,508.33924219586424,-3890.6473300051803,0.0,0.0,1830.3433680681217,0.0,8.001,0.17003811341750602,0.0,0.0,1.0090282626514029,528.0629133919999,-307.51440807300906,0.21717146394273132,9.861075213661374,0.0031501858816708286,34.454733558919536,1.220194060996276,0.3624556363775999,-2446.351203037119,19.229137214128325
2025-01-01 01:00:00,2.862080024524652,0.6557109506567758,0.45513,2.8620800245246514,0.6557109506567758,0.45513000000000003,0.10758477071923558,1.2833486265185186,0.8901616272868974,0.5309849999999999,0.05,0.45513,0.0,0.0,0.6411276173234424,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07153085502056968,0.05364814126542723,0.0,0.0,0.02823085800438596,0.0,0.002748720538523476,0.0,0.07660519217632614,0.0,0.035324804188974074,0.0,0.7833059680773536,0.5874794760580151,0.0,0.0,8266.360075981147,20.611111111111143,0.32000000000000006,2935.461308018855,13.338545479999999,0.5309849999999999,0.4,10670.836384,26677.09096,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,1283.3486265185188,0.23333333333333334,35.24402118882404,51.66666666666668,46.10666666666668,0.0,51.37279478993799,0.23363662662370968,628.2489522803934,1283.3486265185188,35.24402118882404,50.55452367590927,51.3739166371632,50.14426627166972,12.43753247303448,20.31760516886516,-0.05522413468293046,8.624089913732265,2.5,9.236100170605994,5651.193336198131,51.02266507172235,-3800.072420234382,0.0,0.0,1470.9778936327182,0.0,8.001,0.16358000702446687,0.0,0.0,0.9707050200394006,528.0629133919999,-286.0722131813516,0.21786003993781358,9.848142177403924,0.0031529820870455755,19.2157245343637,1.2204027476481956,0.3624556363775999,-2896.099897052132,11.661254104999488
2025-01-01 02:00:00,2.670102168328393,0.6543353572909955,0.45513,2.670102168328393,0.6543353572909956,0.45513000000000003,0.10456751168064814,1.1000131084444444,0.8845365482033005,0.5309849999999999,0.05,0.45513,0.0,0.0,0.6397520239576622,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06969673053286275,0.05227254789964705,0.0,0.0,0.02823085800438596,0.0,0.002644206449606233,0.0,0.07369244722665594,0.0,0.03153384959308417,0.0,0.7833059680773536,0.5874794760580151,0.0,0.0,8266.360075981147,20.611111111111143,0.32000000000000006,2935.461308018855,13.338545479999999,0.5309849999999999,0.4,10670.836384,26677.09096,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,1100.0131084444445,0.2,34.8039836772437,51.66666666666668,46.10666666666668,0.0,51.39326667209783,0.4050461322410882,1100.165219023197,1100.0131084444445,34.8039836772437,50.17328129874207,51.39353164074939,49.56302364341264,12.43753247303448,20.31107713251408,-0.054874423260661644,8.128118859158581,1.6500000000000001,9.236100170605994,5584.611435568474,-120.26903717100458,-3898.1981196081383,0.0,0.0,1481.046446142534,0.0,8.2845,0.15951127546577376,0.0,0.0,0.9465606382102362,546.773804024,-264.59696694706867,0.21833408846277033,9.85146277500907,0.0031585849099826386,74.15091867603711,1.2204258076980141,0.3624556363775999,-3072.964023694985,17.23367850512538
2025-01-01 03:00:00,1.5667398423520806,0.6529597639252154,0.45513,1.5667398423520804,0.6529597639252154,0.45513000000000003,0.1032678137839808,0.0,0.8824870285680999,0.5309849999999999,0.05,0.45513,0.0,0.0,0.638376430591882,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06786260604515583,0.050896954533866855,0.0,0.0,0.026704865679824562,0.0,0.002652045006275026,0.0,0.07391090309788122,0.0,0.03131845444559042,0.0,0.7833059680773536,0.5874794760580151,0.0,0.0,8266.360075981147,20.611111111111143,0.32000000000000006,2935.461308018855,13.338545479999999,0.5309849999999999,0.4,10670.836384,26677.09096,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,0.0,0.0,35.17328852156758,51.66666666666668,46.10666666666668,0.0,51.3764291924636,0.11590969282420668,314.3329197209134,0.0,35.17328852156758,50.503743734991424,51.3764291924636,50.06740100625534,12.43753247303448,20.30029455389012,-0.06074159578967097,7.870085040211474,1.6500000000000001,9.236100170605994,5533.742521063411,5.430831617416311,-3979.1049020150426,0.0,0.0,1506.209061954666,0.0,8.7165,0.1630292802038619,0.0,0.0,0.9674369355151616,575.285637368,-259.72171485735964,0.21926042995035866,9.85918573501069,0.0031699142548210642,24.478430624653296,1.2204623527619727,0.3624556363775999,-2950.7772565361615,20.746780134723164
2025-01-01 04:00:00,1.6613920367488066,0.6515841705594352,0.530985,1.6613920367488064,0.6515841705594352,0.530985,0.10858573283949116,0.0,0.8833238039093154,0.6194825,0.05,0.530985,0.0,0.0,0.6370008372261018,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06602848155744892,0.049521361168086676,0.0,0.0,0.026704865679824562,0.0,0.002836251087991666,0.0,0.07904461607167493,0.0,0.033989354274512856,0.0,0.7833059680773536,0.5874794760580151,0.0,0.0,9644.086755311338,20.611111111111143,0.3733333333333334,3424.704859355331,15.561636393333334,0.6194825,0.4666666666666667,12449.309114666667,26677.09096,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,0.0,0.0,33.19327703749787,51.66666666666668,46.10666666666668,0.0,50.98065340198528,0.17316171002456396,465.2460721598666,0.0,33.19327703749787,48.75993856810877,50.98065340198528,47.64958115117052,12.43753247303448,20.30944746091738,-0.0606347091691432,7.820206995332708,0.55,9.236100170605994,6487.079371501126,-16.216146962155076,-4369.890078175298,0.0,0.0,1465.141032375392,0.0,8.001,0.16801760590501805,0.0,0.0,0.9970383084933372,528.0629133919999,-252.25833801030586,0.21881846807336805,9.855878881323868,0.0031667313595246335,57.6011425590063,1.2198539471893106,0.3624556363775999,-3462.599287500099,21.678281182613397
2025-01-01 05:00:00,3.023453038695749,0.6583167452001679,0.5499487500000001,3.023453038695749,0.6583167452001679,0.54994875,0.1481842675935043,1.2833486265185186,0.9003132695837264,0.641606875,0.05,0.5499487500000001,0.0,0.0,0.6437334118668345,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06602848155744892,0.049521361168086676,0.0,0.0,0.02975685032894737,0.0,0.004102177990001765,0.0,0.11432523927455517,0.0,0.04200205376128015,0.0,0.7922827342649974,0.5942120506987478,0.0,0.0,9988.518425143886,20.611111111111143,0.3866666666666667,3547.0157471894495,16.117409121666665,0.641606875,0.48333333333333334,12893.927297333334,26677.09096,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,1283.3486265185188,0.23333333333333334,34.93834176035073,51.66666666666668,46.10666666666668,0.0,51.41545786207693,0.30162181103059227,820.6423772819869,1283.3486265185188,34.93834176035073,50.28070497325755,51.41545786207693,49.71332852884786,12.43753247303448,20.313700459232436,-0.055646706823044546,6.865953470514447,-0.25000000000000006,9.236100170605994,6679.7018246422995,183.5370134991801,-4595.027100175099,0.0,0.0,1539.811549802681,0.0,8.2845,0.16961617213404478,0.0,0.0,1.0065244082411482,546.773804024,-253.60105012916767,0.21989971995521163,9.873909747028325,0.0031849747154934546,87.47437746254526,1.2192105946473637,0.3624556363775999,-3395.7489983958976,32.27026470562847
2025-01-01 06:00:00,3.483470531526895,0.6972243512986265,0.5689125,3.483470531526895,0.6972243512986266,0.5689125,0.26250636069317274,1.2833486265185186,1.2238842943152035,0.66373125,0.05,0.5689125,0.0,0.0,0.6826410179652932,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06969673053286275,0.05227254789964705,0.24455442801598706,0.0,0.03357183114035087,0.0,0.007930006496595768,0.0,0.2210045230562261,0.0,0.06914184234549192,0.0,0.8404912934208616,0.6303684700656461,0.0,0.0,10332.950094976433,21.111111111111143,0.4000000000000001,3669.3266350235685,16.67318185,0.66373125,0.5,13338.54548,26677.09096,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,1283.3486265185188,0.23333333333333334,33.59056102225938,51.66666666666668,46.10666666666668,0.0,51.37738417793348,0.29016722376853055,787.499847948018,1283.3486265185188,33.59056102225938,49.60787004143479,51.37860911117253,48.7218880399464,12.43753247303448,20.826552024310647,-0.05227725458191538,7.986605262436151,0.3,9.236100170605994,7383.321494593095,29.985717546491106,-4609.994872118985,0.0,0.0,1953.0775526244397,0.0,9.0,0.17089956107624063,0.0,0.0,1.0141402050094308,593.996528,-292.71128088879306,0.2132305936411088,10.106134743153726,0.003187639677742678,28.00812860988487,1.2170817065194357,0.3624556363775999,-3660.4762641264056,21.13534664932846
2025-01-01 07:00:00,2.0079055512726103,0.71543552424224,0.5499487500000001,2.0079055512726103,0.71543552424224,0.54994875,0.2971787954290267,0.0,1.0191198808435837,0.641606875,0.05,0.5499487500000001,0.0,0.0,0.7008521909089065,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733649795082766,0.055023734631207424,0.0,0.0,0.03128284265350877,0.0,0.009210304085831986,0.0,0.25668564868968596,0.0,0.08465029296504152,0.0,0.8611046083702657,0.6458284562776991,0.0,0.0,9988.518425143886,21.111111111111143,0.3866666666666667,3547.0157471894495,16.117409121666665,0.641606875,0.48333333333333334,12893.927297333334,26677.09096,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,0.0,0.0,33.91855093767878,51.66666666666668,46.10666666666668,0.0,51.523659639363345,0.23228779238446942,632.8347110561626,0.0,33.91855093767878,49.956603687528435,51.523659639363345,49.17307571161099,12.43753247303448,20.850523759752775,-0.04912678266290425,7.365869108050959,-0.55,9.236100170605994,6460.6562580038135,-206.10659988470312,-4948.583607015281,0.0,0.0,1695.1332870106921,5.52636814662967,6.65325,0.17535800558261172,0.0,0.0,1.0405971941160161,439.111933324,-274.4118471354839,0.21299503997947522,10.118093926127218,0.0031888149378901613,-23.347804089949594,1.2169816340180473,0.3624556363775999,-3780.9189999412297,27.7966528670769
2025-01-01 08:00:00,4.078452814322779,0.7365101322975716,0.51202125,4.07845281432278,0.7365101322975716,0.5120212500000001,0.3400879227025593,2.016690698814815,1.0743160678054058,0.597358125,0.05,0.51202125,0.0,0.0,0.7219267989642382,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751991039959835,0.056399327996987596,0.0,0.0,0.023652881030701754,0.0,0.0109609150751958,0.0,0.30547412659666173,0.0,0.11174700251975457,0.0,0.8873699612896677,0.6655274709672505,0.0,0.0,9299.65508547879,21.111111111111143,0.3600000000000001,3302.393971521212,15.005863664999998,0.597358125,0.45,12004.690932000001,26677.09096,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,2016.690698814815,0.36666666666666664,33.71184548365705,51.66666666666668,46.10666666666668,0.0,51.245972766988636,0.6341653646532479,1711.321797684814,2016.690698814815,33.71184548365705,49.70143597816005,51.245972766988636,48.92916758374576,12.43753247303448,20.80054839837231,-0.05364859012494551,6.6945207678146845,-1.4,9.236100170605994,5562.619888691679,-541.1176549998778,-5291.067498643236,0.0,0.0,1746.2562904136887,310.3648910735148,5.969250000000001,0.18025535972176396,0.0,0.0,1.0696587300228755,393.968197196,-192.22398855756413,0.2139227250819757,10.102666331627255,0.0031914546997968973,99.39014927253878,1.217758090975334,0.3624556363775999,-3878.170255247527,34.658628726437804
2025-01-01 09:00:00,4.037638884820464,0.7365101322975716,0.530985,4.037638884820464,0.7365101322975716,0.530985,0.33852720476746256,1.1916808674814816,1.8379483125715206,0.6194825,0.05,0.530985,0.0,0.0,0.7219267989642382,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751991039959835,0.056399327996987596,0.7498038762970164,0.0,0.019074904057017544,0.0,0.01106542916411304,0.0,0.30838687154633193,0.0,0.12557537098885294,0.0,0.8873699612896677,0.6655274709672505,0.0,0.0,9644.086755311338,21.111111111111143,0.3733333333333334,3424.704859355331,15.561636393333334,0.6194825,0.4666666666666667,12449.309114666667,26677.09096,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,16104.843697777778,1191.6808674814815,0.21666666666666667,33.54146563458176,51.66666666666668,46.10666666666668,0.0,51.29077115576215,0.3594710468691095,974.429769542904,1191.6808674814815,33.54146563458176,49.55865821788602,51.29077115576215,48.692601748947965,12.43753247303448,20.80943057507194,-0.06245585250087557,6.386333477118053,-0.85,9.236100170605994,6726.575063927647,-1.1597975186958138,-5078.650431825285,0.0,0.0,2199.185311705542,930.4884884656956,4.4662500000000005,0.1775030443811407,0.0,0.0,1.0533261331091532,294.77077702,-38.04657126394836,0.2155288753382332,10.13722661007896,0.0032155246240216763,257.273020116804,1.2183151042559837,0.3624556363775999,-3461.1496058081657,35.28494893413881
