Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 03:08:00,3.063630624701691,1.9906656222579753,0.0,0.05106051041169485,0.03317776037096625,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5824728769306438,0.05,0.0,0.0,0.3079696009423108,1.6681126879823311,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.1161938178475,20.0555555555556,1.9278173195482176,0.0,2.2716145435973103,0.31085833333333335,1,4379.257860484514,4379.257860484514,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.125732450990977,51.666666666666686,46.10666666666668,0.0,50.219604758856285,0.0,0.0,0.0,21.125732450990977,49.1569951274214,50.219604758856285,48.62569031170397,12.43753247303448,19.190040601133106,-0.36551495442249404,1.1,3191.0911277257437,-1951.0987748237358,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08226785608888855,0.0,0,1.483958982805583,131.99922844444444,-84.72340278600845,0.2162049994168643,9.070123433553743,0.002917081255579302,-2.629503091625403,1.2252827340963055
2025-01-01 03:09:00,3.0634888317617825,1.990574033066762,0.0,0.05105814719602971,0.03317623388444604,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5823310839907347,0.05,0.0,0.0,0.3079696009423108,1.668021098791118,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.184406651475,20.0555555555556,1.9279676905878325,0.0,2.2714727506574013,0.31085833333333335,1,4379.326073318141,4379.326073318141,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12580625062159,51.666666666666686,46.10666666666668,0.0,50.21629775272564,0.0,0.0,0.0,21.12580625062159,49.154030307861206,50.21629775272564,48.62289658542899,12.43753247303448,19.18696087995332,-0.36859467560228154,1.1,3191.7613886552886,-1950.5591840276184,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08225910842590438,0.0,0,1.483801191249062,131.99922844444444,-84.66094548620896,0.21624521549004988,9.06842320536682,0.0029170637284003206,-2.612877290762264,1.2252956552013878
2025-01-01 03:10:00,3.0633505110087356,1.9904846866866972,0.0,0.05105584185014559,0.03317474477811162,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5821927632376878,0.05,0.0,0.0,0.3079696009423108,1.667931752411053,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.250951121118,20.0555555555556,1.9281143983592943,0.0,2.2713344299043547,0.31085833333333335,1,4379.392617787785,4379.392617787785,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.125827100156993,51.666666666666686,46.10666666666668,0.0,50.212990789420026,0.0,0.0,0.0,21.125827100156993,49.15106547794384,50.212990789420026,48.62010282220575,12.43753247303448,19.18395633867957,-0.37159921687602804,1.1,3192.413881754702,-1950.0328223560955,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08225057383860165,0.0,0,1.4836472431811953,131.99922844444444,-84.60135852796165,0.21628443460981264,9.06743727213816,0.0029170463122257053,-2.596574305508107,1.2253082613824542
2025-01-01 03:11:00,3.0632155162230674,1.9903974886693259,0.0,0.05105359193705112,0.033173291477822095,0.0,0.009286576664523268,0.0,0.4218711711065245,2.58205776845202,0.05,0.0,0.0,0.3079696009423108,1.6678445543936817,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.315897425587,20.0555555555556,1.928257596569627,0.0,2.271199435118686,0.31085833333333335,1,4379.457564092253,4379.457564092253,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12579722952326,51.666666666666686,46.10666666666668,0.0,50.209683876801165,0.0,0.0,0.0,21.12579722952326,49.14810064510042,50.209683876801165,48.61730902925005,12.43753247303448,19.181023818271026,-0.374531737284574,1.1,3193.0493569042583,-1949.519132243427,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08224224338726317,0.0,0,1.483496977346126,131.99922844444444,-84.54451979554196,0.21632269860109116,9.065817072635245,0.0029170290048969568,-2.5805812462197446,1.225320565862948
2025-01-01 03:12:00,3.0630837077093034,1.9903123487802847,0.0,0.051051395128488386,0.03317187247967141,0.0,0.009286576664523268,0.0,0.4218711711065245,2.581925959938256,0.05,0.0,0.0,0.3079696009423108,1.6677594145046406,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.379312636462,20.0555555555556,1.9283974321144222,0.0,2.2710676266049226,0.31085833333333335,1,4379.520979303128,4379.520979303128,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12571876951389,51.666666666666686,46.10666666666668,0.0,50.20637702239926,0.0,0.0,0.0,21.12571876951389,49.14513581644909,50.20637702239926,48.614515213474014,12.43753247303448,19.178160300060703,-0.3773952554948963,1.1,3193.668530289926,-1949.0175810401502,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08223410852827163,0.0,0,1.4833502396329017,131.99922844444444,-84.49031282402582,0.21636004745042034,9.064907644553625,0.0029170118043418264,-2.564885792537887,1.2253325812793725
2025-01-01 03:13:00,3.0629549519920847,1.990229180803009,0.0,0.05104924919986808,0.033170486346716814,0.0,0.009286576664523268,0.0,0.4218711711065245,2.581797204221037,0.05,0.0,0.0,0.3079696009423108,1.667676246527365,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.441260843391,20.0555555555556,1.9285340453915836,0.0,2.270938870887703,0.31085833333333335,1,4379.582927510058,4379.582927510058,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.125593756498347,51.666666666666686,46.10666666666668,0.0,50.20307023342774,0.0,0.0,0.0,21.125593756498347,49.14217099880897,50.20307023342774,48.61172138149959,12.43753247303448,19.175362899260172,-0.38019265629542787,1.1,3194.2720859752417,-1948.5276598495038,-0.0,-0.0,536.7971115176408,0.0,2.0,0.0822261610958679,0.0,0,1.483206882746428,131.99922844444444,-84.43862653628638,0.21639651938941015,9.06336092470799,0.002916994708570502,-2.5494761671707034,1.2253443197084033
2025-01-01 03:14:00,3.0628291215280052,1.9901479023525979,0.0,0.05104715202546675,0.03316913170587663,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5816713737569574,0.05,0.0,0.0,0.3079696009423108,1.6675949680769537,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.501803291895,20.0555555555556,1.928667570599089,0.0,2.270813040423624,0.31085833333333335,1,4379.643469958562,4379.643469958562,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.125424136725574,51.666666666666686,46.10666666666668,0.0,50.199763516797304,0.0,0.0,0.0,21.125424136725574,49.139206198713374,50.199763516797304,48.60892753967142,12.43753247303448,19.172628858797633,-0.3829266967579663,1.1,3194.860677533189,-1948.0488824243384,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08221839328483946,0.0,0,1.4830667658952008,131.99922844444444,-84.38935485200847,0.21643215097411125,9.06184870874855,0.002916977715671971,-2.5343411110108116,1.2253557926926086
2025-01-01 03:15:00,3.062706094432353,1.990068434699305,0.0,0.05104510157387255,0.03316780724498841,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5815483466613056,0.05,0.0,0.0,0.3079696009423108,1.6675155004236608,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.560998514073,20.0555555555556,1.9287981360175854,0.0,2.2706900133279717,0.31085833333333335,1,4379.702665180739,4379.702665180739,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12521177042496,51.666666666666686,46.10666666666668,0.0,50.196456879129336,0.0,0.0,0.0,21.12521177042496,49.1362414224225,50.196456879129336,48.60613369406909,12.43753247303448,19.169955543471463,-0.3856000120841365,1.1,3195.4349295338475,-1947.5807841212006,-0.0,-0.0,536.7971115176408,0.0,2.0,0.0822107976340894,0.0,0,1.4829297544949203,131.99922844444444,-84.34239637666548,0.21646697716034524,9.061042529126354,0.0029169608238105477,-2.5194698595153335,1.2253670112648578
2025-01-01 03:16:00,3.0625857542196604,1.9899907026009507,0.0,0.051043095903661004,0.03316651171001585,0.0,0.009286576664523268,0.0,0.4218711711065245,2.581428006448613,0.05,0.0,0.0,0.3079696009423108,1.6674377683253065,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.618902452721,20.0555555555556,1.9289258642789167,0.0,2.2705696731152796,0.31085833333333335,1,4379.760569119388,4379.760569119388,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12495843565423,51.666666666666686,46.10666666666668,0.0,50.19315032676867,0.0,0.0,0.0,21.12495843565423,49.13327667593545,50.19315032676867,48.60333985051885,12.43753247303448,19.167340434396866,-0.38821512115873347,1.1,3195.9954388944916,-1947.1229209075073,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08220336701102396,0.0,0,1.4827957198868726,131.99922844444444,-84.29765416836304,0.21650103137541213,9.059595014827357,0.0029169440312225617,-2.5048521202607725,1.2253779859715073
2025-01-01 03:17:00,3.062467989557131,1.989914634143653,0.0,0.05104113315928552,0.03316524390239422,0.0,0.009286576664523268,0.0,0.4218711711065245,2.581310241786084,0.05,0.0,0.0,0.3079696009423108,1.667361699868009,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.675568579309,20.0555555555556,1.9290508726215208,0.0,2.27045190845275,0.31085833333333335,1,4379.817235245975,4379.817235245975,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.124665832164116,51.666666666666686,46.10666666666668,0.0,50.18984386579577,0.0,0.0,0.0,21.124665832164116,49.13031196500182,50.18984386579577,48.600546014604845,12.43753247303448,19.164781123725575,-0.3907744318300246,1.1,3196.5427761456094,-1946.6748684181534,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08219609459670263,0.0,0,1.4826645390700641,131.99922844444444,-84.25503553318654,0.21653434558633197,9.058177901106635,0.0029169273362131976,-2.490478051592924,1.2253887268944512
2025-01-01 03:18:00,3.0623526940301584,1.9898401605903666,0.0,0.051039211567169306,0.03316400267650611,0.0,0.009286576664523268,0.0,0.4218711711065245,2.581194946259111,0.05,0.0,0.0,0.3079696009423108,1.6672872263147225,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.731048006195,20.0555555555556,1.9291732731335067,0.0,2.2703366129257776,0.31085833333333335,1,4379.872714672862,4379.872714672862,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12433558489182,51.666666666666686,46.10666666666668,0.0,50.18653750203847,0.0,0.0,0.0,21.12433558489182,49.12734729513263,50.18653750203847,48.59775219167972,12.43753247303448,19.162275309622064,-0.3932802459335356,1.1,3197.0774866397905,-1946.2362210585316,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08218897387170503,0.0,0,1.482536094446287,131.99922844444444,-84.2144518255135,0.216566950364854,9.057462673081151,0.0029169107371534737,-2.4763382423064906,1.225399243672103
2025-01-01 03:19:00,3.062239765919238,1.9897672162367823,0.0,0.0510373294319873,0.033162786937279705,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5810820181481904,0.05,0.0,0.0,0.3079696009423108,1.6672142819611382,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.785389593413,20.0555555555556,1.9292931729840863,0.0,2.270223684814857,0.31085833333333335,1,4379.92705626008,4379.92705626008,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.123969247268807,51.666666666666686,46.10666666666668,0.0,50.183231241082986,0.0,0.0,0.0,21.123969247268807,49.12438267161088,50.183231241082986,48.594958386874836,12.43753247303448,19.159820791481796,-0.39573476407380426,1.1,3197.600091705614,-1945.8065911512876,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08218199860267437,0.0,0,1.4824102735773885,131.99922844444444,-84.17581825415212,0.21659887494944602,9.056102593631913,0.002916894232477362,-2.4624236922974996,1.2254095455193688
2025-01-01 03:20:00,3.062129107987647,1.9896957382741824,0.0,0.051035485133127445,0.03316159563790304,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5809713602165996,0.05,0.0,0.0,0.3079696009423108,1.6671428039985383,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.838640050308,20.0555555555556,1.9294106746439996,0.0,2.270113026883266,0.31085833333333335,1,4379.980306716974,4379.980306716974,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12356830454545,51.666666666666686,46.10666666666668,0.0,50.179925088284634,0.0,0.0,0.0,21.12356830454545,49.121418099501554,50.179925088284634,48.592164605110014,12.43753247303448,19.15741546537823,-0.39814009017737106,1.1,3198.111089745384,-1945.3856081243964,-0.0,-0.0,536.7971115176408,0.0,2.0,0.0821751628295008,0.0,0,1.4822869689540812,131.99922844444444,-84.139053698168,0.21663014730434538,9.054769329641115,0.0029168778206790347,-2.448725794134483,1.2254196412466651
2025-01-01 03:21:00,3.0620206272792965,1.9896256666588643,0.0,0.051033677121321605,0.03316042777764774,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5808628795082487,0.05,0.0,0.0,0.3079696009423108,1.6670727323832202,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.890844032324,20.0555555555556,1.9295258760955305,0.0,2.270004546174915,0.31085833333333335,1,4380.03251069899,4380.03251069899,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.123134176744465,51.666666666666686,46.10666666666668,0.0,50.17661904877791,0.0,0.0,0.0,21.123134176744465,49.11845358366117,50.17661904877791,48.58937085110281,12.43753247303448,19.155057319726133,-0.40049823582946686,1.1,3198.6109572776745,-1944.972917738257,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08216846085310975,0.0,0,1.4821660777756687,131.99922844444444,-84.10408053403329,0.21666079417589856,9.054134309513213,0.0029168615003102344,-2.4352363155003696,1.2254295392780394
2025-01-01 03:22:00,3.0619142349262027,1.9895569439877823,0.0,0.05103190391543671,0.03315928239979637,0.0,0.009286576664523268,0.0,0.4218711711065245,2.580756487155155,0.05,0.0,0.0,0.3079696009423108,1.6670040097121381,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.942044233212,20.0555555555556,1.9296388710326686,0.0,2.2698981538218215,0.31085833333333335,1,4380.0837108998785,4380.0837108998785,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.122668221597372,51.666666666666686,46.10666666666668,0.0,50.1733131274862,0.0,0.0,0.0,21.122668221597372,49.115489128746994,50.1733131274862,48.58657712937739,12.43753247303448,19.15274443114956,-0.40281112440603906,1.1,3199.1001499286194,-1944.5681813496894,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08216188722382348,0.0,0,1.4820475017401091,131.99922844444444,-84.07082447254378,0.21669084114630197,9.052851379183519,0.0029168452699777653,-2.421947382458222,1.2254392476684342
2025-01-01 03:23:00,3.0618098459650644,1.989489515380065,0.0,0.05103016409941774,0.033158158589667745,0.0,0.009286576664523268,0.0,0.4218711711065245,2.580652098194017,0.05,0.0,0.0,0.3079696009423108,1.6669365811044208,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4690.99228147287,20.0555555555556,1.9297497490519286,0.0,2.2697937648606836,0.31085833333333335,1,4380.133948139536,4380.133948139536,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12217173748105,51.666666666666686,46.10666666666668,0.0,50.17000732913107,0.0,0.0,0.0,21.12217173748105,49.11252473922571,50.17000732913107,48.58378344427304,12.43753247303448,19.15047496054365,-0.40508059501194893,1.1,3199.5791033749642,-1944.171075210839,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08215543673026518,0.0,0,1.4819311468438663,131.99922844444444,-84.03921440470735,0.21672031268486971,9.05159213056265,0.002916829128341092,-2.4088514634962985,1.2254487741201447
2025-01-01 03:24:00,3.0617073791624643,1.9894233283641076,0.0,0.0510284563193744,0.03315705547273513,0.0,0.009286576664523268,0.0,0.4218711711065245,2.580549631391417,0.05,0.0,0.0,0.3079696009423108,1.6668703940884635,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4691.041594781081,20.0555555555556,1.9298585958343197,0.0,2.269691298058084,0.31085833333333335,1,4380.183261447747,4380.183261447747,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.121645965831043,51.666666666666686,46.10666666666668,0.0,50.16670165824104,0.0,0.0,0.0,21.121645965831043,49.10956041938182,50.16670165824104,48.580989799952214,12.43753247303448,19.14824714932018,-0.4073084062354191,1.1,3200.0482342418904,-1943.781289801152,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08214910438877808,0.0,0,1.4818169231910483,131.99922844444444,-84.00918225567904,0.21674923219696496,9.050355608730547,0.0029168130741100474,-2.395941354314936,1.2254581259985091
2025-01-01 03:25:00,3.061606756848243,1.9893583327699444,0.0,0.05102677928080405,0.03315597221283241,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5804490090771957,0.05,0.0,0.0,0.3079696009423108,1.6668053984943003,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4691.0900214773355,20.0555555555556,1.9299654933189103,0.0,2.2695906757438626,0.31085833333333335,1,4380.231688144002,4380.231688144002,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.121092093858703,51.666666666666686,46.10666666666668,0.0,50.16339611916008,0.0,0.0,0.0,21.121092093858703,49.10659617332557,50.16339611916008,48.57819620040832,12.43753247303448,19.146059315827348,-0.4094962397282522,1.1,3200.5079409578866,-1943.3985291906815,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08214288543333274,0.0,0,1.4817047448113565,131.99922844444444,-83.9806628464084,0.21677762207071188,9.049813154492856,0.0029167971060426448,-2.38321016331495,1.2254673103468727
2025-01-01 03:26:00,3.0615079047566383,1.9892944806266313,0.0,0.05102513174594397,0.03315490801044385,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5803501569855904,0.05,0.0,0.0,0.3079696009423108,1.6667415463509871,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4691.13759724696,20.0555555555556,1.9300705198684138,0.0,2.269491823652257,0.31085833333333335,1,4380.279263913626,4380.279263913626,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.12051125676199,51.666666666666686,46.10666666666668,0.0,50.16009071605569,0.0,0.0,0.0,21.12051125676199,49.10363200500062,50.16009071605569,48.575402649473084,12.43753247303448,19.143909851935003,-0.4116457036205965,1.1,3200.9586045691567,-1943.0225104331187,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08213677530589848,0.0,0,1.4815945294864017,131.99922844444444,-83.95359376232463,0.21680550372159085,9.048619323040201,0.002916781222942983,-2.370651297753633,1.2254763339008627
2025-01-01 03:27:00,3.0614107518747717,1.989231726064381,0.0,0.05102351253124619,0.03315386210107302,0.0,0.009286576664523268,0.0,0.4218711711065245,2.5802530041037244,0.05,0.0,0.0,0.3079696009423108,1.666678791788737,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03405663890615646,0.025542479179617338,On,0.0,0,Off,0.0027410830135233917,0.0,On,0.006545493650999876,0,On,0.011245036516776614,0,On,0.37656949568359144,0.28242712176269347,On,HP On,4691.184356213715,20.0555555555556,1.9301737504271979,0.0,2.269394670770391,0.31085833333333335,1,4380.326022880381,4380.326022880381,0.0,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,6247.103804444445,Off,0.0,0.0,21.119904540307594,51.666666666666686,46.10666666666668,0.0,50.15678545292658,0.0,0.0,0.0,21.119904540307594,49.10066791819128,50.15678545292658,48.57260915082364,12.43753247303448,19.141797219776905,-0.41375833577869514,1.1,3201.4005895154787,-1942.652962987018,-0.0,-0.0,536.7971115176408,0.0,2.0,0.08213076964725508,0.0,0,1.481486198583966,131.99922844444444,-83.9279152288587,0.21683289763503277,9.047445597969997,0.0029167654236592466,-2.3582584505340884,1.2254852031020067
