Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.171161222128982,2.0487375807554855,0.0,3.1711612221289824,2.0487375807554855,0.0,0.012555920091833206,0.0,0.4526611158250326,2.6559441862121167,0.05,0.0,0.0,0.31858378193132536,1.7155704654908268,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0031326663011695902,0.0,0.009423253790663614,0.0,0.027882739916598617,0.0,0.3879603879017784,0.29097029092633364,5025.735747172046,20.0555555555556,2.0105496335273014,0.0,2.3450858528787832,0.31085833333333335,1.0,4714.877413838712,4714.877413838712,0.0,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,21.85151163020497,51.66666666666668,46.10666666666668,0.0,50.801588372650045,0.06151872081589665,164.98679493176712,0.0,21.85151163020497,49.98898450695075,50.8033705141692,49.58090043258195,12.43753247303448,18.972759503074517,-0.5827960524810832,2.8,3574.080315623266,-1933.9931521053686,0.0,0.0,570.0590372081858,0.0,2.0,0.09175777071587943,0.0,0.0,1.6551393772668805,131.99922844444444,-87.72131665159685,0.22188180344015965,9.01110949093289,0.0029535421838778773,-63.834906516823594,1.2261077481056533
2025-01-01 01:00:00,3.1358431741495214,2.037400717117755,0.0,3.1358431741495214,2.037400717117755,0.0,0.009443209979581747,0.0,0.4237120705068573,2.652687893663083,0.05,0.0,0.0,0.3093502754925604,1.713467108291861,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0028977163285818707,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,4962.967776189496,20.0555555555556,1.9864530781237204,0.0,2.341829560329749,0.31085833333333335,1.0,4652.109442856163,4652.109442856163,0.0,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,21.323049973349075,51.66666666666668,46.10666666666668,0.0,50.54611764081924,0.0,0.0,0.0,21.323049973349075,49.449501580625764,50.54611764081924,48.90119355052904,12.43753247303448,19.20336245506402,-0.35219310049157654,2.5,3528.767106418417,-1879.2220664766194,0.0,0.0,538.7946442330322,0.0,2.0,0.08636445418146714,0.0,0.0,1.5578539866070409,131.99922844444444,-93.77324752749225,0.2170197429093044,9.091608896822954,0.0029305270538953405,-43.657133163671986,1.2252170153249176
2025-01-01 02:00:00,3.0991782023610264,2.0136216994719485,0.0,3.0991782023610264,2.0136216994719485,0.0,0.009443209979581747,0.0,0.4227916208066909,2.616943371574754,0.05,0.0,0.0,0.3086599382174356,1.6903784279211793,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0028977163285818707,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,4794.690409995097,20.0555555555556,1.944074010599701,0.0,2.30608503824142,0.31085833333333335,1.0,4483.832076661764,4483.832076661764,0.0,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,21.104476988646347,51.66666666666668,46.10666666666668,0.0,50.346845917076685,0.0,0.0,0.0,21.104476988646347,49.271020136844484,50.346845917076685,48.73310724672839,12.43753247303448,19.33463851628835,-0.2209170392672485,1.6500000000000001,3350.264483625005,-1891.7279056231096,0.0,0.0,537.8741945328657,0.0,2.0,0.08171772109553067,0.0,0.0,1.4740355715978444,131.99922844444444,-90.57221527984845,0.2144141699691309,9.139027782229943,0.0029190889880200545,-15.087111910125948,1.2246755418384412
2025-01-01 03:00:00,3.1053221200669308,2.0175956678824507,0.0,3.1053221200669308,2.0175956678824507,0.0,0.009286576664523268,0.0,0.4218711711065245,2.624164372295883,0.05,0.0,0.0,0.3079696009423108,1.6950427336068068,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.0027410830135233917,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,4833.9989883166245,20.0555555555556,1.9547926154253454,0.0,2.31330603896255,0.31085833333333335,1.0,4523.14065498329,4523.14065498329,0.0,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,21.070599122998633,51.66666666666668,46.10666666666668,0.0,50.14861011031249,0.0,0.0,0.0,21.070599122998633,49.093332809597534,50.14861011031249,48.56569415924006,12.43753247303448,19.204450518979037,-0.3511050365765651,1.6500000000000001,3345.3655290909387,-1939.276829907711,0.0,0.0,536.7971115176408,0.0,2.0,0.08447743239242313,0.0,0.0,1.523815626210532,131.99922844444444,-86.15374083561481,0.21566002494850414,9.071354709575617,0.002912286950375361,-48.083185054626696,1.225225920589892
2025-01-01 04:00:00,3.0457745707989514,1.9790359653480454,0.0,3.0457745707989514,1.9790359653480452,0.0,0.009286576664523268,0.0,0.42095072140635814,2.5655372727280703,0.05,0.0,0.0,0.307279263667186,1.6571733683475258,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0027410830135233917,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,4622.660702889708,20.0555555555556,1.9092927182590282,0.0,2.254678939394737,0.31085833333333335,1.0,4311.802369556373,4311.802369556373,0.0,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,20.967590089606894,51.66666666666668,46.10666666666668,0.0,49.95173430533291,0.0,0.0,0.0,20.967590089606894,48.916747693553106,49.95173430533291,48.3992543876632,12.43753247303448,19.17353794930165,-0.38201760625394987,0.55,2955.559533748603,-2120.1798061598925,0.0,0.0,535.8766618174744,0.0,2.0,0.08669238305614387,0.0,0.0,1.5637692130689054,131.99922844444444,-82.79802479868603,0.21425096972959284,9.026103771344482,0.0028885939804090136,-4.738239250392845,1.2247983828790803
2025-01-01 05:00:00,3.6856810335968673,2.3921723569072624,0.0,3.6856810335968673,2.392172356907263,0.0,0.009599843294640226,0.0,0.42095072140635814,3.2051304688958693,0.05,0.0,0.0,0.307279263667186,2.0703097599067433,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.003054349643640351,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,5160.641088562527,20.0555555555556,1.8367545556240084,0.0,2.2072352988217947,0.31085833333333335,1.0,4849.782755229195,4162.745918488454,0.6870368367407408,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,20.95156951010878,51.66666666666668,46.10666666666668,0.0,49.75455516033674,0.0,0.0,0.0,20.95156951010878,48.73969619858229,49.75455516033674,48.23226671770507,12.43753247303448,19.018641036922613,-0.5456951084163154,-0.25000000000000006,3428.9165517239676,-2186.105746819756,0.0,0.0,536.1899284475915,0.0,2.0,0.08617201147085475,0.0,0.0,1.5543826783383514,131.99922844444444,-81.80871846639525,0.21742179924026414,8.968345012041075,0.0029043615031676137,7.425462912991109,1.2248223806498506
2025-01-01 06:00:00,3.0338156937259133,1.9710475768062357,0.0,3.033815693725913,1.9710475768062357,0.0,0.009991426582286427,0.0,0.4227916208066909,2.551032646336936,0.05,0.0,0.0,0.3086599382174356,1.6478043052554667,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0034459329312865493,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,4622.072249300454,20.0555555555556,1.9244253824242996,0.0,2.2401743130036023,0.31085833333333335,1.0,4311.213915967121,4311.213915967121,0.0,0.0,21.0555555555556,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,21.024033486768623,51.66666666666668,46.10666666666668,0.0,49.558348568137816,0.0,0.0,0.0,21.024033486768623,48.56338483155082,49.558348568137816,48.06590296325734,12.43753247303448,18.738843887076506,-0.8167116684790919,0.3,3015.7156668763546,-2064.527109948269,0.0,0.0,538.4224111355704,0.0,2.0,0.0852171039294134,0.0,0.0,1.5371579238444504,131.99922844444444,-80.2518836114013,0.22006216109516957,8.821822287014005,0.00288925832138652,-42.687580505255895,1.2260061128569382
2025-01-01 07:00:00,4.562197694761989,2.9586281553889417,0.0,4.562197694761989,2.9586281553889417,0.0,0.009756476609698706,0.0,0.4246325202070237,4.077808697945267,0.05,0.0,0.0,0.3100406127676852,2.6340042092879234,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.00321098295869883,0.0,0.006545493650999876,0.0,0.011245036516776614,0.0,0.3765694956835914,0.28242712176269347,5965.88900682513,20.611111111111168,1.7411474781539424,0.0,2.2211174819452664,0.31085833333333335,1.0,5655.030673491797,4109.19779082513,1.5458328826666665,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,20.331950825696186,51.66666666666668,46.10666666666668,0.0,49.364453209398675,0.0,0.0,0.0,20.331950825696186,48.38907962309857,49.364453209398675,47.90139282994851,12.43753247303448,19.546710878787724,-0.5596069644607319,-0.55,4032.67916689198,-2377.6474119892905,0.0,0.0,540.0283605633155,1.5564357422474047,2.0,0.08970629198939047,0.0,0.0,1.618134519854302,131.99922844444444,-95.5907885071745,0.2085820424841177,9.18293701070533,0.002879219069837347,4.198903520293846,1.2226312882820138
2025-01-01 08:00:00,4.509444159723436,2.8735050557634776,0.0,4.509444159723436,2.873505055763477,0.0,0.03911510914430989,0.0,0.5815688260772511,3.8387602245018746,0.05,0.0,0.0,0.379327573033215,2.479594149396929,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.02302131674589153,0.0,0.0024278163834064326,0.0,0.03668729276090346,0.0,0.05277741195373929,0.0,0.4680316596707982,0.35102374475309855,5583.964578936981,20.611111111111168,1.7177548928584627,0.0,2.1538282176870593,0.31085833333333335,1.0,5273.106245603647,3899.0325721221657,1.3740736734814816,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,0.0,0.0,20.07889149416568,51.66666666666668,46.10666666666668,0.0,49.14459727905334,0.029746384868018547,76.01738451026198,0.0,20.07889149416568,48.0195706886877,49.14459727905334,47.45705739350488,12.43753247303448,19.535763564985167,-0.5818635829889106,-1.4,3657.6646076871275,-2565.8467802905975,0.0,0.0,711.5907471929811,87.37956407503306,2.0,0.09269098633584791,0.0,0.0,1.671972849876771,131.99922844444444,-72.04393815223685,0.21007219170031696,9.201242546364272,0.0028964837028614587,88.37991097000427,1.2232385630963702
2025-01-01 09:00:00,5.031883308123613,2.8109459280216473,0.0,5.031883308123613,2.8109459280216473,0.0,0.06601878229233729,0.5833092014814816,0.6836166080425122,3.6489387163072826,0.05,0.0,0.0,0.43938102685997993,2.3569815678283343,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.001957916438230994,0.0,0.0640608658541063,0.0,0.09777523889587213,0.0,0.548102931439818,0.4110771985798634,5401.105853668869,20.611111111111168,1.7378575828607306,0.0,2.1357659186776528,0.31085833333333335,1.0,5090.247520335536,3887.933056039239,1.2023144642962964,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6247.103804444445,583.3092014814815,0.16666666666666666,20.44894919571722,51.66666666666668,46.10666666666668,0.0,49.6013434413188,0.028738632156293697,73.43509460069102,583.3092014814815,20.44894919571722,48.521103600417085,49.6013434413188,47.98098367996623,12.43753247303448,19.550394850052896,-0.564485316712217,-0.85,3749.747875475631,-2459.278479384347,0.0,0.0,843.2674135785068,263.4476107310004,2.0,0.091264198767653,0.0,0.0,1.646236258101601,131.99922844444444,-35.3469123873972,0.21367479188319718,9.270295334543757,0.00294777645577451,166.94931298142436,1.2237530008354391
