Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,5.849756948316224,0.16931236525606147,0.0,5.849756948316224,0.16931236525606147,0.0,0.03135148639404783,0.09166775903703704,0.23575736510736134,5.490980337777777,0.0,0.0,0.16931236525606147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.005773848684210526,0.0,0.0255776377098373,0.0,0.010007544765945984,0.0,0.15956991033149096,0.11967743274861818,0.0,0.0,5490.980337777777,16.666666666666686,0.3333333333333333,0.0,5.490980337777777,0.0,0.3333333333333333,5490.980337777777,16472.941013333333,91.66775903703704,0.016666666666666666,38.107974384004116,51.66666666666668,46.10666666666668,0.0,50.56216102325191,0.14180206345786692,375.3122289294855,91.66775903703704,38.107974384004116,49.04271795144121,50.56216102325191,48.28299641553587,12.43753247303448,16.33457033311492,-0.055673983181313426,2.8,9.236100170605994,4204.261289543034,-1694.009057731209,0.0,0.0,585.9370288893159,0.0,5.0,0.09602160692419544,0.0,0.0,0.46100814832791076,329.99807111111113,-178.64701939285058,0.2559673156726163,7.685758576740017,0.0028841231894847557,98.13186160402705,1.237334804303502
2025-01-01 01:00:00,6.5746480847344015,0.1680714919433754,0.0,6.5746480847344015,0.1680714919433754,0.0,0.027416809560142953,0.8250098313333335,0.2312411060631476,5.490980337777777,0.0,0.0,0.1680714919433754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06452541225967628,0.04839405919475721,0.0,0.0,0.005340810032894736,0.0,0.022075999527248213,0.0,0.00714578347198038,0.0,0.15956991033149096,0.11967743274861818,0.0,0.0,5490.980337777777,16.666666666666686,0.3333333333333333,0.0,5.490980337777777,0.0,0.3333333333333333,5490.980337777777,16472.941013333333,825.0098313333333,0.15,40.97063897722248,51.66666666666668,46.10666666666668,0.0,51.65881744516145,0.027397389633896062,75.14582534244907,825.0098313333333,40.97063897722248,51.50416002252786,51.66309995817087,51.422548798201646,12.43753247303448,16.327314208614464,-0.05663707684731071,2.5,9.236100170605994,4293.500127699178,-1594.6484143108576,0.0,0.0,577.4860930111973,0.0,5.0,0.08854970887940465,0.0,0.0,0.42513491112158813,329.99807111111113,-180.31788877893953,0.2570338090810916,7.695293247955038,0.0028947265364535684,111.74198475669465,1.237417872783625
2025-01-01 02:00:00,16.727248433926082,0.1668306186306893,0.0,16.727248433926082,0.16683061863068926,0.0,0.025953438379359452,0.0,0.22835398221339026,16.472941013333333,0.0,0.0,0.1668306186306893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.005340810032894736,0.0,0.020612628346464715,0.0,0.005913157372471099,0.0,0.15956991033149096,0.11967743274861818,0.0,0.0,16472.941013333333,20.000000000000057,1.0,0.0,16.472941013333333,0.0,1.0,16472.941013333333,16472.941013333333,0.0,0.0,37.68910765519622,51.66666666666668,46.10666666666668,0.0,51.5877488296135,0.0551758903679341,150.29165068489814,0.0,37.68910765519622,51.131175798492656,51.5877488296135,50.902889282932236,12.43753247303448,18.749309697228625,-0.7953669964450014,1.6500000000000001,9.236100170605994,14684.099859262573,-2025.963001288687,0.0,0.0,573.1355979806564,0.0,5.0,0.09019019633086969,0.0,0.0,0.43301103511680633,329.99807111111113,-336.01375076273024,0.2219259761733436,8.852197930118319,0.002907472945190673,124.75103047644218,1.227152600597056
2025-01-01 03:00:00,10.959879127378368,0.16558974531800322,0.0,10.959879127378368,0.16558974531800322,0.0,0.025811083063227276,0.0,0.22665638564847393,10.707411658666667,0.0,0.0,0.16558974531800322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061216416759180055,0.04591231256938503,0.0,0.0,0.005052117598684211,0.0,0.020758965464543068,0.0,0.005870058557802942,0.0,0.15956991033149096,0.11967743274861818,0.0,0.0,10707.411658666668,20.000000000000057,0.65,0.0,10.707411658666667,0.0,0.65,10707.411658666668,16472.941013333333,0.0,0.0,35.14479141751913,51.66666666666668,46.10666666666668,0.0,51.21893161209662,0.05035446966712071,136.42979940813566,0.0,35.14479141751913,49.853011943887985,51.21893161209662,49.170052109783676,12.43753247303448,19.691990071719946,-0.056887597196064434,1.6500000000000001,9.236100170605994,8743.979765169277,-2282.4767024311736,0.0,0.0,571.295646099608,0.0,5.0,0.09672071523676336,0.0,0.0,0.46436462859294136,329.99807111111113,-252.2508371658224,0.20979723308868195,9.303402273074447,0.0029197947278667416,75.82026236134472,1.2231819307757796
2025-01-01 04:00:00,11.613903608632759,0.16892059057381273,0.0,11.613903608632759,0.16892059057381273,0.0,0.031309177642456706,0.9166775903703706,0.23305419884215428,10.432862641777778,0.0,0.0,0.16892059057381273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.005052117598684211,0.0,0.026257060043772498,0.0,0.007826744743737256,0.0,0.1656655350894851,0.12424915131711378,0.0,0.0,10432.862641777778,20.000000000000057,0.6333333333333333,0.0,10.432862641777778,0.0,0.6333333333333333,10432.862641777778,16472.941013333333,916.6775903703705,0.16666666666666666,34.66099581481343,51.66666666666668,46.10666666666668,0.0,51.05368876750391,0.2442028913242887,657.6562523035417,916.6775903703705,34.66099581481343,49.426872147934176,51.05368876750391,48.613463838149315,12.43753247303448,19.707189060182756,-0.05168387025536892,0.55,9.236100170605994,8335.321401907428,-2501.1485571249864,0.0,0.0,582.7648601394582,0.0,5.0,0.09935402958051895,0.0,0.0,0.47700740149027976,329.99807111111113,-179.15754288482165,0.20994545230194167,9.313682818595943,0.0029260479767318636,116.36578213597183,1.222539791161773
2025-01-01 05:00:00,11.458958111543808,0.1710032623661274,0.0,11.458958111543806,0.1710032623661274,0.0,0.053356308263229964,1.0083453494074075,0.23894282898428143,10.158313624888889,0.0,0.0,0.1710032623661274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.005629502467105263,0.0,0.04772680579612469,0.0,0.01093847916277817,0.0,0.1684424308125713,0.12633182310942845,0.0,0.0,10158.31362488889,20.000000000000057,0.6166666666666667,0.0,10.158313624888889,0.0,0.6166666666666667,10158.31362488889,16472.941013333333,1008.3453494074075,0.18333333333333332,34.93869812664182,51.66666666666668,46.10666666666668,0.0,51.28242181195457,0.33133396511973684,897.3724773904111,1008.3453494074075,34.93869812664182,49.69939485352724,51.28242181195457,48.907881374313575,12.43753247303448,19.733362058812666,-0.046156105040214966,-0.25000000000000006,9.236100170605994,8006.0501139880835,-2613.8982606639693,0.0,0.0,610.5062382017425,0.0,5.0,0.09934266735650818,0.0,0.0,0.4769528504572375,329.99807111111113,-148.87148843857858,0.21076326474371568,9.341492287830398,0.002943757015508733,128.64544832887918,1.2218040864773436
2025-01-01 06:00:00,9.935262982679777,0.17353580586448283,0.0,9.935262982679777,0.17353580586448283,0.0,0.06979882689088757,0.0,0.25624856467777873,9.609215591111111,0.0,0.0,0.17353580586448283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.012049902709491729,0.0,0.006351233552631579,0.0,0.06344759333825599,0.0,0.012817587482309802,0.0,0.168510159976549,0.12638261998241174,0.0,0.0,9609.215591111111,20.000000000000057,0.5833333333333334,0.0,9.609215591111111,0.0,0.5833333333333334,9609.215591111111,16472.941013333333,0.0,0.0,35.87463494305608,51.66666666666668,46.10666666666668,0.0,51.5995268117903,0.08252343834527735,225.22902713596733,0.0,35.87463494305608,50.50930330775681,51.5995268117903,49.964191555740065,12.43753247303448,19.707219924322867,-0.0556131793351429,0.3,9.236100170605994,7528.204176301048,-2525.8526493372065,0.0,0.0,587.089835872066,0.0,4.2,0.09903683209249979,0.0,0.0,0.47548450855721913,277.1983797333333,-142.24860134492152,0.21154272891162199,9.336396434032293,0.0029498610168542222,23.58923030101562,1.2219087164185467
2025-01-01 07:00:00,9.67518680235001,0.1803352866934342,0.0,9.67518680235001,0.18033528669343418,0.0,0.08379044702158055,0.0,0.2567297811062086,9.334666574222222,0.0,0.0,0.1803352866934342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.00591819490131579,0.0,0.07787225212026477,0.0,0.0162827321816296,0.0,0.1742671389146546,0.1307003541859909,0.0,0.0,9334.666574222221,20.000000000000057,0.5666666666666667,0.0,9.334666574222222,0.0,0.5666666666666667,9334.666574222221,16472.941013333333,0.0,0.0,34.90588002368486,51.66666666666668,46.10666666666668,0.0,51.293817356762,0.02780929457911225,75.14582534244907,0.0,34.90588002368486,49.66090615416212,51.293817356762,48.844450552862185,12.43753247303448,19.717562465679627,-0.04872160589847674,-0.55,9.236100170605994,7056.332103148149,-2716.5140173387904,0.0,0.0,572.5201010259856,8.702814421052077,3.7,0.10162681196033459,0.0,0.0,0.4879192288386626,244.19857262222223,-134.3405547612687,0.21164079169284628,9.344973594774189,0.0029532088782855794,48.78816490001228,1.2218629630870261
2025-01-01 08:00:00,10.71610876395362,0.18680823792339857,0.0,10.716108763953619,0.18680823792339857,0.0,0.10095270414906099,1.0083453494074075,0.272144136174929,9.334666574222222,0.0,0.0,0.18680823792339857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.004474732730263157,0.0,0.09647797141879783,0.0,0.023066485610397463,0.0,0.181243242804359,0.1359324321032692,0.0,0.0,9334.666574222221,20.000000000000057,0.5666666666666667,0.0,9.334666574222222,0.0,0.5666666666666667,9334.666574222221,16472.941013333333,1008.3453494074075,0.18333333333333332,34.70080206696123,51.66666666666668,46.10666666666668,0.0,51.143293596972576,0.23402340530219448,631.1832430982961,1008.3453494074075,34.70080206696123,49.44362335455856,51.14330815284938,48.59377367747475,12.43753247303448,19.69721060310193,-0.05213882343997873,-1.4,9.236100170605994,6990.4570012692075,-2927.4890066895077,0.0,0.0,578.2085402610181,558.2755987502361,3.3,0.10495454894983042,0.0,0.0,0.5038959857040302,217.79872693333334,5.070893475473686,0.2125404108421596,9.347894128335904,0.002960685319069809,119.81707939438967,1.222516332178184
2025-01-01 09:00:00,8.665945818892133,0.1961548625523229,0.0,8.665945818892133,0.1961548625523229,0.0,0.13343058446571057,0.0,0.2960447277597569,8.236470506666667,0.0,0.0,0.1961548625523229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.003608655427631579,0.0,0.129821929038079,0.0,0.03450491102332625,0.0,0.1937054089762581,0.14527905673219352,0.0,0.0,8236.470506666667,20.000000000000057,0.5,0.0,8.236470506666667,0.0,0.5,8236.470506666667,16472.941013333333,0.0,0.0,33.79361534297135,51.66666666666668,46.10666666666668,0.0,51.23268551556037,0.21521853075837147,584.6991403205814,0.0,33.79361534297135,48.65515684331204,51.23268551556037,47.36639250718788,12.43753247303448,19.68180874177547,-0.0529904874161085,-0.85,9.236100170605994,6348.965604025123,-2800.420924042995,0.0,0.0,679.9143904860182,1434.7863146746333,4.0,0.10325911655192217,0.0,0.0,0.49575606620662094,263.9984568888889,233.00163091543394,0.2143216692056536,9.368134395862592,0.002981252500089084,257.68991220250035,1.2231790075689555
