Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2183655729930644,0.10721234701236634,0.24615459192496408,0.21836557299306436,0.10721234701236634,0.24615459192496408,0.017740735751005092,0.1474998372420593,0.053125,0.0,0.24615459192496408,0.0,0.10721234701236634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.005118174342105263,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,5976.224037555556,20.000000000000057,0.5336805784230311,0.0,7.214079976055136,0.053125,0.65,5923.099037555556,9112.460057777778,0.0,0.0,79.9552576720715,51.66666666666668,46.10666666666668,0.0,49.87448381071474,0.0,0.0,0.0,124.93009011261172,49.48375330006341,49.87448381071474,49.28838804473776,12.43753247303448,19.696605622133006,-0.05072617527367693,2.8,2838.1712602089738,-3310.4055546170634,0.0,0.0,224.00866908453833,0.0,1.0,0.15031799467125467,0.0,0.0,2.0991155077557435,65.99961422222222,-51.65589181405698,0.190930437169044,9.006639605174906,0.0026570545432019832,-90.70096997122782,1.2232970464115225
2025-01-01 01:00:00,0.21017975262779265,0.10646905212207904,0.21459631090894307,0.21017975262779262,0.10646905212207904,0.21459631090894304,0.017356872675347197,0.1465087773883429,0.04631410256410256,0.0,0.21459631090894307,0.0,0.10646905212207904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.004734311266447367,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,5210.041468638176,20.000000000000057,0.46525999144571945,0.0,6.289197927842939,0.04631410256410256,0.5666666666666667,5163.727366074075,9112.460057777778,0.0,0.0,77.15002564607532,51.66666666666668,46.10666666666668,0.0,48.82223448542827,0.0,0.0,0.0,120.54691507199269,48.50413206798603,48.82223448542827,48.34508085926491,12.43753247303448,19.760285409963966,-0.044700681771719056,2.5,2290.089873376899,-3089.092107087903,0.0,0.0,222.63374615516403,0.0,1.0,0.13741799412765363,0.0,0.0,1.9189734612206542,65.99961422222222,-53.49323432853937,0.18841729708579671,9.00801548976104,0.0026321491902102376,-61.45360505511636,1.223109107806769
2025-01-01 02:00:00,0.20646433379971726,0.10572575723179174,0.20197299850253464,0.2064643337997173,0.10572575723179174,0.20197299850253464,0.017356872675347197,0.14551771753462653,0.04358974358974359,0.0,0.20197299850253464,0.0,0.10572575723179174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.004734311266447367,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,4903.568441071226,20.000000000000057,0.43789175665479474,0.0,5.91924510855806,0.04358974358974359,0.5333333333333333,4859.9786974814815,9112.460057777778,0.0,0.0,74.83093903431576,51.66666666666668,46.10666666666668,0.0,47.80712499879426,0.0,0.0,0.0,116.92334224111838,47.55703016169473,47.80712499879426,47.431982743144985,12.43753247303448,19.675440048395448,-0.06813299921856028,1.6500000000000001,2130.854033431082,-2947.4366929084704,0.0,0.0,221.64268630144764,0.0,1.0,0.12489679767842396,0.0,0.0,1.7441212241367576,65.99961422222222,-46.92040103312072,0.18851612356045486,8.954386332575213,0.0026195973516305177,-18.99653829592932,1.2234728763155773
2025-01-01 03:00:00,0.1902333908699213,0.10498246234150445,0.15577342282633463,0.19023339086992128,0.10498246234150445,0.1557734228263346,0.017100963958241934,0.1445266576809101,0.028605769230769233,0.023228642559046265,0.13254478026728836,0.0,0.10498246234150445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.004478402549342105,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,3217.9667894529916,18.33333333333337,0.28736646530470905,0.0,3.8845046024912273,0.028605769230769233,0.35,3189.361020222222,9112.460057777778,527.528,0.0,76.75544448991208,51.66666666666668,46.10666666666668,0.0,46.86578498512446,0.0,0.0,527.528,119.93038201548761,46.68596720503663,46.86578498512446,46.596058314992725,12.43753247303448,18.119008776948935,-0.05626617276750885,1.6500000000000001,718.4347380262614,-2699.251568574667,0.0,0.0,220.395717730626,0.0,1.0,0.12542881886956023,0.0,0.0,1.7515506336044078,65.99961422222222,-20.67620058268933,0.20732889753111766,8.218642425300272,0.0026136343652790107,-63.310645092461094,1.2300161821473192
2025-01-01 04:00:00,0.2001397669136408,0.10423916745121715,0.19078091074593745,0.20013976691364077,0.10423916745121715,0.19078091074593745,0.017100963958241934,0.1435355978271937,0.039503205128205134,0.007742880853015421,0.18303802989292203,0.0,0.10423916745121715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.004478402549342105,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,4443.858899720798,18.33333333333337,0.39683940446840776,0.0,5.364315879630742,0.039503205128205134,0.48333333333333334,4404.355694592593,9112.460057777778,175.84266666666664,0.0,88.8317734120271,51.66666666666668,46.10666666666668,0.0,51.13752088926023,0.0,0.0,175.84266666666664,138.79964595629232,51.169149468215096,51.184963757692536,51.13752088926023,12.43753247303448,18.072329366104288,-0.05484372137916414,0.55,1664.6443262899322,-2941.027664511611,0.0,0.0,201.79926078313184,0.0,0.73325,0.12806287174376654,0.0,0.0,1.78833386270873,48.394217128444446,-39.98616970238693,0.20585104902681275,8.164069422468959,0.0025888912318778076,-10.084039514840773,1.2296534326205812
2025-01-01 05:00:00,0.19928940486067184,0.10423916745121715,0.17672637368971783,0.19928940486067184,0.10423916745121715,0.1767263736897178,0.01761278139245246,0.1435355978271937,0.03814102564102564,0.0,0.17672637368971783,0.0,0.10423916745121715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.004990219983552631,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,4290.622385937322,18.33333333333337,0.38315528707294544,0.0,5.179339469988303,0.03814102564102564,0.4666666666666667,4252.481360296297,9112.460057777778,0.0,0.0,86.06014754016373,51.66666666666668,46.10666666666668,0.0,50.06981236635885,0.0,0.0,0.0,134.4689805315058,50.101611004348975,50.117510323344035,50.06981236635885,12.43753247303448,18.02642108205334,-0.05877199560798445,-0.25000000000000006,1371.6933463291093,-3029.0146614463156,0.0,0.0,153.9168610888979,0.0,0.0,0.12595924125551267,0.0,0.0,1.7589577165584385,0.0,-43.83123925079493,0.20715761635091703,8.150532975272544,0.0025991997343913875,-26.225539048415,1.229222252630747
2025-01-01 06:00:00,0.21144655277112415,0.10572575723179174,0.22090796711214727,0.21144655277112415,0.10572575723179174,0.22090796711214727,0.01825255318521562,0.14551771753462653,0.04767628205128205,0.0,0.22090796711214727,0.0,0.10572575723179174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.005629991776315789,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,5363.277982421653,18.33333333333337,0.47894410884118177,0.0,6.474174337485379,0.04767628205128205,0.5833333333333334,5315.601700370371,9112.460057777778,0.0,0.0,83.23926781352763,51.66666666666668,46.10666666666668,0.0,49.01550936819131,0.0,0.0,0.0,130.0613559586369,49.04646208234322,49.06193843941919,49.01550936819131,12.43753247303448,18.022626875472913,-0.05812178493074385,0.3,2518.911353624834,-2951.528670436658,0.0,0.0,156.53875258909386,0.0,0.0,0.12673710376431424,0.0,0.0,1.7698201768959263,0.0,-49.37671094925486,0.20497661699224423,8.115812183986524,0.0025711267817451243,-96.2683603232322,1.229259032120503
2025-01-01 07:00:00,0.20759609145418115,0.10721234701236634,0.19566134229933044,0.20759609145418112,0.10721234701236634,0.19566134229933044,0.017868690109557724,0.1474998372420593,0.042227564102564105,0.0,0.19566134229933044,0.0,0.10721234701236634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.005246128700657895,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,4750.33192728775,18.33333333333337,0.4242076392593324,0.0,5.7342686989156215,0.042227564102564105,0.5166666666666667,4708.104363185185,9112.460057777778,0.0,0.0,80.43925847969253,51.66666666666668,46.10666666666668,0.0,47.99539561405114,0.0,0.0,0.0,125.68634137451957,48.02628591472378,48.0417310650601,47.99539561405114,12.43753247303448,18.046003428635675,-0.05682269705320267,-0.55,1664.1178736550994,-3194.7680100553325,0.0,0.0,158.13700922086872,2.150571690021309,0.0,0.13021505174310435,0.0,0.0,1.8183879784649433,0.0,-49.583052798186664,0.20309884662000524,8.103500719844506,0.0025512279150983973,-14.227994338390108,1.2291752108035685
2025-01-01 08:00:00,0.21411850515826863,0.10795564190265362,0.22721962331535148,0.21411850515826863,0.10795564190265362,0.22721962331535148,0.016589146524031408,0.14849089709577568,0.049038461538461545,0.0,0.22721962331535148,0.0,0.10795564190265362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.003966585115131579,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,5516.514496205128,18.33333333333337,0.4926282262366441,0.0,6.659150747127819,0.049038461538461545,0.6,5467.476034666667,9112.460057777778,0.0,0.0,77.91008269964823,51.66666666666668,46.10666666666668,0.0,47.00763367692257,0.0,0.0,0.0,121.73450421820036,47.039027308791454,47.0547241247259,47.00763367692257,12.43753247303448,18.001341992892417,-0.06483587938139633,-1.4,2178.6710064723698,-3467.0773960703905,0.0,0.0,157.84852548905883,116.1045169694002,0.0,0.13515162723121135,0.0,0.0,1.8873247826376902,0.0,-28.61461915142661,0.20481415453444846,8.101389853305283,0.0025644080131515235,106.64425417288345,1.2299313656091526
2025-01-01 09:00:00,0.21335077900695282,0.10795564190265362,0.26593402758042856,0.21335077900695282,0.10795564190265362,0.26593402758042856,0.015821420372715618,0.14849089709577568,0.049038461538461545,0.03871440426507711,0.22721962331535148,0.0,0.10795564190265362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0031988589638157895,0.0,0.01262256140889983,0.0,0.004550041225570806,0.0,0.10330740186783278,0.07748055140087456,0.0,0.0,5516.514496205128,18.33333333333337,0.4926282262366441,0.0,6.659150747127819,0.049038461538461545,0.6,5467.476034666667,9112.460057777778,879.2133333333333,0.0,83.7277844806344,51.66666666666668,46.10666666666668,0.0,49.18538569049019,0.0,0.0,879.2133333333333,130.82466325099122,49.21761995453621,49.23373708655922,49.18538569049019,12.43753247303448,18.068363652066115,-0.049573035174099014,-0.85,2353.846921385508,-3330.215740219347,0.0,0.0,157.08079933774303,356.6351186232596,0.0,0.13323213952994822,0.0,0.0,1.8605200982785104,0.0,10.46736606198288,0.208102067067915,8.197069645733563,0.0026154974248012042,221.8414674565134,1.2302275069127846
