Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,82.23437834057928,51.666666666666686,46.10666666666668,0.0,50.40435221286697,0.0,0.0,0.0,128.49121615715512,49.97634530562304,50.40435221286697,49.76234185200109,12.43753247303448,19.34090689272339,-0.15909310727666792,2.8,6183.763620694406,-3214.3690874216704,-0.0,-0.0,224.00866908453833,0.0,1.0,0.14911412136729527,0.0,0,2.08230402003439,65.99961422222222,-20.066787977009525,0.19563759913314416,8.835791420331176,0.002671238908555036,-96.26916005606714,1.2212649580789534
2025-01-01 00:01:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,81.89042751677715,51.666666666666686,46.10666666666668,0.0,50.38596626423784,0.0,0.0,0.0,127.95379299496429,49.959261727590544,50.38596626423784,49.745909459266905,12.43753247303448,19.451972849448826,-0.0480271505512313,2.8,6144.605839708038,-3244.1196336708085,-0.0,-0.0,224.00866908453833,0.0,1.0,0.14949047275223787,0.0,0,2.087559578626866,65.99961422222222,-29.47402271423887,0.19482134411391272,8.909867783962373,0.0026707404998918285,-96.41004711072637,1.2243678772335926
2025-01-01 00:02:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,81.55758408485889,51.666666666666686,46.10666666666668,0.0,50.36765690932866,0.0,0.0,0.0,127.433725132592,49.9422496027733,50.36765690932866,49.72954594949564,12.43753247303448,19.558970740041136,0.0,2.8,6106.691642525864,-3272.8795191293366,-0.0,-0.0,224.00866908453833,0.0,1.0,0.14985285576481752,0.0,0,2.0926200758954523,65.99961422222222,-38.628334437885485,0.1934935206288233,8.959018901810579,0.0026702426267894495,-96.53602073490731,1.2239206852300386
2025-01-01 00:03:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,81.23532439679781,51.666666666666686,46.10666666666668,0.0,50.34942169787201,0.0,0.0,0.0,126.93019436999657,49.925306623693615,50.34942169787201,49.71324908660442,12.43753247303448,19.66209341396862,0.0,2.8,6069.90642797942,-3300.689642625313,-0.0,-0.0,224.00866908453833,0.0,1.0,0.15020194191289082,0.0,0,2.097494889111035,65.99961422222222,-47.60342548835311,0.19222199531308146,9.005963702897414,0.0026697439209952085,-96.64716658087346,1.2234900127023844
2025-01-01 00:04:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,80.9231583608562,51.666666666666686,46.10666666666668,0.0,50.33125829505352,0.0,0.0,0.0,126.44243493883782,49.908430591657705,50.33125829505352,49.69701673995981,12.43753247303448,19.76152132340349,0.0,2.8,6036.88782225708,-3327.5886374772094,-0.0,-0.0,224.00866908453833,0.0,1.0,0.15053835918454453,0.0,0,2.102192787812715,65.99961422222222,-53.723036358796655,0.19100353077740753,9.051528407591196,0.002669244465272508,-96.74421106313767,1.2230750715558583
2025-01-01 00:05:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,80.62042845874224,51.666666666666686,46.10666666666668,0.0,50.31316447411502,0.0,0.0,0.0,125.96941946678474,49.89161940978474,50.31316447411502,49.6808468776196,12.43753247303448,19.857497421620003,0.0,2.8,6007.112993311359,-3353.633110537351,-0.0,-0.0,224.00866908453833,0.0,1.0,0.15086294542703826,0.0,0,2.10672547211783,65.99961422222222,-57.45339224437626,0.18983426604277048,9.095133296531694,0.0026687443384250504,-96.82808422764228,1.2226748162134955
2025-01-01 00:06:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,80.32654374086796,51.666666666666686,46.10666666666668,0.0,50.29513815323579,0.0,0.0,0.0,125.5102245951062,49.87487111778836,50.29513815323579,49.66473760006465,12.43753247303448,19.950239988909736,0.0,2.8,5979.001868725783,-3378.8740686983324,-0.0,-0.0,224.00866908453833,0.0,1.0,0.1511764532932543,0.0,0,2.1111034524469097,65.99961422222222,-60.323558668969206,0.18871075220242675,9.136901437311826,0.002668243614124963,-96.89962411304668,1.2222883077785525
2025-01-01 00:07:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,80.04105312636104,51.666666666666686,46.10666666666668,0.0,50.277177380861815,0.0,0.0,0.0,125.06414550993912,49.85818387814759,50.277177380861815,49.64868712679049,12.43753247303448,20.03991530009744,0.0,2.8,5951.9138651981175,-3403.349283200229,-0.0,-0.0,224.00866908453833,0.0,1.0,0.15147945815815556,0.0,0,2.115334763623131,65.99961422222222,-62.936347694739915,0.18763025142501663,9.177658791970714,0.002667742361418155,-96.95948620103044,1.2219148273898235
2025-01-01 00:08:00,0.2469713422238336,0.10721234701236634,0.37869937219225247,0.004116189037063893,0.0017868724502061058,0.0063116562032042075,0.017740735751005092,0.1474998372420593,0.08173076923076923,0.0,0.37869937219225247,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,On,9194.190827008548,20.000000000000057,0.8210470437277402,0.0,11.098584578546363,0.08173076923076923,1,9112.460057777778,9112.460057777778,Off,0.0,0,79.76357178642401,51.666666666666686,46.10666666666668,0.0,50.25928030488699,0.0,0.0,0.0,124.63058091628751,49.84155594705016,50.25928030488699,49.632693768131745,12.43753247303448,20.126665032051864,0.0,2.8,5925.6917623411355,-3427.0905494435583,-0.0,-0.0,224.00866908453833,0.0,1.0,0.15177245110057672,0.0,0,2.11942626331646,65.99961422222222,-65.41718430839138,0.18659039395749816,9.216759802998876,0.002667240645746947,-97.00823740836663,1.2215537612183387
2025-01-01 00:09:00,0.16524057299306438,0.10721234701236634,0.0,0.002754009549884406,0.0017868724502061058,0.0,0.017740735751005092,0.1474998372420593,0.0,0.0,0.0,0.0,0.10721234701236634,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.005118174342105263,0.0,On,0.01262256140889983,0,On,0.004550041225570806,0,On,0.10330740186783278,0.07748055140087456,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9112.460057777778,Off,0.0,0,79.49374334527158,51.666666666666686,46.10666666666668,0.0,50.24144515805377,0.0,0.0,0.0,124.20897397698685,49.82498566062905,50.24144515805377,49.616755911916705,12.43753247303448,20.210620337443657,0.0,2.8,-3293.8859308040123,-3450.1274224745293,-0.0,-0.0,224.00866908453833,0.0,1.0,0.15205588662031755,0.0,0,2.123384298388961,65.99961422222222,-67.76717741402184,0.1855890023022497,9.255015902582162,0.002666738529441817,-97.04640416118201,1.2212045414388613
