Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Gas Fireplace Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.4144885902990063,0.07690949914129405,0.2540907391420144,0.41448859029900625,0.07690949914129405,0.2540907391420144,0.01194697691599863,0.006998,0.10490215504967429,0.2906414583333334,0.0,0.004969489142014371,0.24912125000000004,0.0,0.0,0.07690949914129405,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035099780701754383,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,0.0002130860121159198,0.0047564031298984516,0.0,0.0,4526.646582856498,18.888888888888914,0.28,1604.8141985879479,7.30102415388889,0.2906414583333334,0.35,5840.819323111112,16688.05520888889,0.0,0.0,3.307529676711675e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.307529676711675e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.59148265503689,-0.062184874672683084,3.5161914240553824,2.8,9.236100170605994,2587.151726446684,932.370501331706,-2084.5068075705603,0.0,0.0,247.7005496837145,0.0,1.0,0.10126906632510034,0.0,0.0,1.3105272776142174,65.99961422222222,-102.68859852296762,0.21288897833853204,8.617798563638608,0.002765653475211004,-65.41492433782341,1.2278507673782577,0.7249112727551998,-676.5994205844513,4.155723328209512
2025-01-01 01:00:00,0.3995524846753386,0.076284908273324,0.23979790647244564,0.39955248467533866,0.076284908273324,0.23979790647244564,0.011683728560735471,0.006998,0.10406936722571422,0.27680138888888894,0.0,0.0025395731391122615,0.2372583333333334,0.0,0.0,0.076284908273324,0.0,1.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0032467297149122803,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,5.327150302897995e-05,0.0024863016360832813,0.0,0.0,4311.091983672854,18.888888888888914,0.26666666666666666,1528.3944748456645,6.953356337037038,0.27680138888888894,0.3333333333333333,5562.685069629631,16688.05520888889,0.0,0.0,3.3094748166620195e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3094748166620195e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.57205452474544,-0.060112885779736364,4.041735830112362,2.5,9.236100170605994,2445.5850628565963,74.39266502688425,-1977.246224501618,0.0,0.0,213.33945514812103,0.0,1.0,0.09441485300586379,0.0,0.0,1.2218266126687192,65.99961422222222,-101.60015146276159,0.21177532335391488,8.588342329745691,0.002747711430643398,-53.4979199527525,1.228005345627144,0.7249112727551998,-1458.1980801644647,4.196270345684501
2025-01-01 02:00:00,0.39871969685137854,0.07566031740535394,0.23936550618790944,0.39871969685137854,0.07566031740535395,0.23936550618790942,0.011683728560735471,0.006998,0.10323657940175415,0.27680138888888894,0.0,0.002107172854576039,0.2372583333333334,0.0,0.0,0.07566031740535394,0.0,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0032467297149122803,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,5.327150302897995e-05,0.0020539013515470587,0.0,0.0,4311.091983672854,18.888888888888914,0.26666666666666666,1528.3944748456645,6.953356337037038,0.27680138888888894,0.3333333333333333,5562.685069629631,16688.05520888889,0.0,0.0,3.3078178150150154e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3078178150150154e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.58861024255649,-0.05529419973599439,3.4568629568927363,1.6500000000000001,9.236100170605994,2453.0600991712386,-183.49096265325232,-1968.2005246009717,0.0,0.0,206.1704657324714,0.0,1.0,0.08874167312646171,0.0,0.0,1.1484097515030327,65.99961422222222,-96.00182563311633,0.2106834221303691,8.582932998487786,0.0027363366156562935,-25.75250354669298,1.2279440984895558,0.7249112727551998,-1714.3152061026278,2.4297686037110635
2025-01-01 03:00:00,0.7437131462350208,0.0750357265373839,0.5355592940730689,0.7437131462350208,0.0750357265373839,0.5355592940730689,0.0115082296572267,0.006998,0.10240379157779408,0.6228031250000001,0.0,0.0017280440730687956,0.5338312500000001,0.0,0.0,0.0750357265373839,0.0,1.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.003071230811403509,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,0.0001065430060579599,0.0016215010670108357,0.0,0.0,9699.956963263923,22.222222222222285,0.6,3438.8875684027453,15.645051758333336,0.6228031250000001,0.75,12516.041406666667,16688.05520888889,0.0,0.0,3.038560413849546e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.038560413849546e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.281166928909183,-0.5673578076750275,4.660427340334753,1.6500000000000001,9.236100170605994,7146.968122786148,581.2351447848044,-2582.4416866031765,0.0,0.0,198.82597741331298,0.0,1.0,0.10037326203672169,0.0,0.0,1.2989346363672325,65.99961422222222,-169.37313128791052,0.17817658586841625,9.80488435965002,0.0027272631788237364,-72.1912617253891,1.2167373793066327,0.7249112727551998,-2856.86562822114,-0.7867953968005363
2025-01-01 04:00:00,0.562959455633283,0.07441113566941385,0.3817158349926812,0.562959455633283,0.07441113566941385,0.3817158349926812,0.0115082296572267,0.006998,0.10157100375383402,0.4428822222222223,0.0,0.002102501659347751,0.3796133333333334,0.0,0.0,0.07441113566941385,0.0,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.003071230811403509,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,0.0003729005212028597,0.0017296011381448915,0.0,0.0,6897.747173876568,22.222222222222285,0.4266666666666667,2445.431159753063,11.125370139259262,0.4428822222222223,0.5333333333333333,8900.296111407408,16688.05520888889,0.0,0.0,2.9759823885200376e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9759823885200376e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.90697452647836,-0.06475419681808704,3.725412416154713,0.55,9.236100170605994,4036.3277262668857,-579.9780744990604,-2941.1390611427173,0.0,0.0,199.5772399872753,0.0,1.0,0.104798343013463,0.0,0.0,1.3561997967574186,65.99961422222222,-119.85762645423988,0.16942413512943208,10.057854301184431,0.0027026836558718867,-18.277733332136066,1.2135889770697925,0.7249112727551998,-3025.795173091274,0.385938839150238
2025-01-01 05:00:00,0.6186707312180784,0.07441113566941385,0.42965005931676087,0.6186707312180784,0.07441113566941385,0.42965005931676087,0.011859227464244244,0.006998,0.10157100375383402,0.4982425000000001,0.0,0.0025850593167607624,0.4270650000000001,0.0,0.0,0.07441113566941385,0.0,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0034222286184210525,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,0.0006392580363477595,0.0019458012804130028,0.0,0.0,7759.965570611138,22.222222222222285,0.48000000000000004,2751.1100547221963,12.516041406666668,0.4982425000000001,0.6,10012.833125333334,16688.05520888889,0.0,0.0,2.9740463302927208e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9740463302927208e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.926338510389773,-0.05424454373294741,2.4640287380761365,-0.25000000000000006,9.236100170605994,4810.031166324534,160.3957330491182,-3061.2744679681928,0.0,0.0,203.09633859013763,0.0,1.0,0.10484769557450434,0.0,0.0,1.3568384703406937,65.99961422222222,-91.75627490854991,0.16978141716584438,10.073759383143566,0.002713047975202849,-2.2936517547535016,1.2128926499021346,0.7249112727551998,-2590.435431593889,-0.27889007918918074
2025-01-01 06:00:00,0.5654147763469926,0.07566031740535394,0.3839688087706593,0.5654147763469926,0.07566031740535395,0.38396880877065925,0.012297974723016173,0.006998,0.10323657940175415,0.4428822222222223,0.0,0.0043554754373258675,0.3796133333333334,0.0,0.0,0.07566031740535394,0.0,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0038609758771929823,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,0.0015448735878404187,0.0028106018494854484,0.0,0.0,6897.747173876568,22.222222222222285,0.4266666666666667,2445.431159753063,11.125370139259262,0.4428822222222223,0.5333333333333333,8900.296111407408,16688.05520888889,0.0,0.0,2.9739786301756037e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9739786301756037e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.92702303309416,-0.07027927117240337,3.0410934505614526,0.3,9.236100170605994,4058.0795254769305,-164.49113723036223,-2972.6733881441946,0.0,0.0,217.87306468020884,0.0,1.0,0.10459151311607655,0.0,0.0,1.353523202292916,65.99961422222222,-84.86732493565123,0.16876094524345894,10.05591025201232,0.0026966389597954956,-62.29270273649429,1.2129022012864332,0.7249112727551998,-2610.9479397334203,1.025642749994932
2025-01-01 07:00:00,0.5391369647507607,0.07690949914129405,0.361905291486757,0.5391369647507607,0.07690949914129405,0.361905291486757,0.012034726367753016,0.006998,0.10490215504967429,0.41520208333333336,0.0,0.006017791486756917,0.3558875000000001,0.0,0.0,0.07690949914129405,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035977275219298247,0.0,0.0003573498412433463,0.0,0.008079649004579845,0.0,0.00235615619461552,0.0,0.06923448589665605,0.05192586442249202,0.0024504891393330778,0.003567302347423839,0.0,0.0,6466.637975509282,22.222222222222285,0.4,2292.591712268497,10.430034505555557,0.41520208333333336,0.5,8344.027604444445,16688.05520888889,0.0,0.0,2.971445655061997e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.971445655061997e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.952327572484435,-0.0511448187598134,2.4441502922509035,-0.55,9.236100170605994,3439.7144499533815,-566.4356990644957,-3178.416036185868,0.0,0.0,230.3637447583226,4.592279895058534,1.0,0.1071200842863195,0.0,0.0,1.3862455489308738,65.99961422222222,-78.8712341283549,0.16782120804743306,10.055355360063153,0.0026858281221466018,2.8326525887520475,1.2128058475114871,0.7249112727551998,-2860.2912792088296,1.263867875836957
2025-01-01 08:00:00,0.6729096231154048,0.09289472161111337,0.4195898935426655,0.6729096231154048,0.09289472161111337,0.4195898935426655,0.058523364822880834,0.006998,0.13682589718141272,0.4705623611111112,0.0103394783952998,0.005911248480698957,0.40333916666666675,0.0,0.0,0.09289472161111337,0.0,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002720233004385965,0.0,0.002363546642665804,0.0,0.053439585175829064,0.0,0.01296626836659484,0.0,0.08971532803245509,0.06728649602434131,0.002343946133275118,0.003567302347423839,0.0,0.0,7328.856372243853,22.222222222222285,0.45333333333333337,2598.27060723763,11.820705772962965,0.4705623611111112,0.5666666666666667,9456.564618370372,16688.05520888889,228.59847068700074,32.66625760031448,2.978162002078319e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.08358493004494735,228.59847068700074,228.59847068700074,2.978162002078319e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.885160895668502,-0.0663325492602978,1.6116391048850993,-1.4,9.236100170605994,4250.68120483874,-285.0132348922909,-3391.0596823622677,0.0,0.0,307.3424663956829,341.30511133617927,1.0,0.11015041087702591,0.0,0.0,1.425461133722102,65.99961422222222,5.542048561471648,0.16946564972675002,10.044773583587835,0.002699881214449521,100.53656689281756,1.2136412924640918,0.7249112727551998,-2885.8244516886525,2.5406095587316573
2025-01-01 09:00:00,0.6491939347809556,0.10118715280669817,0.3531107041260098,0.6491939347809556,0.10118715280669817,0.35311070412600976,0.08502350183906096,0.006998,0.1558104190530057,0.401362013888889,0.0034427868921983918,0.005643333900477962,0.3440245833333334,0.0,0.0,0.10118715280669817,0.0,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0021937362938596492,0.0,0.0035082621330989783,0.0,0.07932150341210234,0.0,0.020894215310741395,0.0,0.10077190295990149,0.0755789272199261,0.0021841316241881783,0.003459202276289783,0.0,0.0,6251.08337632564,22.222222222222285,0.3866666666666667,2216.1719885262137,10.082366688703706,0.401362013888889,0.48333333333333334,8065.893350962963,16688.05520888889,76.11755529327012,10.877044197380696,2.972285301620698e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.027831684592027266,76.11755529327012,76.11755529327012,2.972285301620698e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.943920414052002,-0.0594325088731822,1.770243971983825,-0.85,9.236100170605994,3491.85166640646,-283.3179827624494,-3273.037099596309,0.0,0.0,350.4691146406123,981.1451156851587,1.0,0.10873686903015083,0.0,0.0,1.4071684287964732,65.99961422222222,163.336275036518,0.17165200873477918,10.123018337236918,0.002743280549006003,198.27730907988354,1.213977034688015,0.7249112727551998,-2506.684183568787,7.1942122801237405
2025-01-01 10:00:00,0.5952293411754014,0.10056256193872813,0.30248416514736565,0.5952293411754014,0.10056256193872813,0.30248416514736565,0.08425120887040409,0.006998,0.15797839619388612,0.3460017361111112,0.0,0.005911248480698957,0.2965729166666667,0.0,0.0,0.10056256193872813,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002105986842105263,0.0,0.00347926823117254,0.0,0.07866595379712629,0.0,0.023894980275581918,0.0,0.10077190295990149,0.0755789272199261,0.002343946133275118,0.003567302347423839,0.0,0.0,5388.864979591069,22.222222222222285,0.3333333333333333,1910.4930935570808,8.691695421296297,0.3460017361111112,0.4166666666666667,6953.3563370370375,16688.05520888889,0.0,0.0,2.9727336085095936e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9727336085095936e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.93945214564063,-0.06096013389085755,3.037448409719923,0.85,9.236100170605994,3185.358741179172,-154.5266752854321,-2850.6819249223654,0.0,0.0,353.44884921075834,1450.2057643565022,1.0,0.10296970857334889,0.0,0.0,1.3325353609971338,65.99961422222222,293.7268372997104,0.17580836119371993,10.193577075930056,0.0028092675272566145,228.00875968194472,1.2139471771816326,0.7249112727551998,-2079.2030809231123,14.183312080599487
2025-01-01 11:00:00,0.5535469999815,0.10056256193872813,0.27044474504562205,0.5535469999815001,0.10056256193872813,0.27044474504562205,0.08138468289337492,0.006998,0.16068278931034732,0.3044815277777778,0.0034427868921983918,0.006017791486756917,0.26098416666666674,0.0,0.0,0.10056256193872813,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002105986842105263,0.0,0.0033578562668555817,0.0,0.07592083978441407,0.0,0.026599373392043126,0.0,0.10077190295990149,0.0755789272199261,0.0024504891393330778,0.003567302347423839,0.0,0.0,4742.20118204014,22.222222222222285,0.29333333333333333,1681.2339223302308,7.648691970740742,0.3044815277777778,0.36666666666666664,6118.953576592594,16688.05520888889,76.11755529327012,10.877044197380696,2.975028807744214e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.027831684592027266,76.11755529327012,76.11755529327012,2.975028807744214e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.916511808848,-0.06624666630516067,4.00714824871543,1.95,9.236100170605994,2894.105688744353,-245.97476245638134,-2575.3043521260815,0.0,0.0,353.2867163501904,1670.4352050202715,1.0,0.09882425480939867,0.0,0.0,1.2788888682141866,65.99961422222222,373.9221424801031,0.17975940047215902,10.246094580087505,0.002869992828148376,181.88726541406115,1.2134273539222207,0.7249112727551998,-1945.847851081598,18.63916629498571
2025-01-01 12:00:00,0.5270223489881734,0.10181174367466822,0.25329071122590524,0.5270223489881734,0.10181174367466822,0.25329071122590524,0.07894817812655136,0.006998,0.16427478197273299,0.27680138888888894,0.010335772489064924,0.005696605403506942,0.2372583333333334,0.0,0.0,0.10181174367466822,0.0,1.0,0.0,0.0,0.0,0.0,0.03497708860632285,0.02623281645474213,0.0,0.0,0.0021937362938596492,0.0,0.0032509412535018426,0.0,0.07350350057918988,0.0,0.02852579040650865,0.0,0.10077190295990149,0.0755789272199261,0.0022374031272171585,0.003459202276289783,0.0,0.0,4311.091983672854,22.222222222222285,0.26666666666666666,1528.3944748456645,6.953356337037038,0.27680138888888894,0.3333333333333333,5562.685069629631,16688.05520888889,228.51653575127057,32.654549264257014,2.975264932456096e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.08355497128865881,228.51653575127057,228.51653575127057,2.975264932456096e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.914163545944813,-0.05644687116949131,4.742207346638192,3.05,9.236100170605994,2695.2361266694074,-46.70932226755904,-2389.8976461076886,0.0,0.0,352.85815384783007,1767.8746439255337,1.0,0.09745301218187881,0.0,0.0,1.2611435592782558,65.99961422222222,421.1836352564114,0.182445809925259,10.289267244652075,0.002914201570104887,123.80792109234035,1.2127954820496565,0.7249112727551998,-1594.8772977914336,19.773500678209885
2025-01-01 13:00:00,0.45984527996166896,0.10181174367466822,0.20065232157108767,0.45984527996166896,0.10181174367466822,0.20065232157108764,0.07797069135742876,0.006998,0.16727554693757352,0.20760104166666668,0.017225052179696585,0.005483519391391021,0.17794375000000004,0.0,0.0,0.10181174367466822,0.0,1.0,0.0,0.0,0.0,0.0,0.03497708860632285,0.02623281645474213,0.0,0.0,0.0024569846491228073,0.0,0.0031983898062601735,0.0,0.07231531690204578,0.0,0.03152655537134917,0.0,0.10077190295990149,0.0755789272199261,0.0020243171151012383,0.003459202276289783,0.0,0.0,3233.318987754641,22.222222222222285,0.2,1146.2958561342484,5.215017252777779,0.20760104166666668,0.25,4172.013802222223,16688.05520888889,380.833581273541,54.42034599507588,2.9682975996870987e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.1392482992290019,380.833581273541,380.833581273541,2.9682975996870987e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.98383068884517,-0.053740060265575394,5.9437409807346535,4.45,9.236100170605994,1897.8573381683527,-237.24362593441785,-2117.5528562598347,0.0,0.0,354.881432043548,1727.8032733945329,1.0,0.0933126031891776,0.0,0.0,1.2075623510937659,65.99961422222222,427.2097746299985,0.1834732571357877,10.349042864578397,0.0029444271043436404,97.14257329471702,1.211918053363743,0.7249112727551998,-1401.201123805764,17.661641737097682
2025-01-01 14:00:00,0.46329857605539915,0.10181174367466822,0.18401325592470982,0.4632985760553992,0.10181174367466822,0.18401325592470985,0.07883073377784001,0.006998,0.16986880061089246,0.20760104166666668,0.0,0.006069505924709801,0.17794375000000004,0.0,0.0,0.10181174367466822,0.0,1.0,0.0,0.0,0.0,0.0,0.03497708860632285,0.02623281645474213,0.0,0.0,0.0026324835526315787,0.0,0.0032273837081866117,0.0,0.07297086651702184,0.0,0.03411980904466814,0.0,0.10077190295990149,0.0755789272199261,0.0026103036484200178,0.003459202276289783,0.0,0.0,3233.318987754641,22.222222222222285,0.2,1146.2958561342484,5.215017252777779,0.20760104166666668,0.25,4172.013802222223,16688.05520888889,0.0,0.0,2.9701965053400652e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9701965053400652e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.964837270635986,-0.05349778488622097,6.2827929167287815,4.7,9.236100170605994,1946.8478448125575,-323.58345276361445,-2037.0098878372096,0.0,0.0,358.3347281372782,1510.3091346880103,1.0,0.09135992215524437,0.0,0.0,1.1822926231075888,65.99961422222222,392.2040167578479,0.1851450907860678,10.363679927038964,0.0029694555630925224,53.13889969815659,1.211368792356903,0.7249112727551998,-1481.0623364514931,11.183027553630238
