Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.4006485208545618,0.07690949914129405,0.24222782247534774,0.10490215504967429,0.27680138888888894,0.01194697691599863,0.006998,0.004969489142014371,0.2372583333333334,0.0,0.0,51.66666666666668,18.558014086463476,-0.06587558379125955
2025-01-01 01:00:00,0.41339255411978304,0.076284908273324,0.2516608231391123,0.10406936722571422,0.2906414583333334,0.011683728560735471,0.006998,0.0025395731391122615,0.24912125000000004,0.0,0.0,51.66666666666668,18.58510955813808,-0.06534902235604836
2025-01-01 02:00:00,0.39871969685137854,0.07566031740535394,0.23936550618790944,0.10323657940175415,0.27680138888888894,0.011683728560735471,0.006998,0.002107172854576039,0.2372583333333334,0.0,0.0,51.66666666666668,18.590323040091803,-0.0545420484448598
2025-01-01 03:00:00,0.7298730767905764,0.0750357265373839,0.5236963774064022,0.10240379157779408,0.6089630555555556,0.0115082296572267,0.006998,0.0017280440730687956,0.5219683333333335,0.0,0.0,51.66666666666668,21.328699512815653,-0.5283372104934482
2025-01-01 04:00:00,0.5906395945221719,0.07441113566941385,0.4054416683260145,0.10157100375383402,0.4705623611111112,0.0115082296572267,0.006998,0.002102501659347751,0.40333916666666675,0.0,0.0,51.66666666666668,21.886685245020164,-0.06980663467652388
2025-01-01 05:00:00,0.5909905923291895,0.07441113566941385,0.40592422598342753,0.10157100375383402,0.4705623611111112,0.011859227464244244,0.006998,0.0025850593167607624,0.40333916666666675,0.0,0.0,51.66666666666668,21.97004152160339,-0.04294502062813586
2025-01-01 06:00:00,0.5377346374581038,0.07566031740535394,0.3602429754373259,0.10323657940175415,0.41520208333333336,0.012297974723016173,0.006998,0.0043554754373258675,0.3558875000000001,0.0,0.0,51.66666666666668,21.917147411407363,-0.06393505364125088
2025-01-01 07:00:00,0.580657173084094,0.07690949914129405,0.39749404148675704,0.10490215504967429,0.4567222916666668,0.012034726367753016,0.006998,0.006017791486756917,0.3914762500000001,0.0,0.0,51.66666666666668,21.90596689999171,-0.06767845095062608
2025-01-01 08:00:00,0.6729096231154048,0.09289472161111337,0.4195898935426655,0.13682589718141272,0.4705623611111112,0.058523364822880834,0.006998,0.005911248480698957,0.40333916666666675,0.0103394783952998,0.0,51.66666666666668,21.938023703833945,-0.058245592856811496
2025-01-01 09:00:00,0.6215137958920668,0.10118715280669817,0.3293848707926764,0.1558104190530057,0.37368187500000005,0.08502350183906096,0.006998,0.005643333900477962,0.3202987500000001,0.0034427868921983918,0.0,51.66666666666668,21.940916174907393,-0.05202126702547491
