occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.944,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0175,0.05,0.0,0.0,0.0,0.0817,0,0,0,0
1.0,0.589,0.0176,0.05,0.0,0.0,0.0,0.0817,0,0,0,0
1.0,0.589,0.0176,0.05,0.0,0.0,0.0,0.163,0,0,0,0
1.0,0.589,0.0176,0.05,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0188,0.0506,0.0,0.0,0.0,0.354,0,0,0,0
1.0,0.589,0.0195,0.051,0.0,0.0,0.0,0.0,0,0,0,0
0.889,0.573,0.0179,0.0503,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.586,0.0243,0.0843,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.596,0.0278,0.101,0.0,0.0,0.0,0.462,0,0,0,0
0.833,0.615,0.0349,0.136,0.0,0.0,0.0,0.245,0,0,0,0
0.833,0.625,0.0385,0.153,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.665,0.0558,0.219,0.0,0.0,0.0,0.315,0,0,0,0
0.722,0.658,0.054,0.207,0.0,0.0,0.0,0.0,0,0,0,0
0.556,0.619,0.0382,0.14,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.605,0.033,0.117,0.0,0.0,0.0,0.0817,0,0,0,0
0.389,0.608,0.0357,0.12,0.0,0.0,0.0,0.163,0,0,0,0
0.333,0.609,0.0371,0.122,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.609,0.0371,0.122,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.609,0.0371,0.122,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.609,0.0399,0.123,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.609,0.0413,0.124,0.0,0.0,0.0,0.343,0,0,0,0
0.333,0.637,0.0574,0.174,0.0,0.0,0.0,0.181,0,0,0,0
0.333,0.652,0.0655,0.198,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0698,0.195,0.0,0.0,0.0,0.184,0,0,0,0
0.333,0.652,0.072,0.194,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.652,0.072,0.194,0.0,0.0,0.0,0.245,0,0,0,0
0.333,0.652,0.072,0.194,0.0,0.0,0.0,0.365,0,0,0,0
0.333,0.652,0.0763,0.19,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.652,0.0785,0.188,0.0,0.0,0.0,0.163,0,0,0,0
0.222,0.623,0.0581,0.142,0.0,0.0,0.0,0.0817,0,0,0,0
0.167,0.609,0.0479,0.119,0.0,0.0,0.0,0.0817,0,0,0,0
0.167,0.609,0.0491,0.117,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.58,0.028,0.0722,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.278,0.623,0.0668,0.138,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.652,0.0946,0.184,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.652,0.0962,0.185,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.652,0.0962,0.185,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.652,0.0962,0.185,0.0,0.0,0.0,0.163,0,0,0,0
0.333,0.66,0.103,0.195,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.665,0.106,0.201,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.665,0.106,0.201,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.665,0.106,0.201,0.0,0.0,0.0,0.0817,0,0,0,0
0.333,0.678,0.122,0.228,0.0,0.0,0.0,0.0817,0,0,0,0
0.444,0.724,0.167,0.305,0.0,0.0,0.0,0.0817,0,0,0,0
0.5,0.744,0.186,0.337,0.0,0.0,0.0,0.0817,0,0,0,0
0.5,0.744,0.186,0.337,0.0,0.0,0.0,0.327,0,0,0,0
0.5,0.763,0.213,0.405,0.0,0.0,0.0,0.0817,0,0,0,0
0.611,0.819,0.273,0.526,0.0,0.0,0.667,0.0817,0,0,0,0
0.667,0.842,0.296,0.569,0.0,0.0,1.0,0.0,0,0,0,0
0.667,0.842,0.296,0.569,0.0,0.0,1.0,0.0,0,0,0,0
0.667,0.851,0.363,0.645,0.0,0.0,1.0,0.0817,0,0,0,0
0.667,0.855,0.397,0.683,0.0,0.0,1.0,0.0817,0,0,0,0
0.667,0.855,0.397,0.683,0.0,0.0,0.467,0.0,0,0,0,0
0.667,0.855,0.397,0.683,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.846,0.501,0.679,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.842,0.553,0.677,0.0,0.0,0.0,0.245,0,0,0,0
0.667,0.842,0.553,0.677,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.842,0.553,0.677,0.0,0.0,0.0,0.327,0,0,0,0
0.667,0.825,0.639,0.597,0.0,0.0,0.0,0.163,0,0,0,0
0.667,0.816,0.682,0.556,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.816,0.682,0.556,0.0,0.0,0.0,0.0,0,0,0,0
0.556,0.774,0.571,0.472,0.0,0.0,0.0,0.0,0,0,0,0
0.611,0.694,0.393,0.301,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.665,0.332,0.237,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.665,0.332,0.237,0.0,0.0,0.0,0.0,0,0,0,0
0.778,0.698,0.437,0.299,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.639,0.237,0.197,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.602,0.111,0.13,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.578,0.0485,0.0767,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.566,0.0172,0.05,0.0,0.0,0.0,0.0,0,0,0,0
0.944,0.583,0.0432,0.0725,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.592,0.0562,0.0837,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.592,0.0562,0.0837,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.592,0.0562,0.0837,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.59,0.0398,0.0696,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0316,0.0625,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0316,0.0625,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0316,0.0625,0.0,0.0,0.0,0.163,0,0,0,0
1.0,0.589,0.0257,0.057,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0227,0.0542,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0227,0.0542,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0227,0.0542,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0199,0.0514,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0185,0.05,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0185,0.05,0.0,0.0,0.0,0.327,0,0,0,0
1.0,0.589,0.0185,0.05,0.0,0.0,0.0,0.418,0,0,0,0
1.0,0.589,0.0179,0.05,0.0,0.0,0.0,0.0863,0,0,0,0
1.0,0.589,0.0176,0.05,0.0,0.0,0.0,0.0817,0,0,0,0
1.0,0.589,0.0176,0.05,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0176,0.05,0.0,0.0,0.0,0.102,0,0,0,0
1.0,0.589,0.0188,0.0506,0.0,0.0,0.0,0.547,0,0,0,0
1.0,0.589,0.0195,0.051,0.0,0.0,0.0,0.0817,0,0,0,0
1.0,0.589,0.0195,0.051,0.0,0.0,0.0,0.0817,0,0,0,0
1.0,0.589,0.0195,0.051,0.0,0.0,0.0,0.341,0,0,0,0
1.0,0.589,0.0216,0.0617,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0227,0.0671,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.605,0.0264,0.0785,0.0,0.0,0.0,0.21,0,0,0,0
1.0,0.612,0.0282,0.0842,0.0,0.0,0.0,0.0817,0,0,0,0
0.889,0.621,0.0351,0.13,0.0,0.0,0.0,0.0817,0,0,0,0
0.833,0.625,0.0385,0.153,0.0,0.0,0.0,0.174,0,0,0,0
0.833,0.685,0.0597,0.256,0.0,0.0,0.667,0.0,0,0,0,0
0.833,0.715,0.0704,0.307,0.0,0.0,1.0,0.0,0,0,0,0
0.611,0.695,0.0664,0.27,0.0,0.0,1.0,0.296,0,0,0,0
0.5,0.685,0.0645,0.252,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.685,0.0645,0.252,0.0,0.0,1.0,0.0978,0,0,0,0
0.5,0.685,0.0645,0.252,0.0,0.0,0.467,0.0961,0,0,0,0
0.278,0.634,0.0463,0.165,0.0,0.0,0.0,0.245,0,0,0,0
0.167,0.609,0.0371,0.122,0.0,0.0,0.0,0.0817,0,0,0,0
0.167,0.609,0.0371,0.122,0.0,0.0,0.0,0.0817,0,0,0,0
0.167,0.609,0.0371,0.122,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.609,0.0399,0.123,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.609,0.0413,0.124,0.0,0.0,0.0,0.0817,0,0,0,0
0.167,0.609,0.0413,0.124,0.0,0.0,0.0,0.116,0,0,0,0
0.167,0.609,0.0413,0.124,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.609,0.0435,0.123,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.609,0.0446,0.122,0.0,0.0,0.0,0.221,0,0,0,0
0.167,0.609,0.0446,0.122,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.609,0.0446,0.122,0.0,0.0,0.0,0.0817,0,0,0,0
0.167,0.609,0.0468,0.12,0.0,0.0,0.0,0.121,0,0,0,0
