Metric,Value
Total Electric Energy (kWh),30.848451310037103
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.2853521379182127
Peak Electric Power (kW),4.956357161350484
Lighting Electric Energy (kWh),1.147962319349025
Water Heating Electric Energy (kWh),15.749348440000002
Other Electric Energy (kWh),13.837140550688076
HVAC Heating Electric Energy (kWh),0.0
HVAC Cooling Electric Energy (kWh),0.11399999999999998
Average Temperature - Indoor (C),16.670841307296737
Unmet Heating Load (C-hours),0.0
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),0.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
