Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4041124438335989,0.27742011134156735,0.0,0.4041124438335989,0.27742011134156735,0.0,0.014179330178738613,0.0,0.3899331136548602,0.0,0.0,0.0,0.0,0.27742011134156735,0.0,0.0,1.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.003412116228070175,0.0,0.010767213950668438,0.0,0.020039631866103674,0.0,0.33307549378210094,0.24980662033657566,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,0.0,0.0,38.57995114433585,51.66666666666668,46.10666666666668,0.0,50.05510686387708,0.0,0.0,0.0,38.57995114433585,49.97021310079406,50.05510686387708,49.92776621925257,12.43753247303448,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.8868151530273,16.813418678562748,0.0,2.8,101.6578359610363,-611.4123916698646,0.0,0.0,710.6632311515184,0.0,4.997999999999999,0.033478888826561075,0.0,0.0,0.4675159143252178,329.86607188266663,2.406996479382436,0.3076622964587873,8.724697305478891,0.0035784692954767714,132.8778128718441,1.2347732263255986
2025-01-01 01:00:00,0.4029360854163272,0.27672977406644256,0.0,0.4029360854163272,0.27672977406644256,0.0,0.01392342146163335,0.0,0.38901266395469386,0.0,0.0,0.0,0.0,0.27672977406644256,0.0,0.0,1.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0031562075109649117,0.0,0.010767213950668438,0.0,0.020039631866103674,0.0,0.33307549378210094,0.24980662033657566,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,0.0,0.0,38.38178426899141,51.66666666666668,46.10666666666668,0.0,49.71091715965151,0.0,0.0,0.0,38.38178426899141,49.64616954049826,49.71091715965151,49.61379573092165,12.43753247303448,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.6805414123464,16.65910367882519,0.0,2.5,139.67024843538886,-567.9274436034067,0.0,0.0,709.4868727342468,0.0,4.997999999999999,0.030795595421901117,0.0,0.0,0.43004506587557745,329.86607188266663,-1.8891806954512087,0.3142568577428644,8.700363956663836,0.003619574591706957,140.68364634520233,1.2354600889108924
2025-01-01 02:00:00,0.9911192185375566,0.2802323040937868,0.0,0.9911192185375566,0.2802323040937868,0.0,0.01392342146163335,0.5833092014814816,0.39388659559444167,0.0,0.0,0.0,0.0,0.2802323040937868,0.0,0.0,1.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0031562075109649117,0.0,0.010767213950668438,0.0,0.020243523469392517,0.0,0.33866598351872634,0.2539994876390447,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,583.3092014814815,0.16666666666666666,37.66045127167142,51.66666666666668,46.10666666666668,0.0,49.32599229263703,0.15145066614117578,388.10639002961966,583.3092014814815,37.66045127167142,48.903678849679146,49.32599229263703,48.692522128200196,12.43753247303448,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.1480457517205,16.56032894150719,0.0,1.6500000000000001,212.82984465425665,-556.9862838636235,0.0,0.0,774.5571159484309,0.0,5.9159999999999995,0.028533368299117276,0.0,0.0,0.3984541971583186,390.4537177386666,-4.740987430550704,0.3207541684596007,8.714064493116972,0.003671586062713236,197.8273731862406,1.2358425963239736
2025-01-01 03:00:00,1.815856657839649,0.28550025193269696,0.0,1.815856657839649,0.28550025193269696,0.0,0.013838953361835188,1.3999420835555556,0.4020756209222582,0.0,0.0,0.0,0.0,0.28550025193269696,0.0,0.0,1.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.002985601699561403,0.0,0.010853351662273783,0.0,0.021408618345328777,0.0,0.3466103636707729,0.25995777275307963,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,1399.9420835555554,0.4,38.69930620726581,51.66666666666668,46.10666666666668,0.0,51.213289985139255,0.45616129057741533,1227.97431851477,1399.9420835555554,38.69930620726581,49.647057880048514,51.213418576208205,48.863813236434204,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.3599328923287,16.442758763613668,0.0,1.6500000000000001,206.09607340043252,-575.0021476082038,0.0,0.0,787.6495341604726,0.0,6.0,0.029736661393664432,0.0,0.0,0.4152575825458324,395.9976853333333,-6.551313151836266,0.3284443636992649,8.72853784150344,0.0037319396742132092,180.95152866075617,1.2362994117332435
2025-01-01 04:00:00,0.40725399998538614,0.27718113253362825,0.0,0.40725399998538614,0.27718113253362825,0.0,0.013768966471155842,0.0,0.3874850335142303,0.0,0.006,0.0,0.0,0.2754311325336282,0.0,0.001750000000000001,1.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.002985601699561403,0.0,0.01078336477159444,0.0,0.020243523469392517,0.0,0.33410532083884775,0.25057899062913574,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,0.0,0.0,41.28768497201585,51.66666666666668,46.10666666666668,0.0,51.74770585420392,0.0,0.0,0.0,41.28768497201585,51.75980638554317,51.765856651212815,51.74770585420392,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,2355.4386301011405,16.27286168796102,0.0,0.55,77.75493816496238,-629.218804033276,0.0,0.0,713.2766670040002,0.0,5.081999999999999,0.03047350959603907,0.0,0.0,0.4255472986363726,335.41003947733327,-6.302924805761789,0.33594343403916155,8.698570121188965,0.0037780397344469733,140.09830017680133,1.2364102874073029
2025-01-01 05:00:00,0.9484272925847342,0.2819256929022116,0.0,0.9484272925847342,0.28192569290221164,0.0,0.018686244022996946,0.5249782813333334,0.3987627672284039,0.0,0.006,0.0,0.0,0.28017569290221167,0.0,0.001750000000000001,1.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.003326813322368421,0.0,0.015359430700628526,0.0,0.025195176692121624,0.0,0.34043140133029226,0.2553235509977191,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,524.9782813333334,0.15,40.238913998516345,51.66666666666668,46.10666666666668,0.0,51.21844402070228,0.4125448485791356,1097.338752715326,524.9782813333334,40.238913998516345,50.62991511017865,51.25292421266217,50.301170462956954,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,2348.6434662482834,16.022805128187542,0.0,-0.25000000000000006,72.2464015521364,-644.9556038040106,0.0,0.0,723.484885040947,0.0,4.997999999999999,0.030103583182117935,0.0,0.0,0.4203814615462187,329.86607188266663,-6.282879684800061,0.34532429186644864,8.631041079357912,0.003824292636894535,138.38379624161632,1.2368240671993995
2025-01-01 06:00:00,2.55523057775419,0.3107806821449557,0.0,2.5552305777541906,0.31078068214495563,0.0,0.04224611772451685,2.0415822051851853,0.46540225484448844,0.0,0.006,0.0,0.0,0.30903068214495566,0.0,0.001750000000000001,1.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.003753327850877193,0.0,0.03849278987363966,0.0,0.05336134531788071,0.0,0.37706382092028484,0.28279786569021353,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,2041.5822051851853,0.5833333333333334,39.23645537612727,51.66666666666668,46.10666666666668,0.0,50.7437964016382,0.5026556070126568,1330.10757904888,2041.5822051851853,39.23645537612727,49.564340599586856,50.744315421191956,48.97409367900743,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,2353.6307260258372,15.923649397845349,0.0,0.3,175.33171257398737,-614.6740166870883,0.0,0.0,800.131041219252,0.0,4.8315,0.02994279309605364,0.0,0.0,0.41813610852718,318.87713611466665,-10.125311958176244,0.3508376985439037,8.627014222980812,0.0038610733479083046,108.39738164270878,1.2372208995883789
2025-01-01 07:00:00,1.0635476294652304,0.3004500458820152,0.0,1.0635476294652302,0.3004500458820152,0.0,0.03036161794068968,0.5833092014814816,0.4378768100430591,0.0,0.012,0.0,0.0,0.29695004588201523,0.0,0.003500000000000002,1.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0034974191337719296,0.0,0.02686419880691775,0.0,0.04194341553370536,0.0,0.3591154065026981,0.26933655487702346,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,583.3092014814815,0.16666666666666666,40.777028876523914,51.66666666666668,46.10666666666668,0.0,51.67718168163101,0.2132711326983302,581.2095082022518,583.3092014814815,40.777028876523914,50.735367209177035,51.67930936019637,50.26233229438469,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,2345.0292003442,15.715465327105868,0.0,-0.55,-47.21319079789429,-657.434003276935,0.0,0.0,619.1213206592266,1.4584970194938702,2.6670000000000003,0.030648225495620955,0.0,0.0,0.4279871186663424,176.02097113066665,-8.900508180185849,0.3573037788838363,8.551676524699559,0.003880236892646529,9.322356624767728,1.2380984270739135
2025-01-01 08:00:00,1.0657692911919516,0.3005886900910257,0.0,1.0657692911919516,0.3005886900910257,0.0,0.029077900325645396,0.5833092014814816,0.4413821893848247,0.0,0.012,0.0,0.0,0.2970886900910257,0.0,0.003500000000000002,1.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0026443900767543858,0.0,0.026433510248891012,0.0,0.045263935930123705,0.0,0.35837981574787897,0.26878486181090916,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,583.3092014814815,0.16666666666666666,40.91084980288191,51.66666666666668,46.10666666666668,0.0,51.36209122959194,0.3768077717318205,1008.744087182249,583.3092014814815,40.91084980288191,50.555624842762846,51.368301819559825,50.146181059380424,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,2334.7838051731146,15.387458890033706,0.0,-1.4,-109.1143953837763,-700.2407069917791,0.0,0.0,577.2407318241186,135.2662144533622,1.9980000000000002,0.03155308285735812,0.0,0.0,0.4406229985188073,131.867229216,13.885579783884271,0.3649512326091704,8.399908866163026,0.0038790047798765376,0.512774181025555,1.2400890813897933
2025-01-01 09:00:00,2.126352622295941,0.3179118523670162,0.0,2.126352622295941,0.31791185236701613,0.0,0.04310182172483726,1.5749348440000002,0.4963159565711036,0.0,0.012,0.0,0.0,0.31441185236701613,0.0,0.003500000000000002,1.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0021325726425438594,0.0,0.0409692490822934,0.0,0.077100153415082,0.0,0.3814773654491996,0.28610802408689967,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1868.3283333333334,1574.934844,0.45,40.792647725998414,51.66666666666668,46.10666666666668,0.0,51.23185949899386,0.395146117506859,1060.9983135020263,1574.934844,40.792647725998414,50.271887851892096,51.23325982517577,49.790501702159304,12.43753247303448,0.0,23.888888888888914,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,2339.1701693040245,15.273804883900828,0.0,-0.85,50.45346376127581,-656.7066481191008,0.0,0.0,644.581591930497,436.70738508406123,1.9980000000000002,0.030821393347601925,0.0,0.0,0.43040532098691614,131.867229216,62.57851994987963,0.3682854240463963,8.356234345956516,0.0038841081757093514,35.26464531397518,1.241196329772226
