Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.701865291564204,51.666666666666686,46.10666666666668,0.0,50.225009761611844,0.0,0.0,0.0,38.701865291564204,50.13008981117373,50.225009761611844,50.08262983595468,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.6075403004897,16.8688068274404,0,2.8,108.25380446346111,-614.8127383942655,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.033532654838452684,0.0,0,0.4682667297521977,329.86607188266663,12.403311706208122,0.3039870203253937,8.704800376798605,0.0035582966534842275,134.8177565363688,1.2310163471196915
2025-01-01 00:01:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.69609826117721,51.666666666666686,46.10666666666668,0.0,50.21923623282751,0.0,0.0,0.0,38.69609826117721,50.124658328620455,50.21923623282751,50.07736937651693,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.9302478173277,16.86832198036072,0,2.8,106.27537565209718,-614.7829242252236,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.03353218434129402,0.0,0,0.4682601594950287,329.86607188266663,10.395068725802359,0.30494338148508143,8.728544480402174,0.00355898910850995,134.74574005862166,1.2346138544136687
2025-01-01 00:02:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.690524233683405,51.666666666666686,46.10666666666668,0.0,50.21346363763453,0.0,0.0,0.0,38.690524233683405,50.119227655421575,50.21346363763453,50.0721096643151,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.934660439516,16.867672061116263,0,2.8,104.30058891291526,-614.742960337555,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.033531553654853136,0.0,0,0.46825135227476555,329.86607188266663,8.38031809895181,0.3050147532860108,8.728761276053834,0.0035596791769946694,134.6745932717736,1.234616108035735
2025-01-01 00:03:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.685134937233656,51.666666666666686,46.10666666666668,0.0,50.20769194731881,0.0,0.0,0.0,38.685134937233656,50.113797764490755,50.20769194731881,50.066850673076736,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.945408477695,16.866864152268885,0,2.8,102.33119224728182,-614.693282993038,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.03353076964978169,0.0,0,0.46824040403661726,329.86607188266663,6.36124408880136,0.30508915849301566,8.729423617033905,0.0035603688798589626,134.60407547876093,1.234619034511659
2025-01-01 00:04:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.67992247524477,51.666666666666686,46.10666666666668,0.0,50.20192113439609,0.0,0.0,0.0,38.67992247524477,50.10836862990254,50.20192113439609,50.06159237765578,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.947289853591,16.865905014861923,0,2.8,101.24788718184101,-614.6343088146735,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.033529838884321525,0.0,0,0.4682274063631465,329.86607188266663,5.218964844996085,0.30516646868741504,8.72947479724619,0.0035610582199497127,134.5341622476181,1.2346226050673856
2025-01-01 00:05:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.6748517619905,51.666666666666686,46.10666666666668,0.0,50.19615117255613,0.0,0.0,0.0,38.6748517619905,50.102940226839706,50.19615117255613,50.056334753981496,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.955655972704,16.864824780035914,0,2.8,100.9842314236767,-614.567891394498,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.03352879059544895,0.0,0,0.4682127675340838,329.86607188266663,4.88889166665626,0.30524610262785284,8.729990958910816,0.0035617472000053123,134.4647421342035,1.2346266914410855
2025-01-01 00:06:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.66989121520532,51.666666666666686,46.10666666666668,0.0,50.190382040703874,0.0,0.0,0.0,38.66989121520532,50.09751253540899,50.190382040703874,50.051077782761546,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.955440267217,16.863650572796704,0,2.8,100.82535783822391,-614.4956993202719,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.033527651103445,0.0,0,0.4681968550989713,329.86607188266663,4.657826006977336,0.3053275367296883,8.729926615979021,0.0035624358222655027,134.39571468145687,1.2346311781667856
2025-01-01 00:07:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.665032876217374,51.666666666666686,46.10666666666668,0.0,50.18461372243868,0.0,0.0,0.0,38.665032876217374,50.09208554014945,50.18461372243868,50.04582144900484,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.9621438363765,16.86238921800436,0,2.8,100.74114177341863,-614.4181529572053,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.033526427029042266,0.0,0,0.46817976151302343,329.86607188266663,4.496063579105476,0.3054106403484844,8.73034510457147,0.0035631240885203607,134.32705487642943,1.2346360361976927
2025-01-01 00:08:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.66027004778901,51.666666666666686,46.10666666666668,0.0,50.17884620254298,0.0,0.0,0.0,38.66027004778901,50.08665922671709,50.17884620254298,50.04056573880415,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.9605280565193,16.861046457566445,0,2.8,100.68415575464365,-614.3356060722849,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.03352512394208986,0.0,0,0.4681615645563934,329.86607188266663,4.356530675410114,0.3054953037125856,8.730189997858648,0.0035638120004483783,134.2587416962367,1.2346412410972094
2025-01-01 00:09:00,0.4041124438335989,0.27742011134156735,0.0,0.006735207397226648,0.004623668522359456,0.0,0.014179330178738613,0.0,0.3899331136548603,0.0,0.0,0.0,0.0,0.27742011134156735,0,0.0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.003412116228070175,0.0,On,0.010767213950668438,0,On,0.020039631866103674,0,On,0.33307549378210094,0.24980662033657564,On,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,1868.3283333333334,Off,0.0,0.0,38.65559782270577,51.666666666666686,46.10666666666668,0.0,50.17307946679486,0.0,0.0,0.0,38.65559782270577,50.08123358170779,50.17307946679486,50.035310639164265,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,2372.965924595627,16.859626495774275,0,2.8,100.62973356640555,-614.2483178905578,-0.0,-0.0,710.6632311515184,0.0,4.997999999999999,0.03352374592030177,0.0,0,0.4681423211723147,329.86607188266663,4.21482030544491,0.3055814467663368,8.730522800845545,0.0035644995596342947,134.19075981363153,1.2346467749745893
