Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,87.40943074825306,51.666666666666686,46.10666666666668,0.0,51.26952627639644,0.0,0.0,0.0,136.5772355441454,51.28379454323766,51.29092867665828,51.26952627639644,12.43753247303448,18.70626298462325,-0.8492925709323487,2.8,310.6939848360215,-801.2576865002683,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03865328405508003,0.0,0,0.9859751682877708,65.99961422222222,-3.1070342382727762,0.21396897846713736,8.698369513147927,0.002808691767395055,-0.7710588183609746,1.2238190791893893
2025-01-01 00:01:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,87.33065125941648,51.666666666666686,46.10666666666668,0.0,51.25027834996793,0.0,0.0,0.0,136.45414259283825,51.26563588671107,51.27331465508265,51.25027834996793,12.43753247303448,18.717432148075677,-0.8381234074799231,2.8,308.95220979879946,-802.0629067466734,-0.0,-0.0,326.14071480533175,0.0,1.0,0.0386649784693779,0.0,0,0.9862734715855951,65.99961422222222,-4.043589029089656,0.21444355098667478,8.726856025803805,0.00280868449072304,-0.7870122665199633,1.2273470487653395
2025-01-01 00:02:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,87.25331636038877,51.666666666666686,46.10666666666668,0.0,51.231048464183026,0.0,0.0,0.0,136.33330681310744,51.247493596035014,51.25571616196102,51.231048464183026,12.43753247303448,18.728079335931373,-0.8274762196242271,2.8,307.27495383542384,-802.8307923004282,-0.0,-0.0,326.14071480533175,0.0,1.0,0.038676125360337286,0.0,0,0.9865578085561332,65.99961422222222,-4.952959438710472,0.21430019852941737,8.731991012286583,0.0028086770848437343,-0.8021605082705365,1.2273022828351634
2025-01-01 00:03:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,87.17734876990095,51.666666666666686,46.10666666666668,0.0,51.21183629973548,0.0,0.0,0.0,136.21460745297023,51.229367371106754,51.238132906792394,51.21183629973548,12.43753247303448,18.73823304987265,-0.8173225056829487,2.8,305.6435390000015,-803.5633572950958,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03868675470699911,0.0,0,0.9868289439103438,65.99961422222222,-5.851809279465273,0.2141635534904759,8.73685525933747,0.0028086695361423373,-0.8165450821159981,1.2272595951104017
2025-01-01 00:04:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,87.10267830000824,51.666666666666686,46.10666666666668,0.0,51.1926415543567,0.0,0.0,0.0,136.09793484376286,51.21125692787814,51.22056461463887,51.1926415543567,12.43753247303448,18.747919164047786,-0.8076363915078133,2.8,304.3841358407558,-804.2624310953626,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03869689372165324,0.0,0,0.9870875717843851,65.99961422222222,-6.412138638444266,0.21403325575828522,8.74146297213316,0.0028086618518081727,-0.8302060967914828,1.2272188763703356
2025-01-01 00:05:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,87.02919604495213,51.666666666666686,46.10666666666668,0.0,51.17346394125244,0.0,0.0,0.0,135.9831188202377,51.19316199688206,51.20301102469688,51.17346394125244,12.43753247303448,18.757177997146503,-0.7983775584090971,2.8,303.5008142784444,-804.9308903892065,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03870658472030414,0.0,0,0.9873347715827794,65.99961422222222,-6.627000906911629,0.21390875355299227,8.745162243341827,0.002808654038653841,-0.8432053720244399,1.2271799567181392
2025-01-01 00:06:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,86.95679842426301,51.666666666666686,46.10666666666668,0.0,51.15430319763207,0.0,0.0,0.0,135.86999753791096,51.17508233127576,51.18547189809761,51.15430319763207,12.43753247303448,18.76604790580981,-0.78950764974579,2.8,302.646059244154,-805.5714754460821,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03871586794768491,0.0,0,0.9875715698756741,65.99961422222222,-6.841170884326543,0.2137895232584163,8.749321832007993,0.0028086461029103306,-0.8556016700177667,1.2271426745652818
2025-01-01 00:07:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,86.88543292798846,51.666666666666686,46.10666666666668,0.0,51.135159083534425,0.0,0.0,0.0,135.75848894998197,51.15701770573454,51.1679470168346,51.135159083534425,12.43753247303448,18.774548234483575,-0.7810073210720248,2.8,301.8568138274203,-806.1855575589269,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03872476373664117,0.0,0,0.9877984853170811,65.99961422222222,-7.016334188215335,0.2136752970124812,8.75327863646282,0.002808638050255652,-0.8674249993755412,1.2271069482947614
2025-01-01 00:08:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,86.81504508320623,51.666666666666686,46.10666666666668,0.0,51.11603137057588,0.0,0.0,0.0,135.64850794250972,51.138967905842264,51.15043617347546,51.11603137057588,12.43753247303448,18.782699070164433,-0.7728564853911664,2.8,301.11989046389135,-806.7745644515813,-0.0,-0.0,326.14071480533175,0.0,1.0,0.038733293187728876,0.0,0,0.9880160561439125,65.99961422222222,-7.164250659089929,0.21356579804561715,8.757043680022,0.002808629886085818,-0.8787064393041151,1.2270726931998606
2025-01-01 00:09:00,0.42820037268834676,0.18086933376360514,0.029118541367795386,0.007136672878139113,0.0030144888960600856,0.00048530902279658977,0.043944544205073224,0.2284865977140428,0.10576923076923077,0.05,0.0,0.029118541367795386,0.0,0.1662860004302718,0,0.01458333333333334,1,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.017112774122807015,0.0,On,0.026831770082266206,0,On,0.006771930473680295,0,On,0.17557201908580714,0.1316790143143553,On,0,0,Off,On,788.9179907692308,20.0555555555556,0.8005208676345467,0.0,0.8533803272594647,0.10576923076923077,1,683.14876,683.14876,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,1193.3855644444445,Off,0.0,0,86.74558517543583,51.666666666666686,46.10666666666668,0.0,51.09691984238236,0.0,0.0,0.0,135.53997683661848,51.12093272849914,51.13293917155753,51.09691984238236,12.43753247303448,18.79051873770882,-0.7650368178467808,2.8,300.41732985333374,-807.3397991008818,-0.0,-0.0,326.14071480533175,0.0,1.0,0.03874147554877966,0.0,0,0.9882247733334413,65.99961422222222,-7.301576620347091,0.21346077407013656,8.761302047094334,0.0028086216155046406,-0.8894743634601499,1.227039832010308
