Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.6807629647410862,0.163257124089251,0.37689091261924235,0.011346049412351436,0.0027209520681541833,0.006281515210320706,0.022300462936969988,0.0,0.2760421893041162,0.3774203125,0.005000000000000001,0.0038422639705937415,0.3730486486486486,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,On,10490.425143611112,15.5555555555556,0.9250000000000002,0.0,10.932978195795794,0.3774203125,1,10113.004831111111,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.847069586258016,51.666666666666686,46.10666666666668,0.0,51.216754079378155,0.0,0.0,0.0,40.847069586258016,50.59914268041872,51.216754079378155,50.29033698093901,12.43753247303448,15.515176454127344,0.0,2.8,9.236100170605994,9937.152615173316,-763.4206444633232,-0.0,-0.0,363.74355370410944,0.0,2.0,0.046070598758478416,0.0,0,0.4311752228308547,131.99922844444444,-153.5954376785823,0.2566220877972608,7.107544007848695,0.0027517664339325606,48.216076121360686,1.2373904528613067
2025-01-01 00:01:00,0.6807629647410862,0.163257124089251,0.37689091261924235,0.011346049412351436,0.0027209520681541833,0.006281515210320706,0.022300462936969988,0.0,0.2760421893041162,0.3774203125,0.005000000000000001,0.0038422639705937415,0.3730486486486486,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,On,10490.425143611112,15.5555555555556,0.9250000000000002,0.0,10.932978195795794,0.3774203125,1,10113.004831111111,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.712404417836595,51.666666666666686,46.10666666666668,0.0,51.2129640369994,0.0,0.0,0.0,40.712404417836595,50.59570315401648,51.2129640369994,50.28707271252503,12.43753247303448,15.627464357485135,0.0,2.8,9.236100170605994,9918.501564597302,-773.2938732415402,-0.0,-0.0,363.74355370410944,0.0,2.0,0.04625792000902226,0.0,0,0.4329283644031537,131.99922844444444,-162.37325947637936,0.2555407272872256,7.184759456623646,0.0027519315532844348,47.95582402588883,1.240522356003277
2025-01-01 00:02:00,0.6807629647410862,0.163257124089251,0.37689091261924235,0.011346049412351436,0.0027209520681541833,0.006281515210320706,0.022300462936969988,0.0,0.2760421893041162,0.3774203125,0.005000000000000001,0.0038422639705937415,0.3730486486486486,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,On,10490.425143611112,15.5555555555556,0.9250000000000002,0.0,10.932978195795794,0.3774203125,1,10113.004831111111,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.58093922421691,51.666666666666686,46.10666666666668,0.0,51.2091862251299,0.0,0.0,0.0,40.58093922421691,50.59227496709116,51.2091862251299,50.28381933807179,12.43753247303448,15.737013358358602,0.0,2.8,9.236100170605994,9900.262143879962,-782.9747900508113,-0.0,-0.0,363.74355370410944,0.0,2.0,0.046440415908189696,0.0,0,0.4346363454606987,131.99922844444444,-170.9317633844483,0.253768751486036,7.238188443563968,0.0027520953667637548,47.701651675306366,1.240051814251237
2025-01-01 00:03:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.45255194567017,51.666666666666686,46.10666666666668,0.0,51.20542035431011,0.0,0.0,0.0,40.45255194567017,50.58885785018894,51.20542035431011,50.280576598128356,12.43753247303448,15.843928093104306,0.0,2.8,9.236100170605994,-608.0142859682583,-792.4690143567359,-0.0,-0.0,363.74355370410944,0.0,2.0,0.046618279602721024,0.0,0,0.4363009736658824,131.99922844444444,-179.28882531563178,0.2520529800896647,7.290641823823412,0.002752258373839599,47.453251248790146,1.239592928993515
2025-01-01 00:04:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.54906596654469,51.666666666666686,46.10666666666668,0.0,51.20166614611945,0.0,0.0,0.0,40.54906596654469,50.585451544134074,51.20166614611945,50.27734424314139,12.43753247303448,15.757558287091193,0.0,2.8,9.236100170605994,-597.5517239785393,-784.7956858286026,-0.0,-0.0,363.74355370410944,0.0,2.0,0.046474613205201805,0.0,0,0.4349563983264474,131.99922844444444,-176.499591854046,0.25346497467638335,7.248532112061813,0.0027524205921057453,47.610487130353924,1.239963387729955
2025-01-01 00:05:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.6428004187359,51.666666666666686,46.10666666666668,0.0,51.1979032663975,0.0,0.0,0.0,40.6428004187359,50.582037111118666,51.1979032663975,50.274104033479254,12.43753247303448,15.673569283307536,0.0,2.8,9.236100170605994,-586.5491134440472,-777.3623625384025,-0.0,-0.0,363.74355370410944,0.0,2.0,0.046334756286705546,0.0,0,0.4336474759416268,131.99922844444444,-172.930304609754,0.2548470026622213,7.207703371568522,0.0027525832992546517,47.76299045098083,1.240323843465689
2025-01-01 00:06:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.733896514103115,51.666666666666686,46.10666666666668,0.0,51.1941319665392,0.0,0.0,0.0,40.733896514103115,50.57861478519622,51.1941319665392,50.27085619452473,12.43753247303448,15.591839949448483,0.0,2.8,9.236100170605994,-575.5088718247689,-770.1560399506141,-0.0,-0.0,363.74355370410944,0.0,2.0,0.04619851936393339,0.0,0,0.4323724331352151,131.99922844444444,-169.09638557826435,0.25620040059608856,7.168089882609742,0.0027527464801417696,47.91099745997129,1.2406747990515128
2025-01-01 00:07:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.82248421395378,51.666666666666686,46.10666666666668,0.0,51.19035248516935,0.0,0.0,0.0,40.82248421395378,50.5751847885295,51.19035248516935,50.267600940209576,12.43753247303448,15.512258810654327,0.0,2.8,9.236100170605994,-564.5874609190082,-763.1647744954676,-0.0,-0.0,363.74355370410944,0.0,2.0,0.046065727932727264,0.0,0,0.4311296367209447,131.99922844444444,-165.16624012765004,0.25752640265880467,7.129631193001179,0.002752910120387796,48.05472570402416,1.241016717439418
2025-01-01 00:08:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.908680362136586,51.666666666666686,46.10666666666668,0.0,51.186565049159945,0.0,0.0,0.0,40.908680362136586,50.57174733233788,51.186565049159945,50.26433847392685,12.43753247303448,15.434725655341419,0.0,2.8,9.236100170605994,-554.0766848478277,-756.377799322874,-0.0,-0.0,363.74355370410944,0.0,2.0,0.04593622528223615,0.0,0,0.4299176200402972,131.99922844444444,-161.44243922906298,0.2588261075682609,7.091693233409252,0.0027530742063177926,48.19437044640756,1.2413500145886063
2025-01-01 00:09:00,0.3033426522410862,0.163257124089251,0.0038422639705937415,0.00505571087068477,0.0027209520681541833,6.403773284322902e-05,0.022300462936969988,0.0,0.2760421893041162,0.0,0.005000000000000001,0.0038422639705937415,0.0,0.0,0.0,0.16179879075591766,0,0.0014583333333333343,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0060315515350877185,0.0,On,0.016268911401882268,0,On,0.006358829251580006,0,On,0.18066697052536107,0.13550022789402077,On,0.05395163904464596,0,On,0.0038422639705937415,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,10113.004831111111,Off,0.0,23.888888888888914,0,0.0,0.005000000000000001,0.0,0.0,0,0,0,649.4455822222222,Off,0.0,0.0,40.992595474261705,51.666666666666686,46.10666666666668,0.0,51.182769874816344,0.0,0.0,0.0,40.992595474261705,50.56830261800191,51.182769874816344,50.26106898959469,12.43753247303448,15.359145700772137,0.0,2.8,9.236100170605994,-543.9487651744566,-749.7849907876991,-0.0,-0.0,363.74355370410944,0.0,2.0,0.04580986287091828,0.0,0,0.42873499289140654,131.99922844444444,-157.90732809086683,0.260100569195213,7.054809116141877,0.0027532387248892874,48.33011680484838,1.241675084382916
