Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,37.225986271287184,51.666666666666686,46.10666666666668,0.0,51.315540780734295,0.24545713751975082,665.2981069050877,0.0,37.225986271287184,51.339475266558296,51.351442509470296,51.315540780734295,12.43753247303448,19.316929953463628,-0.18307004653642878,-0.5577140785961578,0.20737133407145986,2.8,9.236100170605994,10989.171329493842,2399.3406099965177,5478.2707450986,-1152.5523324606368,-0.0,-0.0,690.2421064975862,0.0,3.0,0.05354435298552646,0.0,0,0.5011221679774585,197.99884266666666,-65.62367269726997,0.21897636639769882,9.18444539426366,0.002986955341309251,51.424169973014216,1.2211324281527631,0.5436834545663999,2379.071422555951,20.269187440566867,0.3214724382499426,1086.179782183019,-349.4182344858116
2025-01-01 00:01:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,37.00118065876836,51.666666666666686,46.10666666666668,0.0,51.303771871600496,0.24553146327887787,665.2981069050875,0.0,37.00118065876836,51.28031924407827,51.303771871600496,51.26859293031716,12.43753247303448,19.452733917820108,-0.047266082179948654,-0.34409666764440605,0.33053775295571386,2.8,9.236100170605994,10960.966625176356,2247.198616170851,5415.329826003968,-1166.2105799713806,-0.0,-0.0,690.2421064975862,0.0,3.0,0.05373704517522276,0.0,0,0.5029255762262991,197.99884266666666,-80.1701295040123,0.21778051705097315,9.270563709600879,0.002987133791656818,51.00687822639344,1.2241309698678982,0.5436834545663999,2227.7151528261047,19.48346334474626,0.31979724045083,1029.1880972734218,-355.36746867084645
2025-01-01 00:02:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,36.78127857406491,51.666666666666686,46.10666666666668,0.0,51.292015850624324,0.24560575259588063,665.2981069050876,0.0,36.78127857406491,51.221182151348835,51.292015850624324,51.1857653017111,12.43753247303448,19.58434216588786,0.0,-0.14375504649582282,0.4500149314611691,2.8,9.236100170605994,10933.189995398143,2104.5820931435646,5354.996587250607,-1179.5073576124414,-0.0,-0.0,690.2421064975862,0.0,3.0,0.053923575095839046,0.0,0,0.504671311733406,197.99884266666666,-94.6499816411633,0.21601844697099876,9.330897951770682,0.0029873103603613956,50.60206743024396,1.2235804916531672,0.5436834545663999,2085.7652981135193,18.81679503004521,0.3181637925374348,974.3915511712712,-360.9041613220573
2025-01-01 00:03:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,36.56601523443919,51.666666666666686,46.10666666666668,0.0,51.28027227541076,0.24568000816186716,665.2981069050876,0.0,36.56601523443919,51.162063575468565,51.28027227541076,51.10295922549748,12.43753247303448,19.711981855894003,0.0,0.04417170844301205,0.5661052176744428,2.8,9.236100170605994,10905.964754209093,1970.8134108939898,5297.807425627032,-1192.4599634900178,-0.0,-0.0,690.2421064975862,0.0,3.0,0.05410428357682717,0.0,0,0.506362564325237,197.99884266666666,-108.92261695263731,0.21432512016256353,9.3889695718615,0.0029874856065530537,50.2089703902749,1.2230470823876731,0.5436834545663999,1952.6118604641813,18.201550429808265,0.3165685757139589,921.6120998084926,-365.31387158285384
2025-01-01 00:04:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,36.35515940316793,51.666666666666686,46.10666666666668,0.0,51.268540727509254,0.24575423252311232,665.2981069050876,0.0,36.35515940316793,51.10296312583206,51.268540727509254,51.02017432499346,12.43753247303448,19.835851336571285,0.0,0.2204851761557276,0.6790944593865851,2.8,9.236100170605994,10882.869387472485,1845.3243623018343,5243.33786394154,-1205.0833404317807,-0.0,-0.0,690.2421064975862,0.0,3.0,0.054279468840811126,0.0,0,0.5080021250704956,197.99884266666666,-119.39460674748344,0.21269636839599126,9.446260179738148,0.002987659567199036,49.826993422127885,1.2225298704182903,0.5436834545663999,1827.6868898953842,17.637472406450105,0.3150082135246385,870.6845864487997,-368.855919908653
2025-01-01 00:05:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,36.14843166932576,51.666666666666686,46.10666666666668,0.0,51.256820809380464,0.24582842809980654,665.2981069050877,0.0,36.14843166932576,51.043880431305176,51.256820809380464,50.93741024226754,12.43753247303448,19.95619038054309,0.0,0.38593496857348897,0.7892303939001641,2.8,9.236100170605994,10863.332676792785,1727.58016849344,5191.324898696434,-1217.39718452461,-0.0,-0.0,690.2421064975862,0.0,3.0,0.0544494859737739,0.0,0,0.5095933172226661,197.99884266666666,-126.61747333435427,0.21112763968742249,9.500861020077082,0.0029878322774341357,49.45542797234802,1.2220278155564803,0.5436834545663999,1710.4592571085332,17.120911384906663,0.31347978005009713,821.4658190880929,-371.65011779305206
2025-01-01 00:06:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,35.94558783258901,51.666666666666686,46.10666666666668,0.0,51.24511214875159,0.2459025971580576,665.2981069050876,0.0,35.94558783258901,50.9848151442816,51.24511214875159,50.85466664204661,12.43753247303448,20.073208521567157,0.0,0.5412219234532598,0.8967306622972852,2.8,9.236100170605994,10845.310954638491,1617.080998026694,5141.533629720151,-1229.4186236951455,-0.0,-0.0,690.2421064975862,0.0,3.0,0.05461464561390846,0.0,0,0.5111390480478939,197.99884266666666,-132.61775631811082,0.2096149390355709,9.554261999310818,0.0029880037701764577,49.093654261055306,1.221540008083786,0.5436834545663999,1600.4323912103328,16.648606816361358,0.3119807023003945,773.8301279363875,-373.80569561762934
2025-01-01 00:07:00,1.33033415064954,0.24935824550934207,0.6605875000000001,0.022172235844159,0.004155970758489035,0.011009791666666668,0.14668004132823417,0.0,0.36296869265463927,0.7706854166666666,0.05,0.6605875000000001,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,On,11517.105228154162,20.000000000000057,0.8,4741.509197401393,19.35991126111111,0.7706854166666666,1,15487.929008888888,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,35.74644405552385,51.666666666666686,46.10666666666668,0.0,51.23341439543262,0.24597674182959267,665.2981069050876,0.0,35.74644405552385,50.92576693771787,51.23341439543262,50.7719432088605,12.43753247303448,20.18706343398035,0.0,0.6870012927823093,1.0017864922796758,2.8,9.236100170605994,10827.987703148425,1513.3595312746572,5093.758106622614,-1241.1598944766988,-0.0,-0.0,690.2421064975862,0.0,3.0,0.05477518377237244,0.0,0,0.5126415263771087,197.99884266666666,-138.1997370266256,0.2081550797070865,9.605867241287456,0.002988174076406829,48.741202076962395,1.2210657580122917,0.5436834545663999,1497.1420206037997,16.21751067085761,0.3105087197308225,727.6670472747134,-375.41813805349216
2025-01-01 00:08:00,0.5596487339828735,0.24935824550934207,0.0,0.009327478899714558,0.004155970758489035,0.0,0.14668004132823417,0.0,0.36296869265463927,0.0,0.05,0.0,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,35.5508459483666,51.666666666666686,46.10666666666668,0.0,51.221727215858486,0.2460508641459611,665.2981069050876,0.0,35.5508459483666,50.86673550005056,51.221727215858486,50.6892396421466,12.43753247303448,20.29788749839107,0.0,0.8238857166390573,1.104566024307134,2.8,9.236100170605994,-705.9188845778011,1415.9788442963013,306.3087535293531,-1252.6309736269593,-0.0,-0.0,690.2421064975862,0.0,3.0,0.0549312996530891,0.0,0,0.5141026165619427,197.99884266666666,-143.53001744842808,0.20674530872472488,9.65645033813506,0.002988343225648521,48.39767483019631,1.2206044835622636,0.5436834545663999,1400.1540658918307,15.824778404470713,0.3090618469621284,682.8792705762831,-376.57051704693004
2025-01-01 00:09:00,0.5596487339828735,0.24935824550934207,0.0,0.009327478899714558,0.004155970758489035,0.0,0.14668004132823417,0.0,0.36296869265463927,0.0,0.05,0.0,0.0,0.0,0.23477491217600874,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.024126206140350874,0.0,On,0.005990716456289928,0.0,On,0.11656311873159336,0,On,0.04993547641996088,0,On,0.24864957359934206,0.1864871801995065,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,15487.929008888888,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12114.387448888889,Off,0.0,0.0,35.601885199825006,51.666666666666686,46.10666666666668,0.0,51.21005029042644,0.24612496605511888,665.2981069050876,0.0,35.601885199825006,50.80772053271664,51.21005029042644,50.60655565386174,12.43753247303448,20.196750982266188,0.0,0.9524470896944217,1.0772680815282396,2.8,9.236100170605994,-689.4476197436794,1324.5280778227504,325.11527210423094,-1242.160958663186,-0.0,-0.0,690.2421064975862,0.0,3.0,0.054788836301265194,0.0,0,0.5127693005399407,197.99884266666666,-137.52876757807954,0.20805375157018924,9.610981259089247,0.002988511246201029,48.65501672845714,1.22102518495329,0.5436834545663999,1309.063317388179,15.464760434571398,0.3094467919188314,694.738452431565,-369.623180327334
