Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.3121958886423023,0.19608594618013792,0.0,0.2705203310797882,0.0,0.041675557562514134,0.0,0.0,0.0,49.73698903058472,10.319925616212121,0.0
2025-01-01 01:00:00,0.3099919808829254,0.19539560890501312,0.0,0.2695998813796218,0.0,0.04039209950330361,0.0,0.0,0.0,48.42776079475168,9.754067822054278,0.0
2025-01-01 02:00:00,0.5059348645160923,0.19470527162988832,0.16874000000000003,0.2686794316794554,0.19686333333333333,0.04039209950330361,0.16874000000000003,0.0,0.0,47.20765042797984,13.885014914337281,-1.2371920979073563
2025-01-01 03:00:00,0.39752447055423,0.19401493435476352,0.11605357093174379,0.26775898197928905,0.09022902777777778,0.039536460797163255,0.07733916666666668,0.03871440426507711,0.0,48.71800528915544,15.240978927837054,-0.056484147323683585
2025-01-01 04:00:00,0.3063749930762859,0.19332459707963873,0.0,0.26683853227912263,0.0,0.039536460797163255,0.0,0.0,0.0,51.91680061214048,13.107612329061057,-0.005725205882342503
2025-01-01 05:00:00,0.3388175671213966,0.20366676737063968,0.04645728511809253,0.28496458710618,0.0,0.05385298001521657,0.0,0.04645728511809253,0.0,50.68943748317658,11.371789342636506,0.0
2025-01-01 06:00:00,0.4399963496084268,0.2213850732501517,0.0696859276771388,0.3210278868891377,0.0,0.11896846271928915,0.0,0.0696859276771388,0.0,51.48869952427387,10.649385181314658,0.0
2025-01-01 07:00:00,0.3981439867449505,0.21377255624300914,0.0696859276771388,0.30654136977389146,0.0,0.091602616971059,0.0,0.0696859276771388,0.0,51.34226367556347,10.108282091665764,0.0
2025-01-01 08:00:00,0.49789758824259195,0.23514723410013585,0.023228642559046265,0.3540986921269649,0.0,0.14379889611562707,0.0,0.023228642559046265,0.0,51.89585841737381,9.554773409697056,0.0
2025-01-01 09:00:00,0.5054371483673646,0.23514723410013585,0.03871440426507711,0.360717552060261,0.0,0.14471959630710357,0.0,0.03871440426507711,0.0,51.4630752377532,9.417510962196094,0.0
2025-01-01 10:00:00,0.5057365853662706,0.23445689682501106,0.04645728511809253,0.3649324247221348,0.0,0.14080416064413584,0.0,0.04645728511809253,0.0,50.359647533197084,9.674445502749972,0.0
2025-01-01 11:00:00,0.5065590070276533,0.23445689682501106,0.030971523412061684,0.3702389244962429,0.0,0.1363200825314104,0.0,0.030971523412061684,0.0,51.060534189755494,10.240934190455842,0.0
2025-01-01 12:00:00,0.6435366080056254,0.23583757137526065,0.11600875000000001,0.37493278076437575,0.13534354166666668,0.133260285574583,0.11600875000000001,0.0,0.0,51.45168467751246,14.462404951756254,-0.7172161921845046
2025-01-01 13:00:00,0.556910944896066,0.23583757137526065,0.035154166666666674,0.3823504686206559,0.04101319444444444,0.13354728183096565,0.035154166666666674,0.0,0.0,50.15481349904747,15.250207892054581,-0.060528276148602934
2025-01-01 14:00:00,0.629205225905928,0.2550230466976972,0.030971523412061684,0.4427371761710655,0.0,0.18646804973486247,0.0,0.030971523412061684,0.0,50.727741274399186,14.972617435949028,-0.10006711036458053
2025-01-01 15:00:00,0.8607934604689078,0.28520933376961877,0.03871440426507711,0.5986972560101387,0.0,0.26209620445876913,0.0,0.03871440426507711,0.0,51.449703133391104,15.21782966508849,-0.003945028241326505
2025-01-01 16:00:00,1.5594659192649627,0.3959940977441756,0.06194304682412337,1.2337316324588896,0.0,0.3257342868060732,0.0,0.06194304682412337,0.0,51.714948893904605,15.680277403810562,0.0
2025-01-01 17:00:00,1.0934774206881206,0.3248153687174086,0.023228642559046265,0.6624648904610039,0.0,0.43101253022711666,0.0,0.023228642559046265,0.0,51.12300156968085,15.516658481974833,0.0
2025-01-01 18:00:00,1.2702480462278274,0.33219150430591965,0.03871440426507711,0.7516119388371939,0.0,0.5186361073906335,0.0,0.03871440426507711,0.0,50.041126944354964,15.343369474721673,0.0
2025-01-01 19:00:00,1.3814587261385576,0.3248153687174086,0.03871440426507711,0.8655954194483688,0.0,0.5158633066901889,0.0,0.03871440426507711,0.0,51.76336417582771,15.120826157267091,0.0
2025-01-01 20:00:00,1.3781876495856396,0.3124338824176741,0.0,0.9506520355424054,0.0,0.42753561404323437,0.0,0.0,0.0,50.676486004521635,14.743351344041928,0.0
2025-01-01 21:00:00,0.7732943859022156,0.24429460846210815,0.0,0.5830628540917105,0.0,0.19023153181050503,0.0,0.0,0.0,49.2816559136376,13.833387638315832,0.0
2025-01-01 22:00:00,0.6322321871952117,0.2312227848872488,0.030971523412061684,0.4657802656188957,0.0,0.16645192157631594,0.0,0.030971523412061684,0.0,51.324186092718115,12.65383381118199,0.0
2025-01-01 23:00:00,0.45904171696827717,0.22045835455639534,0.0,0.3646978030633023,0.0,0.09434391390497492,0.0,0.0,0.0,50.67786430873495,11.51032516316524,0.0
2025-01-02 00:00:00,0.3121958886423023,0.19608594618013792,0.0,0.2705203310797882,0.0,0.041675557562514134,0.0,0.0,0.0,49.374330102842954,10.54764336805131,0.0
2025-01-02 01:00:00,0.3099919808829254,0.19539560890501312,0.0,0.2695998813796218,0.0,0.04039209950330361,0.0,0.0,0.0,48.081948876753096,9.835846224598388,0.0
2025-01-02 02:00:00,0.5100361839605367,0.19470527162988832,0.1722554166666667,0.2686794316794554,0.20096465277777778,0.04039209950330361,0.1722554166666667,0.0,0.0,46.868391636022835,13.796365276895934,-1.3009842373069926
2025-01-02 03:00:00,0.42688218790830784,0.20952818979126497,0.12308440426507712,0.288914060444478,0.09843166666666667,0.039536460797163255,0.08437000000000001,0.03871440426507711,0.0,50.99837843345768,15.230020375625744,-0.06494994211977971
2025-01-02 04:00:00,0.3063749930762859,0.19332459707963873,0.0,0.26683853227912263,0.0,0.039536460797163255,0.0,0.0,0.0,50.05686264749854,12.963614772625483,-0.005850651034312963
