Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.6063922786942,51.666666666666686,46.10666666666668,0.0,50.353891672166995,0.0,0.0,0.0,166.5724879354597,50.39515969299653,50.415793703411296,50.353891672166995,12.43753247303448,10.662190791176949,0.0,2.8,9.236100170605994,147.77171866531307,-267.97355480021827,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026153553609356523,0.0,0,0.6671297161856418,131.99922844444444,-12.725747804868481,0.4361327852642854,5.486849264712844,0.0034086935855896835,19.610198722648978,1.2580504946333442
2025-01-01 00:01:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.58254902834639,51.666666666666686,46.10666666666668,0.0,50.3304315016647,0.0,0.0,0.0,166.53523285679123,50.37301301106122,50.39430376575948,50.3304315016647,12.43753247303448,10.648890660821394,0.0,2.8,9.236100170605994,145.55436518261058,-267.41938633646606,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026143694307587083,0.0,0,0.6668782232799557,131.99922844444444,-15.497269751323175,0.437817696706184,5.500916357289639,0.0034088736162328943,19.62824602339835,1.2617844164849257
2025-01-01 00:02:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.55891222611217,51.666666666666686,46.10666666666668,0.0,50.30697740997318,0.0,0.0,0.0,166.49830035330027,50.350871282383125,50.3728182185881,50.30697740997318,12.43753247303448,10.635518575486046,0.0,2.8,9.236100170605994,143.31121005740167,-266.8625776510788,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026133782970654378,0.0,0,0.6666254030516341,131.99922844444444,-18.297233561919334,0.43823108869167837,5.493719224056241,0.0034090532793146036,19.646509425002623,1.2618437356746062
2025-01-01 00:03:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.53546974702327,51.666666666666686,46.10666666666668,0.0,50.28352935090269,0.0,0.0,0.0,166.46167147972386,50.32873446407419,50.35133702065995,50.28352935090269,12.43753247303448,10.622079011100864,0.0,2.8,9.236100170605994,141.0581329933124,-266.3033207407759,-0.0,-0.0,428.47102127039983,0.0,2.0,0.02612382294415837,0.0,0,0.6663713408408642,131.99922844444444,-21.109567536311513,0.4386469049995927,5.48719545727067,0.0034092331011127655,19.664934068234192,1.2619033604061207
2025-01-01 00:04:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.51220922446683,51.666666666666686,46.10666666666668,0.0,50.260087280936794,0.0,0.0,0.0,166.4253269132294,50.30660251576524,50.329860133179466,50.260087280936794,12.43753247303448,10.608576536166604,0.0,2.8,9.236100170605994,139.8274138306052,-265.74181099643675,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026113817640882858,0.0,0,0.6661161237015706,131.99922844444444,-22.901796443357888,0.43906501886422933,5.480635029519798,0.0034094130830446333,19.683508499870914,1.2619632704467878
2025-01-01 00:05:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.48898427165282,51.666666666666686,46.10666666666668,0.0,50.236651159285465,0.0,0.0,0.0,166.38903792445754,50.28447539965616,50.3083875198415,50.236651159285465,12.43753247303448,10.595065670509925,0.0,2.8,9.236100170605994,139.82124343836625,-265.1803185653259,-0.0,-0.0,428.47102127039983,0.0,2.0,0.02610380747839167,0.0,0,0.6658607826124985,131.99922844444444,-23.46945926670772,0.4394838391141256,5.474068420564276,0.0034095932264252104,19.70209726618123,1.26202322338633
2025-01-01 00:06:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.46562924256934,51.666666666666686,46.10666666666668,0.0,50.213220977410586,0.0,0.0,0.0,166.3525456915146,50.26235310835759,50.286919173831095,50.213220977410586,12.43753247303448,10.581608142211818,0.0,2.8,9.236100170605994,140.09182608818946,-264.6214069616365,-0.0,-0.0,428.47102127039983,0.0,2.0,0.02609383819189037,0.0,0,0.665606484195789,131.99922844444444,-23.75778822057383,0.43990155619555144,5.467530153151872,0.0034097735313642244,19.720547098804705,1.2620829446598107
2025-01-01 00:07:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.44211076462052,51.666666666666686,46.10666666666668,0.0,50.189796763267715,0.0,0.0,0.0,166.31579806971956,50.24023566889192,50.26545512170402,50.189796763267715,12.43753247303448,10.568216416157329,0.0,2.8,9.236100170605994,140.4340369456831,-264.0655890532747,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026083919005069373,0.0,0,0.6653534637310551,131.99922844444444,-23.971395271442024,0.44031779947869726,5.460319791374131,0.0034099539966080524,19.738827127976325,1.262142378750531
2025-01-01 00:08:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.4184242067596,51.666666666666686,46.10666666666668,0.0,50.16637855216404,0.0,0.0,0.0,166.27878782306186,50.21812311521442,50.243995396739614,50.16637855216404,12.43753247303448,10.55489225229898,0.0,2.8,9.236100170605994,140.87461268862955,-263.51293251700093,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026074051209012607,0.0,0,0.6651017541515059,131.99922844444444,-24.083476064769346,0.4407325114791083,5.45385401315686,0.003410134620628803,19.756933080689368,1.2622015177476107
2025-01-01 00:09:00,0.3121958886423023,0.19608594618013792,0.0,0.005203264810705039,0.0032680991030022985,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.017112774122807015,0.0,On,0.024562783439707116,0,On,0.009072402839604221,0,On,0.22462994023352834,0.1684724551751462,On,0,0,Off,Off,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0,0.0,4945.281928888889,Off,0.0,0,106.39455985772712,51.666666666666686,46.10666666666668,0.0,50.14296638042614,0.0,0.0,0.0,166.2414997776986,50.196015482242444,50.2225400331506,50.14296638042614,12.43753247303448,10.541639304933206,0.0,2.8,9.236100170605994,141.16910260092018,-262.96358336529437,-0.0,-0.0,428.47102127039983,0.0,2.0,0.026064237496644046,0.0,0,0.6648514241487478,131.99922844444444,-24.338335304185275,0.4411455787567248,5.447426600592087,0.0034103154018609427,19.774855983017023,1.262260345308947
