Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3121958886423023,0.19608594618013792,0.0,0.3121958886423023,0.19608594618013792,0.0,0.041675557562514134,0.2705203310797882,0.0,0.0,0.0,0.0,0.19608594618013792,0.0,1.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.017112774122807015,0.0,0.024562783439707116,0.0,0.009072402839604221,0.0,0.2246299402335283,0.16847245517514622,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,0.0,0.0,105.8476126022596,51.66666666666668,46.10666666666668,0.0,49.709748576809524,0.0,0.0,0.0,165.38689469103062,49.7447835171839,49.76230098737108,49.709748576809524,12.43753247303448,10.294796863517679,0.0,2.8,9.236100170605994,148.4050269484613,-252.83831467798626,0.0,0.0,428.47102127039983,0.0,2.0,0.025881884442180134,0.0,0.0,0.6601999284748835,131.99922844444444,-27.22767964395226,0.4490002646830622,5.324131385573948,0.003414072158107643,20.07875745325129,1.2632961556659115
2025-01-01 01:00:00,0.3099919808829254,0.19539560890501312,0.0,0.3099919808829254,0.19539560890501312,0.0,0.04039209950330361,0.2695998813796218,0.0,0.0,0.0,0.0,0.19539560890501312,0.0,1.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.01582931606359649,0.0,0.024562783439707116,0.0,0.009072402839604221,0.0,0.2246299402335283,0.16847245517514622,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,0.0,0.0,103.85533236998552,51.66666666666668,46.10666666666668,0.0,48.40061898718922,0.0,0.0,0.0,162.27395682810237,48.43683554963418,48.45494383085667,48.40061898718922,12.43753247303448,9.72932700857359,0.0,2.5,9.236100170605994,192.8623143751927,-199.87580771837057,0.0,0.0,426.2671135110229,0.0,2.0,0.021314090762375237,0.0,0.0,0.5436837966054224,131.99922844444444,-33.52899141745964,0.46810844981138106,5.047715469044627,0.0034272093022260737,35.42848424706737,1.2658723568011951
2025-01-01 02:00:00,0.5059348645160923,0.19470527162988832,0.16874000000000003,0.5059348645160923,0.19470527162988832,0.16874000000000003,0.04039209950330361,0.2686794316794554,0.19686333333333333,0.0,0.16874000000000003,0.0,0.19470527162988832,0.0,1.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.01582931606359649,0.0,0.024562783439707116,0.0,0.009072402839604221,0.0,0.2246299402335283,0.16847245517514622,0.0,0.0,4153.0888764444435,15.5555555555556,0.6400000000000001,0.0,4.945281928888889,0.19686333333333333,0.8,3956.2255431111107,4945.281928888889,0.0,0.0,89.4890716989159,51.66666666666668,46.10666666666668,0.0,47.18065416597615,0.0,0.0,0.0,139.82667452955604,47.21395215155188,47.230601144339744,47.18065416597615,12.43753247303448,13.860772340357851,-1.2522240694568358,1.6500000000000001,9.236100170605994,4138.273422459985,-353.58259854478473,0.0,0.0,425.3466638108565,0.0,2.0,0.02174369194468527,0.0,0.0,0.5546421435707455,131.99922844444444,-86.57951925053057,0.36147612133237167,7.150950240932058,0.003449768682835692,37.14615451792772,1.2476833231701632
2025-01-01 03:00:00,0.39752447055423,0.19401493435476352,0.11605357093174379,0.39752447055423,0.19401493435476352,0.11605357093174379,0.039536460797163255,0.26775898197928905,0.09022902777777778,0.03871440426507711,0.07733916666666668,0.0,0.19401493435476352,0.0,1.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.01497367735745614,0.0,0.024562783439707116,0.0,0.009072402839604221,0.0,0.2246299402335283,0.16847245517514622,0.0,0.0,1903.4990683703702,15.5555555555556,0.29333333333333333,0.0,2.2665875507407405,0.09022902777777778,0.36666666666666664,1813.2700405925925,4945.281928888889,879.2133333333333,0.0,90.63557523056014,51.66666666666668,46.10666666666668,0.0,48.92257155447554,0.0,0.0,879.2133333333333,141.61808629775024,48.94092508105587,48.950101844346044,48.92257155447554,12.43753247303448,15.217586119009637,-0.06458981914587524,1.6500000000000001,9.236100170605994,1834.9722058243094,-440.06447646979774,0.0,0.0,423.57057540454974,0.0,2.0,0.024835466037639017,0.0,0.0,0.6335076929316724,131.99922844444444,-52.0329614808128,0.3301915216575363,7.8403265652409555,0.003466692354191712,16.173537482971806,1.2417518015390063
2025-01-01 04:00:00,0.3063749930762859,0.19332459707963873,0.0,0.3063749930762859,0.19332459707963873,0.0,0.039536460797163255,0.26683853227912263,0.0,0.0,0.0,0.0,0.19332459707963873,0.0,1.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.01497367735745614,0.0,0.024562783439707116,0.0,0.009072402839604221,0.0,0.2246299402335283,0.16847245517514622,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,0.0,0.0,104.18536903454336,51.66666666666668,46.10666666666668,0.0,51.8822281841545,0.0,0.0,0.0,162.789639116474,51.915234040550494,51.9317369687485,51.8822281841545,12.43753247303448,13.084819417471042,-0.006109235415210416,0.55,9.236100170605994,29.683633705333744,-383.7277478438951,0.0,0.0,422.65012570438336,0.0,2.0,0.02343008920338741,0.0,0.0,0.59765907891263,131.99922844444444,-9.238744155154572,0.38016862905850374,6.804361779467085,0.0034732268417099104,30.730742920759567,1.250418643020584
2025-01-01 05:00:00,0.3388175671213966,0.20366676737063968,0.04645728511809253,0.3388175671213966,0.20366676737063968,0.04645728511809252,0.05385298001521657,0.28496458710618,0.0,0.04645728511809253,0.0,0.0,0.20366676737063968,0.0,1.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.016684954769736842,0.0,0.037168025245479734,0.0,0.013408897278660325,0.0,0.2384195006215296,0.17881462546614715,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,1055.056,0.0,104.4292290453387,51.66666666666668,46.10666666666668,0.0,50.655525583841346,0.42995431181996846,1139.7547528779974,1055.056,163.1706703833417,50.26373856254213,50.68756074510938,50.03580989062449,12.43753247303448,11.349479685354906,0.0,-0.25000000000000006,9.236100170605994,122.53391103310241,-322.8819772283088,0.0,0.0,454.127430522334,0.0,2.0,0.021165885873114458,0.0,0.0,0.5399033586891577,131.99922844444444,-8.711542260922768,0.4286267776409641,5.965526642723588,0.0034993936206571432,41.53975475344042,1.2573880427476405
2025-01-01 06:00:00,0.4399963496084268,0.2213850732501517,0.0696859276771388,0.4399963496084268,0.2213850732501517,0.06968592767713878,0.11896846271928915,0.3210278868891377,0.0,0.0696859276771388,0.0,0.0,0.2213850732501517,0.0,1.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.01882405153508772,0.0,0.10014441118420143,0.0,0.025847789222268634,0.0,0.26020300906054616,0.19515225679540957,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,1582.5839999999998,0.0,105.30014188285837,51.66666666666668,46.10666666666668,0.0,51.45521015822013,0.526325431996996,1428.8195702194173,1582.5839999999998,164.5314716919662,49.81318412456365,51.45521015822013,48.99217110773541,12.43753247303448,10.627434708877784,0.0,0.3,9.236100170605994,251.37177036709457,-281.2607411590131,0.0,0.0,553.781367418633,0.0,2.0,0.020732641266925055,0.0,0.0,0.5288520745889851,131.99922844444444,-21.148855892525354,0.45173153048524817,5.61842112565553,0.0035159340744427797,29.00799847533074,1.2605737712602267
2025-01-01 07:00:00,0.3981439867449505,0.21377255624300914,0.0696859276771388,0.39814398674495044,0.21377255624300914,0.06968592767713878,0.091602616971059,0.30654136977389146,0.0,0.0696859276771388,0.0,0.0,0.21377255624300914,0.0,1.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.01754059347587719,0.0,0.0740620234951818,0.0,0.021511294783212523,0.0,0.2482120869840233,0.18615906523801742,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,1582.5839999999998,0.0,105.65485595856939,51.66666666666668,46.10666666666668,0.0,51.30916449442869,0.36510851973445757,988.1489799982802,1582.5839999999998,165.08571243526464,49.36707319779581,51.30916449442869,48.396027549479385,12.43753247303448,10.086741787921621,0.0,-0.55,9.236100170605994,158.29706611147927,-295.25355767628884,0.0,0.0,479.7685619894022,1.5554566007418076,1.5,0.021031398401772036,0.0,0.0,0.5364728272238238,98.99942133333333,-26.217938201634052,0.47035249886337754,5.3591239104290285,0.003530922168462132,13.264048932002797,1.2629690768657642
2025-01-01 08:00:00,0.49789758824259195,0.23514723410013585,0.023228642559046265,0.4978975882425919,0.23514723410013583,0.02322864255904626,0.14379889611562707,0.3540986921269649,0.0,0.023228642559046265,0.0,0.0,0.23514723410013585,0.0,1.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.013262399945175439,0.0,0.13053649617045163,0.0,0.040569046660116986,0.0,0.27579120776002586,0.20684340582001934,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,527.528,0.0,112.47208809457332,51.66666666666668,46.10666666666668,0.0,51.86314942640793,0.2163167087416552,582.3736532082444,527.528,175.7376376477708,51.44253310761731,51.86314942640793,51.232224948222,12.43753247303448,9.53370161958298,0.0,-1.4,9.236100170605994,224.60705858776808,-315.77183643790806,0.0,0.0,544.5918179216123,113.10582533784239,1.0,0.02184401254259277,0.0,0.0,0.5572011400654192,65.99961422222222,-4.212922895936258,0.4884599548839229,5.076959468495224,0.003531963174708869,5.773452190913632,1.266033099821121
2025-01-01 09:00:00,0.5054371483673646,0.23514723410013585,0.03871440426507711,0.5054371483673646,0.23514723410013583,0.03871440426507711,0.14471959630710357,0.360717552060261,0.0,0.03871440426507711,0.0,0.0,0.23514723410013585,0.0,1.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.010695483826754386,0.0,0.13402411248034918,0.0,0.04718790659341315,0.0,0.27579120776002586,0.20684340582001934,0.0,0.0,0.0,8.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,4945.281928888889,879.2133333333333,0.0,111.86350584564792,51.66666666666668,46.10666666666668,0.0,51.43075194812449,0.24923426571020135,674.3273879253355,879.2133333333333,174.78672788382485,51.06379509207498,51.46421367120287,50.84685494097185,12.43753247303448,9.39687475669684,0.0,-0.85,9.236100170605994,308.10632950159675,-287.0522371571889,0.0,0.0,552.1313780463851,326.17681826766676,1.0,0.021161336712534597,0.0,0.0,0.5397873178538718,65.99961422222222,43.02718861240068,0.4944790252913839,5.020777618937926,0.0035410576284029744,28.713764205477595,1.2672747171832817
