Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.35609680046684994,0.2049007230013162,0.0,0.005934946674447499,0.0034150120500219365,0.0,0.02248619593681202,0.28361060453003795,0.0,0.05,0.0,0.0,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,84.32641891943017,51.666666666666686,46.10666666666668,0.0,50.49590432495168,0.0,0.0,0.0,131.76002956160963,49.04451762077032,50.49590432495168,48.31882426867965,12.43753247303448,17.668385184452536,-0.16494814888083553,-2.8040658722185756,2.8,9.236100170605994,-211.69146934200018,80.70910283545359,-660.9090979226263,-0.0,-0.0,469.2420479779495,0.0,3.0,0.034108315762147144,0.0,0,0.8827943185784776,197.99884266666666,-20.024419397323364,0.2749913768448235,8.877327176708718,0.0033849854392542,46.07372405091159,1.2277599542335749,0,0,80.70910283545359
2025-01-01 00:01:00,0.35609680046684994,0.2049007230013162,0.0,0.005934946674447499,0.0034150120500219365,0.0,0.02248619593681202,0.28361060453003795,0.0,0.05,0.0,0.0,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,84.48938996062874,51.666666666666686,46.10666666666668,0.0,50.48115803806709,0.0,0.0,0.0,132.0146718134824,49.031378982889656,50.48115803806709,48.30648945530094,12.43753247303448,17.59445710044289,-0.23887623289047966,-2.673869727109316,2.8,9.236100170605994,-212.8239969114872,79.2254101286079,-656.3905139116887,-0.0,-0.0,469.2420479779495,0.0,3.0,0.03404439425508158,0.0,0,0.8811398967164905,197.99884266666666,-25.675530977747982,0.2771198562590103,8.867070690041494,0.0033854252056495153,46.23532684400875,1.2316591702326372,0,0,79.2254101286079
2025-01-01 00:02:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,84.64845557260297,51.666666666666686,46.10666666666668,0.0,50.4663854013267,0.0,0.0,0.0,132.26321183219213,49.018214952996345,50.4663854013267,48.29412972883117,12.43753247303448,17.52195902596207,-0.31137430737130245,-2.5461832130498006,2.8,9.236100170605994,4724.206320170398,2853.3220865328713,-651.9708445894269,-0.0,-0.0,469.2420479779495,0.0,3.0,0.03398168567415217,0.0,0,0.8795168679115316,197.99884266666666,-31.452275070829188,0.278427029326965,8.833676736176773,0.003385865117411735,46.39311969005014,1.2319660385028062,0,0,77.88959283001927
2025-01-01 00:03:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,84.13751671714056,51.666666666666686,46.10666666666668,0.0,50.4515870654071,0.0,0.0,0.0,131.4648698705321,49.00502613958321,50.4515870654071,48.28174567667127,12.43753247303448,17.699126369726248,-0.1342069636071237,-2.2810107975443845,2.8,9.236100170605994,4702.9339632408255,2850.4086122473263,-662.7915269282764,-0.0,-0.0,469.2420479779495,0.0,3.0,0.034134888780633234,0.0,0,0.8834820836944859,197.99884266666666,-41.903949661551145,0.27536732369865163,8.916318897006192,0.0033863064205627755,45.84341046860564,1.2312152734224455,0,0,74.9761185444745
2025-01-01 00:04:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,83.64126787216387,51.666666666666686,46.10666666666668,0.0,50.436874578971086,0.0,0.0,0.0,130.68948105025603,48.991916933968994,50.436874578971086,48.269438111467956,12.43753247303448,17.870899016293436,0.0,-2.0207511501793047,2.8,9.236100170605994,4686.321692264192,2847.718388324802,-673.3476317619973,-0.0,-0.0,469.2420479779495,0.0,3.0,0.034283292595571,0.0,0,0.8873230838070693,197.99884266666666,-47.96011580446361,0.2724375715142578,8.996424578085644,0.0033867427606473354,45.309545971863855,1.2304882354233628,0,0,72.28589462195043
2025-01-01 00:05:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,83.158531835723,51.666666666666686,46.10666666666668,0.0,50.42224549325697,0.0,0.0,0.0,129.93520599331717,48.97888504734872,50.42224549325697,48.25720482439459,12.43753247303448,18.037713378682433,0.0,-1.765159629857219,2.8,9.236100170605994,4672.376330848117,2845.1089537922694,-683.6600659867787,-0.0,-0.0,469.2420479779495,0.0,3.0,0.03442728386274086,0.0,0,0.891049877984445,197.99884266666666,-51.59304299575819,0.2696265642714139,9.073667858633739,0.0033871742741910914,44.79026985497144,1.22978299888498,0,0,69.67646008941753
2025-01-01 00:06:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,82.68844975001737,51.666666666666686,46.10666666666668,0.0,50.40769755557191,0.0,0.0,0.0,129.20070273440214,48.965928374333565,50.40769755557191,48.2450437837144,12.43753247303448,18.19988741654198,0.0,-1.5140381375812684,2.8,9.236100170605994,4659.444444082161,2842.5980349136103,-693.7431726262796,-0.0,-0.0,469.2420479779495,0.0,3.0,0.034567146028829474,0.0,0,0.8946698024177743,197.99884266666666,-54.441823122212966,0.266925607799647,9.148816306157514,0.0033876010869376694,44.284663085994524,1.229098148904123,0,0,67.16554121075843
2025-01-01 00:07:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,82.23042259106627,51.666666666666686,46.10666666666668,0.0,50.393228656284926,0.0,0.0,0.0,128.48503529854105,48.95304494335072,50.393228656284926,48.23295308688362,12.43753247303448,18.3576423915417,0.0,-1.2672160694848764,2.8,9.236100170605994,4646.929994771768,2840.1851616938975,-703.6058439955439,-0.0,-0.0,469.2420479779495,0.0,3.0,0.03470307840696112,0.0,0,0.8981880157462276,197.99884266666666,-57.093601063340856,0.26432800986781535,9.222010667460303,0.003388023316820893,43.792081509329904,1.2284326862513193,0,0,64.75266799104563
2025-01-01 00:08:00,0.7217447171335167,0.2049007230013162,0.3299078947368422,0.012029078618891945,0.0034150120500219365,0.005498464912280703,0.02248619593681202,0.28361060453003795,0.3656479166666667,0.05,0.0,0.3299078947368422,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,On,6172.98423981588,18.33333333333337,0.7599999999999999,1540.8356457396758,9.668647327485381,0.3656479166666667,1,7348.171968888889,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,81.78395941002269,51.666666666666686,46.10666666666668,0.0,50.37883678556309,0.0,0.0,0.0,127.78743657816044,48.940232876159406,50.37883678556309,48.22093092145757,12.43753247303448,18.511159382581695,0.0,-1.0245438646474052,2.8,9.236100170605994,4634.727151258091,2837.8684145935727,-713.2548894473099,-0.0,-0.0,469.2420479779495,0.0,3.0,0.034835245150298656,0.0,0,0.9016087665958747,197.99884266666666,-59.64739912525269,0.2618280373118015,9.292770632889006,0.0033884410763948165,43.31199539405392,1.2277857868605722,0,0,62.435920890720766
2025-01-01 00:09:00,0.35609680046684994,0.2049007230013162,0.0,0.005934946674447499,0.0034150120500219365,0.0,0.02248619593681202,0.28361060453003795,0.0,0.05,0.0,0.0,0.0,0.19031738966798287,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004263514254385964,0.0,On,0.009111340841213029,0,On,0.009111340841213029,0.0,On,0.008382329917919588,0,On,0.19116914429656226,0.14337685822242166,On,0.02147175505480781,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,7348.171968888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,5542.560853333333,Off,0.0,0,81.34860699190376,51.666666666666686,46.10666666666668,0.0,50.364520015375,0.0,0.0,0.0,127.10719842484963,48.9274903710121,50.364520015375,48.208975548830644,12.43753247303448,18.660605483033848,0.0,-0.7858879947739119,2.8,9.236100170605994,-315.5484607547082,60.21176896948808,-722.696607130926,-0.0,-0.0,469.2420479779495,0.0,3.0,0.034963797904734306,0.0,0,0.9049359798785472,197.99884266666666,-62.0939016017316,0.2594204352790734,9.361795111656996,0.0033888544738296506,42.84391519351691,1.227156690488109,0,0,60.21176896948808
