Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.48407357130018336,0.2049007230013162,0.11546776315789477,0.4840735713001833,0.20490072300131618,0.11546776315789477,0.02248619593681202,0.28361060453003795,0.12797677083333334,0.05,0.0,0.11546776315789477,0.0,0.19031738966798287,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.004263514254385964,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.02147175505480781,0.0,0.0,0.0,2160.5444839355578,18.33333333333337,0.26599999999999996,539.2924760088865,3.3840265646198833,0.12797677083333334,0.35,2571.860189111111,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,82.23187241450584,51.66666666666668,46.10666666666668,0.0,50.069744820729326,0.0,0.0,0.0,128.4873006476654,48.66480467801873,50.069744820729326,47.96233460666344,12.43753247303448,18.067653700455317,-0.04846259458700679,1.0771468545061795,2.8,9.236100170605994,1460.751652218292,517.8535222509148,-685.6359116178785,0.0,0.0,469.2420479779495,0.0,3.0,0.034452858444177246,0.0,0.0,0.8917118014681348,197.99884266666666,-51.29007129022528,0.26997759703334534,9.098509357951817,0.0033973791224610307,43.588306046218094,1.2295908246156004,0.0,0.0,49.203223154805656
2025-01-01 01:00:00,0.4821891233495857,0.20372720971517716,0.11546776315789477,0.48218912334958564,0.20372720971517716,0.11546776315789477,0.022166432367733073,0.28204592014851926,0.12797677083333334,0.05,0.0,0.11546776315789477,0.0,0.1891438763818438,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.06102269087922958,0.045767018159422176,0.0,0.0,0.003943750685307016,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.02147175505480781,0.0,0.0,0.0,2160.5444839355578,18.33333333333337,0.26599999999999996,539.2924760088865,3.3840265646198833,0.12797677083333334,0.35,2571.860189111111,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,80.23729732450634,51.66666666666668,46.10666666666668,0.0,49.21825359118664,0.0,0.0,0.0,125.37077706954118,47.90512313090416,49.21825359118664,47.248557900762925,12.43753247303448,18.048142303712538,-0.05670330300665061,2.5574867916120456,2.5,9.236100170605994,1506.9110023836222,-1200.6029397298878,-637.3995784813075,0.0,0.0,467.35760002735185,0.0,3.0,0.0314805693281796,0.0,0.0,0.814782762723649,197.99884266666666,-51.48260631086872,0.2723612395957726,9.119178548047175,0.003423138051425189,52.2693227539736,1.2297139375255315,0.0,0.0,44.13085589778171
2025-01-01 02:00:00,0.48062443896806695,0.20255369642903814,0.11546776315789477,0.48062443896806695,0.20255369642903814,0.11546776315789477,0.022166432367733073,0.2804812357670005,0.12797677083333334,0.05,0.0,0.11546776315789477,0.0,0.18797036309570483,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.003943750685307016,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.02147175505480781,0.0,0.0,0.0,2160.5444839355578,18.33333333333337,0.26599999999999996,539.2924760088865,3.3840265646198833,0.12797677083333334,0.35,2571.860189111111,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,78.21416247418357,51.66666666666668,46.10666666666668,0.0,48.38940849939762,0.0,0.0,0.0,122.20962886591182,47.16417673163474,48.38940849939762,46.55156084775331,12.43753247303448,18.058143472086538,-0.058488718214225285,1.715612922276157,1.6500000000000001,9.236100170605994,1526.9730162928565,-1613.6898990065934,-619.1283025019513,0.0,0.0,465.7929156458331,0.0,3.0,0.028812106143980613,0.0,0.0,0.74571737248937,197.99884266666666,-48.12718399947183,0.2749076063778842,9.162628522545955,0.0034574694005431086,63.951335180984294,1.229646384361824,0.0,0.0,50.23922036115959
2025-01-01 03:00:00,0.48600383055876484,0.2013801831428991,0.15418216742297186,0.48600383055876484,0.2013801831428991,0.15418216742297186,0.021953256655013777,0.2860738030704178,0.12797677083333334,0.05,0.03871440426507711,0.11546776315789477,0.0,0.18679684980956576,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.057893322116192164,0.04341999158714411,0.0,0.0,0.003730574972587719,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.028629006739743744,0.0,0.0,0.0,2160.5444839355578,18.33333333333337,0.26599999999999996,539.2924760088865,3.3840265646198833,0.12797677083333334,0.35,2571.860189111111,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,879.2133333333333,0.0,87.48874124940629,51.66666666666668,46.10666666666668,0.0,50.79001335144406,0.0,0.0,879.2133333333333,136.70115820219732,50.6086494684768,50.814762093100434,50.4932187853368,12.43753247303448,18.05281676570709,-0.05609652772441365,1.6380694747138007,1.6500000000000001,9.236100170605994,1495.2125758185875,-864.8879828843191,-650.2897508113406,0.0,0.0,464.0150555515951,0.0,3.0,0.0303245825639858,0.0,0.0,0.7848634153451796,197.99884266666666,-46.94831607011338,0.2777178000157844,9.199148566102792,0.0034918328085732685,44.42790503741786,1.2296433874888477,0.0,0.0,48.541943145745286
2025-01-01 04:00:00,0.5861977362503232,0.20020666985676008,0.18144934210526317,0.5861977362503232,0.20020666985676008,0.1814493421052632,0.021953256655013777,0.3131381254286428,0.2011063541666667,0.05,0.0,0.18144934210526317,0.0,0.18562333652342675,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.0,0.0,0.003730574972587719,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.05725801347948749,0.0,0.0,0.0,3395.141331898734,20.000000000000057,0.418,847.4596051568217,5.317756030116959,0.2011063541666667,0.55,4041.494582888889,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,83.91136219157843,51.66666666666668,46.10666666666668,0.0,50.81565466353468,0.0,0.0,0.0,131.1115034243413,50.848298625754715,50.86462060686473,50.81565466353468,12.43753247303448,19.57597381706775,-0.13054379299077196,0.6797848307608232,0.55,9.236100170605994,2304.145577541393,-2633.6371232619017,-814.3144692964412,0.0,0.0,462.45037117007644,0.0,3.0,0.03259685018748431,0.0,0.0,0.8436744385074686,197.99884266666666,-60.10338985122936,0.2538280673688895,9.90770603436125,0.0035112622886605115,49.275542152908734,1.222658579634894,0.0,0.0,58.33495420360789
2025-01-01 05:00:00,0.6387661411942693,0.20467125174091022,0.1649539473684211,0.6387661411942693,0.20467125174091022,0.1649539473684211,0.033653275247064844,0.3722889076138711,0.18282395833333334,0.05,0.0,0.1649539473684211,0.0,0.19008791840757688,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.0,0.0,0.004156926398026315,0.0,0.014748174424519265,0.0,0.014748174424519265,0.0,0.011479574463062832,0.0,0.19712192014209579,0.1478414401065718,0.10735877527403904,0.0,0.0,0.0,3086.49211990794,20.000000000000057,0.37999999999999995,770.4178228698379,4.8343236637426905,0.18282395833333334,0.5,3674.0859844444444,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,80.16116505332212,51.66666666666668,46.10666666666668,0.0,49.94383551705172,0.12539472464732565,325.7394048259278,0.0,125.25182039581583,49.55579687719813,49.97635569167447,49.32925738264859,12.43753247303448,19.679708201351477,-0.06745466472459481,-0.41376626295299945,-0.25000000000000006,9.236100170605994,2052.7481354684924,-1151.8547513400674,-850.5682692135567,0.0,0.0,482.78371584361685,0.0,3.0,0.032421524950333666,0.0,0.0,0.8391366558640999,197.99884266666666,-48.66100708792006,0.2546805966137723,9.991636905388157,0.0035486379039079636,51.944284734029516,1.2215827142229116,0.0,0.0,61.598419366227255
2025-01-01 06:00:00,0.7293853047508744,0.21148286019733842,0.1926714218089368,0.7293853047508745,0.2114828601973384,0.1926714218089368,0.045090253263783346,0.4636593570426466,0.17063569444444446,0.05,0.03871440426507711,0.15395701754385968,0.0,0.19689952686400508,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.004689865679824561,0.0,0.020200193791979393,0.0,0.020200193791979393,0.0,0.015038110748972093,0.0,0.20307469598762928,0.15230602199072193,0.18608854380833434,0.0,0.0,0.0,2880.725978580744,20.000000000000057,0.35466666666666663,719.0566346785153,4.512035419493177,0.17063569444444446,0.4666666666666667,3429.1469188148144,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,879.2133333333333,0.0,78.106562032501,51.66666666666668,46.10666666666668,0.0,49.885492791599525,0.07593552217279169,201.98358461406954,879.2133333333333,122.04150317578281,48.77931754951203,49.885492791599525,48.22622992846829,12.43753247303448,19.741860936785766,-0.04805228923142971,0.37554011236734514,0.3,9.236100170605994,1878.2812858867433,-1781.722974942952,-831.7285910095743,0.0,0.0,453.6779888749616,0.0,2.2005000000000003,0.032555050273857494,0.0,0.0,0.8425925696012421,145.23215109600002,-48.248894843239434,0.2543795798908883,10.03003124240007,0.0035582858494581987,-11.282192862951005,1.2213162544097387,0.0,0.0,57.34271953111532
2025-01-01 07:00:00,0.8656219365837371,0.21886848632458591,0.13746162280701757,0.865621936583737,0.21886848632458591,0.13746162280701757,0.05688506154341665,0.6063835764292091,0.15235329861111113,0.05,0.0,0.13746162280701757,0.0,0.20428515299125258,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.004370102110745614,0.0,0.026257479716335522,0.0,0.026257479716335522,0.0,0.019084298303691138,0.0,0.20979282872758856,0.15734462154569137,0.3149190741371812,0.0,0.0,0.0,2572.07676658995,20.000000000000057,0.3166666666666666,642.0148523915316,4.028603053118909,0.15235329861111113,0.4166666666666667,3061.7383203703703,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,80.96471050192478,51.66666666666668,46.10666666666668,0.0,51.08740540118946,0.07446420621757811,201.98358461406954,0.0,126.50736015925749,49.80344814741322,51.08740540118946,49.16146952052512,12.43753247303448,19.664604807545086,-0.0655646651357215,-0.47790123056521705,-0.55,9.236100170605994,1572.6905002544456,-2084.705645715969,-887.8716151012899,0.0,0.0,445.8799099058468,2.6653645654229776,1.7002500000000003,0.03329849543874738,0.0,0.0,0.8618344803515757,112.21584408133334,-42.9792078220715,0.25495973440993414,9.985679823104936,0.00354931592444568,-19.564144454731032,1.221645038608497,0.0,0.0,63.588574432807185
2025-01-01 08:00:00,1.1375459347876096,0.20607423628745522,0.18144934210526317,1.1375459347876093,0.20607423628745522,0.1814493421052632,0.02152690522957518,0.8649126753913675,0.2011063541666667,0.05,0.0,0.18144934210526317,0.0,0.1914909029541219,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.0033042235471491222,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.6012091415346187,0.0,0.0,0.0,3395.141331898734,20.000000000000057,0.418,847.4596051568217,5.317756030116959,0.2011063541666667,0.55,4041.494582888889,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,78.06388331843486,51.66666666666668,46.10666666666668,0.0,50.20615176476212,0.0,0.0,0.0,121.97481768505448,48.7502597447422,50.20615176476212,48.02231373473226,12.43753247303448,19.70813778857495,-0.052752568902408765,-1.3155962598815523,-1.4,9.236100170605994,2077.691443409638,-2169.813745979798,-963.0928628871377,0.0,0.0,337.78221359356473,143.88443740177718,0.9990000000000001,0.034510780775405474,0.0,0.0,0.8932109521527851,65.933614608,-13.110972815776217,0.25318635657270144,9.990346169635277,0.003532398134867038,-25.872717622027203,1.2220497368603382,0.0,0.0,68.46069056376227
2025-01-01 09:00:00,1.346877532492081,0.20607423628745522,0.13196315789473687,1.346877532492081,0.20607423628745522,0.13196315789473687,0.020887378091417285,1.1297309877339972,0.1462591666666667,0.05,0.0,0.13196315789473687,0.0,0.1914909029541219,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.002664696408991228,0.0,0.009111340841213029,0.0,0.009111340841213029,0.0,0.008382329917919588,0.0,0.19116914429656226,0.14337685822242166,0.8660274538772482,0.0,0.0,0.0,2469.193695926352,20.000000000000057,0.304,616.3342582958703,3.8674589309941525,0.1462591666666667,0.4,2939.2687875555557,7348.171968888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5542.560853333333,0.0,0.0,76.10640298916623,51.66666666666668,46.10666666666668,0.0,49.39473742705188,0.0,0.0,0.0,118.91625467057221,48.02949300638938,49.39473742705188,47.346870796058134,12.43753247303448,19.71375694973564,-0.048739832666267566,-0.9161088162177347,-0.85,9.236100170605994,1438.8491896322694,-1299.210489816959,-923.0587478761114,0.0,0.0,337.14268645540676,441.9815332995351,0.9990000000000001,0.03398850846575148,0.0,0.0,0.8796934559818049,65.933614608,49.41029431189243,0.25289438730986047,9.992039689938247,0.0035278101021851594,11.471440650099892,1.2226427985886419,0.0,0.0,63.37101102477427
