Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,5.3510331092837875,0.2051116016341776,0.0,5.351033109283787,0.2051116016341776,0.0,0.027424750707617476,0.0,0.2945311239095033,5.019077234666667,0.010000000000000002,0.0,0.0,0.20219493496751093,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.005264967105263157,0.0,0.022159783602354318,0.0,0.024937877286155326,0.0,0.20700587136259968,0.15525440352194972,5019.077234666666,20.000000000000057,0.6,0.0,5.019077234666667,0.0,0.6,5019.077234666666,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,21.510908208421608,51.66666666666668,46.10666666666668,0.0,51.39393992669222,0.10872678162183373,294.81754415188493,0.0,21.510908208421608,50.23659693805502,51.39393992669222,49.65792544373643,12.43753247303448,19.70532599288697,-0.05540204354025965,-0.2116017659091979,2.8,4915.876601841586,493.13084382286223,-459.74647002391885,0.0,0.0,505.46430628840545,0.0,3.0,0.020864631860145248,0.0,0.0,0.270010084839912,197.99884266666666,-148.91846908956737,0.22540167340435344,9.557780461623276,0.0031408523792269124,105.94198742036811,1.222903743608392,0.1687881710328051,666.5110648936569,-173.38022107079468
2025-01-01 01:00:00,5.451556884404411,0.19316273138902032,0.0,5.451556884404411,0.19316273138902032,0.0,0.01954643350440417,0.0,0.26351440415926564,5.158496046740741,0.010000000000000002,0.0,0.0,0.19024606472235364,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06102269087922958,0.045767018159422176,0.0,0.0,0.00487009457236842,0.0,0.01467633893203575,0.0,0.00985298452946073,0.0,0.19263872875057533,0.14447904656293142,5158.496046740741,20.000000000000057,0.6166666666666667,0.0,5.158496046740741,0.0,0.6166666666666667,5158.496046740741,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,20.327072102089264,51.66666666666668,46.10666666666668,0.0,50.953760929965604,0.0,0.0,0.0,20.327072102089264,48.489669259982705,50.953760929965604,47.25762342499126,12.43753247303448,19.698198888635755,-0.06055036914177734,1.4395224509719988,2.5,5041.303153528468,41.51555890916673,-438.15389087110435,0.0,0.0,467.5749693177962,0.0,3.0,0.019553948190148576,0.0,0.0,0.2530484719388913,197.99884266666666,-146.61397165896432,0.2276896498532445,9.589012022272941,0.003171286837281549,107.929574639303,1.222970653064575,0.12109575057972184,192.27375427497716,-150.75819536581042
2025-01-01 02:00:00,5.028096393437135,0.19084154694748287,0.0,5.028096393437135,0.19084154694748287,0.0,0.018844860566561802,0.0,0.25901192235205467,4.740239610518518,0.010000000000000002,0.0,0.0,0.1879248802808162,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.00487009457236842,0.0,0.013974765994193384,0.0,0.00844541531096634,0.0,0.1911085005433775,0.14333137540753305,4740.239610518519,20.000000000000057,0.5666666666666667,0.0,4.740239610518518,0.0,0.5666666666666667,4740.239610518519,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,20.22459840745614,51.66666666666668,46.10666666666668,0.0,50.74998952407106,0.0,0.0,0.0,20.22459840745614,48.31906401479508,50.74998952407106,47.10360126015709,12.43753247303448,19.67212572517657,-0.06091399520855572,1.7211381101260994,1.6500000000000001,4630.905205787692,-160.51180911064296,-435.0828452877054,0.0,0.0,462.4780305472467,0.0,3.0,0.018437123139528836,0.0,0.0,0.2385955916441188,197.99884266666666,-136.72958999036962,0.23033185008653073,9.612833445513923,0.003203110883926842,112.6787530631037,1.2230558886912435,0.07539327487112146,-3.252346189279902,-157.25946292136305
2025-01-01 03:00:00,4.747430836552204,0.18966803366134383,0.0,4.747430836552205,0.18966803366134383,0.0,0.018581612211298646,0.0,0.257447237970536,4.461401986370371,0.010000000000000002,0.0,0.0,0.18675136699467715,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057893322116192164,0.04341999158714411,0.0,0.0,0.004606846217105263,0.0,0.013974765994193384,0.0,0.00844541531096634,0.0,0.1911085005433775,0.14333137540753305,4461.401986370371,20.000000000000057,0.5333333333333333,0.0,4.461401986370371,0.0,0.5333333333333333,4461.401986370371,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,20.097211706774058,51.66666666666668,46.10666666666668,0.0,50.54751522828114,0.0,0.0,0.0,20.097211706774058,48.149389742263274,50.54751522828114,46.950326999254344,12.43753247303448,19.68237058082138,-0.06046667297378594,1.5239053259038675,1.6500000000000001,4337.701700430657,-130.4423426073872,-451.256133236698,0.0,0.0,460.6500978104649,0.0,3.0,0.01913236042346717,0.0,0.0,0.247592686789547,197.99884266666666,-133.09425051348083,0.23246763639284607,9.652980346726544,0.003234957138993912,102.11920977810851,1.2229897168988786,0.09565437572805754,36.479008734728495,-166.92135134211568
2025-01-01 04:00:00,4.745866152170686,0.1884945203752048,0.0,4.745866152170686,0.1884945203752048,0.0,0.018581612211298646,0.0,0.25588255358901724,4.461401986370371,0.010000000000000002,0.0,0.0,0.18557785370853813,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.0,0.0,0.004606846217105263,0.0,0.013974765994193384,0.0,0.00844541531096634,0.0,0.1911085005433775,0.14333137540753305,4461.401986370371,20.000000000000057,0.5333333333333333,0.0,4.461401986370371,0.0,0.5333333333333333,4461.401986370371,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,19.958874022042536,51.66666666666668,46.10666666666668,0.0,50.346499591041045,0.0,0.0,0.0,19.958874022042536,47.980802267161636,50.346499591041045,46.79795360522194,12.43753247303448,19.709263510596408,-0.05704575845980096,1.5612135030008218,0.55,4296.940698738898,-242.6567103994016,-494.8073535616232,0.0,0.0,459.0854134289462,0.0,3.0,0.019658540579313908,0.0,0.0,0.2544020064781746,197.99884266666666,-128.7393474987948,0.23397656359843208,9.69259288020127,0.0032630198412083007,108.08168958139989,1.2222828045609082,0.09722924761678349,-77.82548120554547,-164.8312291938561
2025-01-01 05:00:00,6.592617186298081,0.19429663566083002,0.0,6.592617186298081,0.19429663566083002,0.0,0.023898647366081924,1.6915966842962964,0.26630105619125843,4.6008207984444445,0.010000000000000002,0.0,0.0,0.19137996899416335,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.0,0.0,0.005133342927631578,0.0,0.018765304438450345,0.0,0.011127764199040555,0.0,0.1988446542575444,0.14913349069315826,4600.820798444444,20.000000000000057,0.55,0.0,4.6008207984444445,0.0,0.55,4600.820798444444,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,1691.5966842962964,0.48333333333333334,21.523525853108378,51.66666666666668,46.10666666666668,0.0,50.803513888406926,0.4665627268673574,1215.0056365047378,1691.5966842962964,21.523525853108378,50.21537929212768,50.80555190434898,49.919273978046,12.43753247303448,19.701625645714117,-0.05852246722156001,0.7583745413688824,-0.25000000000000006,4380.326437161928,-235.44911892754152,-515.9300352921234,0.0,0.0,421.4632291446456,0.0,2.19975,0.019637426845298286,0.0,0.0,0.2541287727517874,145.18265138533334,-126.02755513503872,0.23619899946654016,9.719906676856363,0.0032943397675776684,68.88813672272187,1.2216782790241927,0.07641949962200892,-46.787944887226196,-188.66117404031533
2025-01-01 06:00:00,5.447274198902777,0.19084154694748287,0.0,5.447274198902778,0.19084154694748287,0.0,0.01976622980998285,0.0,0.25901192235205467,5.158496046740741,0.010000000000000002,0.0,0.0,0.1879248802808162,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.005791463815789473,0.0,0.013974765994193384,0.0,0.00844541531096634,0.0,0.1911085005433775,0.14333137540753305,5158.496046740741,20.000000000000057,0.6166666666666667,0.0,5.158496046740741,0.0,0.6166666666666667,5158.496046740741,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,22.463173974590575,51.66666666666668,46.10666666666668,0.0,51.622952644611445,0.0,0.0,0.0,22.463173974590575,51.634029647412746,51.63956814881341,51.622952644611445,12.43753247303448,19.736208542471527,-0.04758878123741142,0.5706967202013541,0.3,4857.112489537498,-190.87035934921565,-500.99207535441747,0.0,0.0,331.3341717320011,0.0,0.9990000000000001,0.01961363365589836,0.0,0.0,0.2538208640797558,65.933614608,-131.7256535808263,0.23601943980840395,9.740614614513108,0.0032989614787964448,-5.776674864205118,1.22153060537137,0.08563299026017225,-15.027026557835192,-175.84333279138045
2025-01-01 07:00:00,5.728846319281069,0.19318857351976096,0.0,5.728846319281069,0.19318857351976093,0.0,0.019371357277088122,0.0,0.2621412911150921,5.437333670888889,0.010000000000000002,0.0,0.0,0.19027190685309428,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.005396591282894736,0.0,0.013974765994193384,0.0,0.00844541531096634,0.0,0.1911085005433775,0.14333137540753305,5437.333670888888,20.000000000000057,0.65,0.0,5.437333670888889,0.0,0.65,5437.333670888888,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,0.0,0.0,22.371932938823374,51.66666666666668,46.10666666666668,0.0,51.423117777776504,0.0,0.0,0.0,22.371932938823374,51.4451940234716,51.45623214631916,51.423117777776504,12.43753247303448,19.676609451156356,-0.06189405979476437,0.3121064721827276,-0.55,5107.9674193034625,-289.3694121641283,-535.8274631080307,0.0,0.0,334.06866796214376,4.4124820577383765,0.9990000000000001,0.020083226309276912,0.0,0.0,0.25989788250159246,65.933614608,-127.60745643954012,0.2368549523521162,9.713142359346943,0.003298410243904325,4.385874523920715,1.221779634778643,0.09167215357212616,-110.77893870075219,-178.5904734633761
2025-01-01 08:00:00,5.847352515372126,0.2138724964476727,0.0,5.847352515372126,0.2138724964476727,0.0,0.05425344445530571,0.8749638022222223,0.30731447025015435,4.6008207984444445,0.010000000000000002,0.0,0.0,0.21095582978100602,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.004080349506578947,0.0,0.050173094948726765,0.0,0.026040030542146216,0.0,0.21712238006574108,0.1628417850493058,4600.820798444444,20.000000000000057,0.55,0.0,4.6008207984444445,0.0,0.55,4600.820798444444,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,874.9638022222223,0.25,20.878972215464707,51.66666666666668,46.10666666666668,0.0,50.80273202078214,0.3561516121821662,948.2659537006514,874.9638022222223,20.878972215464707,49.261343211097326,50.803422156435005,48.48995867060206,12.43753247303448,19.653640413300245,-0.07196102608877268,-0.22006870098007517,-1.4,4366.203726465107,-334.9780574151473,-577.3348446563458,0.0,0.0,412.3029627088581,283.01836356410956,0.9990000000000001,0.020741319524814273,0.0,0.0,0.2684142946842216,65.933614608,-69.58519003184973,0.23756442475807635,9.710588160766585,0.003301990114331001,22.420244340307327,1.222446928813442,0.10172083223259536,-159.19268020351515,-175.78537721163215
2025-01-01 09:00:00,5.160356517006066,0.21604031974120302,0.0,5.160356517006066,0.21604031974120302,0.0,0.058707779935004624,0.17499276044444445,0.31583517818217227,4.6008207984444445,0.010000000000000002,0.0,0.0,0.21312365307453635,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.003290604440789473,0.0,0.05541717549421515,0.0,0.031670307416123776,0.0,0.22001281112378152,0.1650096083428361,4600.820798444444,20.000000000000057,0.55,0.0,4.6008207984444445,0.0,0.55,4600.820798444444,8365.128724444445,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1309.1486533333334,174.99276044444443,0.05,22.064225820769284,51.66666666666668,46.10666666666668,0.0,51.606933869122756,0.07457589771891841,203.43686812904954,174.99276044444443,22.064225820769284,51.02449614144446,51.606933869122756,50.73327727760531,12.43753247303448,19.708707350778603,-0.053214589550516146,0.006508832646960254,-0.85,4492.79547092446,-243.64854016027257,-555.3775751216334,0.0,0.0,425.07567594651226,727.2669378536325,0.9990000000000001,0.020446605127008754,0.0,0.0,0.264600383176537,65.933614608,22.276571655135072,0.23754002960800158,9.750073796324523,0.003311381961896225,43.688160586634964,1.222823377468482,0.09845201919484191,-116.72121717494889,-126.92732298532366
