Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.45252601011458,51.666666666666686,46.10666666666668,0.0,51.62987360854948,0.0,0.0,0.0,22.45252601011458,51.237695179621475,51.62987360854948,51.04160596515748,12.43753247303448,19.366904596222163,-0.13309540377789375,-1.5972786781758272,2.8,8322.633652026416,810.9798461633413,-446.48520316043073,-0.0,-0.0,516.97655603669,0.0,3.0,0.02067988157606098,0.0,0,0.2676192235865641,197.99884266666666,-112.98642529428798,0.2283944227201822,9.364129069246662,0.003125825676607632,107.40766242845007,1.2208215638822606,0.17686090942469745,1013.522736505497,-202.54289034215577
2025-01-01 00:01:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.383617237553235,51.666666666666686,46.10666666666668,0.0,51.62647479489264,0.0,0.0,0.0,22.383617237553235,51.234544155700995,51.62647479489264,51.03857883610518,12.43753247303448,19.461596056882243,-0.03840394311781381,-1.5343523157598167,2.8,8309.17659184489,793.526440174428,-450.16217034276167,-0.0,-0.0,516.97655603669,0.0,3.0,0.020731691747035305,0.0,0,0.2682897012040997,197.99884266666666,-122.76651829348344,0.2277532475590861,9.431203099057463,0.003126341184435382,107.24681149017681,1.2239911396350596,0.17650467896357872,997.0067172648774,-203.48027709044936
2025-01-01 00:02:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.31662933762762,51.666666666666686,46.10666666666668,0.0,51.623086262228675,0.0,0.0,0.0,22.31662933762762,51.23140280254944,51.623086262228675,51.03556107270982,12.43753247303448,19.553569585440677,0.0,-1.4736292542580263,2.8,8295.95372415813,777.1176525635583,-453.7449807089066,-0.0,-0.0,516.97655603669,0.0,3.0,0.020781975485542923,0.0,0,0.26894042519441574,197.99884266666666,-132.40657561409745,0.22649145546584112,9.47396576580596,0.0031268545873222205,107.08967281743884,1.2236061574848394,0.17616023856677332,981.1205792830024,-204.00292671944402
2025-01-01 00:03:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.251475375859965,51.666666666666686,46.10666666666668,0.0,51.619707724958815,0.0,0.0,0.0,22.251475375859965,51.22827085058841,51.619707724958815,51.03255241340321,12.43753247303448,19.64294835797636,0.0,-1.414807855507068,2.8,8282.970191115706,761.7766082442815,-457.2374460202784,-0.0,-0.0,516.97655603669,0.0,3.0,0.020830803456738236,0.0,0,0.26957231003826915,197.99884266666666,-141.8976433451488,0.22527382671707966,9.515283157076409,0.0031273673992628943,106.9359812396873,1.2232322579261086,0.1758259416156845,965.7803939105501,-204.00378566626836
2025-01-01 00:04:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.188075094319537,51.666666666666686,46.10666666666668,0.0,51.61633891040801,0.0,0.0,0.0,22.188075094319537,51.22514804244006,51.61633891040801,51.02955260845609,12.43753247303448,19.729846082102856,0.0,-1.3576218472638963,2.8,8272.645503677957,747.3012242215669,-460.64309482663737,-0.0,-0.0,516.97655603669,0.0,3.0,0.020878240870293923,0.0,0,0.27018619961679674,197.99884266666666,-148.81668197653948,0.2240980663888099,9.555218500675643,0.0031278796317565447,106.78558327386574,1.2228689460998625,0.17550032853901973,950.9125335123201,-203.61130929075316
2025-01-01 00:05:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.126311405820964,51.666666666666686,46.10666666666668,0.0,51.612979557832496,0.0,0.0,0.0,22.126311405820964,51.22203413199007,51.612979557832496,51.02656141906886,12.43753247303448,19.814428774037168,0.0,-1.3018484475713255,2.8,8265.161219857935,733.5310191767898,-463.9675942668959,-0.0,-0.0,516.97655603669,0.0,3.0,0.02092438119915433,0.0,0,0.2707833035673312,197.99884266666666,-152.97646635630244,0.22296122084275083,9.593862729267684,0.0031283912958002553,106.63825557975471,1.2225155105742493,0.1751821757761716,936.4555723077041,-202.92455313091418
2025-01-01 00:06:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.066070442489934,51.666666666666686,46.10666666666668,0.0,51.609629423893715,0.0,0.0,0.0,22.066070442489934,51.21892888955631,51.609629423893715,51.02357862238761,12.43753247303448,19.89685789493678,0.0,-1.2473013794215646,2.8,8258.759640364096,720.3650580465174,-467.21653015118767,-0.0,-0.0,516.97655603669,0.0,3.0,0.020969315104885103,0.0,0,0.27136479514503453,197.99884266666666,-156.12910996584927,0.2218604759939684,9.631973874346798,0.0031289024016426708,106.49378115006107,1.2221712610287885,0.174870458593264,922.3582696763362,-201.99321162981883
2025-01-01 00:07:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,22.007274854301542,51.666666666666686,46.10666666666668,0.0,51.60628828217964,0.0,0.0,0.0,22.007274854301542,51.21583210143706,51.60628828217964,51.02060401106577,12.43753247303448,19.9772430670001,0.0,-1.1938235766129457,2.8,8252.699927423599,707.7130168020924,-470.39352803587036,-0.0,-0.0,516.97655603669,0.0,3.0,0.021013104712798727,0.0,0,0.2719314783162075,197.99884266666666,-159.01182502166483,0.22079379745684274,9.668947468827557,0.003129412958802853,106.35201262444521,1.2218357251835952,0.17456431151494825,908.5775219156571,-200.8645051135647
2025-01-01 00:08:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,21.94986412842837,51.666666666666686,46.10666666666668,0.0,51.60295591777691,0.0,0.0,0.0,21.94986412842837,51.212743564786024,51.60295591777691,51.01763738829059,12.43753247303448,20.055670014768822,0.0,-1.141283442653325,2.8,8246.814110898282,695.4984468567941,-473.50133038916766,-0.0,-0.0,516.97655603669,0.0,3.0,0.021055798925622832,0.0,0,0.27248398593312023,197.99884266666666,-161.7898391936845,0.21975952716171268,9.704830974865766,0.0031299229763107487,106.21283480682006,1.2215085317155208,0.1742630085781899,895.0772697035117,-199.57882284671774
2025-01-01 00:09:00,8.708650406797101,0.2056854372118768,0.0,0.14514417344661834,0.0034280906201979463,0.0,0.03097513496881975,0.0,0.30254654738383746,8.365128724444444,0.010000000000000002,0.0,0.0,0.20276877054521011,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005264967105263157,0.0,On,0.025710167863556593,0,On,0.03218818665689058,0,On,0.2077709854661986,0.1558282390996489,On,On,8365.128724444445,20.000000000000057,1.0,0.0,8.365128724444444,0.0,1,8365.128724444445,8365.128724444445,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1309.1486533333334,Off,0.0,0.0,21.893783686563957,51.666666666666686,46.10666666666668,0.0,51.59963212476821,0.0,0.0,0.0,21.893783686563957,51.20966308524939,51.59963212476821,51.01467856548998,12.43753247303448,20.132216044193992,0.0,-1.0895712795274117,2.8,8241.095666603002,683.6566708061109,-476.54239720480746,-0.0,-0.0,516.97655603669,0.0,3.0,0.021097441893126984,0.0,0,0.273022889339811,197.99884266666666,-164.46721667332577,0.218756162464007,9.739667276055343,0.003130432462817594,106.07614390184133,1.221189345479613,0.17396594424732612,881.8274736135704,-198.17080280745947
